Date,WORLD SMALL CAP VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,999.9215739467676
1999-01-04,998.611093845325
1999-01-05,1001.2491641697962
1999-01-06,1015.3597279215127
1999-01-07,1022.5785328498168
1999-01-08,1032.6978359630978
1999-01-11,1040.939320938899
1999-01-12,1027.2483930344974
1999-01-13,1000.3699222097802
1999-01-14,999.0931272658277
1999-01-15,1010.067811652677
1999-01-18,1012.703251691674
1999-01-19,1016.962767081439
1999-01-20,1019.9222848789639
1999-01-21,1014.3995608237936
1999-01-22,1007.0050111637285
1999-01-25,1008.1876858475604
1999-01-26,1012.1513834853889
1999-01-27,1011.4040627689092
1999-01-28,1016.6755937244882
1999-01-29,1026.3700608143915
1999-02-01,1034.5546009576133
1999-02-02,1033.286877753441
1999-02-03,1032.6580666802347
1999-02-04,1033.894065474113
1999-02-05,1027.8766140138664
1999-02-08,1028.5910992152228
1999-02-09,1014.9661964307221
1999-02-10,1006.5342290369745
1999-02-11,1014.7901100710212
1999-02-12,1011.2617734074198
1999-02-15,1012.462282221603
1999-02-16,1010.660939687825
1999-02-17,997.5235267809295
1999-02-18,997.0714537178561
1999-02-19,1005.689068943703
1999-02-22,1017.5946950101132
1999-02-23,1021.9780692080989
1999-02-24,1018.3034894965924
1999-02-25,1012.8816741811861
1999-02-26,1021.61753826011
1999-03-01,1025.493295518222
1999-03-02,1022.1045578998487
1999-03-03,1019.9554695988846
1999-03-04,1023.8848582687035
1999-03-05,1037.3887145506117
1999-03-08,1035.1490143314395
1999-03-09,1036.3730518824864
1999-03-10,1040.7494576801278
1999-03-11,1053.1382059593095
1999-03-12,1048.5302295248532
1999-03-15,1054.1507764745495
1999-03-16,1064.1591291481277
1999-03-17,1057.7666455625263
1999-03-18,1058.1130716567745
1999-03-19,1069.86527058544
1999-03-22,1067.363673442418
1999-03-23,1059.8063628362338
1999-03-24,1054.1416531959105
1999-03-25,1068.9106873508154
1999-03-26,1077.8011369354845
1999-03-29,1086.6026558399255
1999-03-30,1080.5634776644251
1999-03-31,1085.4308395994622
1999-04-01,1085.5671213249261
1999-04-02,1088.688039708879
1999-04-05,1097.762202763113
1999-04-06,1095.221549096067
1999-04-07,1095.1333840538196
1999-04-08,1101.1519487272533
1999-04-09,1115.8287346316736
1999-04-12,1114.6850085593117
1999-04-13,1129.3347316133609
1999-04-14,1137.6923470063016
1999-04-15,1150.8613494895617
1999-04-16,1168.416935224275
1999-04-19,1179.916346946597
1999-04-20,1169.715369856054
1999-04-21,1175.4778559500994
1999-04-22,1182.6366468056883
1999-04-23,1185.465130577651
1999-04-26,1194.4022270628218
1999-04-27,1191.5700308766316
1999-04-28,1199.0674340899209
1999-04-29,1204.3758684271263
1999-04-30,1208.916021367097
1999-05-03,1213.5992122064345
1999-05-04,1212.1566841225554
1999-05-05,1206.6634545066408
1999-05-06,1208.1863875745394
1999-05-07,1206.7945026139305
1999-05-10,1214.926275984708
1999-05-11,1222.5377704549783
1999-05-12,1229.709925435119
1999-05-13,1233.5477799792664
1999-05-14,1219.730580748743
1999-05-17,1207.1252516763063
1999-05-18,1207.1243684502413
1999-05-19,1201.9121124003543
1999-05-20,1208.426550821616
1999-05-21,1219.3210489730952
1999-05-24,1211.9016359533814
1999-05-25,1201.4601899490647
1999-05-26,1212.4589796136527
1999-05-27,1211.9672376272356
1999-05-28,1215.4083583851504
1999-05-31,1216.4417224100996
1999-06-01,1219.7350197242793
1999-06-02,1228.4796016849202
1999-06-03,1228.5042933339823
1999-06-04,1238.9210786437545
1999-06-07,1249.3557142649856
1999-06-08,1238.1839075585053
1999-06-09,1243.8069427099508
1999-06-10,1242.0664281116124
1999-06-11,1244.3241613151456
1999-06-14,1243.2568314534665
1999-06-15,1243.4519757239718
1999-06-16,1261.3835470404176
1999-06-17,1269.050128076169
1999-06-18,1263.4106747435799
1999-06-21,1277.5460814153787
1999-06-22,1280.1380513349266
1999-06-23,1279.2856878485068
1999-06-24,1270.008096241607
1999-06-25,1259.4144552319935
1999-06-28,1276.7877648332117
1999-06-29,1286.768652443646
1999-06-30,1298.2401959027766
1999-07-01,1311.8092961287382
1999-07-02,1320.509265587755
1999-07-05,1323.4729140123054
1999-07-06,1321.4824065971675
1999-07-07,1320.4491570467285
1999-07-08,1324.1503215624516
1999-07-09,1328.076148083531
1999-07-12,1339.6383805269172
1999-07-13,1335.0197717650888
1999-07-14,1339.0751062575641
1999-07-15,1342.3933915125117
1999-07-16,1340.6340527830494
1999-07-19,1347.8190148708138
1999-07-20,1315.9434484186247
1999-07-21,1306.961485654422
1999-07-22,1299.866937108053
1999-07-23,1296.472838487091
1999-07-26,1272.015475503105
1999-07-27,1274.9403608453172
1999-07-28,1279.0301946411116
1999-07-29,1268.453049704174
1999-07-30,1273.59879035476
1999-08-02,1272.9139799154136
1999-08-03,1266.0823693971652
1999-08-04,1252.5310371546827
1999-08-05,1238.0051867241082
1999-08-06,1234.6560136273679
1999-08-09,1239.501914051524
1999-08-10,1232.7887726121592
1999-08-11,1241.997886292267
1999-08-12,1248.4527118004632
1999-08-13,1259.8686331698582
1999-08-16,1269.8057727316734
1999-08-17,1278.3077328546674
1999-08-18,1280.2621952256764
1999-08-19,1273.2190515622567
1999-08-20,1276.0378484746202
1999-08-23,1286.4484321309176
1999-08-24,1290.9132726643697
1999-08-25,1300.5207205811892
1999-08-26,1297.9154258448557
1999-08-27,1292.2155532763436
1999-08-30,1291.3164072471131
1999-08-31,1282.6559826731777
1999-09-01,1288.0531860316985
1999-09-02,1272.241509678089
1999-09-03,1287.6461735715613
1999-09-06,1295.3826504959304
1999-09-07,1291.798626382706
1999-09-08,1286.6740710983024
1999-09-09,1302.1716326525777
1999-09-10,1316.2592062939011
1999-09-13,1333.7782045251167
1999-09-14,1327.0158318197884
1999-09-15,1330.6022281819724
1999-09-16,1314.479785329967
1999-09-17,1312.115743969852
1999-09-20,1311.7272624236327
1999-09-21,1303.689790240668
1999-09-22,1291.5046279279468
1999-09-23,1292.0926827588012
1999-09-24,1272.7810981427358
1999-09-27,1272.7025321651506
1999-09-28,1268.096473140113
1999-09-29,1255.6556134931625
1999-09-30,1266.8754583114282
1999-10-01,1265.5708587141144
1999-10-04,1264.2024249474593
1999-10-05,1260.2767693931432
1999-10-06,1258.409505923998
1999-10-07,1256.0519372753085
1999-10-08,1263.8483382642817
1999-10-11,1266.4516939688033
1999-10-12,1253.2719601684234
1999-10-13,1235.2442598664152
1999-10-14,1231.3587566351873
1999-10-15,1214.369123756013
1999-10-18,1199.6347726084714
1999-10-19,1204.252896392508
1999-10-20,1213.8971823794466
1999-10-21,1207.7057872681032
1999-10-22,1224.508083593827
1999-10-25,1229.4659024527293
1999-10-26,1234.568220706293
1999-10-27,1241.047584382439
1999-10-28,1245.644675478673
1999-10-29,1258.3677202717015
1999-11-01,1262.3424777620924
1999-11-02,1266.2973027618511
1999-11-03,1270.5281555732477
1999-11-04,1278.3239129598082
1999-11-05,1276.8423524253014
1999-11-08,1281.6520472268717
1999-11-09,1280.9352237314465
1999-11-10,1280.6234968014544
1999-11-11,1274.7847725855615
1999-11-12,1281.4138378340112
1999-11-15,1282.4459046923348
1999-11-16,1283.6562688051367
1999-11-17,1286.0180991241969
1999-11-18,1303.2798284368607
1999-11-19,1305.335454346312
1999-11-22,1304.8911663957101
1999-11-23,1303.9525150968866
1999-11-24,1308.4143708253985
1999-11-25,1304.474841709292
1999-11-26,1322.236860940348
1999-11-29,1326.0388348910874
1999-11-30,1321.1092897034978
1999-12-01,1319.8348933585708
1999-12-02,1325.730581847307
1999-12-03,1333.7554385030987
1999-12-06,1309.5624693889274
1999-12-07,1309.1316458466115
1999-12-08,1304.5967121603649
1999-12-09,1307.8629062623413
1999-12-10,1315.236568472618
1999-12-13,1318.4583587250745
1999-12-14,1315.1559913544452
1999-12-15,1311.5476002021264
1999-12-16,1298.6698467692215
1999-12-17,1306.6474008324317
1999-12-20,1305.7728018385776
1999-12-21,1309.225900087271
1999-12-22,1315.7429737097586
1999-12-23,1314.9841419324473
1999-12-24,1318.4712074527408
1999-12-27,1323.8194264021085
1999-12-28,1329.7468080366345
1999-12-29,1343.0324231141433
1999-12-30,1351.7793727110743
1999-12-31,1360.4959406512194
2000-01-03,1343.6249435177199
2000-01-04,1304.3982075341373
2000-01-05,1295.3482009640377
2000-01-06,1292.1961735877026
2000-01-07,1313.4184742811678
2000-01-10,1327.1425618545538
2000-01-11,1320.7800111972522
2000-01-12,1317.3025482963506
2000-01-13,1331.0889795293529
2000-01-14,1352.9646592655945
2000-01-17,1370.6892708494333
2000-01-18,1368.7894837571882
2000-01-19,1368.5392551436908
2000-01-20,1372.417807795152
2000-01-21,1374.0838321423344
2000-01-24,1371.866356172197
2000-01-25,1357.1808001003153
2000-01-26,1364.4937447727857
2000-01-27,1378.6552444091435
2000-01-28,1373.5869108752502
2000-01-31,1362.9978243877272
2000-02-01,1371.5748177701767
2000-02-02,1375.9018097486257
2000-02-03,1371.2209283489349
2000-02-04,1378.5180529074478
2000-02-07,1381.405294457016
2000-02-08,1371.6649766495811
2000-02-09,1363.8165320775029
2000-02-10,1366.708776616738
2000-02-11,1361.6716563277512
2000-02-14,1369.291409342043
2000-02-15,1362.4288808302513
2000-02-16,1362.0062297966474
2000-02-17,1362.9059013291194
2000-02-18,1353.634319472238
2000-02-21,1344.75659796172
2000-02-22,1318.8532867480042
2000-02-23,1326.072920788453
2000-02-24,1334.4695924044202
2000-02-25,1357.5830177127189
2000-02-28,1375.4679356189788
2000-02-29,1396.0583794804093
2000-03-01,1409.7345378564955
2000-03-02,1412.8512312130326
2000-03-03,1427.8942106106322
2000-03-06,1425.4320542853318
2000-03-07,1424.0809814836493
2000-03-08,1420.9652634990803
2000-03-09,1420.08996083203
2000-03-10,1430.4447899223478
2000-03-13,1415.5713017415226
2000-03-14,1413.9328460113268
2000-03-15,1402.338435906198
2000-03-16,1421.3041359664546
2000-03-17,1433.169441720246
2000-03-20,1424.541093886363
2000-03-21,1421.797813544016
2000-03-22,1441.5444843727105
2000-03-23,1431.8103583346622
2000-03-24,1434.1379674507805
2000-03-27,1440.0187442331794
2000-03-28,1441.1684803976173
2000-03-29,1459.2517998383114
2000-03-30,1444.9566034887719
2000-03-31,1462.0680182625788
2000-04-03,1445.3508055598993
2000-04-04,1427.9258240684485
2000-04-05,1414.7972328388107
2000-04-06,1436.147690901355
2000-04-07,1444.2776663585703
2000-04-10,1431.9954729116428
2000-04-11,1419.9941200482822
2000-04-12,1424.4114268054107
2000-04-13,1418.9922487276413
2000-04-14,1385.7774639564507
2000-04-17,1358.3014290268852
2000-04-18,1388.5832134713166
2000-04-19,1404.8463174836468
2000-04-20,1408.010278819012
2000-04-21,1402.4697763415588
2000-04-24,1398.8994221006712
2000-04-25,1429.2617138499095
2000-04-26,1433.7238737277348
2000-04-27,1447.6623980169052
2000-04-28,1451.6531110229428
2000-05-01,1469.4433857458682
2000-05-02,1469.4332219098853
2000-05-03,1479.223712441572
2000-05-04,1487.3922949519392
2000-05-05,1493.7280042902487
2000-05-08,1487.2199595620455
2000-05-09,1468.072621306877
2000-05-10,1441.5170394946383
2000-05-11,1461.4459273827479
2000-05-12,1466.430702435018
2000-05-15,1462.5939490295584
2000-05-16,1487.3960911934155
2000-05-17,1499.0287131668201
2000-05-18,1487.846166877327
2000-05-19,1481.9478332590368
2000-05-22,1449.7155267152734
2000-05-23,1437.0389873800405
2000-05-24,1428.6384428624874
2000-05-25,1428.8622575710415
2000-05-26,1403.488519780735
2000-05-29,1404.8490909733644
2000-05-30,1412.9375279690664
2000-05-31,1416.9641206670676
2000-06-01,1423.109581157933
2000-06-02,1427.603165090892
2000-06-05,1434.565021650082
2000-06-06,1423.3168398848572
2000-06-07,1430.32289904308
2000-06-08,1432.7479484239389
2000-06-09,1439.210139191177
2000-06-12,1438.771273654215
2000-06-13,1431.7474714067514
2000-06-14,1435.56142431489
2000-06-15,1442.050718767992
2000-06-16,1431.283687169252
2000-06-19,1435.8917901237621
2000-06-20,1443.3617910816176
2000-06-21,1454.93243604296
2000-06-22,1459.0575182914336
2000-06-23,1459.8158168229884
2000-06-26,1460.6219968441806
2000-06-27,1456.8434860675704
2000-06-28,1466.8792010549591
2000-06-29,1463.7330494559174
