Date,WORLD SMALL CAP VALUE WEIGHTED
2000-06-30,1450.270486680266
2000-07-03,1479.4984562468737
2000-07-04,1481.0748704980783
2000-07-05,1465.1118371566272
2000-07-06,1469.2841398350026
2000-07-07,1482.35144206631
2000-07-10,1489.1267712676295
2000-07-11,1495.8534505402056
2000-07-12,1508.921017045866
2000-07-13,1516.1408904367206
2000-07-14,1516.8172488891373
2000-07-17,1519.6657397003803
2000-07-18,1511.3459236554572
2000-07-19,1515.2803403821665
2000-07-20,1523.0636466663518
2000-07-21,1500.9512812530422
2000-07-24,1487.6820381044226
2000-07-25,1477.007881454623
2000-07-26,1475.1875476440184
2000-07-27,1466.6093315184107
2000-07-28,1464.6250082389352
2000-07-31,1468.0029150710473
2000-08-01,1476.7417426424354
2000-08-02,1495.5088646022878
2000-08-03,1506.884372498995
2000-08-04,1509.4784623457058
2000-08-07,1517.0158931827134
2000-08-08,1531.0844643041748
2000-08-09,1538.0941232352031
2000-08-10,1518.5953885247104
2000-08-11,1539.0888681301312
2000-08-14,1545.782881009439
2000-08-15,1533.0506216745357
2000-08-16,1542.3925238346105
2000-08-17,1539.3197591926992
2000-08-18,1548.0043413784235
2000-08-21,1553.7147333011048
2000-08-22,1565.8420090608565
2000-08-23,1571.4621943672778
2000-08-24,1565.0593660316424
2000-08-25,1566.9199661176447
2000-08-28,1575.1599701023029
2000-08-29,1582.4205078566106
2000-08-30,1586.978301710426
2000-08-31,1599.0435593197524
2000-09-01,1589.3223914462596
2000-09-04,1591.6849399012294
2000-09-05,1606.4085149997486
2000-09-06,1617.6921215277448
2000-09-07,1633.5963674897928
2000-09-08,1633.9886174273008
2000-09-11,1635.0302107020102
2000-09-12,1627.2035898815832
2000-09-13,1619.269506240138
2000-09-14,1626.6715689409345
2000-09-15,1616.2738957792742
2000-09-18,1611.119548442492
2000-09-19,1614.7810754353786
2000-09-20,1628.5046049750226
2000-09-21,1609.275821463796
2000-09-22,1555.7468521858566
2000-09-25,1572.7175827266656
2000-09-26,1555.0785765903543
2000-09-27,1548.2392171650476
2000-09-28,1556.319789498693
2000-09-29,1564.9143784721628
2000-10-02,1555.8605426350045
2000-10-03,1561.0602001627901
2000-10-04,1563.1436015796703
2000-10-05,1562.9115696935683
2000-10-06,1553.293438757082
2000-10-09,1547.4215024500443
2000-10-10,1538.859730098726
2000-10-11,1515.8911453225376
2000-10-12,1515.143232922659
2000-10-13,1525.7312239927007
2000-10-16,1543.945613966891
2000-10-17,1524.6298787117203
2000-10-18,1515.8384058919714
2000-10-19,1539.812212512758
2000-10-20,1556.2940510450333
2000-10-23,1560.7932157741013
2000-10-24,1563.5470988984698
2000-10-25,1560.9335566232135
2000-10-26,1561.6275804898169
2000-10-27,1544.7248870138758
2000-10-30,1549.3693887288564
2000-10-31,1559.7249273019713
2000-11-01,1552.8438378621408
2000-11-02,1562.5222200653245
2000-11-03,1563.3463731213317
2000-11-06,1572.8179365661638
2000-11-07,1576.1334061081736
2000-11-08,1581.231496348524
2000-11-09,1566.716612675174
2000-11-10,1544.5166634027282
2000-11-13,1541.0230461527626
2000-11-14,1553.5038537868356
2000-11-15,1555.5329556570823
2000-11-16,1550.4511707657844
2000-11-17,1556.7768735229363
2000-11-20,1547.8852137386143
2000-11-21,1544.062568220774
2000-11-22,1540.0691918391105
2000-11-23,1539.7634738725874
2000-11-24,1557.5715657141725
2000-11-27,1550.8313185189484
2000-11-28,1532.8371111247775
2000-11-29,1517.9867202306477
2000-11-30,1495.4940168771868
2000-12-01,1513.4639526300762
2000-12-04,1488.9914860843062
2000-12-05,1513.2800269673698
2000-12-06,1509.0470161542905
2000-12-07,1494.8537640545376
2000-12-08,1517.6852926619342
2000-12-11,1549.0611063959318
2000-12-12,1539.84849739452
2000-12-13,1529.9086213734136
2000-12-14,1502.176883225504
2000-12-15,1475.3418568584532
2000-12-18,1480.0975222961742
2000-12-19,1473.0063147858832
2000-12-20,1427.8654297377063
2000-12-21,1415.5432291800244
2000-12-22,1427.1867761767553
2000-12-25,1434.5498265903598
2000-12-26,1427.6258285955655
2000-12-27,1441.538620511081
2000-12-28,1466.4908415165708
2000-12-29,1451.450487775238
2001-01-01,1451.4293002664267
2001-01-02,1423.7284501077556
2001-01-03,1449.2521822836868
2001-01-04,1451.647861103133
2001-01-05,1429.3807047821622
2001-01-08,1431.064659613831
2001-01-09,1440.326944256726
2001-01-10,1449.8708312524782
2001-01-11,1441.3371279422622
2001-01-12,1449.5376744821838
2001-01-15,1459.0275056719347
2001-01-16,1477.5754548304255
2001-01-17,1497.3658612839747
2001-01-18,1485.3865393183783
2001-01-19,1496.5527131783247
2001-01-22,1500.8919048724113
2001-01-23,1511.1282763607755
2001-01-24,1530.6601403991408
2001-01-25,1536.7808027511417
2001-01-26,1531.0391024936127
2001-01-29,1552.590288014085
2001-01-30,1552.291735927825
2001-01-31,1550.770383041216
2001-02-01,1545.6755341815576
2001-02-02,1548.2187211066077
2001-02-05,1539.3185635769175
2001-02-06,1557.1207497269372
2001-02-07,1555.2388052236763
2001-02-08,1567.396516255092
2001-02-09,1549.7174910703857
2001-02-12,1554.203194861916
2001-02-13,1566.6371048504473
2001-02-14,1571.2658904049426
2001-02-15,1604.3631267602584
2001-02-16,1573.850702364471
2001-02-19,1564.6880141153529
2001-02-20,1576.0864600933303
2001-02-21,1554.9053940451531
2001-02-22,1551.0737351262796
2001-02-23,1553.2929987284042
2001-02-26,1568.8825815225416
2001-02-27,1551.8467882754524
2001-02-28,1539.5002403911767
2001-03-01,1518.4416682536257
2001-03-02,1509.26488746389
2001-03-05,1516.3613624271068
2001-03-06,1529.5414340730717
2001-03-07,1541.4715791420228
2001-03-08,1536.7004657479338
2001-03-09,1530.1401788175076
2001-03-12,1500.3884548322758
2001-03-13,1505.8391479854356
2001-03-14,1491.0005463978555
2001-03-15,1494.6433602477634
2001-03-16,1490.3835463738599
2001-03-19,1500.42231760804
2001-03-20,1485.8174959363528
2001-03-21,1485.0064171952986
2001-03-22,1481.6798124000998
2001-03-23,1491.1637416126118
2001-03-26,1509.9624723616848
2001-03-27,1515.3447835314084
2001-03-28,1519.865481982498
2001-03-29,1523.2717622629107
2001-03-30,1525.6127778473372
2001-04-02,1509.153679448853
2001-04-03,1486.6958587694348
2001-04-04,1465.5434367646717
2001-04-05,1506.5805856045924
2001-04-06,1488.892130103424
2001-04-09,1491.7244880795918
2001-04-10,1526.4833395285402
2001-04-11,1534.6130841987951
2001-04-12,1535.6637685797602
2001-04-13,1536.9117381832568
2001-04-16,1546.464029890224
2001-04-17,1557.4587585171864
2001-04-18,1594.4112487306727
2001-04-19,1586.6526954717071
2001-04-20,1562.4158715447368
2001-04-23,1564.9235116091713
2001-04-24,1576.5159683281277
2001-04-25,1588.1924511976392
2001-04-26,1595.9348218642192
2001-04-27,1616.1128986041758
2001-04-30,1633.3240796830214
2001-05-01,1648.54011908364
2001-05-02,1653.3886618184322
2001-05-03,1645.8433129511982
2001-05-04,1652.764862172924
2001-05-07,1656.005280088901
2001-05-08,1664.2057409240638
2001-05-09,1660.4600822516586
2001-05-10,1668.9141594242637
2001-05-11,1679.4793382146236
2001-05-14,1678.2946454948801
2001-05-15,1678.1411831209637
2001-05-16,1677.1593367874875
2001-05-17,1701.5443118946803
2001-05-18,1711.498796146624
2001-05-21,1733.4214627179756
2001-05-22,1750.6667087171809
2001-05-23,1754.8554668158765
2001-05-24,1763.47143844454
2001-05-25,1761.956816481733
2001-05-28,1754.620431235486
2001-05-29,1758.354454444254
2001-05-30,1735.9461529273203
2001-05-31,1756.0601094838287
2001-06-01,1767.1171198887616
2001-06-04,1770.7667802447454
2001-06-05,1779.2556952677928
2001-06-06,1774.300408147016
2001-06-07,1773.765080506247
2001-06-08,1774.3078517486372
2001-06-11,1776.2973216970022
2001-06-12,1754.4733919198698
2001-06-13,1750.5764752234663
2001-06-14,1722.7722572695425
2001-06-15,1704.7473266177046
2001-06-18,1695.018305320759
2001-06-19,1696.452735714923
2001-06-20,1705.1310267992167
2001-06-21,1709.2013643940013
2001-06-22,1705.407184823729
2001-06-25,1693.4892773061802
2001-06-26,1699.8689658805338
2001-06-27,1706.4385368448616
2001-06-28,1727.644760832131
2001-06-29,1754.5927718725802
2001-07-02,1742.9780232071596
2001-07-03,1743.0071031055159
2001-07-04,1741.0365959208839
2001-07-05,1746.6215882266642
2001-07-06,1713.8939708916205
2001-07-09,1701.0575742688795
2001-07-10,1685.9596911568478
2001-07-11,1673.4012950446966
2001-07-12,1709.4713721522116
2001-07-13,1711.6072840184136
2001-07-16,1698.4972225237243
2001-07-17,1707.3332321768596
2001-07-18,1669.545343844211
2001-07-19,1678.9056670398295
2001-07-20,1674.4618039654392
2001-07-23,1663.6473347134588
2001-07-24,1643.2577154697651
2001-07-25,1641.2757548673883
2001-07-26,1652.853260271213
2001-07-27,1660.2433931021603
2001-07-30,1650.45532897875
2001-07-31,1660.215886392265
2001-08-01,1666.6572033907423
2001-08-02,1672.049559567867
2001-08-03,1662.50377911648
2001-08-06,1661.718301784397
2001-08-07,1667.4091916204045
2001-08-08,1659.3653381459947
2001-08-09,1634.8512380483066
2001-08-10,1631.7049592163867
2001-08-13,1625.59452851976
2001-08-14,1639.1601111165337
2001-08-15,1628.6087924720205
2001-08-16,1626.587706165823
2001-08-17,1612.9550562408217
2001-08-20,1615.2413157462067
2001-08-21,1613.3769434171465
2001-08-22,1608.526902413473
2001-08-23,1613.8989814625747
2001-08-24,1622.9346168342245
2001-08-27,1626.9483624333163
2001-08-28,1618.1907966040594
2001-08-29,1614.9277328521164
2001-08-30,1602.5821021218105
2001-08-31,1601.8993628901408
2001-09-03,1593.5535978011483
2001-09-04,1616.3936494688958
2001-09-05,1605.2644948969087
2001-09-06,1584.611640762883
2001-09-07,1548.7535680725566
2001-09-10,1529.2557194863857
2001-09-11,1511.0923159907184
2001-09-12,1480.483290158542
2001-09-13,1483.2711184354991
2001-09-14,1469.901339756624
2001-09-17,1410.605040796921
2001-09-18,1402.5984928381984
2001-09-19,1383.1731067364985
2001-09-20,1349.0501311637436
2001-09-21,1328.5132269523565
2001-09-24,1355.0924597695735
2001-09-25,1357.9025072310983
2001-09-26,1356.7141525308846
2001-09-27,1357.8348802430369
2001-09-28,1399.6817220681417
2001-10-01,1387.8612528030285
2001-10-02,1394.2995026555927
2001-10-03,1402.7642224977844
2001-10-04,1424.5902742508404
2001-10-05,1415.9826212020423
2001-10-08,1408.9423506565306
2001-10-09,1404.2219839392415
2001-10-10,1427.904367058723
2001-10-11,1458.3577035135795
2001-10-12,1451.4929396096768
2001-10-15,1450.5960992770558
2001-10-16,1456.7093170503547
2001-10-17,1453.8225011435775
2001-10-18,1446.3972178178585
2001-10-19,1456.413768730384
2001-10-22,1470.0382516531618
2001-10-23,1476.2629295687743
2001-10-24,1474.6629459505957
2001-10-25,1484.3103946953433
2001-10-26,1494.3105757063568
2001-10-29,1468.2622390966367
2001-10-30,1447.6855611973713
2001-10-31,1465.29913104723
2001-11-01,1465.661478783392
2001-11-02,1466.4019706710694
2001-11-05,1485.376919347895
2001-11-06,1496.411946942509
2001-11-07,1490.6359604106647
2001-11-08,1501.8956904624126
2001-11-09,1496.922589814748
2001-11-12,1494.0312657184877
2001-11-13,1520.4881439709743
2001-11-14,1528.2928967313965
2001-11-15,1533.3251597755984
2001-11-16,1531.356402432588
2001-11-19,1551.8283224706583
2001-11-20,1542.9471052653987
2001-11-21,1548.6222753506768
2001-11-22,1545.8009570277895
2001-11-23,1557.8789199435303
2001-11-26,1564.301187207472
2001-11-27,1559.6087359333437
2001-11-28,1541.688704487972
2001-11-29,1547.6184315642192
2001-11-30,1536.5069549636314
2001-12-03,1536.4809174175048
2001-12-04,1575.4354168742673
2001-12-05,1603.0703332609917
2001-12-06,1606.8330224190804
2001-12-07,1600.713552210398
2001-12-10,1588.1554914485523
2001-12-11,1582.4858169681463
2001-12-12,1577.7750559810213
2001-12-13,1557.9287366425012
2001-12-14,1545.6591184274223
2001-12-17,1544.6628739827427
2001-12-18,1553.4238038348312
2001-12-19,1549.2579880952405
2001-12-20,1548.4614161935071
2001-12-21,1574.452812078927
2001-12-24,1589.3474767335645
2001-12-25,1590.6420758921904
2001-12-26,1592.2840345666295
2001-12-27,1594.110465150188
2001-12-28,1613.873247930567
2001-12-31,1600.2578263801238
2002-01-01,1600.2816489399138
2002-01-02,1579.6117613731133
2002-01-03,1599.912752654987
2002-01-04,1622.2922013296936
2002-01-07,1623.1641091027836
2002-01-08,1621.2991342854207
2002-01-09,1623.882100938834
2002-01-10,1612.7809428439164
2002-01-11,1609.5442156460947
2002-01-14,1591.7745556482926
2002-01-15,1595.153434785227
2002-01-16,1593.0360633926844
2002-01-17,1603.318787533956
2002-01-18,1598.7953175151713
2002-01-21,1602.7185688124016
2002-01-22,1591.5305969589338
2002-01-23,1596.2636319959797
2002-01-24,1610.611827966605
2002-01-25,1632.937469278649
2002-01-28,1646.9572572447053
2002-01-29,1633.9118972117835
2002-01-30,1635.2882340081383
2002-01-31,1644.0819164027134
2002-02-01,1638.019268809263
2002-02-04,1617.3738508861925
2002-02-05,1602.573780970852
2002-02-06,1592.9120259478723
2002-02-07,1588.5019358238656
2002-02-08,1597.9244668415852
2002-02-11,1604.125480397654
2002-02-12,1615.0887818594094
2002-02-13,1631.0337659038266
2002-02-14,1634.4935165270722
2002-02-15,1629.7553951786992
2002-02-18,1635.213565045246
2002-02-19,1611.555604826955
2002-02-20,1622.4281097274852
2002-02-21,1621.24822876441
2002-02-22,1620.300999914995
2002-02-25,1634.2485262608543
2002-02-26,1645.9687787321157
2002-02-27,1666.7541431172542
2002-02-28,1669.7795423333346
2002-03-01,1688.6387521181248
2002-03-04,1718.2408677742258
2002-03-05,1716.739394440409
2002-03-06,1723.6604954009274
2002-03-07,1735.6196515059255
2002-03-08,1751.169175304527
2002-03-11,1763.8036815546527
2002-03-12,1758.423835889467
2002-03-13,1741.0039291762023
2002-03-14,1735.6802963723856
2002-03-15,1742.3720363943767
2002-03-18,1747.0967762741623
2002-03-19,1752.8440737719782
2002-03-20,1743.9252268744858
2002-03-21,1751.8844006931595
2002-03-22,1753.0139319577759
2002-03-25,1744.378995927593
2002-03-26,1750.8957251310949
2002-03-27,1772.9122104408395
2002-03-28,1776.9299243436124
2002-03-29,1771.6751296564355
2002-04-01,1754.6784928665593
2002-04-02,1750.9308134845362
2002-04-03,1750.7691911670934
2002-04-04,1755.5012624277103
2002-04-05,1768.1122885762306
2002-04-08,1782.3623769174994
2002-04-09,1780.2811254565781
2002-04-10,1795.5082824727388
2002-04-11,1774.125819248524
2002-04-12,1791.2154267930282
2002-04-15,1787.5239624226863
2002-04-16,1806.2248388652815
2002-04-17,1801.2139142549945
2002-04-18,1798.252312311967
2002-04-19,1804.4122618608785
2002-04-22,1799.3286142583258
2002-04-23,1798.3211448129057
2002-04-24,1791.6656433019944
2002-04-25,1784.0471375775867
2002-04-26,1774.1866754425164
2002-04-29,1766.2705180327544
2002-04-30,1778.8827437556547
2002-05-01,1779.7932280554016
2002-05-02,1790.764789044872
2002-05-03,1778.469919692526
2002-05-06,1758.7256480228332
2002-05-07,1752.9321304206237
2002-05-08,1773.1639304215655
2002-05-09,1766.5565036840044
2002-05-10,1750.2543695875224
2002-05-13,1759.834673763427
2002-05-14,1789.399535472486
2002-05-15,1791.0252005594123
2002-05-16,1786.9335178322515
2002-05-17,1778.9995886978359
2002-05-20,1777.0042719300588
2002-05-21,1779.3484640884856
