Date,WORLD ex USA SMALL CAP VALUE WEIGHTED
1998-12-31,1000.0
1999-01-01,999.870697211503
1999-01-04,999.3995203894649
1999-01-05,1001.0271942612475
1999-01-06,1011.4942727187337
1999-01-07,1020.5955140573192
1999-01-08,1025.893474937942
1999-01-11,1036.872036461831
1999-01-12,1022.3751883572646
1999-01-13,992.3470881539585
1999-01-14,997.1112527669812
1999-01-15,1000.3487195854186
1999-01-18,1005.0966224707494
1999-01-19,1009.4722279228937
1999-01-20,1012.3150885973898
1999-01-21,1011.4289552381172
1999-01-22,1000.9501956729875
1999-01-25,1001.9634913661374
1999-01-26,1007.5315001761038
1999-01-27,1010.0767950943053
1999-01-28,1011.3436492297092
1999-01-29,1019.8091421940782
1999-02-01,1032.126139326502
1999-02-02,1039.70177216044
1999-02-03,1036.1209664420587
1999-02-04,1042.2992253457567
1999-02-05,1038.0392964744356
1999-02-08,1037.722235558844
1999-02-09,1027.5244758073695
1999-02-10,1022.4026957459945
1999-02-11,1028.3062886079651
1999-02-12,1032.0738997178198
1999-02-15,1031.7075788779196
1999-02-16,1028.7464577200126
1999-02-17,1019.5686061723694
1999-02-18,1015.835863112385
1999-02-19,1021.6551411305873
1999-02-22,1031.9766160498125
1999-02-23,1035.6937504926436
1999-02-24,1034.4120381243843
1999-02-25,1034.9730723467628
1999-02-26,1046.1973844029555
1999-03-01,1047.2020905627705
1999-03-02,1042.39967050667
1999-03-03,1041.3596587450552
1999-03-04,1040.704922328481
1999-03-05,1059.8931116465537
1999-03-08,1059.4663961696226
1999-03-09,1063.3738511451775
1999-03-10,1071.0678356204185
1999-03-11,1083.548075609671
1999-03-12,1084.9553011071152
1999-03-15,1093.4170300885232
1999-03-16,1110.2535053735028
1999-03-17,1105.7763883816804
1999-03-18,1103.25304299196
1999-03-19,1123.770465731308
1999-03-22,1122.5852778124033
1999-03-23,1122.3091428701505
1999-03-24,1113.5104863534655
1999-03-25,1124.6248561965147
1999-03-26,1128.7941879117748
1999-03-29,1134.725616003298
1999-03-30,1128.40810535017
1999-03-31,1140.3174659879062
1999-04-01,1141.258639407672
1999-04-02,1144.9587060817016
1999-04-05,1154.988901232027
1999-04-06,1157.9273543789682
1999-04-07,1163.2348763065102
1999-04-08,1172.682473608388
1999-04-09,1183.8084221951226
1999-04-12,1180.0999465207146
1999-04-13,1194.4502445127673
1999-04-14,1203.0068875453383
1999-04-15,1213.4314534925395
1999-04-16,1229.5347121671227
1999-04-19,1243.603625843073
1999-04-20,1230.9168131010924
1999-04-21,1225.0237507680363
1999-04-22,1233.6150004056542
1999-04-23,1238.8101971496587
1999-04-26,1250.0970716884585
1999-04-27,1245.7936902818094
1999-04-28,1252.3845348202512
1999-04-29,1257.5184421918864
1999-04-30,1265.5248069037723
1999-05-03,1266.983454332299
1999-05-04,1267.2180099358359
1999-05-05,1261.7707947987292
1999-05-06,1270.1083978142335
1999-05-07,1265.3387751457253
1999-05-10,1271.833557750002
1999-05-11,1273.634557675806
1999-05-12,1280.4089632715195
1999-05-13,1279.0758859601879
1999-05-14,1270.4565784200124
1999-05-17,1252.5226314905865
1999-05-18,1251.8433256656124
1999-05-19,1238.7619933467545
1999-05-20,1242.5257113753432
1999-05-21,1249.7054251399456
1999-05-24,1249.9425976194452
1999-05-25,1242.5851505108465
1999-05-26,1252.8482625463462
1999-05-27,1254.6524877189142
1999-05-28,1251.752744065582
1999-05-31,1251.4501867619026
1999-06-01,1260.1620968891718
1999-06-02,1270.821597394456
1999-06-03,1269.22954747537
1999-06-04,1277.096755449609
1999-06-07,1289.6060582430232
1999-06-08,1286.306936025025
1999-06-09,1295.234784268747
1999-06-10,1301.6832204798288
1999-06-11,1310.017389624023
1999-06-14,1308.7597487806677
1999-06-15,1305.0549512259124
1999-06-16,1321.0531939220564
1999-06-17,1331.674527614854
1999-06-18,1325.4773314268177
1999-06-21,1338.7071335496325
1999-06-22,1344.4955516019459
1999-06-23,1343.191433128156
1999-06-24,1335.4269131602175
1999-06-25,1324.8432244269281
1999-06-28,1336.902197815168
1999-06-29,1343.731480466952
1999-06-30,1347.7014632592104
1999-07-01,1367.8583457717825
1999-07-02,1377.8842749854653
1999-07-05,1384.092561431191
1999-07-06,1383.1229069143078
1999-07-07,1385.0720057332474
1999-07-08,1385.8076976282482
1999-07-09,1387.0759295639639
1999-07-12,1398.8817918204757
1999-07-13,1396.603405869424
1999-07-14,1401.1752436391143
1999-07-15,1402.6306373499422
1999-07-16,1397.701178860511
1999-07-19,1411.2633979036427
1999-07-20,1388.5946856010619
1999-07-21,1378.7310805690333
1999-07-22,1369.9259833266137
1999-07-23,1367.4679946672165
1999-07-26,1349.0457207778777
1999-07-27,1346.8121090670575
1999-07-28,1353.6434700925315
1999-07-29,1352.0427746057123
1999-07-30,1355.4927898486262
1999-08-02,1353.390371104263
1999-08-03,1351.0898062865886
1999-08-04,1345.3299799587237
1999-08-05,1325.5718375485028
1999-08-06,1320.8149604835503
1999-08-09,1325.0207433356297
1999-08-10,1322.6799040097358
1999-08-11,1325.5574192303523
1999-08-12,1335.3342650946408
1999-08-13,1342.564112957005
1999-08-16,1360.5187033195468
1999-08-17,1366.8146734933682
1999-08-18,1375.9801431239764
1999-08-19,1370.5051954398502
1999-08-20,1375.1555946909189
1999-08-23,1385.119401151241
1999-08-24,1390.5353996442077
1999-08-25,1401.6364807190182
1999-08-26,1397.9549856285573
1999-08-27,1395.7238232043278
1999-08-30,1401.9931274457438
1999-08-31,1396.5582829598109
1999-09-01,1403.0224840485032
1999-09-02,1390.0479235720136
1999-09-03,1396.6959457301148
1999-09-06,1408.1535670842275
1999-09-07,1400.63099415974
1999-09-08,1396.2404120750089
1999-09-09,1418.5107277405436
1999-09-10,1430.7925194781017
1999-09-13,1457.0013978947939
1999-09-14,1452.334958070521
1999-09-15,1456.8374347900437
1999-09-16,1439.9661681682128
1999-09-17,1431.3845983064007
1999-09-20,1434.6104986327964
1999-09-21,1436.9486195641323
1999-09-22,1419.0598554617407
1999-09-23,1425.8998100934564
1999-09-24,1400.139290482706
1999-09-27,1391.5845985581732
1999-09-28,1394.1821676234333
1999-09-29,1376.4143053541632
1999-09-30,1390.2222832836917
1999-10-01,1397.7920489225141
1999-10-04,1391.4413053855603
1999-10-05,1386.2717490589882
1999-10-06,1381.0960346488291
1999-10-07,1382.005698614851
1999-10-08,1388.762505538266
1999-10-11,1391.7962410460373
1999-10-12,1384.5282622199552
1999-10-13,1364.022138704613
1999-10-14,1360.477605132293
1999-10-15,1345.8091299062467
1999-10-18,1325.6354258087008
1999-10-19,1328.7181298231678
1999-10-20,1342.1568763899154
1999-10-21,1335.417928130125
1999-10-22,1347.831590510701
1999-10-25,1357.2964050603766
1999-10-26,1362.6457883796897
1999-10-27,1367.061790025465
1999-10-28,1363.4304746566368
1999-10-29,1378.492808844285
1999-11-01,1379.997494861111
1999-11-02,1384.1596957449915
1999-11-03,1382.502725472981
1999-11-04,1391.7035661362809
1999-11-05,1383.6395951216157
1999-11-08,1386.5501186595668
1999-11-09,1387.77054196053
1999-11-10,1387.0086559405195
1999-11-11,1376.7814120166788
1999-11-12,1377.550126661487
1999-11-15,1373.2378261606693
1999-11-16,1370.2348228166773
1999-11-17,1380.828560872091
1999-11-18,1398.012307418764
1999-11-19,1402.067806740372
1999-11-22,1408.614514364217
1999-11-23,1413.6245577274988
1999-11-24,1412.639978579604
1999-11-25,1405.7506885892567
1999-11-26,1425.879953121928
1999-11-29,1431.9885607157148
1999-11-30,1423.5773301609092
1999-12-01,1422.362379844516
1999-12-02,1423.1399170989862
1999-12-03,1431.9578156594548
1999-12-06,1414.1607873210442
1999-12-07,1416.603867287354
1999-12-08,1408.9063477563275
1999-12-09,1412.8178603199956
1999-12-10,1420.0930428178654
1999-12-13,1421.3638166474232
1999-12-14,1417.813727634886
1999-12-15,1410.109086614602
1999-12-16,1399.4320922919092
1999-12-17,1403.4675645409593
1999-12-20,1402.884478704274
1999-12-21,1402.4943431809827
1999-12-22,1412.2373005724542
1999-12-23,1408.6286577472024
1999-12-24,1415.23214451347
1999-12-27,1422.7949560470115
1999-12-28,1425.610136782825
1999-12-29,1430.553684744211
1999-12-30,1441.246903503137
1999-12-31,1441.897893202128
2000-01-03,1441.5538792708383
2000-01-04,1409.5998210008631
2000-01-05,1389.303959537897
2000-01-06,1379.2175764437386
2000-01-07,1394.987047831447
2000-01-10,1408.0941677726712
2000-01-11,1410.3050410405929
2000-01-12,1407.502340721505
2000-01-13,1416.01687590242
2000-01-14,1436.0851427183632
2000-01-17,1465.095575233802
2000-01-18,1458.7319150138985
2000-01-19,1453.5043721220559
2000-01-20,1461.7883308587586
2000-01-21,1459.7186248088958
2000-01-24,1462.014035733525
2000-01-25,1448.731340460702
2000-01-26,1457.3882566898485
2000-01-27,1473.38989511209
2000-01-28,1472.1001902542166
2000-01-31,1460.6051880568602
2000-02-01,1462.3262657956955
2000-02-02,1464.3978596323836
2000-02-03,1455.5985702866542
2000-02-04,1463.2817690626598
2000-02-07,1464.5484201208903
2000-02-08,1454.2931599454273
2000-02-09,1451.6470879052908
2000-02-10,1453.0518005183378
2000-02-11,1453.3971764307469
2000-02-14,1455.3771327982947
2000-02-15,1443.8600282202672
2000-02-16,1441.9265914571217
2000-02-17,1436.8030881442348
2000-02-18,1437.3976136552274
2000-02-21,1422.852648132531
2000-02-22,1402.2143075963015
2000-02-23,1410.839821800729
2000-02-24,1426.2602202046821
2000-02-25,1453.3104785132768
2000-02-28,1469.7123204606391
2000-02-29,1478.1402110443805
2000-03-01,1496.5147867855624
2000-03-02,1502.4916040083397
2000-03-03,1511.6835846152385
2000-03-06,1511.1479420737355
2000-03-07,1516.4979186590701
2000-03-08,1509.035031341934
2000-03-09,1505.1152040666075
2000-03-10,1521.5311327055545
2000-03-13,1506.7072249803296
2000-03-14,1509.1697663035907
2000-03-15,1491.269008892647
2000-03-16,1492.4026927610212
2000-03-17,1507.9185617744904
2000-03-20,1506.9773727481022
2000-03-21,1500.7646025470149
2000-03-22,1512.9016659280687
2000-03-23,1498.231618520312
2000-03-24,1505.5947846524841
2000-03-27,1521.5254744859528
2000-03-28,1531.5082414131027
2000-03-29,1550.3902450364271
2000-03-30,1532.7246876556171
2000-03-31,1546.0079348601516
2000-04-03,1531.8740511400936
2000-04-04,1520.1885599568773
2000-04-05,1498.9073553239284
2000-04-06,1514.5979520530711
2000-04-07,1519.610802833926
2000-04-10,1519.3887140460915
2000-04-11,1504.5310590478703
2000-04-12,1518.7989351254112
2000-04-13,1513.6497914835368
2000-04-14,1506.5997371720657
2000-04-17,1452.672143459735
2000-04-18,1472.0086006875442
2000-04-19,1489.2065272912885
2000-04-20,1493.092505456336
2000-04-21,1482.6917060383034
2000-04-24,1488.6755047557356
2000-04-25,1502.3742534977364
2000-04-26,1507.9931688475135
2000-04-27,1512.7004214400731
2000-04-28,1507.406914088086
2000-05-01,1517.9985728882723
2000-05-02,1532.989654302521
2000-05-03,1549.8573835800821
2000-05-04,1552.5530371293453
2000-05-05,1551.8367787486222
2000-05-08,1552.5222845051358
2000-05-09,1535.2215798543875
2000-05-10,1520.6462576412096
2000-05-11,1522.1468283755507
2000-05-12,1533.4326168596929
2000-05-15,1524.7649908762944
2000-05-16,1547.7205693534029
2000-05-17,1561.6234095882976
2000-05-18,1555.0629986806416
2000-05-19,1559.8017755944393
2000-05-22,1526.5466123227372
2000-05-23,1519.26506324485
2000-05-24,1500.4217508044458
2000-05-25,1509.363440128436
2000-05-26,1486.456042307331
2000-05-29,1491.2349498433484
2000-05-30,1493.0033884618913
2000-05-31,1496.6129818071133
2000-06-01,1494.8112200342273
2000-06-02,1495.4587809517882
2000-06-05,1512.3755446788282
2000-06-06,1510.3651379848154
2000-06-07,1517.0067807338012
2000-06-08,1520.9674946209825
2000-06-09,1524.2089694377953
2000-06-12,1535.0134090870176
2000-06-13,1523.8490891366312
2000-06-14,1527.19511862983
2000-06-15,1531.3235546692924
2000-06-16,1526.2326089665335
2000-06-19,1530.700118675796
2000-06-20,1541.6317079778175
2000-06-21,1553.0130227431496
2000-06-22,1567.325820294356
2000-06-23,1567.7365872460573
2000-06-26,1562.3408903542
2000-06-27,1561.982537741284
2000-06-28,1564.7316638662712
2000-06-29,1565.1739059944161
2000-06-30,1565.5621898523277
2000-07-03,1591.853660032329
2000-07-04,1592.7184963332884
2000-07-05,1575.997399668331
2000-07-06,1572.9441781247617
2000-07-07,1584.4456547320144
2000-07-10,1595.368626782277
2000-07-11,1604.5779725854868
2000-07-12,1605.06545925417
2000-07-13,1601.9779987563543
2000-07-14,1603.6356816812838
2000-07-17,1603.2935079176036
2000-07-18,1594.320842982802
2000-07-19,1600.6347799300129
2000-07-20,1604.5601761178382
2000-07-21,1589.195802905044
2000-07-24,1577.8356747449616
2000-07-25,1567.0933022327354
2000-07-26,1564.4689811720493
2000-07-27,1556.890347263571
2000-07-28,1554.5287921450242
2000-07-31,1541.3468984705873
2000-08-01,1557.1147251994064
2000-08-02,1572.3966978686153
2000-08-03,1580.7054678654529
2000-08-04,1582.6074970105408
2000-08-07,1586.248504882736
2000-08-08,1597.5246145432109
2000-08-09,1607.759025586284
2000-08-10,1595.4667403105514
2000-08-11,1610.4306290320765
2000-08-14,1611.7396854564327
2000-08-15,1609.3181686816627
2000-08-16,1619.2416081835156
2000-08-17,1612.8179530897414
2000-08-18,1624.672687643911
2000-08-21,1628.9408446430803
2000-08-22,1642.7527514339706
2000-08-23,1649.0558862141402
2000-08-24,1644.5045377063827
2000-08-25,1647.7521188824003
2000-08-28,1653.8295804782313
2000-08-29,1657.2138383238457
2000-08-30,1656.7983416356929
2000-08-31,1663.0303791198871
2000-09-01,1654.7491115958574
2000-09-04,1658.7428910535307
2000-09-05,1668.677005169784
2000-09-06,1674.1501365804863
2000-09-07,1683.5813005157045
2000-09-08,1684.9288713411056
2000-09-11,1678.7665030800867
2000-09-12,1664.21784203154
2000-09-13,1655.4555435619693
2000-09-14,1656.6630272926507
2000-09-15,1653.2619933455453
2000-09-18,1658.543058988352
2000-09-19,1658.2265063648686
2000-09-20,1677.2585959282874
2000-09-21,1663.0221479347701
2000-09-22,1604.3443648438385
2000-09-25,1627.9443996824753
2000-09-26,1614.6767431466676
2000-09-27,1606.453882536546
2000-09-28,1597.4146442826896
2000-09-29,1612.335095911966
2000-10-02,1609.5126849743663
2000-10-03,1615.838878203906
2000-10-04,1611.4824209946328
2000-10-05,1613.1871228750608
2000-10-06,1614.3918075347233
2000-10-09,1605.7333646415186
2000-10-10,1600.948240095346
2000-10-11,1581.1403870032573
2000-10-12,1588.0320193527232
2000-10-13,1578.0445196455485
2000-10-16,1596.3113108731395
2000-10-17,1583.992225800382
2000-10-18,1571.2950637720246
2000-10-19,1580.064399977706
2000-10-20,1598.9614684695214
2000-10-23,1603.4852746564216
2000-10-24,1608.3344128783792
2000-10-25,1610.7999926294224
2000-10-26,1605.3361104656922
2000-10-27,1586.756401051166
2000-10-30,1582.171930016517
2000-10-31,1577.9174494029157
2000-11-01,1584.1147436512092
2000-11-02,1585.3673718047683
2000-11-03,1590.9269349591575
2000-11-06,1608.133850252017
2000-11-07,1609.2680629108734
2000-11-08,1613.2632306707078
2000-11-09,1599.5368669760687
2000-11-10,1588.5043639564506
2000-11-13,1579.245156531987
2000-11-14,1583.6151955191856
2000-11-15,1580.0747487765736
2000-11-16,1579.0805530902924
2000-11-17,1579.8283322605819
2000-11-20,1577.7068615992473
2000-11-21,1569.169027417052
2000-11-22,1570.2893326743147
2000-11-23,1568.0135576110226
2000-11-24,1576.8799669554378
2000-11-27,1578.7633541015375
2000-11-28,1569.738729060761
2000-11-29,1554.4881730358513
2000-11-30,1544.5131128029045
2000-12-01,1556.9852544062505
2000-12-04,1541.875966996861
2000-12-05,1546.173239132763
2000-12-06,1552.6965218925861
2000-12-07,1542.1042531314263
2000-12-08,1546.4162973605094
2000-12-11,1572.751331641311
2000-12-12,1567.502919611411
2000-12-13,1561.614520938486
2000-12-14,1542.2113544737913
2000-12-15,1517.5851095067799
2000-12-18,1513.6585413474138
2000-12-19,1502.8626433604938
2000-12-20,1469.1639849017733
2000-12-21,1446.872692835623
2000-12-22,1444.4209000781354
2000-12-25,1457.7741784988486
2000-12-26,1446.1097214173676
2000-12-27,1446.0826641855242
2000-12-28,1453.592555316543
2000-12-29,1449.8172757289028
2001-01-01,1449.7788660187184
2001-01-02,1440.3709334493522
2001-01-03,1436.1844546780844
2001-01-04,1435.89570232917
2001-01-05,1427.4226430962617
2001-01-08,1429.1975058745572
2001-01-09,1428.118594369319
2001-01-10,1423.9051632863432
2001-01-11,1403.0390505953335
2001-01-12,1408.9744292434407
2001-01-15,1417.379315217569
2001-01-16,1428.967979429197
2001-01-17,1445.675824549402
2001-01-18,1442.6955063718287
2001-01-19,1463.486635230097
2001-01-22,1464.9456263080456
2001-01-23,1462.7459712875423
2001-01-24,1473.6779855206878
2001-01-25,1486.3108964704372
2001-01-26,1480.7659602783385
2001-01-29,1491.4738039300196
2001-01-30,1489.964834162231
2001-01-31,1493.0995404942314
2001-02-01,1493.259302203326
2001-02-02,1502.2772089235089
2001-02-05,1494.1103739393545
2001-02-06,1503.6188172242641
2001-02-07,1495.5933970250926
2001-02-08,1505.1408238405597
2001-02-09,1494.357080187053
2001-02-12,1490.2825276384322
2001-02-13,1503.7689029752235
2001-02-14,1508.9854204308654
2001-02-15,1534.4315761277603
2001-02-16,1520.5352160652155
2001-02-19,1511.0196597751878
2001-02-20,1532.115562367791
2001-02-21,1517.163263664882
2001-02-22,1515.536014772471
2001-02-23,1522.686241111819
2001-02-26,1526.0535022447077
2001-02-27,1522.4707801486065
2001-02-28,1510.3816259479556
2001-03-01,1493.7126746877148
2001-03-02,1473.1364537552745
2001-03-05,1476.0557957667513
2001-03-06,1488.9240144687178
2001-03-07,1489.8629713390076
2001-03-08,1489.1358786284407
2001-03-09,1491.8907580805471
2001-03-12,1470.9262881376685
2001-03-13,1461.552149811727
2001-03-14,1451.250803895933
2001-03-15,1452.5890092034963
2001-03-16,1455.7770983524704
2001-03-19,1458.6367443154006
2001-03-20,1452.5164271898298
2001-03-21,1466.0850576989574
2001-03-22,1454.3684374725758
2001-03-23,1464.239719657059
