Date,EAFE SMALL CAP VALUE WEIGHTED
1998-12-31,351.8538220755931
1999-01-01,351.8062069466169
1999-01-04,351.5295777234753
1999-01-05,351.9627541684491
1999-01-06,355.4590353614811
1999-01-07,358.59266568832265
1999-01-08,360.32791560428615
1999-01-11,364.2178628477447
1999-01-12,359.0885235749523
1999-01-13,348.69370531418457
1999-01-14,350.4520101254203
1999-01-15,351.419311608491
1999-01-18,353.17651145705963
1999-01-19,354.90310491453897
1999-01-20,355.96320962797216
1999-01-21,355.68650849335893
1999-01-22,351.949730496269
1999-01-25,352.3351880966773
1999-01-26,354.50443415536444
1999-01-27,355.57483951337554
1999-01-28,355.8377920276227
1999-01-29,358.78927848329903
1999-02-01,363.11489922988665
1999-02-02,366.11136024154484
1999-02-03,364.7713337410764
1999-02-04,366.81102289773315
1999-02-05,365.1939471451082
1999-02-08,365.0647097225733
1999-02-09,361.69530754139316
1999-02-10,359.8985238481161
1999-02-11,361.9292268899197
1999-02-12,363.34825199456003
1999-02-15,363.19056499622945
1999-02-16,362.2084425631046
1999-02-17,359.09765920904704
1999-02-18,357.6020706805335
1999-02-19,359.5397605261656
1999-02-22,363.2127756312743
1999-02-23,364.659355600187
1999-02-24,364.29914900014256
1999-02-25,364.72046932911815
1999-02-26,368.7887421513118
1999-03-01,369.18911936548903
1999-03-02,367.418310032989
1999-03-03,367.13243519658323
1999-03-04,366.6264192170068
1999-03-05,373.45941553716284
1999-03-08,373.20583720988924
1999-03-09,374.70997301975706
1999-03-10,377.5637330648918
1999-03-11,381.8998855694396
1999-03-12,382.5816170885186
1999-03-15,385.68384686586904
1999-03-16,391.72952146904225
1999-03-17,390.1161474841619
1999-03-18,388.93791337766135
1999-03-19,396.3249046336106
1999-03-22,395.7828118033441
1999-03-23,395.9140884344505
1999-03-24,392.6584103600542
1999-03-25,396.7368296472935
1999-03-26,397.9653518230431
1999-03-29,400.04571099727804
1999-03-30,397.86657517173614
1999-03-31,402.26030727788094
1999-04-01,402.5909729494185
1999-04-02,403.83234450210097
1999-04-05,407.3223693696351
1999-04-06,408.6225400750997
1999-04-07,410.709514088799
1999-04-08,414.16165849129146
1999-04-09,418.21537643435096
1999-04-12,416.8733500620083
1999-04-13,422.0097056011471
1999-04-14,425.0897532342749
1999-04-15,428.46584521031707
1999-04-16,434.0084992534881
1999-04-19,438.8237092705579
1999-04-20,434.42115802905846
1999-04-21,432.08514339035185
1999-04-22,435.1047982869659
1999-04-23,436.9743034562054
1999-04-26,441.19399197169645
1999-04-27,439.5681092369466
1999-04-28,441.6287161743531
1999-04-29,443.0969503631685
1999-04-30,445.7666072728126
1999-05-03,446.1923102272651
1999-05-04,446.3755839332008
1999-05-05,444.5734734765854
1999-05-06,447.63058465754796
1999-05-07,446.04795494149613
1999-05-10,448.46270674215964
1999-05-11,448.92362822619833
1999-05-12,451.56401885952556
1999-05-13,450.9236840411501
1999-05-14,448.0031821599408
1999-05-17,441.40750938009
1999-05-18,441.12814701445967
1999-05-19,436.34834754402385
1999-05-20,437.6783992973812
1999-05-21,440.04609699928653
1999-05-24,440.1181758701641
1999-05-25,437.71245687395606
1999-05-26,441.4686884274472
1999-05-27,442.23465197118077
1999-05-28,441.0227350654968
1999-05-31,440.807503683166
1999-06-01,444.3337888753864
1999-06-02,447.9879445511977
1999-06-03,447.2345508913607
1999-06-04,449.79041660007306
1999-06-07,454.2823113644649
1999-06-08,453.41989991299005
1999-06-09,456.76893727174
1999-06-10,459.15410946105027
1999-06-11,462.2912555946411
1999-06-14,461.7445601528751
1999-06-15,460.3750585144442
1999-06-16,466.0523750184558
1999-06-17,470.0065762695957
1999-06-18,467.76652754746254
1999-06-21,472.59135855541825
1999-06-22,474.6606940389765
1999-06-23,474.1662286442219
1999-06-24,471.35559338217246
1999-06-25,467.5661450484653
1999-06-28,471.7700884683978
1999-06-29,474.3759572145672
1999-06-30,475.75477861073085
1999-07-01,482.8912122663762
1999-07-02,486.3226376955037
1999-07-05,488.4142449941754
1999-07-06,488.1584616841351
1999-07-07,488.846290695048
1999-07-08,488.90926249918857
1999-07-09,489.30937030453305
1999-07-12,493.74468920383003
1999-07-13,493.06923865232335
1999-07-14,494.5208215411201
1999-07-15,494.94518046150785
1999-07-16,493.00372603185957
1999-07-19,498.19972559526377
1999-07-20,490.66756503021935
1999-07-21,487.55130975619676
1999-07-22,484.3890105308507
1999-07-23,483.46875702057855
1999-07-26,477.2602703351116
1999-07-27,476.35068513839866
1999-07-28,478.659831267595
1999-07-29,478.37240515594823
1999-07-30,479.462707489374
1999-08-02,478.71400581170604
1999-08-03,477.7605721063929
1999-08-04,475.75537576148855
1999-08-05,468.6020776939987
1999-08-06,466.8704704429633
1999-08-09,468.2726499117008
1999-08-10,467.5017219882724
1999-08-11,468.15157256732266
1999-08-12,471.5659578680249
1999-08-13,473.87675801395466
1999-08-16,480.7654510191708
1999-08-17,482.81585718760095
1999-08-18,486.168747955664
1999-08-19,484.0730945283269
1999-08-20,486.014389480489
1999-08-23,489.6481728860201
1999-08-24,491.67839567116465
1999-08-25,495.6727447142905
1999-08-26,494.41908371086805
1999-08-27,493.5255796224213
1999-08-30,495.9018721326197
1999-08-31,494.3281178137163
1999-09-01,496.681778585784
1999-09-02,492.3095133388207
1999-09-03,494.3426286127903
1999-09-06,498.51497554934525
1999-09-07,495.73499706102854
1999-09-08,494.0701381015129
1999-09-09,501.9707426740928
1999-09-10,506.07521991882476
1999-09-13,515.591813915711
1999-09-14,513.977028463051
1999-09-15,515.7173637499427
1999-09-16,509.64449089559366
1999-09-17,506.3920399141891
1999-09-20,507.7078754654601
1999-09-21,508.8645012213949
1999-09-22,502.40925172727515
1999-09-23,504.91160385990287
1999-09-24,495.6422071526675
1999-09-27,492.10764110191616
1999-09-28,493.1687463314912
1999-09-29,486.76881998595917
1999-09-30,491.9807543920843
1999-10-01,494.95330949400324
1999-10-04,492.67970403884726
1999-10-05,490.8702986221184
1999-10-06,489.12342581428396
1999-10-07,489.5428536018193
1999-10-08,491.84880159687054
1999-10-11,492.9875705738643
1999-10-12,490.4743834112427
1999-10-13,483.12034884537593
1999-10-14,481.97381265479817
1999-10-15,477.11983539253987
1999-10-18,469.8126048124552
1999-10-19,470.84861004788763
1999-10-20,475.72453882290836
1999-10-21,473.3780502835748
1999-10-22,477.4715329150946
1999-10-25,480.9457266070047
1999-10-26,482.77907689783683
1999-10-27,484.4539223258742
1999-10-28,483.0686412502738
1999-10-29,488.5083439772596
1999-11-01,489.0621982080941
1999-11-02,490.6824485853409
1999-11-03,490.08672863505205
1999-11-04,493.473347467702
1999-11-05,490.31873551243103
1999-11-08,491.53422999675837
1999-11-09,492.108342941953
1999-11-10,491.7119789986957
1999-11-11,487.7442922811406
1999-11-12,487.6735921443095
1999-11-15,486.1422856702597
1999-11-16,485.1785002084258
1999-11-17,489.13802914505504
1999-11-18,495.2936893208496
1999-11-19,496.8476821629772
1999-11-22,499.33466939314263
1999-11-23,501.18485017575284
1999-11-24,500.6162323696643
1999-11-25,498.01873609302146
1999-11-26,505.22150850014185
1999-11-29,507.6475930784245
1999-11-30,504.7263923620654
1999-12-01,504.2832096226791
1999-12-02,504.61388305904694
1999-12-03,507.6895043712278
1999-12-06,501.64235248854874
1999-12-07,502.4820851282547
1999-12-08,499.69127704051806
1999-12-09,501.0421896821591
1999-12-10,503.53343508081
1999-12-13,503.86430286110914
1999-12-14,502.4992886550025
1999-12-15,499.4137919755409
1999-12-16,495.4870482484912
1999-12-17,496.63416469601725
1999-12-20,496.4374807984212
1999-12-21,496.29955437254523
1999-12-22,499.8535697758842
1999-12-23,498.4079964430379
1999-12-24,500.59937423067674
1999-12-27,503.10746536288264
1999-12-28,503.83350831091315
1999-12-29,505.3998470374916
1999-12-30,509.19849178742624
1999-12-31,509.2249484702459
2000-01-03,509.31927412919936
2000-01-04,498.38295773094904
2000-01-05,490.91024730040533
2000-01-06,487.0188763974194
2000-01-07,492.5689417550868
2000-01-10,497.1194368814411
2000-01-11,498.3210236153048
2000-01-12,497.20868260246147
2000-01-13,500.3572434521853
2000-01-14,507.3292185560976
2000-01-17,517.5513020699484
2000-01-18,515.1057265470317
2000-01-19,513.0806583478934
2000-01-20,516.3897319423018
2000-01-21,515.583320004446
2000-01-24,516.844630950111
2000-01-25,511.817062969188
2000-01-26,514.833388579655
2000-01-27,520.5096989303796
2000-01-28,520.0561333122233
2000-01-31,515.8471335467893
2000-02-01,516.0164154756502
2000-02-02,516.6607262027383
2000-02-03,513.5812534255184
2000-02-04,515.9834669509825
2000-02-07,516.3362349117755
2000-02-08,512.8742380060675
2000-02-09,512.0663780037719
2000-02-10,512.4612981755139
2000-02-11,512.7640784857434
2000-02-14,513.2973710894751
2000-02-15,509.10042604369926
2000-02-16,508.05653465990605
2000-02-17,506.02291189375836
2000-02-18,506.44120633323746
2000-02-21,500.9404659874558
2000-02-22,494.39890361943975
2000-02-23,497.54827865639163
2000-02-24,502.82141511666543
2000-02-25,512.0365740355819
2000-02-28,517.2628139967483
2000-02-29,520.1982702665905
2000-03-01,526.6858149202264
2000-03-02,528.7513414447249
2000-03-03,531.8221370725915
2000-03-06,531.9543177114447
2000-03-07,533.810736731904
2000-03-08,531.6204613024458
2000-03-09,530.2335826484372
2000-03-10,536.0911770333969
2000-03-13,530.5624723727824
2000-03-14,531.8028082907068
2000-03-15,525.9041701745392
2000-03-16,526.1886719330262
2000-03-17,531.5391618824957
2000-03-20,531.2610391193248
2000-03-21,529.1257313771345
2000-03-22,533.2066533885762
2000-03-23,527.90931049387
2000-03-24,530.5618038261963
2000-03-27,536.7317550739805
2000-03-28,540.6215667162495
2000-03-29,547.5574473906867
2000-03-30,541.4234163722945
2000-03-31,546.0703601206848
2000-04-03,540.6229976328617
2000-04-04,536.5381665723982
2000-04-05,528.8807099145752
2000-04-06,533.8097868316651
2000-04-07,535.6387106995187
2000-04-10,535.6785126428828
2000-04-11,530.5311897038147
2000-04-12,535.7185090741847
2000-04-13,533.6757712669946
2000-04-14,532.3434772729918
2000-04-17,511.9564236927218
2000-04-18,518.7506479772464
2000-04-19,524.4661580049775
2000-04-20,525.8894487624275
2000-04-21,522.0188025403979
2000-04-24,524.5924092761214
2000-04-25,529.0969263562159
2000-04-26,530.9791195741797
2000-04-27,532.291617059556
2000-04-28,530.1190216678156
2000-05-01,533.7883115832584
2000-05-02,539.4169701812805
2000-05-03,545.0078214246394
2000-05-04,546.0780926222977
2000-05-05,545.764162892568
2000-05-08,546.1047002193379
2000-05-09,539.9884481870187
2000-05-10,534.8989966488559
2000-05-11,534.9355847573917
2000-05-12,539.1208604154842
2000-05-15,535.9076390150893
2000-05-16,543.8405923716224
2000-05-17,548.8178031806483
2000-05-18,546.703640272358
2000-05-19,548.3635494693588
2000-05-22,536.4724819213379
2000-05-23,534.5550196549585
2000-05-24,527.790413429782
2000-05-25,531.1511709954049
2000-05-26,523.3801494282746
2000-05-29,524.8967783319752
2000-05-30,525.6306280159075
2000-05-31,526.5526482330986
2000-06-01,525.6742548000424
2000-06-02,525.7719878465964
2000-06-05,531.6641748418391
2000-06-06,531.783175843284
2000-06-07,534.2577527563026
2000-06-08,535.5950050116153
2000-06-09,536.4753559081051
2000-06-12,540.7038378347385
2000-06-13,537.1141150961711
2000-06-14,538.0974674510875
2000-06-15,539.3891091917006
2000-06-16,537.5146641996511
2000-06-19,539.0846519214462
2000-06-20,543.1374202725372
2000-06-21,547.0649329997915
2000-06-22,552.3674775263603
2000-06-23,552.4868051733018
2000-06-26,550.6760482854079
2000-06-27,550.8179094206827
2000-06-28,551.9757461796675
2000-06-29,552.5353427299689
2000-06-30,552.7837303693505
2000-07-03,562.2809111765628
2000-07-04,562.6649551585684
2000-07-05,556.8660465918598
2000-07-06,555.6249727576142
2000-07-07,559.6947978746704
2000-07-10,563.3689826917177
2000-07-11,566.7566121123506
2000-07-12,566.7095865265678
2000-07-13,565.722803929195
2000-07-14,566.4672287046302
2000-07-17,566.458265954882
2000-07-18,562.881747922512
2000-07-19,565.2183197938527
2000-07-20,566.495626290728
2000-07-21,560.9403588818691
2000-07-24,556.3560833084549
2000-07-25,552.7549706985474
2000-07-26,551.955009509239
2000-07-27,549.2119595604405
2000-07-28,548.3537076876078
2000-07-31,543.6692983009972
2000-08-01,549.4764079417446
2000-08-02,554.3727329933697
2000-08-03,557.2582003162908
2000-08-04,557.9830887644242
2000-08-07,559.4161737867023
2000-08-08,563.2035057054173
2000-08-09,566.7664876059828
2000-08-10,562.5595391250055
2000-08-11,567.7285852342077
2000-08-14,568.2330434278565
2000-08-15,567.6507249620483
2000-08-16,571.1679997030466
2000-08-17,568.8412729541483
2000-08-18,572.9338482284503
2000-08-21,574.3594323454964
2000-08-22,579.0748842567409
2000-08-23,581.4283239358733
2000-08-24,579.9825651198425
2000-08-25,580.9026516026634
2000-08-28,582.8930323821633
2000-08-29,584.194720487096
2000-08-30,583.6057151163194
2000-08-31,585.4793564048073
2000-09-01,582.3466865293444
2000-09-04,583.8269841836317
2000-09-05,587.0669269072994
