Date,Open,High,Low,Close,Volume,MarketCap,Timestamp
01/09/2015,1.20588024,1.236672004,0.495650832,0.661452497,552321.8104,48424330.22,2015-09-01T00:00:00.000Z
01/10/2015,0.657450972,1.224330946,0.371194115,0.832842986,603359.2981,61029069.57,2015-10-01T00:00:00.000Z
01/11/2015,0.836677266,1.027698347,0.665015555,0.826347716,712737.5977,59594362.5,2015-11-01T00:00:00.000Z
01/12/2015,0.831108994,0.951893993,0.707388931,0.859931847,628306.2074,67049605.18,2015-12-01T00:00:00.000Z
01/01/2016,0.860088436,2.617391012,0.859684746,2.130684698,5386422.255,162890957.9,2016-01-01T00:00:00.000Z
01/02/2016,2.143296673,6.03267984,1.951415289,5.822298677,7066451.076,453253783.5,2016-02-01T00:00:00.000Z
01/03/2016,5.80658843,13.69947033,5.798575194,10.02417335,13752366.08,824005121.9,2016-03-01T00:00:00.000Z
01/04/2016,10.02074399,10.42251537,6.258515815,7.694439199,32146699.48,616571167,2016-04-01T00:00:00.000Z
01/05/2016,7.660479902,13.4143338,7.361291746,12.64693206,37043561.76,990204220,2016-05-01T00:00:00.000Z
01/06/2016,12.67499132,19.1244885,8.833797511,11.22455429,14194484.37,912801443.6,2016-06-01T00:00:00.000Z
01/07/2016,11.20448596,13.57778186,8.650641024,10.63672214,22918115.49,882960932.8,2016-07-01T00:00:00.000Z
01/08/2016,10.65364997,11.17391686,7.302092589,10.46195256,9918226.601,873267460.2,2016-08-01T00:00:00.000Z
01/09/2016,10.4630624,12.94654243,10.00747101,11.76269689,5335162.274,1001898322,2016-09-01T00:00:00.000Z
01/10/2016,11.74348514,12.08340787,8.708924156,10.02662086,11913101.49,836590112.7,2016-10-01T00:00:00.000Z
01/11/2016,9.990700138,10.09008562,7.422931233,8.110634372,9688730.853,677119598.1,2016-11-01T00:00:00.000Z
01/12/2016,8.12393249,8.209496046,5.550895845,7.580233995,8563279.184,658286361.9,2016-12-01T00:00:00.000Z
01/01/2017,7.592799218,11.25499258,7.592799218,9.93195071,11080281.56,902453107.8,2017-01-01T00:00:00.000Z
01/02/2017,9.945647805,15.18045237,9.778426383,14.96990319,60628611.11,1308171563,2017-02-01T00:00:00.000Z
01/03/2017,14.99545836,51.13155239,14.78561235,46.98779238,143277819.8,4275014872,2017-03-01T00:00:00.000Z
01/04/2017,46.98441078,72.45663129,38.43727108,72.45663129,215931065.8,6767461655,2017-04-01T00:00:00.000Z
01/05/2017,72.73874541,212.0492137,67.0703875,205.2397957,1166070610,19481721356,2017-05-01T00:00:00.000Z
01/06/2017,205.4328691,369.7566301,191.3633081,258.2225594,900258030.1,24383603399,2017-06-01T00:00:00.000Z
01/07/2017,256.854038,258.7417938,116.6155116,172.3630387,498567565,16725853038,2017-07-01T00:00:00.000Z
01/08/2017,173.2002061,325.2304742,173.2002061,321.6947948,597608746,30582760885,2017-08-01T00:00:00.000Z
01/09/2017,322.0246981,327.9334171,163.1545957,255.2192654,279172831.7,24023686847,2017-09-01T00:00:00.000Z
01/10/2017,255.288687,295.9798367,236.5158591,262.5570797,312887748.1,24716180143,2017-10-01T00:00:00.000Z
01/11/2017,262.4341202,441.2867581,241.3286388,375.8839964,1633370526,36862018058,2017-11-01T00:00:00.000Z
01/12/2017,374.1881114,747.6635891,351.7621685,630.505725,2146806146,61497874405,2017-12-01T00:00:00.000Z
01/01/2018,629.6925671,1175.06971,629.6925671,900.3381842,3130778257,90692083319,2018-01-01T00:00:00.000Z
01/02/2018,901.5544419,928.4857496,463.390615,701.3852002,1581813814,67436021383,2018-02-01T00:00:00.000Z
01/03/2018,702.224794,717.7935437,299.3608865,321.7733956,1086070550,32047649993,2018-03-01T00:00:00.000Z
01/04/2018,322.4202563,579.572398,295.2722934,554.6187691,2315639990,53910974966,2018-04-01T00:00:00.000Z
01/05/2018,555.0649993,698.3249764,440.9428785,493.9670083,1643381075,47721780617,2018-05-01T00:00:00.000Z
01/06/2018,495.0568886,535.6029164,350.5301521,389.6088271,1262674282,39099411461,2018-06-01T00:00:00.000Z
01/07/2018,389.6619057,440.639361,362.5846819,371.2389835,1558401096,37523781765,2018-07-01T00:00:00.000Z
01/08/2018,371.2089322,372.5038494,224.2821913,243.9899991,1207999658,24619201325,2018-08-01T00:00:00.000Z
01/09/2018,244.4141736,259.6292784,147.0013815,200.6618407,1522165704,20534361154,2018-09-01T00:00:00.000Z
01/10/2018,200.9651012,201.8665402,162.8188093,174.4418913,1242895304,17505065168,2018-10-01T00:00:00.000Z
01/11/2018,174.5951918,193.2665874,89.72450286,99.98808225,1786060099,10355396920,2018-11-01T00:00:00.000Z
01/12/2018,100.1880565,138.1061168,73.24572651,116.0581298,2083634850,12269160003,2018-12-01T00:00:00.000Z
