date,open,high,low,close,volume,marketCap,timestamp
01/07/2017,2182.47097,2558.24186,1607.24691,2430.96051,753502299.273,41492281562.910,2017-07-01T00:00:00.000Z
01/08/2017,2429.59896,3981.54670,2250.26570,3950.10510,1645735359.621,65810944850.905,2017-08-01T00:00:00.000Z
01/09/2017,3948.40424,4195.86745,2465.17202,3673.13745,1013982183.406,60470632171.061,2017-09-01T00:00:00.000Z
01/10/2017,3675.11836,5554.01732,3536.64838,5551.79805,1956806610.227,91215485346.258,2017-10-01T00:00:00.000Z
01/11/2017,5528.25527,9720.96589,4732.06702,8603.27836,7133027029.440,146785757102.394,2017-11-01T00:00:00.000Z
01/12/2017,8571.69239,17094.11164,8137.87492,11795.03449,10200285358.884,199584656227.937,2017-12-01T00:00:00.000Z
01/01/2018,11758.20713,14725.97306,7690.40572,8228.88625,6699850184.969,143392401218.130,2018-01-01T00:00:00.000Z
01/02/2018,8245.24791,9693.19932,4879.20278,8527.76215,5586493195.876,141466100996.295,2018-02-01T00:00:00.000Z
01/03/2018,8519.27810,9496.22686,5424.82767,5659.87321,3735250008.203,96968536445.447,2018-03-01T00:00:00.000Z
01/04/2018,5683.84064,7971.63216,5297.35421,7650.09504,7039948056.164,127557704174.985,2018-04-01T00:00:00.000Z
01/05/2018,7659.13546,8332.91520,6102.13440,6408.55988,4244664386.125,105888732005.960,2018-05-01T00:00:00.000Z
01/06/2018,6416.88784,6650.84917,4999.06491,5481.46880,3887295939.772,93819503978.099,2018-06-01T00:00:00.000Z
01/07/2018,5488.04261,7213.17710,5262.34450,6657.34577,4525832406.060,114429920585.466,2018-07-01T00:00:00.000Z
01/08/2018,6647.59134,6647.59134,5233.17266,6067.40236,3846710019.680,103830421184.221,2018-08-01T00:00:00.000Z
01/09/2018,6073.63566,6372.08279,5365.35365,5709.72079,3450538839.555,98808965833.261,2018-09-01T00:00:00.000Z
01/10/2018,5704.30849,6024.09618,5380.44172,5583.39373,3611581214.994,94465417687.204,2018-10-01T00:00:00.000Z
01/11/2018,5584.35567,5713.07096,3160.73230,3549.29685,5345604310.456,61785961694.608,2018-11-01T00:00:00.000Z
01/12/2018,3555.65440,3807.37795,2822.04102,3256.92777,4118782970.792,57721032820.855,2018-12-01T00:00:00.000Z
01/01/2019,3260.41996,3593.37179,2973.90122,3020.52719,5074355384.897,52694491628.933,2019-01-01T00:00:00.000Z
01/02/2019,3022.70832,3713.91235,2990.34378,3389.54354,7337003977.295,59138562972.686,2019-02-01T00:00:00.000Z
01/03/2019,3388.40825,3828.88441,3293.63765,3657.54164,7952905817.649,63604254338.601,2019-03-01T00:00:00.000Z
01/04/2019,3658.36646,5034.45281,3650.21201,4770.83099,12367809032.040,84276533988.677,2019-04-01T00:00:00.000Z
01/05/2019,4770.87537,8089.51152,4767.49068,7660.28828,22615604257.609,135576594726.321,2019-05-01T00:00:00.000Z
01/06/2019,7659.69693,12134.13631,6721.80457,9518.37218,24350388290.490,171923892753.534,2019-06-01T00:00:00.000Z
01/07/2019,9503.08044,11671.52100,8167.47760,9111.10397,14638482370.927,158455189228.816,2019-07-01T00:00:00.000Z
01/08/2019,9102.56087,10961.28347,8503.15312,8746.56891,10346679900.841,155786096259.168,2019-08-01T00:00:00.000Z
01/09/2019,8746.50474,9878.77972,7154.35348,7609.32507,15544273653.427,135332305526.447,2019-09-01T00:00:00.000Z
01/10/2019,7614.51273,9044.62394,6688.14042,8246.44345,24388960644.104,152115762393.021,2019-10-01T00:00:00.000Z
01/11/2019,8240.54744,8541.11587,6002.37268,6870.14331,15378838512.475,122639772708.732,2019-11-01T00:00:00.000Z
01/12/2019,6871.94586,6986.08538,5884.59246,6411.46054,19211879715.901,118391978671.538,2019-12-01T00:00:00.000Z
01/01/2020,6412.61295,8656.38374,6187.71121,8427.62277,26232383409.438,151616926130.173,2020-01-01T00:00:00.000Z
01/02/2020,8423.86278,9616.42613,7722.22404,7798.02582,32259647607.524,141410197163.886,2020-02-01T00:00:00.000Z
01/03/2020,7798.25227,8090.67489,3672.95092,5837.71961,29730737132.325,106833687451.221,2020-03-01T00:00:00.000Z
01/04/2020,5838.07561,8690.96860,5675.86643,7912.41193,60730959141.939,144128231385.627,2020-04-01T00:00:00.000Z
01/05/2020,7924.76315,9216.85742,7749.48124,8509.27639,25377871783.554,158990071572.896,2020-05-01T00:00:00.000Z
01/06/2020,8512.42812,9164.18673,8000.97223,8133.27103,14154208448.539,151398373045.542,2020-06-01T00:00:00.000Z
01/07/2020,8140.97849,9680.94940,7983.57420,9613.43049,20615481546.110,185940847551.352,2020-07-01T00:00:00.000Z
01/08/2020,9663.79171,11057.93310,8786.70546,9051.48294,470381025798.311,169482878058.562,2020-08-01T00:00:00.000Z
01/09/2020,9048.86512,10095.35348,8418.16459,9198.44876,984114626256.206,167168870002.516,2020-09-01T00:00:00.000Z
01/10/2020,9208.82729,12013.03325,8894.07133,11801.32725,896442226289.962,217843613033.316,2020-10-01T00:00:00.000Z
01/11/2020,11801.32734,16459.84608,11378.62890,16439.79660,976984648885.339,311907400334.392,2020-11-01T00:00:00.000Z
01/12/2020,16447.03280,23780.00356,14539.37383,23741.73590,1015499047008.320,451558286932.653,2020-12-01T00:00:00.000Z
01/01/2021,23735.42351,34265.78801,23352.60533,27312.09310,1762902263873.030,504647943162.775,2021-01-01T00:00:00.000Z
01/02/2021,27315.91674,48134.50479,26701.18468,37341.93585,1870154053085.860,694087190690.969,2021-02-01T00:00:00.000Z
01/03/2021,37359.14725,51604.28885,37313.15960,50237.96758,1390794987830.750,910011987201.853,2021-03-01T00:00:00.000Z
01/04/2021,50247.15266,54253.89586,38985.66228,48047.05030,1572804363192.780,920643147718.485,2021-04-01T00:00:00.000Z
01/05/2021,48017.50458,48971.98915,25122.68466,30515.87461,1644488185616.510,581546803686.656,2021-05-01T00:00:00.000Z
01/06/2021,30487.37692,34060.75047,24278.27011,29556.59581,972527274590.667,536971674751.581,2021-06-01T00:00:00.000Z
01/07/2021,29550.95947,35590.75569,24947.29951,35077.27119,740527883652.159,659095171576.228,2021-07-01T00:00:00.000Z
01/08/2021,34937.93386,43068.27867,31646.16993,39931.60101,897987751673.173,747341322278.549,2021-08-01T00:00:00.000Z
01/09/2021,39881.12207,44489.12714,33926.77551,37833.88872,933222445228.974,698235602459.339,2021-09-01T00:00:00.000Z
01/10/2021,37858.23353,57469.17466,37424.38445,53052.30379,996274298663.990,999218804450.506,2021-10-01T00:00:00.000Z
01/11/2021,53061.87267,59496.07868,47323.10093,50305.06477,911416884504.414,931681803409.861,2021-11-01T00:00:00.000Z
01/12/2021,50227.36980,52114.61952,37893.52962,40712.72004,844696544565.213,773110207780.195,2021-12-01T00:00:00.000Z
01/01/2022,40717.37853,42097.42812,29314.53275,34267.22286,812364217884.273,641003003919.091,2022-01-01T00:00:00.000Z
01/02/2022,34269.20500,39762.25185,30690.86106,38507.02730,597845513469.122,729714265831.676,2022-02-01T00:00:00.000Z
01/03/2022,38517.14413,43792.05710,34336.87807,41124.38527,740964253945.945,771512842534.347,2022-03-01T00:00:00.000Z
01/04/2022,41138.78093,42845.94912,35754.01066,35770.07027,749656076027.634,648043104233.088,2022-04-01T00:00:00.000Z
01/05/2022,35768.54286,37649.51091,25187.61669,29611.32569,1033244921167.670,574559313990.250,2022-05-01T00:00:00.000Z
01/06/2022,29616.86218,29786.84144,16871.78499,18881.94942,860710355666.272,351690586517.371,2022-06-01T00:00:00.000Z
01/07/2022,18914.73443,24028.83738,18186.57442,22859.93613,885194632129.867,425562904954.267,2022-07-01T00:00:00.000Z
01/08/2022,22861.60581,24534.84979,19722.15310,19973.07285,875987786287.609,375898148322.355,2022-08-01T00:00:00.000Z
01/09/2022,19978.29682,22369.37839,18587.91691,19824.31159,1119227347010.070,371073668032.160,2022-09-01T00:00:00.000Z
01/10/2022,19823.61327,21062.04275,18966.97036,20729.38507,977253074109.384,401359989093.238,2022-10-01T00:00:00.000Z
01/11/2022,20731.98260,21482.27346,15236.26014,16466.57724,1238696930086.960,333815046270.387,2022-11-01T00:00:00.000Z
01/12/2022,16468.26871,17147.92152,15426.75005,15426.75005,544136585134.912,305534229788.414,2022-12-01T00:00:00.000Z
01/01/2023,15427.14070,22010.07792,15402.26681,21304.33870,644132995911.351,415869578196.295,2023-01-01T00:00:00.000Z
01/02/2023,21300.64475,23547.52619,20019.25816,21883.76252,666484022112.116,411366237351.983,2023-02-01T00:00:00.000Z
01/03/2023,21888.94962,26916.16475,18532.86032,26205.18957,835150153464.318,520579675935.659,2023-03-01T00:00:00.000Z
01/04/2023,26200.44809,28008.26491,24536.77435,26582.63301,488668503310.767,521427548058.639,2023-04-01T00:00:00.000Z
01/05/2023,26544.05584,26599.85115,23841.58945,25453.67438,402762192661.323,479323597763.874,2023-05-01T00:00:00.000Z
01/06/2023,25453.27111,28843.37574,22877.94145,27918.68604,450493268699.051,553382171691.170,2023-06-01T00:00:00.000Z
01/07/2023,27913.73596,28346.47818,26121.33102,26578.88136,350136743228.172,520651327788.210,2023-07-01T00:00:00.000Z
01/08/2023,26577.52766,27545.04766,23371.04676,23913.64126,397991071185.710,459121548318.198,2023-08-01T00:00:00.000Z
01/09/2023,23914.56454,25730.39005,23194.12665,25488.72609,311345833758.511,484935451522.800,2023-09-01T00:00:00.000Z
01/10/2023,25488.23568,32912.68660,25197.36619,32773.77457,450293688788.223,639911559106.561,2023-10-01T00:00:00.000Z
01/11/2023,32761.86894,35120.18573,32061.50570,34612.75990,539642755285.146,697223710795.085,2023-11-01T00:00:00.000Z
01/12/2023,34629.84759,41539.87279,34527.30745,38291.83555,662615320930.997,760034166616.069,2023-12-01T00:00:00.000Z
