DATE,DGS5PTRE
1999-01,126.5851728
1999-02,127.6944065
1999-03,130.9678016
1999-04,133.8697463
1999-05,134.2064863
1999-06,135.8874879
1999-07,130.792968
1999-08,132.492203
1999-09,132.923048
1999-10,134.0654117
1999-11,139.803513
1999-12,139.1559086
2000-01,142.2978375
2000-02,145.3800684
2000-03,148.9972843
2000-04,156.2108043
2000-05,153.151801
2000-06,152.7396543
2000-07,158.2775739
2000-08,167.2899302
2000-09,169.8200747
2000-10,177.8458638
2000-11,177.478721
2000-12,168.1508308
2001-01,171.3257413
2001-02,174.9348676
2001-03,184.6145099
2001-04,180.8767185
2001-05,190.8693081
2001-06,190.9723861
2001-07,188.9053931
2001-08,183.4543454
2001-09,188.2734366
2001-10,193.428222
2001-11,191.1587408
2001-12,190.4842153
2002-01,197.6611589
2002-02,198.2212982
2002-03,192.1073764
2002-04,189.8911353
2002-05,185.0091016
2002-06,178.125
2002-07,184.3507554
2002-08,187.2934938
2002-09,191.4768701
2002-10,190.2742637
2002-11,185.7027789
2002-12,180.438722
2003-01,174.6438216
2003-02,177.0850728
2003-03,174.7798165
2003-04,170.2504472
2003-05,166.3097059
2003-06,169.1879673
2003-07,166.4054848
2003-08,169.9799745
2003-09,165.2446352
2003-10,163.0545267
2003-11,157.4572739
2003-12,151.2344209
2004-01,153.9672342
2004-02,155.6386143
2004-03,159.4370322
2004-04,157.9373695
2004-05,154.0312679
2004-06,154.9963051
2004-07,158.0950798
2004-08,159.3039481
2004-09,156.3743255
2004-10,153.3186882
2004-11,145.018478
2004-12,143.0418082
2005-01,148.3178788
2005-02,144.3724574
2005-03,147.081502
2005-04,150.0038703
2005-05,158.4257835
2005-06,162.5061994
2005-07,159.7163822
2005-08,159.3998378
2005-09,161.2871123
2005-10,160.7669862
2005-11,164.3850721
2005-12,164.7694646
2006-01,160.223721
2006-02,162.9601677
2006-03,159.2305791
2006-04,153.0655894
2006-05,150.4013091
2006-06,151.2794428
2006-07,153.3453463
2006-08,155.0222778
2006-09,157.6810909
2006-10,157.355359
2006-11,152.9371842
2006-12,152.5725544
2007-01,154.7007232
2007-02,154.595616
2007-03,153.3722147
2007-04,150.9224012
2007-05,151.4903739
2007-06,150.954142
2007-07,151.5425571
2007-08,155.2525475
2007-09,149.6026443
2007-10,147.9955764
2007-11,151.2322985
2007-12,152.2700815
2008-01,154.5987467
2008-02,153.6774873
2008-03,148.2442265
2008-04,146.8910586
2008-05,144.8071979
2008-06,143.9420879
2008-07,146.404516
2008-08,157.0727384
2008-09,164.9527732
2008-10,185.1206434
2008-11,192.9651804
2008-12,179.4525469
2009-01,192.5648235
2009-02,193.7371663
2009-03,188.1079858
2009-04,185.5104198
2009-05,171.6197083
2009-06,171.6547789
2009-07,168.9754184
2009-08,169.5415912
2009-09,167.2932331
2009-10,166.1945103
2009-11,166.1731359
2009-12,168.6784817
2010-01,177.5342466
2010-02,180.9516837
2010-03,180.9699837
2010-04,185.43828
2010-05,202.9185868
2010-06,207.5665121
2010-07,197.2683449
2010-08,205.8328086
2010-09,193.0299243
2010-10,190.0676551
2010-11,199.8695919
2010-12,191.6044917
2011-01,186.2121764
2011-02,183.8903792
2011-03,178.2345061
2011-04,173.0517509
2011-05,181.1560935
2011-06,178.895545
2011-07,184.3897693
2011-08,187.8592253
2011-09,201.3830025
2011-10,194.0704094
2011-11,201.6501895
2011-12,210.6066446
2012-01,210.6871983
2012-02,204.3790703
2012-03,203.2248388
2012-04,207.2114294
2012-05,223.4875445
2012-06,217.7139249
2012-07,225.408039
2012-08,220.9095246
2012-09,215.9225264
2012-10,213.2890878
2012-11,213.7125288
2012-12,209.8286061
2013-01,202.2158422
2013-02,211.308204
2013-03,215.7849563
2013-04,211.0722965
2013-05,210.2864182
2013-06,206.4950038
2013-07,202.793254
2013-08,202.0157624
2013-09,199.3941633
2013-10,199.5218479
2013-11,198.9857416
2013-12,193.1707671
2014-01,199.9037037
2014-02,195.5236854
2014-03,194.1351528
2014-04,193.482336
2014-05,198.4237537
2014-06,197.2023375
2014-07,200.5526512
2014-08,205.7794677
2014-09,213.0503643
2014-10,216.6719872
2014-11,219.9228172
2014-12,224.6095364
2015-01,246.5279008
2015-02,245.0209878
2015-03,257.3317196
2015-04,247.195843
2015-05,250.5548481
2015-06,245.6248879
2015-07,249.8367791
2015-08,246.4445239
2015-09,249.4803799
2015-10,250.6701684
2015-11,260.7744745
2015-12,252.6659913
2016-01,258.8995569
2016-02,259.6981965
2016-03,248.1650571
2016-04,246.4732104
2016-05,252.4292771
2016-06,259.5177665
2016-07,256.3305874
2016-08,255.0690831
2016-09,253.8441004
2016-10,258.3561394
2016-11,261.4388353
2016-12,261.2490523
2017-01,256.1608301
2017-02,260.9436805
2017-03,258.9082071
2017-04,256.080771
2017-05,249.3859025
2017-06,244.2993603
2017-07,236.6565195
2017-08,237.2288549
2017-09,236.7053246
2017-10,239.4316621
2017-11,233.3585477
2017-12,230.7186824
2018-01,220.268748
2018-02,223.3068545
2018-03,222.7435065
2018-04,225.3602783
2018-05,234.8843188
2018-06,234.7263852
2018-07,233.3845891
2018-08,237.3490859
2018-09,235.1832731
2018-10,241.3519238
2018-11,243.6986664
2018-12,245.1291899
2019-01,246.595076
2019-02,247.6843308
2019-03,254.9519059
2019-04,255.4414784
2019-05,261.3597632
2019-06,258.660102
2019-07,263.7196765
2019-08,273.2732733
2019-09,273.5992664
2019-10,268.3191394
2019-11,270.5508667
2019-12,265.0129153
2020-01,273.6329182
2020-02,281.7198437
2020-03,288.7708787
2020-04,291.1651729
2020-05,287.5663996
2020-06,284.4531459
2020-07,271.5192015
2020-08,267.7238494
2020-09,272.9762006
2020-10,273.4609771
2020-11,266.9233344
2020-12,260.8421913
2021-01,261.7964565
2021-02,258.9597288
2021-03,264.6342502
2021-04,259.276808
2021-05,256.84763
2021-06,263.4959487
2021-07,265.6439649
2021-08,266.1949153
2021-09,268.7311048
2021-10,266.932133
2021-11,273.9966333
2021-12,271.9296696
2022-01,270.0767035
2022-02,269.0039202
2022-03,263.5716217
2022-04,271.6712537
2022-05,268.7633958
2022-06,273.6077944
2022-07,285.4930406
2022-08,282.1460507
2022-09,281.2736379
2022-10,276.7324229
2022-11,271.2583551
2022-12,260.6001122
2023-01,261.7701234
2023-02,262.3655914
2023-03,263.419794
2023-04,261.2318841
2023-05,268.6972029
2023-06,258.4340659
2023-07,256.3974592
2023-08,261.0111634
2023-09,263.9077853
2023-10,262.7933384
2023-11,261.3403007
2023-12,264.0390526
2024-01,269.0925841
2024-02,266.984362
2024-03,268.9185432
