DATE,DGS20PTRE
2014-08,321.2927757
2014-09,327.8824834
2014-10,339.7685555
2014-11,353.095353
2014-12,372.2254359
2015-01,427.7147919
2015-02,408.8863088
2015-03,431.8219905
2015-04,404.6676223
2015-05,402.8470075
2015-06,385.9332975
2015-07,404.5067102
2015-08,397.5343934
2015-09,407.6151227
2015-10,409.074443
2015-11,424.6260178
2015-12,411.3822636
2016-01,433.5025849
2016-02,444.7000368
2016-03,424.4161545
2016-04,419.2553099
2016-05,433.6506511
2016-06,465.3372009
2016-07,466.5204155
2016-08,458.8731383
2016-09,449.1368571
2016-10,442.0999818
2016-11,425.4774059
2016-12,423.6068992
2017-01,415.7031684
2017-02,428.7342249
2017-03,422.6023556
2017-04,421.633777
2017-05,414.1598434
2017-06,408.0623959
2017-07,391.5694233
2017-08,401.7487809
2017-09,395.3779734
2017-10,400
2017-11,393.0660615
2017-12,394.0775245
2018-01,367.6214998
2018-02,364.4828433
2018-03,371.4204545
2018-04,370.8795759
2018-05,390.428449
2018-06,391.136422
2018-07,384.1619682
2018-08,393.4201449
2018-09,383.1182241
2018-10,384.2746205
2018-11,391.8219553
2018-12,406.948324
2019-01,410.4417671
2019-02,407.3205027
2019-03,433.5055219
2019-04,427.5600393
2019-05,454.8838461
2019-06,452.426587
2019-07,463.2345013
2019-08,511.5843116
2019-09,502.7326914
2019-10,487.4406096
2019-11,488.6650331
2019-12,466.6607286
2020-01,506.6414005
2020-02,543.6778475
2020-03,573.4931009
2020-04,588.7141028
2020-05,566.7056811
2020-06,560.7012548
2020-07,552.740653
2020-08,520.3682008
2020-09,533.8053399
2020-10,519.266764
2020-11,512.0689655
2020-12,493.9247751
2021-01,479.0935311
2021-02,450.2439428
2021-03,447.5432172
2021-04,446.1180382
2021-05,441.6270297
2021-06,468.7204591
2021-07,483.6648685
2021-08,483.7966102
2021-09,480.2021249
2021-10,485.1973684
2021-11,508.1066714
2021-12,500
2022-01,486.8801284
2022-02,481.0228083
2022-03,462.0481385
2022-04,448.2015754
2022-05,432.3175846
2022-06,437.9787945
2022-07,462.5073515
2022-08,448.1271734
2022-09,428.1917612
2022-10,405.270612
2022-11,412.6901095
2022-12,392.0639372
2023-01,406.8705102
2023-02,400.0471609
2023-03,407.0640177
2023-04,402.6902174
2023-05,406.7017083
2023-06,395.4304029
2023-07,384.8094374
2023-08,383.873051
2023-09,368.4145881
2023-10,357.3807721
2023-11,369.3711038
2023-12,390.9329235
2024-01,392.4182404
2024-02,386.8696215
2024-03,391.9284589
