Date,KLD 400 SOCIAL
2010-08-31,100.0
2010-09-01,102.80682264731517
2010-09-02,103.7664097279091
2010-09-03,105.1530968800562
2010-09-06,105.1530968800562
2010-09-07,103.79630064941223
2010-09-08,104.33002008727807
2010-09-09,104.8228925885354
2010-09-10,105.1415695033193
2010-09-13,106.5657775933605
2010-09-14,106.67454382401527
2010-09-15,107.17509921343651
2010-09-16,107.18095989671853
2010-09-17,107.26044029755052
2010-09-20,108.77391223977058
2010-09-21,108.57042034257123
2010-09-22,107.9978690757648
2010-09-23,107.25136120194475
2010-09-24,109.59512542220376
2010-09-27,109.09529416990138
2010-09-28,109.69705067913272
2010-09-29,109.41871044867217
2010-09-30,109.13142542328562
2010-10-01,109.38273368779772
2010-10-04,108.48072835977548
2010-10-05,110.62692798240425
2010-10-06,110.48351118834955
2010-10-07,110.2584394559429
2010-10-08,110.87199686573469
2010-10-11,110.89935896974745
2010-10-12,111.23701045347475
2010-10-13,112.07262418395557
2010-10-14,111.81262340557903
2010-10-15,112.32915819814822
2010-10-18,113.10208506101291
2010-10-19,111.37209235974152
2010-10-20,112.52965648777439
2010-10-21,113.00045387478414
2010-10-22,113.32220726142555
2010-10-25,113.54515277980842
2010-10-26,113.50612577984556
2010-10-27,113.31200460569151
2010-10-28,113.37763606769953
2010-10-29,113.48908150964863
2010-11-01,113.59245898548204
2010-11-02,114.48347729355892
2010-11-03,114.86503936374355
2010-11-04,116.82435395421432
2010-11-05,117.24861211150683
2010-11-08,117.0083406040004
2010-11-09,116.22680188229748
2010-11-10,116.6674100347483
2010-11-11,115.81214595447044
2010-11-12,114.52334806766862
2010-11-15,114.38221838463402
2010-11-16,112.66079160227365
2010-11-17,112.79409455702306
2010-11-18,114.41032049422843
2010-11-19,114.78265073001037
2010-11-22,114.78510527541597
2010-11-23,113.26918179834166
2010-11-24,114.98751118129456
2010-11-25,114.98751118129456
2010-11-26,114.18669619493625
2010-11-29,113.95372487921831
2010-11-30,113.1658851479459
2010-12-01,115.43477731345516
2010-12-02,117.03357736077504
2010-12-03,117.3029594869928
2010-12-06,117.11583476763194
2010-12-07,117.13641446955717
2010-12-08,117.70909353930578
2010-12-09,118.12975469003827
2010-12-10,118.69531113397844
2010-12-13,118.57563923874706
2010-12-14,118.91309093664387
2010-12-15,118.43527386181755
2010-12-16,119.27685303882917
2010-12-17,119.31950603759698
2010-12-20,119.51388457294294
2010-12-21,120.0488951031735
2010-12-22,120.29493415299142
2010-12-23,120.09048617258055
2010-12-24,120.09048617258055
2010-12-27,120.03657062463306
2010-12-28,120.03709793442799
2010-12-29,120.15403177809787
2010-12-30,119.97040890171743
2010-12-31,119.85379734437345
2011-01-03,121.00196089164821
2011-01-04,120.72982733404025
2011-01-05,121.42341609305666
2011-01-06,121.28965170652786
2011-01-07,120.91127124730981
2011-01-10,120.81808442996665
2011-01-11,121.2336251850391
2011-01-12,122.2591858786573
2011-01-13,121.98503449583923
