Date,WORLD ex EMU SRI
2007-09-28,1000.0
2007-10-01,1010.6622807588135
2007-10-02,1010.7451017997538
2007-10-03,1007.7889450054282
2007-10-04,1007.8038436412307
2007-10-05,1016.1790819045998
2007-10-08,1012.9625131416518
2007-10-09,1022.0262036536639
2007-10-10,1022.4997238871679
2007-10-11,1023.3296350134921
2007-10-12,1021.8977102010457
2007-10-15,1014.8367541941484
2007-10-16,1004.0776581414453
2007-10-17,1005.3137554444058
2007-10-18,1008.9769446016061
2007-10-19,991.9763518441426
2007-10-22,986.826088337033
2007-10-23,998.322920907186
2007-10-24,995.6838306041329
2007-10-25,999.1842015098028
2007-10-26,1013.0036975198329
2007-10-29,1020.9005233630121
2007-10-30,1016.2759739010014
2007-10-31,1028.4392122775648
2007-11-01,1013.867042946638
2007-11-02,1011.8014011068495
2007-11-05,1006.0158315955905
2007-11-06,1016.0242303385108
2007-11-07,1001.2760448357378
2007-11-08,994.9587158882132
2007-11-09,981.4612220690234
2007-11-12,970.8796423107325
2007-11-13,986.3560793728685
2007-11-14,990.4298810350591
2007-11-15,978.0698916539143
2007-11-16,978.24904482051
2007-11-19,964.3286808486192
2007-11-20,971.0067884605608
2007-11-21,954.5671304493563
2007-11-22,956.9187011092748
2007-11-23,968.2232436007663
2007-11-26,961.9100534159064
2007-11-27,969.7614457426731
2007-11-28,987.3651706234544
2007-11-29,994.0119253158392
2007-11-30,997.8710266662788
2007-12-03,995.1459242608523
2007-12-04,990.6073771171305
2007-12-05,999.9747891075255
2007-12-06,1008.5597309465127
2007-12-07,1010.0980432188423
2007-12-10,1017.2714658267377
2007-12-11,1006.0573933210719
2007-12-12,1007.7687911676293
2007-12-13,997.6685731026128
2007-12-14,984.4003338838706
2007-12-17,967.1838357778423
2007-12-18,969.3621911003693
2007-12-19,966.7977077269637
2007-12-20,969.2354445289257
2007-12-21,981.2543434104787
2007-12-24,986.6015629716474
2007-12-25,989.3948710003618
2007-12-26,991.6453210364625
2007-12-27,985.0853422328233
2007-12-28,986.2574316712663
2007-12-31,983.403158790837
2008-01-01,983.403158790837
2008-01-02,974.8941648608611
2008-01-03,973.1988495938235
2008-01-04,950.4762013143633
2008-01-07,945.9433733432752
2008-01-08,940.4552470591651
2008-01-09,945.1347548015617
2008-01-10,946.2380965074566
2008-01-11,935.1845269921006
2008-01-14,944.620825174758
2008-01-15,925.1655200381107
2008-01-16,911.5135789734172
2008-01-17,900.5899708062689
2008-01-18,897.4754271894245
2008-01-21,879.0871687844033
2008-01-22,872.2455533127004
2008-01-23,885.0133879966138
2008-01-24,903.1006195604378
2008-01-25,904.5963760763498
2008-01-28,905.0452034180631
2008-01-29,912.4457539591556
2008-01-30,906.8511169085454
2008-01-31,920.9449715894082
2008-02-01,932.4061046119522
2008-02-04,929.4305871088042
2008-02-05,904.8803736703757
2008-02-06,895.4382161660234
2008-02-07,894.775678723567
2008-02-08,892.2353569199051
2008-02-11,894.8500936477848
2008-02-12,906.3208529018175
2008-02-13,910.7759066225904
2008-02-14,911.8927016177109
2008-02-15,907.6011991275249
2008-02-18,909.3516870282849
2008-02-19,913.7943846612966
2008-02-20,912.1755271498818
2008-02-21,915.3122015856369
2008-02-22,917.8151168174365
2008-02-25,933.0075626134468
2008-02-26,943.033765952096
2008-02-27,951.433258652059
2008-02-28,943.6770532687613
2008-02-29,926.4287418131353
2008-03-03,918.0319749949139
2008-03-04,915.670549131848
2008-03-05,920.5816295955146
2008-03-06,914.3047470841934
2008-03-07,902.1419929849001
2008-03-10,890.6849665083039
2008-03-11,911.0944185855064
2008-03-12,916.2941378964687
2008-03-13,914.309874792192
2008-03-14,901.5259536751224
2008-03-17,888.1149480792294
2008-03-18,915.32102845079
2008-03-19,902.4421543662868
2008-03-20,907.0443422979317
2008-03-21,909.6488939746431
2008-03-24,916.2343165210458
2008-03-25,932.8596910962248
2008-03-26,929.5578214764585
2008-03-27,925.7963625089513
2008-03-28,920.258874018586
2008-03-31,916.7456992268321
2008-04-01,932.3289396816452
2008-04-02,938.8782497138028
2008-04-03,943.8366949952479
2008-04-04,946.2998348367372
2008-04-07,948.4117843810562
2008-04-08,940.525030752149
2008-04-09,932.5114168024592
2008-04-10,934.919406198427
2008-04-11,927.8695718930458
2008-04-14,919.2947225602562
2008-04-15,921.8528984070459
2008-04-16,942.5322960629385
2008-04-17,940.8933032258335
2008-04-18,948.7345727809912
2008-04-21,957.1893244937273
2008-04-22,950.6388524701576
2008-04-23,949.4746736396877
2008-04-24,949.7706827749813
2008-04-25,961.2093493184213
2008-04-28,962.8072802412025
2008-04-29,955.074301570854
2008-04-30,953.3230175612862
2008-05-01,961.7563708962452
2008-05-02,970.5068697190269
2008-05-05,969.7001827884251
2008-05-06,975.506573170318
2008-05-07,965.2477403006068
2008-05-08,967.9821390089184
2008-05-09,959.5107171805812
2008-05-12,967.5223892642967
2008-05-13,966.1434160937499
2008-05-14,967.2135344243926
