Date,KOKUSAI SRI
2007-09-28,1000.0
2007-10-01,1012.1625028596648
2007-10-02,1010.3167152953636
2007-10-03,1007.5693809228742
2007-10-04,1007.2190449796293
2007-10-05,1017.4854677891904
2007-10-08,1013.4364569347636
2007-10-09,1022.037531527619
2007-10-10,1023.5024954681367
2007-10-11,1025.4502068188367
2007-10-12,1024.6229927502213
2007-10-15,1016.5876161599647
2007-10-16,1006.4337481739816
2007-10-17,1010.6985802807127
2007-10-18,1011.7194874968663
2007-10-19,996.3579173469731
2007-10-22,988.6344879520973
2007-10-23,1002.4097440922061
2007-10-24,998.6310717391385
2007-10-25,1007.1767468601195
2007-10-26,1019.2074547674058
2007-10-29,1026.166296661773
2007-10-30,1021.8226290785834
2007-10-31,1035.0265722509882
2007-11-01,1015.479904742597
2007-11-02,1017.2281615310236
2007-11-05,1012.253237690657
2007-11-06,1023.1310125089828
2007-11-07,1009.5351824449256
2007-11-08,1003.4577723307749
2007-11-09,987.3046628804628
2007-11-12,978.3229206013954
2007-11-13,995.2674952841169
2007-11-14,999.7793140511839
2007-11-15,985.4130441545549
2007-11-16,987.1433282533008
2007-11-19,970.8402266810359
2007-11-20,980.0338554520187
2007-11-21,960.8699810666895
2007-11-22,963.8058601008088
2007-11-23,976.6399095292817
2007-11-26,967.3762475317523
2007-11-27,973.3997253988937
2007-11-28,994.4737518682215
2007-11-29,997.5821426048457
2007-11-30,1003.2860948502793
2007-12-03,999.3826034626078
2007-12-04,994.7711623382248
2007-12-05,1004.5141404335479
2007-12-06,1008.8383840413749
2007-12-07,1012.7221537173216
2007-12-10,1021.3027940133009
2007-12-11,1008.6908210383965
2007-12-12,1011.8878273111766
2007-12-13,999.8646557373972
2007-12-14,988.6340883614164
2007-12-17,970.7981767004022
2007-12-18,974.103697263857
2007-12-19,971.7731803831572
2007-12-20,972.5466117362084
2007-12-21,986.7973448919063
2007-12-24,993.0067359565606
2007-12-25,993.0067359565606
2007-12-26,994.9941197934669
2007-12-27,990.8748999828716
2007-12-28,995.4718318778976
2007-12-31,989.8184094307352
2008-01-01,989.8184094307352
2008-01-02,978.5060313980553
2008-01-03,974.6477936616058
2008-01-04,955.5700829571263
2008-01-07,951.909969651618
2008-01-08,948.5805779980197
2008-01-09,947.4358576397289
2008-01-10,950.3630560386455
2008-01-11,942.2277349919541
2008-01-14,952.5721878815546
2008-01-15,928.0138669549451
2008-01-16,915.4414441860306
2008-01-17,903.1461863480993
2008-01-18,896.7218323098723
2008-01-21,869.4772085968481
2008-01-22,876.4391148971656
2008-01-23,877.0354807984638
2008-01-24,904.3229465229615
2008-01-25,900.6759426650383
2008-01-28,906.2625724653043
2008-01-29,912.279043102151
2008-01-30,908.2052932941424
2008-01-31,917.6853977092059
2008-02-01,933.0870787558293
2008-02-04,929.2188719142287
2008-02-05,897.2836916089578
2008-02-06,895.7531608597737
2008-02-07,888.9958851633141
2008-02-08,889.5688968970809
2008-02-11,889.8328949110837
2008-02-12,908.0371386589039
2008-02-13,912.789423725938
2008-02-14,909.4039885084725
2008-02-15,902.9490666503478
2008-02-18,907.8269223783454
2008-02-19,911.4005901789271
2008-02-20,911.0413320039776
2008-02-21,912.9734281392625
2008-02-22,914.8952236505728
2008-02-25,930.0396911947677
2008-02-26,942.1478431314099
2008-02-27,949.6958593189912
2008-02-28,940.4478987653429
2008-02-29,923.0224707741664
2008-03-03,918.1936395463908
2008-03-04,912.3811739443121
2008-03-05,922.9227219555813
2008-03-06,912.8614532757613
2008-03-07,902.8833331234381
2008-03-10,891.3913188702068
2008-03-11,913.523681496049
2008-03-12,920.1709388547902
2008-03-13,918.5886739241614
