Date,WORLD ex UK SRI
2007-09-28,1000.0
2007-10-01,1010.7951896704319
2007-10-02,1011.7821976937145
2007-10-03,1009.0491628021927
2007-10-04,1007.9948302529984
2007-10-05,1016.8761386279766
2007-10-08,1012.6510167145145
2007-10-09,1020.6607052023174
2007-10-10,1021.0188958530928
2007-10-11,1022.8217709002329
2007-10-12,1021.3619616766207
2007-10-15,1013.894430767601
2007-10-16,1003.1619540591356
2007-10-17,1004.0170197163984
2007-10-18,1008.2765686636524
2007-10-19,993.2629015501814
2007-10-22,986.7422727483117
2007-10-23,997.7527341613609
2007-10-24,994.6794175976518
2007-10-25,999.8559680614205
2007-10-26,1012.6680359226773
2007-10-29,1020.573219821499
2007-10-30,1016.733355271477
2007-10-31,1028.0927927112434
2007-11-01,1013.5468618176286
2007-11-02,1013.0510423360973
2007-11-05,1009.2799609164848
2007-11-06,1018.8439337211951
2007-11-07,1006.2502557955565
2007-11-08,996.8333676439925
2007-11-09,983.1982125933959
2007-11-12,974.5751374687491
2007-11-13,989.8056958759047
2007-11-14,995.2202740369241
2007-11-15,984.287512324555
2007-11-16,984.977215519799
2007-11-19,971.940433020924
2007-11-20,979.4172222116223
2007-11-21,963.2316376341744
2007-11-22,964.2761374355046
2007-11-23,975.6094527990593
2007-11-26,969.5304522103606
2007-11-27,977.0835932864545
2007-11-28,992.7774238100096
2007-11-29,999.0716941769679
2007-11-30,1002.3202375168889
2007-12-03,999.6922019501728
2007-12-04,996.4760386569847
2007-12-05,1005.1093259847046
2007-12-06,1012.2967409528826
2007-12-07,1014.3973197767879
2007-12-10,1021.1483317530534
2007-12-11,1010.2696424208253
2007-12-12,1011.6906922959708
2007-12-13,1000.0276911814284
2007-12-14,987.144966633081
2007-12-17,970.1046927169466
2007-12-18,972.718774064907
2007-12-19,969.6224271020129
2007-12-20,971.5206854837487
2007-12-21,983.8252605344404
2007-12-24,989.0155875390492
2007-12-25,991.4652325313655
2007-12-26,994.6210294173745
2007-12-27,989.3877694351695
2007-12-28,992.5115177670691
2007-12-31,988.9698615328634
2008-01-01,988.9698615328634
2008-01-02,981.6734802832874
2008-01-03,978.0335151148458
2008-01-04,957.1432242015914
2008-01-07,952.5196886662993
2008-01-08,949.4246889297025
2008-01-09,952.7029696090251
2008-01-10,954.5465869131481
2008-01-11,945.18346369339
2008-01-14,955.8941204444753
2008-01-15,933.1520412239171
2008-01-16,917.8218852265774
2008-01-17,907.0786816061892
2008-01-18,901.4652697810283
2008-01-21,875.9475264659912
2008-01-22,871.4624556105723
2008-01-23,877.129534831686
2008-01-24,901.1893798111844
2008-01-25,901.9731379959513
2008-01-28,903.4789976941088
2008-01-29,910.8183420009514
2008-01-30,906.1073322212447
2008-01-31,916.5179086131863
2008-02-01,929.1721177058367
2008-02-04,927.2309846316497
2008-02-05,899.3017979504438
2008-02-06,892.4462963187032
2008-02-07,888.2435757857427
2008-02-08,884.0635020173555
2008-02-11,886.2003529770478
2008-02-12,900.4402024394814
2008-02-13,905.5160339304052
2008-02-14,906.1567162253016
2008-02-15,901.9699635731587
2008-02-18,904.2392460944479
2008-02-19,910.0806299004144
2008-02-20,905.9497880543332
2008-02-21,910.4059979666981
2008-02-22,911.7095731876707
2008-02-25,926.5959580250619
2008-02-26,937.0782258107748
2008-02-27,946.308788111447
2008-02-28,938.3770704882079
2008-02-29,921.6460125464582
2008-03-03,913.7554822648591
2008-03-04,909.023201552423
2008-03-05,914.8726520482466
2008-03-06,907.6138231451528
2008-03-07,895.4673252594137
2008-03-10,884.9525628073937
2008-03-11,905.5239445625778
2008-03-12,912.2790473539029
2008-03-13,909.0560006901428
2008-03-14,898.1217375980518
2008-03-17,886.1398533977213
2008-03-18,911.8905747856378
2008-03-19,899.6247692540418
2008-03-20,901.0574989976176
2008-03-21,903.3378332818763
2008-03-24,908.7010978354479
2008-03-25,928.5126589758854
2008-03-26,928.0079420599633
2008-03-27,925.9794857094265
2008-03-28,921.8814627892131
2008-03-31,919.2790704344619
2008-04-01,934.3661574866019
2008-04-02,942.4275736218268
2008-04-03,945.3308550109217
2008-04-04,949.3216647456771
2008-04-07,951.8317360704658
2008-04-08,944.7348186778803
2008-04-09,936.7894523439943
2008-04-10,938.2622828158169
2008-04-11,931.1815062531447
2008-04-14,923.2784951316021
2008-04-15,925.2349138518186
2008-04-16,944.6728232397309
2008-04-17,941.8034290711345
2008-04-18,949.1181432042621
2008-04-21,958.2977509115591
2008-04-22,950.981254879578
2008-04-23,949.2339286240867
2008-04-24,947.5175874228798
2008-04-25,958.2546804017725
2008-04-28,959.5415278485442
2008-04-29,953.0566203353375
2008-04-30,952.6503220757855
2008-05-01,958.0607820989353
2008-05-02,967.160996246252
2008-05-05,967.3545795058219
2008-05-06,970.2276130369718
2008-05-07,962.0171306438172
2008-05-08,962.6078875494818
2008-05-09,954.5946930262561
2008-05-12,961.9464880098001
2008-05-13,963.2747032568587
2008-05-14,966.3502736091227
2008-05-15,977.7110707823157
2008-05-16,982.1400375771295
2008-05-19,982.7331409675602
2008-05-20,975.6466720993566
2008-05-21,965.5045955753549
2008-05-22,965.5446579590749
2008-05-23,956.8474234338426
2008-05-26,952.4396851871325
2008-05-27,955.0477304339759
2008-05-28,957.6544084088522
2008-05-29,963.7554152302919
2008-05-30,970.4870339474083
2008-06-02,965.3593096530088
2008-06-03,961.3516571633177
2008-06-04,963.6442286611247
2008-06-05,970.4983329044234
2008-06-06,957.387030064715
2008-06-09,951.0384249867794
2008-06-10,938.5967046025113
2008-06-11,930.9485827918833
2008-06-12,926.647962601551
2008-06-13,933.9925321806528
2008-06-16,938.672784843211
2008-06-17,937.924653205395
2008-06-18,929.2756569756527
2008-06-19,924.1524946079217
2008-06-20,911.4812069431536
2008-06-23,906.6138164362575
2008-06-24,904.479609937161
2008-06-25,909.511476143333
2008-06-26,896.058703909029
2008-06-27,889.2161017750453
2008-06-30,890.2645374589088
2008-07-01,885.6342055500402
2008-07-02,876.7199352157847
2008-07-03,876.9003312375302
2008-07-04,873.2455879597318
2008-07-07,870.1521053640685
2008-07-08,870.5072665108862
2008-07-09,868.096125661443
2008-07-10,869.1346627275924
2008-07-11,860.2334412106749
2008-07-14,856.8841270857995
2008-07-15,848.5774639629597
2008-07-16,861.0270014425219
2008-07-17,875.066529982556
2008-07-18,877.4463989614978
2008-07-21,878.2333054684569
2008-07-22,883.7412475217305
2008-07-23,887.6780169349605
2008-07-24,878.1295521559745
2008-07-25,873.6746777810773
2008-07-28,863.4454899232259
2008-07-29,868.6805114769522
2008-07-30,879.19979948487
2008-07-31,877.416739678981
2008-08-01,868.7231390021117
2008-08-04,863.9791767208253
2008-08-05,877.5313283726758
2008-08-06,884.3331274086136
2008-08-07,873.4080853521841
2008-08-08,877.4224377620442
2008-08-11,886.4274672575264
