Date,WORLD SRI SELECT
2014-11-25,1000.0
2014-11-26,1002.8988253928137
2014-11-27,1000.8975702825792
2014-11-28,1000.5836644195906
2014-12-01,996.2790642493287
2014-12-02,999.3672956677492
2014-12-03,1000.4356437737937
2014-12-04,998.385544312922
2014-12-05,999.2620153834197
2014-12-08,993.681719774415
2014-12-09,992.1923586950633
2014-12-10,980.0624156016921
2014-12-11,979.7743658468988
2014-12-12,968.1574133105026
2014-12-15,957.2167202005418
2014-12-16,958.5949967794036
2014-12-17,965.3260341372549
2014-12-18,985.711418281366
2014-12-19,993.470598787555
2014-12-22,993.4529190518537
2014-12-23,993.2385944946793
2014-12-24,995.6778185492858
2014-12-25,995.291998722138
2014-12-26,997.5230599222768
2014-12-29,998.5565017424427
2014-12-30,992.2504704598438
2014-12-31,986.5598568915331
2015-01-01,986.5715147404048
2015-01-02,982.8475280880173
2015-01-05,966.2464284537815
2015-01-06,955.0239513446662
2015-01-07,959.1714620040473
2015-01-08,975.0768489805462
2015-01-09,971.6259369926452
2015-01-12,969.4834947896394
2015-01-13,970.188202230193
2015-01-14,964.6442150074929
2015-01-15,965.7916350618955
2015-01-16,970.9131446164973
2015-01-19,975.8721373436895
2015-01-20,978.5053396447884
2015-01-21,983.0056039350777
2015-01-22,991.2783691606628
2015-01-23,990.3739417644849
2015-01-26,992.8060155115919
2015-01-27,990.457923860828
2015-01-28,981.2113103838898
2015-01-29,980.9175459889285
2015-01-30,973.044938469524
2015-02-02,981.3278813195602
2015-02-03,992.625181240703
2015-02-04,994.2608632851263
2015-02-05,1000.9638052645089
2015-02-06,995.6769237337191
2015-02-09,991.1824292562007
2015-02-10,997.4202656453506
2015-02-11,996.0419962531516
2015-02-12,1008.9203742179895
2015-02-13,1014.8762652889014
2015-02-16,1014.6239501719347
2015-02-17,1015.771973643097
2015-02-18,1020.5192605468261
2015-02-19,1022.8592659285288
2015-02-20,1025.8858248562942
2015-02-23,1027.9224666729099
2015-02-24,1029.999795645883
2015-02-25,1032.5403525106292
2015-02-26,1031.4008194882372
2015-02-27,1031.9170071464603
2015-03-02,1033.60207119847
2015-03-03,1028.7184069844675
2015-03-04,1023.3022328144502
2015-03-05,1026.2152198306655
2015-03-06,1013.98337273308
2015-03-09,1012.3513818988554
2015-03-10,995.6058826531689
2015-03-11,994.6197877914085
2015-03-12,1006.7324048704027
2015-03-13,1003.2630467296704
2015-03-16,1014.4042005726909
2015-03-17,1012.3430912777071
2015-03-18,1022.1004475615779
2015-03-19,1022.2445979962895
2015-03-20,1038.431779800538
2015-03-23,1040.685288357878
2015-03-24,1037.994857057333
2015-03-25,1031.2284225991234
2015-03-26,1023.7343522015971
2015-03-27,1024.301996089963
2015-03-30,1029.4517096523998
2015-03-31,1020.7923285220284
2015-04-01,1020.2135851339034
2015-04-02,1028.362946489276
2015-04-03,1029.4947737823068
2015-04-06,1037.6918320459747
2015-04-07,1037.8182658694122
2015-04-08,1041.239340334075
2015-04-09,1043.3693062378666
2015-04-10,1045.6731625407863
2015-04-13,1041.009030056233
2015-04-14,1046.4861392584205
2015-04-15,1048.9978656873684
2015-04-16,1050.2663389942804
2015-04-17,1039.0901573688195
2015-04-20,1044.3223155710207
2015-04-21,1049.291590992771
2015-04-22,1051.0208378003722
2015-04-23,1054.461077005879
2015-04-24,1055.7236755653735
2015-04-27,1057.8711030078393
2015-04-28,1057.7707552358959
2015-04-29,1055.4916335977273
2015-04-30,1046.080901112131
2015-05-01,1050.7777302564773
2015-05-04,1052.3087616349287
2015-05-05,1042.940430495394
2015-05-06,1044.7111901474852
2015-05-07,1041.0907859072672
2015-05-08,1054.8310772939178
2015-05-11,1053.5056194616634
2015-05-12,1051.3400630956257
2015-05-13,1056.4385104398325
2015-05-14,1064.6186966363878
2015-05-15,1067.7733533079893
2015-05-18,1068.1422077365055
2015-05-19,1065.111855059349
2015-05-20,1066.0214087661334
2015-05-21,1069.3327732549642
2015-05-22,1065.2571092417609
2015-05-25,1065.6289525383218
2015-05-26,1052.4126086963795
2015-05-27,1060.1526410155209
2015-05-28,1058.634019345768
2015-05-29,1051.313108025029
2015-06-01,1050.2231795252037
2015-06-02,1052.992978384736
2015-06-03,1057.734662036452
2015-06-04,1049.8759762040056
2015-06-05,1039.7988300866061
2015-06-08,1035.8350547326731
2015-06-09,1035.2500832247474
2015-06-10,1050.485658470542
2015-06-11,1053.5439925490411
2015-06-12,1048.6477791216257
2015-06-15,1040.5919279764491
2015-06-16,1044.3796830948131
2015-06-17,1043.1433728108664
2015-06-18,1053.347048891593
2015-06-19,1050.1757942026113
2015-06-22,1064.3341357964855
2015-06-23,1064.1150324273376
2015-06-24,1058.1240658227393
2015-06-25,1056.1222780470093
2015-06-26,1052.9558276423975
2015-06-29,1029.9690829698975
2015-06-30,1028.6029392258688
2015-07-01,1036.1335451009304
2015-07-02,1035.3446323195215
2015-07-03,1034.0080128997483
2015-07-06,1023.2593106536359
2015-07-07,1019.3200092827987
2015-07-08,1011.0292171805568
2015-07-09,1018.5152488295407
2015-07-10,1032.6354480825657
2015-07-13,1040.7344207297517
2015-07-14,1046.6642591819923
2015-07-15,1045.8711267042572
2015-07-16,1053.8997059511312
2015-07-17,1050.855955986446
2015-07-20,1051.3982816556595
2015-07-21,1049.954360595284
2015-07-22,1043.5762185242809
2015-07-23,1042.2329398706083
2015-07-24,1030.9609993265296
2015-07-27,1023.2437412880939
2015-07-28,1030.2571105634313
2015-07-29,1038.404250641722
2015-07-30,1037.6629503759375
2015-07-31,1042.8444767253627
2015-08-03,1042.6623711146788
2015-08-04,1042.479053150311
2015-08-05,1040.4758764341675
2015-08-06,1034.6611635539098
2015-08-07,1033.4540988397232
2015-08-10,1045.2571100319308
2015-08-11,1035.4432032500617
2015-08-12,1028.98859751377
