Date,WORLD ex USA SRI
2007-09-28,1000.0
2007-10-01,1008.8741615115215
2007-10-02,1010.8561558417543
2007-10-03,1010.7101554338541
2007-10-04,1008.5846126194194
2007-10-05,1014.9964114427985
2007-10-08,1008.4194316164993
2007-10-09,1017.4032682304965
2007-10-10,1021.2634527723102
2007-10-11,1029.4159400577514
2007-10-12,1023.9678008563274
2007-10-15,1016.5061029550045
2007-10-16,1002.9708079045223
2007-10-17,1006.5390632694313
2007-10-18,1010.3941644399811
2007-10-19,1001.5026378361545
2007-10-22,982.5318175588887
2007-10-23,997.8432509828315
2007-10-24,992.3943792661029
2007-10-25,1002.751222225924
2007-10-26,1016.8135606931197
2007-10-29,1027.952735254463
2007-10-30,1026.2408399881253
2007-10-31,1038.8931426701952
2007-11-01,1030.8682287201973
2007-11-02,1026.4936794071618
2007-11-05,1017.4867742215107
2007-11-06,1025.54726032877
2007-11-07,1025.3784373383291
2007-11-08,1016.3414469888182
2007-11-09,1003.2612200126182
2007-11-12,986.7731027461228
2007-11-13,992.0032058852358
2007-11-14,1008.1115562394482
2007-11-15,993.6388698337537
2007-11-16,986.3616155577457
2007-11-19,971.9406536819504
2007-11-20,987.0630645408467
2007-11-21,968.2882216396454
2007-11-22,972.179236586332
2007-11-23,981.9062187601321
2007-11-26,985.4628291121392
2007-11-27,986.6585231462179
2007-11-28,996.7634594319396
2007-11-29,1007.7000010066181
2007-11-30,1013.9776551369106
2007-12-03,1013.9104987409795
2007-12-04,1008.5857799127248
2007-12-05,1015.078850784417
2007-12-06,1016.4307604730645
2007-12-07,1025.054102257974
2007-12-10,1031.936951628967
2007-12-11,1030.090362537455
2007-12-12,1027.7330013761355
2007-12-13,1003.1903706622635
2007-12-14,992.2247458308406
2007-12-17,971.3110105698504
2007-12-18,971.6625690362923
2007-12-19,966.5321279414745
2007-12-20,966.266731152897
2007-12-21,977.2267463255591
2007-12-24,980.7955782727448
2007-12-25,984.7167698351915
2007-12-26,991.5869419648415
2007-12-27,994.9316420858964
2007-12-28,999.3120037314495
2007-12-31,998.7614536442238
2008-01-01,998.7614536442238
2008-01-02,998.0758344428647
2008-01-03,994.0754845067218
2008-01-04,975.3609370544798
2008-01-07,965.1808406642781
2008-01-08,970.8581148287873
2008-01-09,964.1111522724483
2008-01-10,959.4835450426488
2008-01-11,956.264720171666
2008-01-14,965.6905434695583
2008-01-15,942.8176313254038
2008-01-16,918.321585144743
2008-01-17,920.2343758938318
2008-01-18,913.1370885581666
2008-01-21,865.621072294012
2008-01-22,869.3244984599887
2008-01-23,860.0882376090289
2008-01-24,899.2445721361472
2008-01-25,912.7694035870882
2008-01-28,904.8306227155265
2008-01-29,918.9034670125743
2008-01-30,911.9943157957355
2008-01-31,920.4606396502893
2008-02-01,934.9845606479572
2008-02-04,939.1328853863976
2008-02-05,906.9719535368622
2008-02-06,900.2892046442116
2008-02-07,885.8350133167269
2008-02-08,884.7948057497698
2008-02-11,880.5132851017976
2008-02-12,901.4477622714895
2008-02-13,900.1117542710284
2008-02-14,913.2535888194217
2008-02-15,903.9417777265236
2008-02-18,910.627873633328
2008-02-19,921.0825822007776
2008-02-20,903.7939282288216
2008-02-21,920.5309091753372
2008-02-22,914.9228914368252
2008-02-25,931.8098508820822
2008-02-26,944.7524717284092
2008-02-27,961.4268830858545
2008-02-28,953.8364937239642
2008-02-29,941.9065876246198
2008-03-03,925.3064827260212
2008-03-04,917.9892388463323
2008-03-05,928.0556471333507
2008-03-06,928.8146009624014
2008-03-07,913.1051664834683
2008-03-10,900.9958596976076
2008-03-11,909.4351277495521
2008-03-12,927.3271108272644
2008-03-13,919.354553970627
2008-03-14,913.1334465060722
2008-03-17,887.5729119095786
2008-03-18,909.3644098326608
2008-03-19,901.8497676592551
2008-03-20,887.7108296952505
2008-03-21,891.3446047393882
2008-03-24,889.9792480879139
2008-03-25,925.8378570812471
2008-03-26,933.0511994086577
2008-03-27,938.9720579941377
2008-03-28,935.9943224077709
2008-03-31,933.2784725549543
2008-04-01,937.7861181159666
2008-04-02,955.8872577282688
2008-04-03,960.3579910820274
2008-04-04,966.6383007728219
2008-04-07,972.359392668044
2008-04-08,961.1250358383058
2008-04-09,954.1193410905998
2008-04-10,952.6405424693214
2008-04-11,950.5489681301946
2008-04-14,938.5915293540136
2008-04-15,939.4084202757408
2008-04-16,960.5781879855709
2008-04-17,956.2875571575825
2008-04-18,960.4739242184703
2008-04-21,974.1102107970394
2008-04-22,969.4414636339404
2008-04-23,966.9051335036385
2008-04-24,957.2237147480099
2008-04-25,972.104383773397
2008-04-28,976.4977998319325
2008-04-29,967.4226402184022
2008-04-30,970.978209946212
2008-05-01,966.251545450966
2008-05-02,982.4173656463929
2008-05-05,985.5177248333724
2008-05-06,988.3638760024656
2008-05-07,984.0645947606059
2008-05-08,985.7201816952373
2008-05-09,973.8175531846208
2008-05-12,980.0597250116358
2008-05-13,980.9092326545546
2008-05-14,981.8866683084117
2008-05-15,992.4388220367595
2008-05-16,1001.5834384912606
2008-05-19,1006.6310343114981
2008-05-20,999.347189020692
2008-05-21,994.8949613614632
2008-05-22,992.9706842987296
2008-05-23,984.7949179381186
2008-05-26,977.7560558772026
2008-05-27,975.7203665805251
2008-05-28,977.023030074268
2008-05-29,980.4126540827075
2008-05-30,989.0831061572035
2008-06-02,987.4502872915843
2008-06-03,983.655309315583
2008-06-04,982.2653112667527
2008-06-05,980.4112029641528
2008-06-06,981.3001539799475
2008-06-09,970.3945328875909
2008-06-10,947.3344528600524
2008-06-11,945.0413033277207
2008-06-12,934.2638665986699
2008-06-13,936.9398613148524
2008-06-16,944.8324050086649
2008-06-17,950.1884901672399
2008-06-18,943.1386443280126
2008-06-19,931.0746577528053
2008-06-20,923.4063172731333
2008-06-23,917.0362199659818
2008-06-24,914.3701808992364
2008-06-25,918.7975376152605
2008-06-26,913.6078626437838
2008-06-27,908.2656749744714
2008-06-30,911.5584228396484
2008-07-01,896.2028233172656
2008-07-02,888.5979940191205
2008-07-03,885.5585227764263
2008-07-04,877.3728296666782
2008-07-07,880.4084704882938
2008-07-08,869.1552924271733
2008-07-09,882.4391124087916
2008-07-10,877.1615713379613
2008-07-11,865.7630220376446
2008-07-14,868.0604162298231
2008-07-15,855.153786997988
2008-07-16,854.1514468544791
2008-07-17,872.1245300126443
2008-07-18,874.976945324935
2008-07-21,881.8414240661604
2008-07-22,884.930731617665
2008-07-23,890.0922926294476
2008-07-24,883.3390853846442
2008-07-25,873.7679643753792
2008-07-28,868.8710590004603
2008-07-29,859.2419152544359
2008-07-30,871.1970570807143
2008-07-31,875.7492731967977
2008-08-01,862.1416624710355
