Date,EUROPE ex UK SRI
2007-09-28,1000.0
2007-10-01,1011.8168776619374
2007-10-02,1011.7758613049082
2007-10-03,1011.3168855237046
2007-10-04,1008.1753710669987
2007-10-05,1015.5564087517741
2007-10-08,1007.0085736599322
2007-10-09,1014.4336049091891
2007-10-10,1019.7525636906058
2007-10-11,1030.0251293631918
2007-10-12,1024.8708636722024
2007-10-15,1016.9058146939298
2007-10-16,1004.306440597601
2007-10-17,1009.2097405462055
2007-10-18,1008.8975840852052
2007-10-19,1001.8328092629927
2007-10-22,981.2384561234755
2007-10-23,997.859350880116
2007-10-24,990.1725013845598
2007-10-25,1006.5836906303776
2007-10-26,1014.9608385648547
2007-10-29,1020.9631013026428
2007-10-30,1020.2788611027547
2007-10-31,1032.0215126507408
2007-11-01,1015.3071065570865
2007-11-02,1017.5381520484027
2007-11-05,1014.6464077680605
2007-11-06,1024.4303458697339
2007-11-07,1024.112658855725
2007-11-08,1015.3384150412339
2007-11-09,999.2160093422398
2007-11-12,994.5184091818146
2007-11-13,1001.5881150466064
2007-11-14,1015.7077903078765
2007-11-15,1003.4185585569498
2007-11-16,1000.531598158154
2007-11-19,981.736529717689
2007-11-20,1003.0708744860918
2007-11-21,984.6028963204999
2007-11-22,990.0080992368455
2007-11-23,1002.6474788950974
2007-11-26,999.000780286923
2007-11-27,998.1832904525343
2007-11-28,1010.7515663231451
2007-11-29,1015.894003912437
2007-11-30,1021.2938755158816
2007-12-03,1016.9766251317047
2007-12-04,1014.687828390414
2007-12-05,1021.7313152134546
2007-12-06,1015.5342239289208
2007-12-07,1025.892042949965
2007-12-10,1035.2029150880376
2007-12-11,1029.4984924324253
2007-12-12,1029.1283954161115
2007-12-13,1002.0030915608494
2007-12-14,993.6770105297571
2007-12-17,973.2247177551529
2007-12-18,975.577177687793
2007-12-19,970.6226686883371
2007-12-20,968.6005065468953
2007-12-21,980.6787482139176
2007-12-24,983.5029937775961
2007-12-25,983.5029937775961
2007-12-26,990.5598000434874
2007-12-27,995.9167239111769
2007-12-28,1007.1604969822437
2007-12-31,1001.4190615953239
2008-01-01,1001.4190615953239
2008-01-02,997.4443628380983
2008-01-03,987.5805192304935
2008-01-04,973.7815030884832
2008-01-07,968.5856205502243
2008-01-08,980.1502915378173
2008-01-09,967.4370985345308
2008-01-10,967.0575478717353
2008-01-11,967.0469955066477
2008-01-14,980.5635349553805
2008-01-15,947.0949691024148
2008-01-16,926.1328488251934
2008-01-17,924.8188103181279
2008-01-18,912.3873656645757
2008-01-21,853.3862326293931
2008-01-22,877.6962292099123
2008-01-23,847.0994821896364
2008-01-24,899.306275744463
2008-01-25,898.5116013474229
2008-01-28,898.0156213285653
2008-01-29,909.4678406792079
2008-01-30,909.1569086817907
2008-01-31,909.8820976551905
2008-02-01,929.6078965509762
2008-02-04,930.7093005641253
2008-02-05,887.7812639195282
2008-02-06,895.007233441571
2008-02-07,870.9405643044777
2008-02-08,868.1022687340264
2008-02-11,862.3180057695658
2008-02-12,894.2381548929618
2008-02-13,897.8100802014208
2008-02-14,902.1674249621329
2008-02-15,891.9751949115812
2008-02-18,904.0537212494867
2008-02-19,912.5059223095898
2008-02-20,896.5151664109202
2008-02-21,911.7413534924937
2008-02-22,907.0735046278376
2008-02-25,924.0679678002656
2008-02-26,938.9358973979977
2008-02-27,954.1765832270805
2008-02-28,944.3547146532604
2008-02-29,935.3196668798278
2008-03-03,926.5776638503071
2008-03-04,913.5324996014515
2008-03-05,929.1573519979744
2008-03-06,923.0828461610313
2008-03-07,912.2908151635507
2008-03-10,902.716628051309
2008-03-11,914.2572783574178
2008-03-12,932.6724740963894
2008-03-13,924.5401955270552
2008-03-14,921.2509785282178
2008-03-17,899.0009138394333
2008-03-18,925.0076505592202
2008-03-19,910.248430168213
2008-03-20,892.9105696469352
2008-03-21,892.9105696469352
2008-03-24,890.5301567900394
2008-03-25,931.7241938161701
2008-03-26,940.4314124455298
2008-03-27,953.4179098532106
2008-03-28,949.6218997373211
2008-03-31,953.5686295986393
2008-04-01,963.6756110537292
2008-04-02,975.3442036041653
2008-04-03,969.9333113602091
2008-04-04,981.0067289255096
2008-04-07,988.2120271948563
2008-04-08,980.2693722571354
2008-04-09,975.0791895187364
2008-04-10,970.8237049448632
2008-04-11,960.9237801377185
2008-04-14,953.5619207537744
2008-04-15,951.1547869539015
2008-04-16,971.0239262376555
2008-04-17,959.6366749552902
2008-04-18,969.0035431248788
2008-04-21,973.7113465415872
2008-04-22,970.4826078026402
2008-04-23,968.264368294285
2008-04-24,957.8086400171244
2008-04-25,968.4194697886427
2008-04-28,970.8484632808193
2008-04-29,958.9093131432568
2008-04-30,963.2326826547022
2008-05-01,955.862537763276
2008-05-02,970.4878250006412
2008-05-05,974.021933990419
2008-05-06,970.1423159799759
2008-05-07,969.2711005277031
2008-05-08,965.9783951511995
2008-05-09,955.8863361709707
2008-05-12,961.4841823245035
2008-05-13,965.8099201624098
2008-05-14,972.3513887629807
2008-05-15,977.2875005188811
2008-05-16,984.6940012512117
2008-05-19,989.7552903082228
2008-05-20,981.0739993526473
2008-05-21,983.802209452459
2008-05-22,981.0198722459729
2008-05-23,969.5905247414825
2008-05-26,965.9980076210903
2008-05-27,962.1259300729964
2008-05-28,967.9900791638674
2008-05-29,963.8047880419875
2008-05-30,971.4908121511737
