Date,FAR EAST SRI
2007-09-28,1000.0
2007-10-01,1001.1405382751542
2007-10-02,1019.6131314600889
2007-10-03,1019.7660700734369
2007-10-04,1015.9806504507844
2007-10-05,1013.573002042839
2007-10-08,1007.6349049272268
2007-10-09,1015.6366317529762
2007-10-10,1014.0050047330626
2007-10-11,1019.6306194370748
2007-10-12,1010.7876585245393
2007-10-15,1005.531180724721
2007-10-16,991.8380870946808
2007-10-17,980.91333350133
2007-10-18,998.2672928161868
2007-10-19,988.8927356471845
2007-10-22,977.9182037400136
2007-10-23,979.221703816096
2007-10-24,977.655929743093
2007-10-25,968.6545898651902
2007-10-26,987.3645973903244
2007-10-29,1004.0106330888646
2007-10-30,1004.9460272200853
2007-10-31,1006.9735298689753
2007-11-01,1025.3272827207577
2007-11-02,1006.8312234016912
2007-11-05,995.1304896263772
2007-11-06,996.583692647574
2007-11-07,996.2234749146409
2007-11-08,980.0466687203376
2007-11-09,981.9968968743282
2007-11-12,967.1877958782183
2007-11-13,960.5386610900083
2007-11-14,978.6841403487615
2007-11-15,982.9256507396085
2007-11-16,966.5732888395938
2007-11-19,965.3408224387025
2007-11-20,972.5288418599919
2007-11-21,965.5569236040174
2007-11-22,959.953702668234
2007-11-23,964.9279110228308
2007-11-26,986.6447419173468
2007-11-27,995.292648417621
2007-11-28,982.9222180838565
2007-11-29,1014.3571627824832
2007-11-30,1011.3400342729442
2007-12-03,1019.9655053216777
2007-12-04,1017.5891578993761
2007-12-05,1022.4589084645303
2007-12-06,1039.7878219570978
2007-12-07,1036.6748107871827
2007-12-10,1035.3992078688805
2007-12-11,1044.070518460771
2007-12-12,1031.7316534471656
2007-12-13,1008.5621149409724
2007-12-14,991.6899418960802
2007-12-17,972.1367248892755
2007-12-18,970.1212125627859
2007-12-19,961.4010341516289
2007-12-20,966.6803226868808
2007-12-21,967.5773295975597
2007-12-24,964.5573719297661
2007-12-25,982.093409069518
2007-12-26,993.2491961119114
2007-12-27,988.8000084779745
2007-12-28,979.9155649025818
2007-12-31,992.7729392459206
2008-01-01,992.7729392459206
2008-01-02,1008.552208990061
2008-01-03,1009.0519513190849
2008-01-04,978.8575798614899
2008-01-07,964.8817368277089
2008-01-08,963.428525633396
2008-01-09,979.5355406713658
2008-01-10,963.5408479972932
2008-01-11,950.477477103481
2008-01-14,956.7317499463777
2008-01-15,950.0470804878937
2008-01-16,914.7705398190507
2008-01-17,929.468516903249
2008-01-18,931.2055255532325
2008-01-21,903.003773095166
2008-01-22,842.5251750149403
2008-01-23,869.1022853933405
2008-01-24,883.9273065437148
2008-01-25,922.1999286978381
2008-01-28,887.2739095738095
2008-01-29,913.0388376154024
2008-01-30,898.5943556637682
2008-01-31,919.0179474815405
2008-02-01,914.265544221852
2008-02-04,929.1049041453967
2008-02-05,922.5922895262303
2008-02-06,882.5584713445562
2008-02-07,886.2810246451403
2008-02-08,863.8320462148899
2008-02-11,866.8728392938608
2008-02-12,866.947160466301
2008-02-13,867.0613226632557
2008-02-14,901.8585943875881
2008-02-15,902.7420209788354
2008-02-18,897.838329540972
2008-02-19,913.5951163679273
2008-02-20,880.3967234621952
2008-02-21,907.5102043553351
2008-02-22,899.3136451647702
2008-02-25,910.9658158207218
2008-02-26,913.8338156254588
2008-02-27,937.322996703202
2008-02-28,934.5169694164
2008-02-29,926.8664363704486
2008-03-03,892.3621236463864
2008-03-04,895.7049417883974
2008-03-05,882.2267231868607
2008-03-06,900.9668277923793
2008-03-07,873.56879552317
2008-03-10,868.983694170301
2008-03-11,865.9130875976028
2008-03-12,884.0251113838849
2008-03-13,864.9813361831425
2008-03-14,856.4250791979183
2008-03-17,847.5881516026045
2008-03-18,846.9479292340351
2008-03-19,865.2862092617349
2008-03-20,868.9834681041623
2008-03-21,885.2824971866107
2008-03-24,870.6903730931978
2008-03-25,896.9102668066006
2008-03-26,906.452084183984
2008-03-27,894.1969908276839
2008-03-28,910.199558910125
2008-03-31,889.5050052919257
2008-04-01,883.2505662791943
2008-04-02,916.5404524955394
2008-04-03,933.0656082981686
