Date,EUROPE & MIDDLE EAST SRI
2011-08-09,1086.1341727255924
2011-08-10,1044.7322760618995
2011-08-11,1075.9695967385685
2011-08-12,1106.314066816288
2011-08-15,1126.7713941499162
2011-08-16,1122.745134858002
2011-08-17,1131.4947670122995
2011-08-18,1069.686767851742
2011-08-19,1058.955805555047
2011-08-22,1065.496193801251
2011-08-23,1073.7941925955527
2011-08-24,1090.4555970065323
2011-08-25,1069.3367709997067
2011-08-26,1064.3053389698034
2011-08-29,1087.7156598804524
2011-08-30,1091.638725346275
2011-08-31,1120.600685910275
2011-09-01,1118.6611634082922
2011-09-02,1092.2386881124078
2011-09-05,1042.3428328958967
2011-09-06,1031.2309473332193
2011-09-07,1062.1400725147432
2011-09-08,1069.3547045747005
2011-09-09,1024.3501199979275
2011-09-12,990.627734795744
2011-09-13,1000.6442396066919
2011-09-14,1014.108488028745
2011-09-15,1046.462868561443
2011-09-16,1047.3678943515488
2011-09-19,1011.0964987861902
2011-09-20,1038.5046167946725
2011-09-21,1021.4497596341247
2011-09-22,963.2999662141949
2011-09-23,968.7522070236313
2011-09-26,982.894556248506
2011-09-27,1036.2299651026556
2011-09-28,1026.2071374717189
2011-09-29,1038.0339776560304
2011-09-30,1011.3809828855844
2011-10-03,992.8266379701022
2011-10-04,964.5179144825362
2011-10-05,990.1596714287792
2011-10-06,1022.965666676532
2011-10-07,1039.477751143801
2011-10-10,1070.8307433088207
2011-10-11,1065.3705875395167
2011-10-12,1092.1846496193352
2011-10-13,1071.9337962948869
2011-10-14,1094.099470933095
2011-10-17,1077.4130259800736
2011-10-18,1069.6680736108397
2011-10-19,1083.914634548682
2011-10-20,1062.8743422386726
2011-10-21,1104.1919006015858
2011-10-24,1112.7696166276603
2011-10-25,1106.0658262988322
2011-10-26,1103.3636653105277
2011-10-27,1162.0067299880711
2011-10-28,1163.1024010627311
2011-10-31,1122.6838699103844
2011-11-01,1068.258359434698
2011-11-02,1087.4123220967338
2011-11-03,1103.5437291387796
2011-11-04,1095.0047330737477
2011-11-07,1087.895711903376
2011-11-08,1102.203664243601
2011-11-09,1067.431924040151
2011-11-10,1063.6148822864097
2011-11-11,1097.9463473063481
2011-11-14,1079.0290103898021
2011-11-15,1065.7190010770123
2011-11-16,1066.6657282712083
2011-11-17,1053.6510626442264
2011-11-18,1046.9080815108941
2011-11-21,1011.6174494259224
2011-11-22,1009.2898230594615
2011-11-23,987.3726663609167
2011-11-24,981.8688314385062
2011-11-25,982.836344476594
2011-11-28,1023.8936897195744
2011-11-29,1032.4631302525254
2011-11-30,1077.5254201020211
2011-12-01,1074.1540326936044
2011-12-02,1076.1249462190124
2011-12-05,1085.2378223910507
2011-12-06,1077.329601760711
2011-12-07,1074.0751270993048
2011-12-08,1054.1571229653164
2011-12-09,1071.3331833399463
2011-12-12,1043.5249933715577
2011-12-13,1040.7093798477151
2011-12-14,1012.7698280029069
2011-12-15,1029.6880446140258
2011-12-16,1028.691689997296
2011-12-19,1028.3398422107664
2011-12-20,1052.9217559289855
2011-12-21,1040.108868639177
2011-12-22,1048.5388525768299
2011-12-23,1056.0375930698829
2011-12-26,1056.0375930698829
2011-12-27,1058.6833861922244
2011-12-28,1044.0092384165885
2011-12-29,1049.6757835789715
2011-12-30,1065.1212402276428
2012-01-02,1074.6352834237973
2012-01-03,1095.6309919586004
2012-01-04,1078.3625155524473
2012-01-05,1059.1785580283724
2012-01-06,1054.6078843455634
2012-01-09,1053.0749267219235
2012-01-10,1072.7576563167752
2012-01-11,1060.9468713823987
2012-01-12,1069.249876067114
2012-01-13,1055.155817011115
2012-01-16,1063.6116587170548
2012-01-17,1075.92714485226
2012-01-18,1084.640068824699
2012-01-19,1103.1015342465648
2012-01-20,1101.0830522019826
2012-01-23,1115.2493625109246
2012-01-24,1108.2730267967652
2012-01-25,1101.3392601953017
2012-01-26,1127.0475444580322
2012-01-27,1112.8685636175842
2012-01-30,1100.1737191751865
2012-01-31,1107.8240890509087
2012-02-01,1135.3185833888722
2012-02-02,1138.1013865340958
2012-02-03,1154.0269742424116
2012-02-06,1150.7047265531753
2012-02-07,1162.381899681458
2012-02-08,1161.9579672899056
2012-02-09,1171.088914234134
2012-02-10,1151.992003443208
2012-02-13,1161.5105306655216
2012-02-14,1152.1305922670267
2012-02-15,1157.3062776003067
2012-02-16,1156.091436740097
2012-02-17,1173.0408323470383
2012-02-20,1191.042383176057
2012-02-21,1184.9506578474154
2012-02-22,1173.8303318521687
2012-02-23,1179.0164244352686
2012-02-24,1193.155087382313
2012-02-27,1183.8164780002878
2012-02-28,1188.043783582747
2012-02-29,1184.6427394492412
2012-03-01,1191.4088479829975
2012-03-02,1180.137044763109
2012-03-05,1178.279601832727
2012-03-06,1138.5516233295823
2012-03-07,1145.8355676509375
2012-03-08,1175.2283407041887
2012-03-09,1167.272681089847
2012-03-12,1168.6714068157346
2012-03-13,1185.3718996017697
2012-03-14,1180.4986578216929
2012-03-15,1187.8269268424513
2012-03-16,1203.733832480154
2012-03-19,1207.4807099516574
2012-03-20,1195.8919557849124
2012-03-21,1192.3353324730874
2012-03-22,1181.4329849542644
2012-03-23,1186.6501174433308
2012-03-26,1204.203833856821
2012-03-27,1198.6135492775522
2012-03-28,1185.8404868116743
2012-03-29,1171.1859131945232
2012-03-30,1185.2252233447823
2012-04-02,1203.0764725613355
2012-04-03,1194.5355116327232
2012-04-04,1151.8413175557405
2012-04-05,1148.4214540203975
2012-04-06,1148.4214540203975
2012-04-09,1148.9914923897816
2012-04-10,1123.3406362546318
2012-04-11,1136.8238761476262
2012-04-12,1155.2131118681573
2012-04-13,1133.3900112614062
2012-04-16,1137.9634400384725
2012-04-17,1166.2293769534615
2012-04-18,1159.049898068235
2012-04-19,1159.7838902268393
2012-04-20,1171.911412035221
2012-04-23,1141.1401954785904
2012-04-24,1157.3068349611376
2012-04-25,1167.8431270956557
2012-04-26,1171.8256158590514
2012-04-27,1179.704892452052
2012-04-30,1172.9929998392527
2012-05-01,1175.5456125367568
2012-05-02,1164.7776468254854
2012-05-03,1165.2946408229304
2012-05-04,1144.122431098394
2012-05-07,1143.336018918033
2012-05-08,1122.1960574376888
2012-05-09,1114.0764010354699
2012-05-10,1121.1264331764978
2012-05-11,1125.1656637772874
2012-05-14,1097.6495671482228
2012-05-15,1085.815034955518
2012-05-16,1077.6660551782054
2012-05-17,1062.8377491482881
2012-05-18,1052.7088121528113
2012-05-21,1065.0238577109076
2012-05-22,1086.142824506445
2012-05-23,1049.1558043915686
2012-05-24,1057.5628106782194
2012-05-25,1055.9757548373814
2012-05-28,1058.8533456433997
2012-05-29,1065.4304312290228
2012-05-30,1039.4187570492127
2012-05-31,1033.5577726891984
2012-06-01,1011.8024882038393
2012-06-04,1016.378101802621
2012-06-05,1016.9172686833446
2012-06-06,1044.2891353625455
2012-06-07,1062.5532841926254
2012-06-08,1051.5640084740503
2012-06-11,1056.5072938999963
2012-06-12,1058.6174954943936
2012-06-13,1063.7811466893706
2012-06-14,1062.007533070798
2012-06-15,1073.300799547171
2012-06-18,1069.5305861919746
2012-06-19,1096.967093964689
2012-06-20,1105.4189451712004
2012-06-21,1092.0560983332364
2012-06-22,1076.1227257020023
2012-06-25,1056.2646041456305
2012-06-26,1055.9840213944499
2012-06-27,1070.7807543153435
2012-06-28,1064.808581188685
2012-06-29,1113.868240457606
2012-07-02,1119.2143424994342
2012-07-03,1131.2350212606382
2012-07-04,1123.4243832838206
2012-07-05,1110.5203545948598
2012-07-06,1093.659127467186
2012-07-09,1089.4568575418489
2012-07-10,1096.8571035600312
2012-07-11,1097.9784347908683
2012-07-12,1083.0220407179345
2012-07-13,1101.6797014082113
2012-07-16,1105.0424981734016
2012-07-17,1099.6082717358563
2012-07-18,1117.179989711529
2012-07-19,1128.234355306865
2012-07-20,1105.421346404005
2012-07-23,1074.1803591936937
2012-07-24,1066.6142312146997
2012-07-25,1068.6041044588312
2012-07-26,1108.064190817737
2012-07-27,1128.4063520940035
2012-07-30,1134.3229016980292
2012-07-31,1130.5552678009296
2012-08-01,1135.1401462343931
2012-08-02,1110.5479872227686
2012-08-03,1151.54527303726
2012-08-06,1161.6286846813941
2012-08-07,1163.5677933097031
2012-08-08,1165.3892143979756
2012-08-09,1165.214493985518
2012-08-10,1163.3364392278186
2012-08-13,1163.211299509491
2012-08-14,1169.0674026133324
2012-08-15,1165.839005131636
2012-08-16,1173.9220096346455
2012-08-17,1175.0927270748518
2012-08-20,1173.2983168401486
2012-08-21,1190.2329208712138
2012-08-22,1175.5030200929384
2012-08-23,1179.1146688951426
2012-08-24,1177.0274115015006
2012-08-27,1182.6587528192922
2012-08-28,1179.574277295268
2012-08-29,1174.3226844350083
2012-08-30,1164.6867866577218
2012-08-31,1179.7930976396146
2012-09-03,1186.3958476810237
2012-09-04,1169.9867132342843
2012-09-05,1175.3346346090354
2012-09-06,1205.3757948565196
2012-09-07,1222.110437799492
2012-09-10,1217.1779399655986
2012-09-11,1223.476419409086
2012-09-12,1226.248116712983
2012-09-13,1228.4513063205798
2012-09-14,1264.6940805648412
2012-09-17,1258.9942987116308
2012-09-18,1247.526022411601
2012-09-19,1252.4696465152588
2012-09-20,1243.2848077525762
2012-09-21,1252.5383703932991
2012-09-24,1241.302664951999
2012-09-25,1250.8977706609974
2012-09-26,1218.9549398932586
2012-09-27,1223.4370557510406
2012-09-28,1209.8863145598682
2012-10-01,1230.0239069037843
2012-10-02,1228.966228349199
2012-10-03,1224.0227640110365
2012-10-04,1235.7571270097917
2012-10-05,1253.5207497570102
2012-10-08,1234.9096451185374
2012-10-09,1223.1246798621662
2012-10-10,1214.216850494334
2012-10-11,1226.6308142957748
2012-10-12,1224.4616881789836
2012-10-15,1229.4480426034693
2012-10-16,1250.5215513400744
2012-10-17,1266.5290759124862
2012-10-18,1268.427439448695
2012-10-19,1257.1878468806044
2012-10-22,1254.554736012813
2012-10-23,1223.5747523940222
2012-10-24,1228.494813295069
2012-10-25,1231.4242866591649
2012-10-26,1229.7666129678803
2012-10-29,1223.9535561853336
2012-10-30,1237.9882748031516
2012-10-31,1227.6032606219494
2012-11-01,1235.3167802388234
2012-11-02,1232.2522263195474
2012-11-05,1220.0341675246098
2012-11-06,1224.6214758878318
2012-11-07,1205.0363189580803
2012-11-08,1198.8321941866504
2012-11-09,1197.816244543712
2012-11-12,1193.620634013892
2012-11-13,1197.8887136202854
2012-11-14,1190.0050600976565
2012-11-15,1182.9747700857115
2012-11-16,1162.704354721166
2012-11-19,1195.2863762157053
2012-11-20,1201.52538107931
2012-11-21,1207.2872676086197
2012-11-22,1220.6496612569765
2012-11-23,1233.9807660085944
2012-11-26,1230.4717164242556
2012-11-27,1230.12269513537
2012-11-28,1230.0821256954946
2012-11-29,1250.023146252501
2012-11-30,1251.756073461538
2012-12-03,1258.5892896959167
2012-12-04,1258.3854282374555
2012-12-05,1257.1142289599318
2012-12-06,1259.928289182314
2012-12-07,1256.3410718096827
2012-12-10,1259.2853445141304
2012-12-11,1269.3817824755502
2012-12-12,1272.218124680723
2012-12-13,1271.469950964714
2012-12-14,1271.918002316468
2012-12-17,1275.6093447279743
2012-12-18,1283.970618692218
2012-12-19,1296.501280845543
2012-12-20,1294.5142503348166
2012-12-21,1285.954929024693
2012-12-24,1286.9255535320458
2012-12-25,1286.9255535320458
2012-12-26,1288.8106793393822
2012-12-27,1290.0267906523247
2012-12-28,1282.4909675052081
2012-12-31,1283.4053729071184
2013-01-01,1283.4053729071184
2013-01-02,1315.1767239320222
2013-01-03,1304.8538060631722
2013-01-04,1303.476284751861
2013-01-07,1301.6746023341275
2013-01-08,1297.4885291077026
2013-01-09,1302.8646223558771
2013-01-10,1315.5732716316393
2013-01-11,1329.068351731405
2013-01-14,1325.992683012338
2013-01-15,1326.5094794955583
2013-01-16,1319.2255837680696
2013-01-17,1330.8400710557291
2013-01-18,1320.8591938947977
2013-01-21,1328.461894218104
2013-01-22,1326.000427120591
2013-01-23,1331.4496153653558
2013-01-24,1346.959674996889
2013-01-25,1361.0179767139211
2013-01-28,1354.8555778701082
2013-01-29,1362.4549718842438
2013-01-30,1364.3514696660395
2013-01-31,1356.8077818715392
2013-02-01,1371.8356752263414
2013-02-04,1338.864500052847
2013-02-05,1345.3685005160305
2013-02-06,1341.0888486579493
2013-02-07,1324.9438339499238
2013-02-08,1341.9501675995734
2013-02-11,1328.284613365264
2013-02-12,1344.2592578365097
2013-02-13,1347.912357625905
2013-02-14,1336.6042096009012
2013-02-15,1335.545778720867
2013-02-18,1334.7975899571627
2013-02-19,1348.2135832646393
2013-02-20,1347.3636478399176
2013-02-21,1314.1614798434055
2013-02-22,1327.970843787957
2013-02-25,1332.7355962990896
2013-02-26,1303.5803141923984
2013-02-27,1317.7571226679718
2013-02-28,1327.0874282488892
2013-03-01,1314.6502632708832
2013-03-04,1319.6057038015524
2013-03-05,1345.4414045620504
2013-03-06,1346.0048972316074
2013-03-07,1353.9246545557742
2013-03-08,1354.6338303544353
2013-03-11,1358.626292866156
2013-03-12,1358.412262731083
2013-03-13,1353.9774738416982
2013-03-14,1372.1276898449885
2013-03-15,1376.4999843720418
2013-03-18,1362.2171609321122
2013-03-19,1353.8695734822027
2013-03-20,1362.1752756265962
2013-03-21,1349.757587917059
2013-03-22,1354.953453660266
2013-03-25,1343.0652198588386
2013-03-26,1344.7495504045785
2013-03-27,1329.8713995638739
2013-03-28,1343.3178636875482
2013-03-29,1343.3178636875482
2013-04-01,1344.883679872141
2013-04-02,1361.7309058195829
2013-04-03,1352.232072709891
2013-04-04,1338.1354421179858
2013-04-05,1335.3363382757304
2013-04-08,1339.218362151799
2013-04-09,1343.2999839338086
2013-04-10,1367.6651753526016
2013-04-11,1380.3627888917727
2013-04-12,1367.6133025278486
2013-04-15,1358.6670884259815
2013-04-16,1354.0173473579282
2013-04-17,1326.0192267151058
2013-04-18,1331.3416215769112
2013-04-19,1338.8249406413918
2013-04-22,1333.604212400897
2013-04-23,1361.1053603264706
2013-04-24,1368.11539562142
2013-04-25,1380.5832184922629
2013-04-26,1382.087524587291
2013-04-29,1397.2800588169512
2013-04-30,1401.1136369465642
2013-05-01,1402.0548244550757
2013-05-02,1395.50248396103
2013-05-03,1416.3507496737159
2013-05-06,1411.607246550839
2013-05-07,1417.56743077751
2013-05-08,1437.074041478538
2013-05-09,1428.4931999622543
2013-05-10,1420.9724922914177
2013-05-13,1422.4945193962078
2013-05-14,1429.9161742811943
2013-05-15,1429.523548567039
2013-05-16,1435.6371498326325
2013-05-17,1428.9208789219633
2013-05-20,1436.771650073974
2013-05-21,1440.8593528238678
2013-05-22,1443.2440351482855
2013-05-23,1414.3727402467375
2013-05-24,1414.861071114646
2013-05-27,1420.4396870773255
2013-05-28,1427.867385374377
2013-05-29,1411.354978892886
2013-05-30,1426.7901396919542
2013-05-31,1401.6938437977526
2013-06-03,1398.578806405683
2013-06-04,1407.9084697444039
2013-06-05,1387.4186662169661
2013-06-06,1385.6704449794015
2013-06-07,1407.6408512358055
2013-06-10,1406.5175580430096
2013-06-11,1398.888678101969
2013-06-12,1401.4518799497673
2013-06-13,1396.7117106152557
2013-06-14,1404.3989683104137
2013-06-17,1415.5883952002446
2013-06-18,1419.9968062577261
2013-06-19,1418.5324959640575
2013-06-20,1354.9802582182815
2013-06-21,1333.9273310034202
2013-06-24,1307.9671877755886
2013-06-25,1327.0568487444727
2013-06-26,1345.0208365166197
2013-06-27,1358.1684380701347
2013-06-28,1351.289366604181
2013-07-01,1370.4940753288324
2013-07-02,1367.235765177455
2013-07-03,1353.9202649250165
2013-07-04,1378.627257303881
2013-07-05,1353.2204358215079
2013-07-08,1372.7747631862965
2013-07-09,1374.6749686388139
2013-07-10,1385.9157200587856
2013-07-11,1410.7899906823318
2013-07-12,1412.5025701945258
2013-07-15,1417.1639093711888
2013-07-16,1413.4251128875485
2013-07-17,1415.5930547653006
2013-07-18,1423.0163804448139
2013-07-19,1430.7465553949833
2013-07-22,1437.24767963775
2013-07-23,1432.6001065979785
2013-07-24,1443.2148625934524
2013-07-25,1439.253197320796
2013-07-26,1438.9089539403994
2013-07-29,1440.4951408222094
2013-07-30,1442.026860854834
2013-07-31,1442.404984841337
2013-08-01,1456.0832902189964
2013-08-02,1463.5214844816214
2013-08-05,1463.6685270967205
2013-08-06,1469.7093671546952
2013-08-07,1469.5614071037564
2013-08-08,1480.2238275461648
2013-08-09,1483.2245576954892
2013-08-12,1479.8261508432388
2013-08-13,1482.4758906766056
2013-08-14,1489.0258604443663
2013-08-15,1471.0284691560398
2013-08-16,1481.5368218195636
2013-08-19,1477.276836198663
2013-08-20,1473.7788149820076
2013-08-21,1461.3265713594017
2013-08-22,1470.5840645910946
2013-08-23,1483.0903972690098
2013-08-26,1479.4662929971535
2013-08-27,1456.3823144538355
2013-08-28,1443.3757436272197
2013-08-29,1448.8162783781215
2013-08-30,1431.658413308402
2013-09-02,1461.3529068426833
2013-09-03,1444.322334346207
2013-09-04,1455.1166040348792
2013-09-05,1454.3824968367483
2013-09-06,1464.8867990988529
2013-09-09,1474.4809412054863
2013-09-10,1495.2753977167654
2013-09-11,1501.8824492218716
2013-09-12,1503.7382062648996
2013-09-13,1501.8645104322031
2013-09-16,1522.9733782150456
2013-09-17,1515.8896672425499
2013-09-18,1523.1360573983038
2013-09-19,1553.5997370703037
2013-09-20,1545.8695186418547
2013-09-23,1536.4235848671144
2013-09-24,1542.3298288295373
2013-09-25,1544.186506618885
2013-09-26,1541.2670889894043
2013-09-27,1544.6863627523628
2013-09-30,1537.5683499163822
2013-10-01,1549.4481276911831
2013-10-02,1546.3438740207864
2013-10-03,1543.8989865246788
2013-10-04,1537.569193745561
2013-10-07,1527.5678473394432
2013-10-08,1517.7013367588354
2013-10-09,1497.847462069616
2013-10-10,1526.1633686419675
2013-10-11,1539.3262468935948
2013-10-14,1546.3623369232448
2013-10-15,1549.059241722697
2013-10-16,1553.679989985992
2013-10-17,1575.3580298975876
2013-10-18,1590.8409956948374
2013-10-21,1596.3531212971832
2013-10-22,1618.6627786031283
2013-10-23,1614.2578686882578
2013-10-24,1622.794967802492
2013-10-25,1618.387497287785
2013-10-28,1613.9564862965415
2013-10-29,1616.6420775356135
2013-10-30,1614.7801079727992
