Date,EAFE SRI
2007-09-28,1000.0
2007-10-01,1008.612480823683
2007-10-02,1012.5656090757008
2007-10-03,1013.4466433784214
2007-10-04,1010.5393279942955
2007-10-05,1015.5364779421046
2007-10-08,1008.7855899385941
2007-10-09,1017.7249893952574
2007-10-10,1022.0354114453569
2007-10-11,1030.379123682334
2007-10-12,1024.0510923755205
2007-10-15,1016.480457833233
2007-10-16,1002.3735308099143
2007-10-17,1005.4603734865068
2007-10-18,1009.3800383128322
2007-10-19,1000.9236817535357
2007-10-22,981.0833395437983
2007-10-23,996.9344086940581
2007-10-24,991.7147646702692
2007-10-25,1001.9997854509022
2007-10-26,1015.5818052468255
2007-10-29,1025.612300581065
2007-10-30,1024.1624047785751
2007-10-31,1034.9535795466254
2007-11-01,1027.6852711996012
2007-11-02,1021.8240597355306
2007-11-05,1012.5338593051139
2007-11-06,1020.4337251326338
2007-11-07,1021.1050735309103
2007-11-08,1012.328440833115
2007-11-09,1001.0486373526021
2007-11-12,987.2660677334679
2007-11-13,991.4075456890547
2007-11-14,1007.2461006790456
2007-11-15,995.6649247819929
2007-11-16,987.3758924212569
2007-11-19,973.6167372153899
2007-11-20,989.2765795754589
2007-11-21,970.3259550811163
2007-11-22,973.6687440565224
2007-11-23,983.9591305678398
2007-11-26,988.8020269129602
2007-11-27,989.1158016259641
2007-11-28,997.5595652836585
2007-11-29,1009.3157840812119
2007-11-30,1015.4137194524104
2007-12-03,1015.067440852116
2007-12-04,1009.9853980841162
2007-12-05,1016.2957826641397
2007-12-06,1017.4420389540563
2007-12-07,1026.2291294050206
2007-12-10,1033.0276950945108
2007-12-11,1032.6584536062837
2007-12-12,1029.5570476249727
2007-12-13,1004.2162173021422
2007-12-14,992.7341532078609
2007-12-17,970.4943267804857
2007-12-18,971.5900489380549
2007-12-19,965.2262145498702
2007-12-20,964.0865656329765
2007-12-21,974.6560426665528
2007-12-24,976.8746923981864
2007-12-25,981.1369798647174
2007-12-26,988.1646244046409
2007-12-27,991.3183817634693
2007-12-28,994.9591015662809
2007-12-31,995.0735848799609
2008-01-01,995.0735848799609
2008-01-02,994.7967192005203
2008-01-03,989.9457842626001
2008-01-04,971.5968583204864
2008-01-07,961.8843420158398
2008-01-08,968.0213454065644
2008-01-09,960.8788880358412
2008-01-10,955.5223403030152
2008-01-11,951.9393908405168
2008-01-14,961.3915416857159
2008-01-15,939.270642977556
2008-01-16,914.7153273018765
2008-01-17,919.7569961408493
2008-01-18,912.5690745882849
2008-01-21,865.5711831797237
2008-01-22,864.7047967050187
2008-01-23,854.394676012729
2008-01-24,894.5497245351171
2008-01-25,908.5407707481892
2008-01-28,898.8904581284587
2008-01-29,913.0280800426079
2008-01-30,906.2874230207295
2008-01-31,914.9014502191244
2008-02-01,928.9105293810347
2008-02-04,933.6037157797118
2008-02-05,901.3898345968361
2008-02-06,893.6772099812056
2008-02-07,878.3120339082457
2008-02-08,875.9472114364561
2008-02-11,870.4489147684768
2008-02-12,892.5919040507391
2008-02-13,890.7109891922706
2008-02-14,905.1999167454078
2008-02-15,895.6988269078374
2008-02-18,903.4184560521595
2008-02-19,913.158686228692
2008-02-20,894.2872421353424
2008-02-21,912.5010612984381
2008-02-22,906.1782071002086
2008-02-25,922.0212080479314
2008-02-26,934.8694074278159
2008-02-27,952.5461204413356
2008-02-28,943.2313719652684
2008-02-29,932.6108658946039
2008-03-03,915.9070900606578
2008-03-04,908.6240441254462
2008-03-05,917.9637485335068
2008-03-06,920.0124631653918
2008-03-07,903.5379674937788
2008-03-10,893.5478952855539
2008-03-11,899.3859355460254
2008-03-12,918.8185282136925
2008-03-13,908.471776213638
2008-03-14,903.316593450854
2008-03-17,878.5323126983693
2008-03-18,900.2758768295749
2008-03-19,896.1703327887275
2008-03-20,882.0874115762832
2008-03-21,886.0360746430247
2008-03-24,882.4023310459244
2008-03-25,919.1912224403309
2008-03-26,926.5200834484573
2008-03-27,932.2364623685615
2008-03-28,930.6204264331994
2008-03-31,927.7190228582098
2008-04-01,931.8995742108981
2008-04-02,950.1676165966403
2008-04-03,953.8883702962561
2008-04-04,959.572812793779
2008-04-07,965.5535445227192
2008-04-08,953.5393062492224
2008-04-09,946.4512112846692
2008-04-10,943.3660898405395
2008-04-11,942.5397629691284
2008-04-14,929.0729502784391
2008-04-15,928.7347233426151
2008-04-16,948.2465186996644
2008-04-17,944.449038718933
2008-04-18,947.3804364484283
2008-04-21,961.1051351224993
2008-04-22,956.0809277347563
2008-04-23,956.0283131871226
2008-04-24,946.6428561933454
