Date,Euro SRI
2012-05-31,1000.0
2012-06-01,974.617730175479
2012-06-04,983.4987492430306
2012-06-05,985.2955622033871
2012-06-06,1014.6684238210743
2012-06-07,1026.0568818438696
2012-06-08,1014.6488139251537
2012-06-11,1018.797783119121
2012-06-12,1009.6777228462593
2012-06-13,1021.1557737083069
2012-06-14,1024.8053747328427
2012-06-15,1044.0100546234273
2012-06-18,1033.6433702942682
2012-06-19,1058.061700155224
2012-06-20,1064.5364982633862
2012-06-21,1050.542089592844
2012-06-22,1034.973590335556
2012-06-25,1006.4650658670497
2012-06-26,1005.0009358157422
2012-06-27,1022.1313121603849
2012-06-28,1014.4898917684914
2012-06-29,1087.9097640468563
2012-07-02,1088.3322860919648
2012-07-03,1103.2814895541305
2012-07-04,1092.0208237734778
2012-07-05,1066.6816429711048
2012-07-06,1036.853143914092
2012-07-09,1031.4395455460133
2012-07-10,1037.5098713606103
2012-07-11,1039.0989925163835
2012-07-12,1030.1927609865274
2012-07-13,1047.5968136017595
2012-07-16,1048.3318972330799
2012-07-17,1047.7161450323044
2012-07-18,1066.4276441044772
2012-07-19,1077.239749683275
2012-07-20,1046.7313227387506
2012-07-23,1013.7666502806904
2012-07-24,1005.1463586305244
2012-07-25,1010.5656971080592
2012-07-26,1061.7269507856754
2012-07-27,1091.3523915262228
2012-07-30,1096.1434059001876
2012-07-31,1092.4720932693874
2012-08-01,1092.172363605206
2012-08-02,1052.4972699234893
2012-08-03,1109.7635315323505
2012-08-06,1133.383198689605
2012-08-07,1144.1169159077892
2012-08-08,1138.177211941319
2012-08-09,1137.6690320368918
2012-08-10,1129.8652721325898
2012-08-13,1131.3152024583098
2012-08-14,1134.3897456692544
2012-08-15,1128.5818831697773
2012-08-16,1147.328167292273
2012-08-17,1148.3588216924204
2012-08-20,1147.7761412750383
2012-08-21,1175.1461652418247
2012-08-22,1160.1136006802724
2012-08-23,1160.6873720146925
2012-08-24,1156.3590309428141
2012-08-27,1169.394886003054
2012-08-28,1166.6070631347118
2012-08-29,1159.625881541051
2012-08-30,1144.890971301623
2012-08-31,1171.3501582498598
2012-09-03,1179.7213786398295
2012-09-04,1167.7535949004948
2012-09-05,1178.94573458099
2012-09-06,1217.683357592264
2012-09-07,1237.245719748223
2012-09-10,1231.4854610750558
2012-09-11,1242.818321467788
2012-09-12,1253.6589974359063
2012-09-13,1248.7325424117505
2012-09-14,1290.3549833906877
2012-09-17,1286.3525128746003
2012-09-18,1267.3161553439832
2012-09-19,1273.2474857687675
2012-09-20,1258.7067693224958
2012-09-21,1272.8897332104389
2012-09-24,1254.971863974161
2012-09-25,1270.3905904884948
2012-09-26,1229.0962821547676
2012-09-27,1232.9870286078701
2012-09-28,1213.8627696155843
2012-10-01,1237.433504925645
2012-10-02,1236.1449083877378
2012-10-03,1228.5531967642896
2012-10-04,1238.0870905208312
2012-10-05,1261.4236546592085
2012-10-08,1239.0673081451457
2012-10-09,1220.893629397493
2012-10-10,1211.584935105113
2012-10-11,1231.1074231103291
2012-10-12,1226.569751506418
2012-10-15,1232.7367440556154
2012-10-16,1265.7866243610047
2012-10-17,1287.1375157108446
2012-10-18,1284.1398295338556
2012-10-19,1264.1306590831675
2012-10-22,1261.742426965596
2012-10-23,1226.8498567039037
2012-10-24,1234.118802890225
