Date,WORLD ex EUROPE SRI
2007-09-28,1000.0
2007-10-01,1010.3825131893966
2007-10-02,1011.7795700456961
2007-10-03,1008.1394462501501
2007-10-04,1007.9177166084605
2007-10-05,1017.3974433888393
2007-10-08,1014.8967804446204
2007-10-09,1023.1396593318453
2007-10-10,1021.5188765522423
2007-10-11,1019.9442813743419
2007-10-12,1019.957718951655
2007-10-15,1012.6886213081198
2007-10-16,1002.7006044362669
2007-10-17,1001.9414735248588
2007-10-18,1008.0242756945851
2007-10-19,989.840507281424
2007-10-22,988.9327784789097
2007-10-23,997.7057505954646
2007-10-24,996.4723240668425
2007-10-25,997.1691015474336
2007-10-26,1011.7495214891869
2007-10-29,1020.4134543511473
2007-10-30,1015.3152218015344
2007-10-31,1026.5219511969997
2007-11-01,1012.8398607256487
2007-11-02,1011.2578533491647
2007-11-05,1007.136526894111
2007-11-06,1016.6128255950603
2007-11-07,999.1292193450134
2007-11-08,989.4561308305207
2007-11-09,976.8125625852524
2007-11-12,966.6244311281696
2007-11-13,985.108656582351
2007-11-14,987.0513701883427
2007-11-15,976.6596555358357
2007-11-16,978.7761500938951
2007-11-19,968.0369373735374
2007-11-20,969.9849530065188
2007-11-21,954.7092625068689
2007-11-22,954.0154229142667
2007-11-23,964.8280577766277
2007-11-26,957.7793550326119
2007-11-27,968.6694914310466
2007-11-28,985.609320423834
2007-11-29,992.3628059745309
2007-11-30,994.7535021495191
2007-12-03,992.8113380003829
2007-12-04,989.2180400791201
2007-12-05,998.4982923643717
2007-12-06,1011.1243739010014
2007-12-07,1009.8703896974451
2007-12-10,1015.5823018067574
2007-12-11,1002.5997022063661
2007-12-12,1004.7487190431708
2007-12-13,999.367115870979
2007-12-14,984.6309650984817
2007-12-17,968.9747512749105
2007-12-18,971.6955146799651
2007-12-19,969.3537990632962
2007-12-20,972.8454625596285
2007-12-21,985.2437513363133
2007-12-24,991.3962773686927
2007-12-25,994.8416944210172
2007-12-26,996.4125448728341
2007-12-27,986.8745822150673
2007-12-28,986.6969192481731
2007-12-31,984.0531165959877
2008-01-01,984.0531165959877
2008-01-02,975.398888841734
2008-01-03,974.3004539670004
2008-01-04,950.5101697379422
2008-01-07,946.1196207922927
2008-01-08,937.03645496997
2008-01-09,946.8472791604398
2008-01-10,949.5993012946076
2008-01-11,936.4160646633106
2008-01-14,945.9829180401777
2008-01-15,927.6165011493222
2008-01-16,914.5827021686115
2008-01-17,899.9879861921262
2008-01-18,897.1571507752743
2008-01-21,885.3057229047585
2008-01-22,869.063453521715
2008-01-23,889.5372733648221
2008-01-24,902.1087186037456
2008-01-25,903.5370826673803
2008-01-28,905.8605462099414
2008-01-29,911.5217612423477
2008-01-30,905.0132410777065
2008-01-31,919.3805270294365
2008-02-01,929.1491633850204
2008-02-04,925.965286532253
2008-02-05,904.1562211308611
2008-02-06,891.5493627671555
2008-02-07,895.4599286725319
2008-02-08,890.7310355437502
2008-02-11,896.1041768651922
2008-02-12,903.1234051614881
2008-02-13,908.8144780956692
2008-02-14,907.9366470444543
2008-02-15,906.2030454577225
2008-02-18,904.4644272254552
2008-02-19,909.2399378606707
2008-02-20,909.9547201509957
2008-02-21,910.0107184734893
2008-02-22,913.7546267812992
2008-02-25,927.7818284955048
2008-02-26,936.4731730081384
2008-02-27,943.2484190233436
2008-02-28,936.0880865641153
2008-02-29,916.2078262805107
2008-03-03,908.6649021848758
2008-03-04,907.3396409364526
2008-03-05,909.1822606389175
2008-03-06,901.4366214715061
2008-03-07,888.7326277657965
2008-03-10,877.8309940258592
2008-03-11,902.1032993004476
2008-03-12,904.0856310233424
2008-03-13,902.8722156698329
2008-03-14,888.8063160584695
2008-03-17,881.0244625823057
2008-03-18,906.6747082597718
2008-03-19,895.4272451091027
2008-03-20,904.5421414498661
2008-03-21,907.7561777541368
2008-03-24,916.2897593216982
2008-03-25,927.3529516284681
2008-03-26,923.0777815116993
2008-03-27,914.8954627016872
2008-03-28,910.6730016342136
2008-03-31,905.3924063004783
2008-04-01,922.5163977472765
2008-04-02,929.1059062936638
2008-04-03,935.4037121059288
2008-04-04,936.5040298663259
2008-04-07,937.0980036269659
2008-04-08,930.3454943871726
2008-04-09,921.2741916986364
2008-04-10,925.0858240718941
2008-04-11,919.1541964998246
2008-04-14,911.0295770633359
2008-04-15,914.7660253332208
2008-04-16,934.030197439465
2008-04-17,934.6339425816784
2008-04-18,941.1126393360306
2008-04-21,952.115002913599
2008-04-22,943.1329472936111
2008-04-23,941.5772455254856
2008-04-24,943.4170323823524
2008-04-25,954.2064341609539
2008-04-28,955.0291002063603
2008-04-29,950.760510992581
2008-04-30,948.4317367693737
2008-05-01,959.0360059109873
2008-05-02,965.8918248053053
2008-05-05,964.7286331466838
2008-05-06,970.3446517802499
2008-05-07,959.1528874265205
2008-05-08,961.3203873756496
2008-05-09,954.1505347232405
2008-05-12,962.2146425167014
2008-05-13,962.3272706241212
2008-05-14,963.9973389241978
2008-05-15,977.9652732608358
2008-05-16,981.1867727078194
2008-05-19,979.9691998242308
2008-05-20,973.5252514164961
2008-05-21,958.1947912626918
2008-05-22,959.372519524346
2008-05-23,951.7754611377833
2008-05-26,947.0392823713735
2008-05-27,952.2561116129167
2008-05-28,953.5515861142794
2008-05-29,963.7939278398915
2008-05-30,970.1424345161389
2008-06-02,966.3907665959814
2008-06-03,960.3732200584383
2008-06-04,966.8915489057362
2008-06-05,975.4922633674927
2008-06-06,959.7068869911072
2008-06-09,954.0983648861438
2008-06-10,946.0909352553423
2008-06-11,939.3319476187492
2008-06-12,933.6798693923654
2008-06-13,944.3823159970777
2008-06-16,949.8050326795785
2008-06-17,946.7005257886657
2008-06-18,939.8192108028534
2008-06-19,936.2118189623208
2008-06-20,920.9825727914985
2008-06-23,919.433552687609
2008-06-24,916.792670407531
2008-06-25,918.7500732994845
2008-06-26,904.432899217372
2008-06-27,898.2870702260076
2008-06-30,897.9874082787792
2008-07-01,898.3274361180864
2008-07-02,884.8145563995239
2008-07-03,887.2338235635724
2008-07-04,887.2754358931242
2008-07-07,880.217605640203
2008-07-08,885.4375881751872
2008-07-09,874.2618581506937
2008-07-10,879.2343402058447
2008-07-11,874.5739265763087
2008-07-14,867.1550581252667
2008-07-15,861.1542956406377
2008-07-16,879.5658681909081
2008-07-17,888.7638511670244
2008-07-18,887.5012084944392
2008-07-21,888.0770434445167
2008-07-22,896.8445449877632
2008-07-23,900.0807104931259
2008-07-24,890.6490419249777
2008-07-25,885.1951155897517
2008-07-28,873.2466349235407
2008-07-29,883.3363622351062
2008-07-30,895.4187282720283
2008-07-31,889.9365603810478
2008-08-01,882.1834788553462
2008-08-04,877.1905129712744
2008-08-05,889.8610555062244
2008-08-06,897.8561382156511
2008-08-07,885.1641660291041
2008-08-08,896.1512083528565
2008-08-11,905.5194669539118
2008-08-12,898.9581574577826
2008-08-13,891.711409490666
2008-08-14,893.2562564172565
2008-08-15,895.2292126973931
2008-08-18,890.264633498827
2008-08-19,877.8639554216008
2008-08-20,881.6399652238587
2008-08-21,884.1459104276404
2008-08-22,888.9871675512738
2008-08-25,882.0932233423955
2008-08-26,879.5451202091909
2008-08-27,884.9212009356127
2008-08-28,895.9928204951713
2008-08-29,891.4914249082582
2008-09-01,886.9611467723431
2008-09-02,880.611273653421
2008-09-03,880.3150630814835
2008-09-04,859.7803625298026
2008-09-05,859.4545629470463
2008-09-08,881.7442103731843
2008-09-09,859.2389535150015
2008-09-10,863.1053983834793
2008-09-11,866.8235790136781
2008-09-12,874.0934233623136
2008-09-15,850.0659940884522
2008-09-16,853.3359544587411
2008-09-17,829.3811636015633
2008-09-18,848.1439136428381
2008-09-19,878.5006547953858
2008-09-22,860.4123828966145
2008-09-23,850.8448714511402
2008-09-24,853.1651432276627
2008-09-25,860.3770189864779
2008-09-26,862.6359921559717
2008-09-29,813.0209908086397
2008-09-30,827.5155920872481
2008-10-01,828.3204128200908
2008-10-02,798.3653208820431
2008-10-03,786.3652403366865
2008-10-06,756.4806606366594
2008-10-07,726.1646992239488
2008-10-08,708.0345032198197
2008-10-09,670.6107667780608
2008-10-10,648.5103574100182
2008-10-13,696.3631002301797
2008-10-14,719.8886894088372
2008-10-15,676.6027822755781
2008-10-16,677.6394622867535
2008-10-17,680.1810834574131
2008-10-20,708.0576633236342
2008-10-21,696.3214595297366
2008-10-22,654.5553194188506
2008-10-23,651.8721407224326
2008-10-24,626.7718679091846
2008-10-27,600.6188848817378
2008-10-28,650.4620536405215
2008-10-29,655.1555540242796
2008-10-30,681.5864132065924
2008-10-31,684.4006456998789
2008-11-03,684.280105175741
2008-11-04,712.2474714184565
2008-11-05,694.90801475477
2008-11-06,660.1294685209755
2008-11-07,666.2606125106726
2008-11-10,667.5705639909272
2008-11-11,648.6621918765562
2008-11-12,624.7163817183633
2008-11-13,646.9353466315881
2008-11-14,629.741333651459
2008-11-17,616.896319417671
2008-11-18,619.774578263829
2008-11-19,592.3750142255575
2008-11-20,555.0096798754438
2008-11-21,581.3636668019549
2008-11-24,608.3850271465261
2008-11-25,613.2453085327209
2008-11-26,624.6151946940345
2008-11-27,627.5837408468574
2008-11-28,635.4868772744886
2008-12-01,592.9451340240128
2008-12-02,600.5160335134235
2008-12-03,614.6726135480212
