Date,NORTH AMERICA SRI
2009-06-09,860.92513176
2009-06-10,855.3164733
2009-06-11,862.62637296
2009-06-12,861.85468645
2009-06-15,840.86318986
2009-06-16,829.51630524
2009-06-17,824.86490042
2009-06-18,833.25725373
2009-06-19,837.027275
2009-06-22,811.5260909
2009-06-23,812.3158553
2009-06-24,819.56424336
2009-06-25,838.04262773
2009-06-26,839.02760285
2009-06-29,847.97270479
2009-06-30,838.20338106
2009-07-01,843.36279921
2009-07-02,820.58211784
2009-07-03,821.37912792
2009-07-06,824.54824774
2009-07-07,811.00803139
2009-07-08,809.75196588
2009-07-09,812.26929589
2009-07-10,808.51998622
2009-07-13,827.63855326
2009-07-14,832.29874074
2009-07-15,857.42088374
2009-07-16,867.29412142
2009-07-17,871.63802515
2009-07-20,884.06913995
2009-07-21,887.83904451
2009-07-22,884.65374169
2009-07-23,901.47844255
2009-07-24,907.4930666
2009-07-27,910.12416925
2009-07-28,906.07965661
2009-07-29,902.50650251
2009-07-30,914.83883243
2009-07-31,914.46591546
2009-08-03,928.97492018
2009-08-04,933.32035271
2009-08-05,933.06147468
2009-08-06,924.07618185
2009-08-07,937.95406037
2009-08-10,934.64358258
2009-08-11,919.38405795
2009-08-12,928.86309033
2009-08-13,936.73246608
2009-08-14,928.65179299
2009-08-17,905.30489746
2009-08-18,915.66401218
2009-08-19,922.30106737
2009-08-20,932.38528502
2009-08-21,947.31353272
2009-08-24,943.33422205
2009-08-25,946.47675789
2009-08-26,943.90926874
2009-08-27,946.35797465
2009-08-28,945.52945301
2009-08-31,940.68490829
2009-09-01,919.34937756
2009-09-02,916.44858816
2009-09-03,923.59933192
2009-09-04,934.56573631
2009-09-07,935.91625124
2009-09-08,945.17960108
2009-09-09,951.44906918
2009-09-10,963.00525991
2009-09-11,963.91640563
2009-09-14,967.13228943
2009-09-15,975.40200163
2009-09-16,990.1745456
2009-09-17,988.91999684
2009-09-18,990.45820814
2009-09-21,983.96772221
2009-09-22,991.23106086
2009-09-23,981.45929491
2009-09-24,972.03991614
2009-09-25,968.60794503
2009-09-28,983.4362678
2009-09-29,979.66781412
2009-09-30,981.39611044
2009-10-01,954.89347383
2009-10-02,948.29247835
2009-10-05,962.82668586
2009-10-06,977.99354651
2009-10-07,981.75361807
2009-10-08,989.50922213
2009-10-09,998.40251133
2009-10-12,1003.19838981
2009-10-13,997.97303337
2009-10-14,1013.30740216
2009-10-15,1014.77732539
2009-10-16,1003.82201844
2009-10-19,1015.32469298
2009-10-20,1011.61757252
2009-10-21,1000.56086025
2009-10-22,1014.46544811
2009-10-23,1001.71504638
2009-10-26,988.22964066
2009-10-27,981.26865312
2009-10-28,963.28438646
2009-10-29,986.11095919
2009-10-30,961.88494479
2009-11-02,970.13532806
2009-11-03,971.13986993
2009-11-04,974.61694875
2009-11-05,994.66201586
2009-11-06,994.84301845
2009-11-09,1017.230938
2009-11-10,1016.22089569
2009-11-11,1021.47027974
2009-11-12,1011.33291218
2009-11-13,1016.72952933
2009-11-16,1031.468625
2009-11-17,1032.71029014
2009-11-18,1036.31598288
2009-11-19,1022.84938787
2009-11-20,1019.63415809
2009-11-23,1031.52489775
2009-11-24,1028.43891147
2009-11-25,1034.23837551
2009-11-26,1031.10179178
2009-11-27,1017.40405225
2009-11-30,1023.09622563
2009-12-01,1037.57766471
2009-12-02,1037.60903609
2009-12-03,1026.5884755
2009-12-04,1031.59103304
2009-12-07,1028.33175104
2009-12-08,1017.72630578
2009-12-09,1022.80827919
2009-12-10,1028.42710458
2009-12-11,1030.85113837
2009-12-14,1039.15618226
2009-12-15,1034.542921
2009-12-16,1037.02591237
2009-12-17,1025.19268681
2009-12-18,1029.92084468
2009-12-21,1040.01121039
2009-12-22,1044.51850441
2009-12-23,1045.54447661
2009-12-24,1050.75295202
2009-12-25,1050.75295202
2009-12-28,1052.13253964
2009-12-29,1050.97030945
2009-12-30,1051.42387519
2009-12-31,1042.53022837
2010-01-01,1042.53022837
2010-01-04,1056.83333045
2010-01-05,1057.98881286
2010-01-06,1058.41605822
2010-01-07,1062.52229273
2010-01-08,1066.25442907
2010-01-11,1066.86814977
2010-01-12,1059.25173193
2010-01-13,1069.33750383
2010-01-14,1074.51280398
2010-01-15,1062.11078046
2010-01-18,1063.16329574
2010-01-19,1074.76455304
2010-01-20,1062.7344492
2010-01-21,1049.0927746
2010-01-22,1026.06152812
2010-01-25,1030.71910116
2010-01-26,1024.44618663
2010-01-27,1030.30474239
2010-01-28,1020.43615757
2010-01-29,1009.3998528
2010-02-01,1024.66699574
2010-02-02,1039.17565841
2010-02-03,1034.59928397
2010-02-04,1005.49015424
2010-02-05,1009.08771215
2010-02-08,1000.97718357
2010-02-09,1012.62296429
2010-02-10,1012.55155881
2010-02-11,1023.0090071
2010-02-12,1022.30899746
2010-02-15,1022.872537
2010-02-16,1041.22475588
2010-02-17,1044.50435019
2010-02-18,1051.45926247
2010-02-19,1052.69459225
2010-02-22,1051.44467296
2010-02-23,1039.645781
2010-02-24,1049.28872919
2010-02-25,1047.00496693
2010-02-26,1048.14217291
2010-03-01,1058.72576241
2010-03-02,1063.54324933
2010-03-03,1064.75913755
2010-03-04,1066.779774
2010-03-05,1081.35746686
2010-03-08,1081.04980467
2010-03-09,1080.3735694
2010-03-10,1082.83891228
2010-03-11,1086.964009
2010-03-12,1091.26937953
2010-03-15,1094.0199787
2010-03-16,1101.79562545
2010-03-17,1105.89898047
2010-03-18,1105.1940699
2010-03-19,1099.42898747
2010-03-22,1104.98414956
2010-03-23,1114.99417516
2010-03-24,1105.06827535
2010-03-25,1104.84031042
2010-03-26,1103.64170013
2010-03-29,1108.85824527
2010-03-30,1109.660328
2010-03-31,1106.32943464
2010-04-01,1114.56047609
2010-04-02,1114.56047609
2010-04-05,1123.33091043
2010-04-06,1125.01952197
2010-04-07,1117.47106721
2010-04-08,1120.07619442
2010-04-09,1126.29817211
2010-04-12,1128.08119842
2010-04-13,1127.54484627
2010-04-14,1141.67147447
2010-04-15,1143.83220054
2010-04-16,1127.94396691
2010-04-19,1133.556672
2010-04-20,1142.06245371
2010-04-21,1139.47961879
2010-04-22,1140.94798583
2010-04-23,1148.45415756
2010-04-26,1145.81770161
2010-04-27,1121.4633356
2010-04-28,1125.81423617
2010-04-29,1140.25143158
2010-04-30,1125.07216911
2010-05-03,1139.7419288
2010-05-04,1112.26171719
2010-05-05,1106.47192466
2010-05-06,1073.05553801
2010-05-07,1054.1930323
2010-05-10,1104.23920226
2010-05-11,1101.78489205
2010-05-12,1122.40048366
2010-05-13,1106.25270646
2010-05-14,1084.53953485
2010-05-17,1083.77331864
2010-05-18,1068.65110794
2010-05-19,1059.400402
2010-05-20,1021.97859246
2010-05-21,1036.88920075
2010-05-24,1024.95270295
2010-05-25,1023.66008204
2010-05-26,1017.90009233
2010-05-27,1047.32068435
2010-05-28,1035.45208354
2010-05-31,1036.69011147
2010-06-01,1023.91141927
2010-06-02,1049.2926172
2010-06-03,1053.61029609
2010-06-04,1018.96143003
2010-06-07,1006.60177941
2010-06-08,1017.17616005
2010-06-09,1014.62864849
2010-06-10,1041.35416828
2010-06-11,1043.39419223
2010-06-14,1044.14828789
2010-06-15,1066.77764514
2010-06-16,1066.70097247
2010-06-17,1065.57056144
2010-06-18,1066.00232709
2010-06-21,1064.20510398
2010-06-22,1048.9590007
2010-06-23,1045.60906651
2010-06-24,1029.52872836
2010-06-25,1030.96220013
2010-06-28,1032.60667345
2010-06-29,1001.44542336
2010-06-30,991.23080877
2010-07-01,988.78895111
2010-07-02,982.83150447
2010-07-05,981.58307304
2010-07-06,988.31288103
2010-07-07,1020.51500408
2010-07-08,1031.47228448
2010-07-09,1037.81329524
2010-07-12,1037.95457319
2010-07-13,1055.18638809
2010-07-14,1054.50893309
2010-07-15,1057.01228347
2010-07-16,1026.65845988
2010-07-19,1029.35584121
2010-07-20,1034.34734145
2010-07-21,1023.61353125
2010-07-22,1044.66730963
2010-07-23,1051.49318985
2010-07-26,1062.97279394
2010-07-27,1062.46905964
2010-07-28,1055.96658655
2010-07-29,1049.84789957
2010-07-30,1049.88746632
2010-08-02,1070.27557984
2010-08-03,1062.13019789
2010-08-04,1068.41746109
2010-08-05,1067.90978538
2010-08-06,1063.64421248
2010-08-09,1069.69592087
2010-08-10,1063.10222365
2010-08-11,1034.13929881
2010-08-12,1024.47341222
2010-08-13,1021.28716349
2010-08-16,1021.43626462
2010-08-17,1038.49258113
2010-08-18,1042.61592279
2010-08-19,1027.20153193
2010-08-20,1022.62686798
2010-08-23,1017.88316729
2010-08-24,1001.93599038
2010-08-25,1003.18466476
2010-08-26,998.27168237
2010-08-27,1013.13301837
2010-08-30,1000.92515781
2010-08-31,1000.0
2010-09-01,1025.0743935852493
2010-09-02,1034.396910553823
2010-09-03,1048.234612362374
2010-09-06,1049.3701692129514
2010-09-07,1035.6431954191723
2010-09-08,1039.3335643044993
2010-09-09,1043.5303493312585
2010-09-10,1046.2116524080352
2010-09-13,1058.307703928862
2010-09-14,1060.2475963405768
2010-09-15,1063.9797255797716
2010-09-16,1065.2844647926306
2010-09-17,1065.1724746684663
2010-09-20,1078.5041335412243
2010-09-21,1075.0662045997913
2010-09-22,1071.6717676387184
2010-09-23,1062.1550359646276
2010-09-24,1083.198890030488
2010-09-27,1079.110700692562
2010-09-28,1082.4886721098082
2010-09-29,1081.4593314640895
2010-09-30,1078.7706576029545
2010-10-01,1080.4453645176218
2010-10-04,1075.1062047184842
2010-10-05,1095.3919951356424
2010-10-06,1096.5446314851886
2010-10-07,1093.4627194713437
2010-10-08,1100.6208618799176
2010-10-11,1101.2333626261452
2010-10-12,1104.7201769711323
2010-10-13,1114.7616128524626
2010-10-14,1111.366459012125
2010-10-15,1108.8716816360597
2010-10-18,1117.9663685976423
2010-10-19,1101.1634243111787
2010-10-20,1113.2378033514378
2010-10-21,1117.6362477620546
2010-10-22,1118.4059988894953
2010-10-25,1121.7685988831538
2010-10-26,1119.5367614829443
2010-10-27,1113.9881694094915
2010-10-28,1114.7391219282267
2010-10-29,1118.4098784893843
2010-11-01,1118.8574686098746
2010-11-02,1126.7916453207042
2010-11-03,1132.5006918410274
2010-11-04,1152.7721958722075
2010-11-05,1159.350709656737
2010-11-08,1157.3686065114148
2010-11-09,1148.8348790855466
2010-11-10,1151.5012520081725
2010-11-11,1138.6025033681772
2010-11-12,1124.3133557741244
2010-11-15,1125.5904038168294
2010-11-16,1106.9288770952378
2010-11-17,1108.1870238769473
2010-11-18,1125.723536925281
2010-11-19,1131.26716966167
2010-11-22,1129.5620971399576
2010-11-23,1116.3522720781853
2010-11-24,1131.191988299598
2010-11-25,1131.7114926037511
2010-11-26,1121.5928427268323
2010-11-29,1118.286945639624
2010-11-30,1112.1389699268664
2010-12-01,1133.0434055815767
2010-12-02,1146.0675550239375
2010-12-03,1147.4877534481454
2010-12-06,1147.1306589676624
2010-12-07,1146.1191651970373
2010-12-08,1148.9046951575908
2010-12-09,1152.2830574378982
2010-12-10,1157.2344412927596
2010-12-13,1156.1965780778908
2010-12-14,1158.848144398981
2010-12-15,1154.6795589557705
2010-12-16,1160.1905654546551
2010-12-17,1160.5977166043522
2010-12-20,1160.1653935440136
2010-12-21,1168.154201470297
2010-12-22,1169.139484344987
2010-12-23,1168.9923203100702
2010-12-24,1169.828055623152
2010-12-27,1169.9333923108502
2010-12-28,1172.8529336410118
2010-12-29,1174.7977424627486
2010-12-30,1173.2502355455786
2010-12-31,1173.756862132128
2011-01-03,1183.4870036518648
2011-01-04,1177.970027216914
2011-01-05,1182.9300485853023
2011-01-06,1180.3641356945645
2011-01-07,1178.7478738993434
2011-01-10,1176.6879133214254
2011-01-11,1181.9593911597822
2011-01-12,1193.4551882976787
2011-01-13,1192.2031739372635
2011-01-14,1200.3806821924675
2011-01-17,1200.6382682441179
2011-01-18,1202.516755252971
2011-01-19,1193.931590243687
2011-01-20,1190.7008640156125
2011-01-21,1193.5669217485115
2011-01-24,1202.6896688517659
2011-01-25,1201.0479122563734
2011-01-26,1203.616225094325
2011-01-27,1202.5648671463455
2011-01-28,1184.6878587339695
2011-01-31,1193.7650322504733
2011-02-01,1210.7091058610208
2011-02-02,1207.5487795587262
2011-02-03,1212.116025949022
2011-02-04,1217.1000002245514
2011-02-07,1224.4749391646862
2011-02-08,1229.7333957009046
2011-02-09,1225.733772650353
2011-02-10,1222.1143711735594
2011-02-11,1228.962100539977
2011-02-14,1230.372273826761
2011-02-15,1225.3469235005691
2011-02-16,1234.34641978899
2011-02-17,1237.1323401765312
2011-02-18,1241.65450632716
2011-02-21,1241.46329389816
2011-02-22,1216.748084066434
2011-02-23,1201.778733550994
2011-02-24,1201.6092024441045
2011-02-25,1214.1685829049447
2011-02-28,1222.3809773581024
2011-03-01,1204.6444901210598
2011-03-02,1207.6802497385481
2011-03-03,1225.001930854785
2011-03-04,1217.6335274444732
2011-03-07,1205.4476575472347
2011-03-08,1214.0077426767398
2011-03-09,1212.1627891774701
2011-03-10,1192.049961621259
2011-03-11,1197.25986282095
2011-03-14,1190.1660397338014
2011-03-15,1176.7146802561017
2011-03-16,1155.8040552292832
2011-03-17,1169.714388558974
2011-03-18,1174.929100035285
2011-03-21,1191.156512162364
2011-03-22,1188.1009994506833
2011-03-23,1190.697748147459
2011-03-24,1200.3621622721505
2011-03-25,1203.8815087242076
2011-03-28,1198.2747200414021
2011-03-29,1204.3838335699907
2011-03-30,1214.1128724390182
2011-03-31,1213.057894130201
2011-04-01,1222.108043620099
2011-04-04,1223.260821937008
2011-04-05,1222.405754574214
2011-04-06,1227.1810648518356
2011-04-07,1222.7469727579746
2011-04-08,1217.7797500640295
2011-04-11,1215.1536038891704
2011-04-12,1207.5977335098937
2011-04-13,1209.8020428111017
2011-04-14,1209.052935545896
2011-04-15,1214.8479612102942
2011-04-18,1201.3052382193052
2011-04-19,1208.8091573736544
2011-04-20,1225.3063708485195
2011-04-21,1231.1806614443315
2011-04-22,1231.1806614443315
2011-04-25,1227.2493590072584
2011-04-26,1239.6018872262978
2011-04-27,1244.7628281689942
2011-04-28,1248.5920860633348
2011-04-29,1251.9698657484894
2011-05-02,1251.8672112791376
2011-05-03,1245.7598498984025
2011-05-04,1238.1349361083921
2011-05-05,1228.3920016896639
2011-05-06,1233.9237250790045
2011-05-09,1238.4881722956493
2011-05-10,1248.9398691391204
2011-05-11,1239.0283150429154
2011-05-12,1242.165321058668
2011-05-13,1233.571174332521
2011-05-16,1228.4253366019343
2011-05-17,1226.0414701236016
2011-05-18,1235.7410907922558
2011-05-19,1238.879415056835
2011-05-20,1229.279571645298
2011-05-23,1216.7640577598718
2011-05-24,1215.5794691774418
2011-05-25,1220.6125501748807
2011-05-26,1223.7852429918823
2011-05-27,1229.6948655578942
2011-05-30,1229.9670070784277
2011-05-31,1241.4569335890083
2011-06-01,1212.1795182145
2011-06-02,1210.5219206740421
2011-06-03,1198.9084893220584
2011-06-06,1188.7852024181464
2011-06-07,1187.4756886749828
2011-06-08,1179.4950927144582
2011-06-09,1187.8234251839374
2011-06-10,1173.1663693347555
2011-06-13,1171.837515650344
2011-06-14,1188.5029433625548
2011-06-15,1169.587928851469
2011-06-16,1170.5326450792197
2011-06-17,1174.7254862353584
2011-06-20,1182.8775235058847
2011-06-21,1199.3335973094265
2011-06-22,1192.0132778104362
2011-06-23,1187.401930297301
2011-06-24,1174.4309191469717
2011-06-27,1183.5671425155433
2011-06-28,1198.72300135751
2011-06-29,1209.7251381567582
2011-06-30,1222.1377289386774
2011-07-01,1240.2084656024813
2011-07-04,1241.1299705915626
2011-07-05,1237.7921130321727
2011-07-06,1238.3091323713286
2011-07-07,1250.2162109783874
2011-07-08,1239.9664510418643
2011-07-11,1218.520411049878
2011-07-12,1215.3633357982158
2011-07-13,1220.2370804243194
2011-07-14,1212.6415821703256
