Date,CHINA ALL SHARES MOMENTUM
2008-11-25,1000.0
2008-11-26,1011.4180774648225
2008-11-27,1026.3845080713506
2008-11-28,1044.8239957642725
2008-12-01,1058.710210550892
2008-12-02,1027.0378814542762
2008-12-03,1058.1359816379534
2008-12-04,1050.5770546760311
2008-12-05,1066.148272431301
2008-12-08,1096.4503984908395
2008-12-09,1077.8518358435022
2008-12-10,1104.3861860167817
2008-12-11,1063.1677691912118
2008-12-12,1019.0359037210143
2008-12-15,1006.3195299305976
2008-12-16,1008.141815027558
2008-12-17,992.0607181918494
2008-12-18,989.821633674808
2008-12-19,1024.4533620006282
2008-12-22,1010.0546224154662
2008-12-23,978.0052820572505
2008-12-24,970.5988301855418
2008-12-25,969.8082787971347
2008-12-26,960.5030761375097
2008-12-29,952.2214202695048
2008-12-30,949.3245766851088
2008-12-31,967.5775666871242
2009-01-01,967.5775666871242
2009-01-02,986.4395357892286
2009-01-05,1025.720739766111
2009-01-06,1038.1376037127443
2009-01-07,986.0538839476386
2009-01-08,940.674947594838
2009-01-09,956.9829411402574
2009-01-12,951.9998285030752
2009-01-13,954.23599362581
2009-01-14,973.3423897983275
2009-01-15,965.4587671147392
2009-01-16,968.7196673673245
2009-01-19,985.9137679263413
2009-01-20,987.5354998143367
2009-01-21,977.4744672107958
2009-01-22,975.292499184098
2009-01-23,978.298808808702
2009-01-26,952.8444671814319
2009-01-27,949.7810635094081
2009-01-28,946.0894794373731
2009-01-29,983.3946763328319
2009-01-30,1011.2822951726752
2009-02-02,999.3754758459696
2009-02-03,995.0470671244365
2009-02-04,1015.8313971306766
2009-02-05,1020.5757790407791
2009-02-06,1047.883205155791
2009-02-09,1037.2459927455056
2009-02-10,1054.383426930672
2009-02-11,1056.6501194940768
2009-02-12,1054.1750018898244
2009-02-13,1066.6265309500143
2009-02-16,1079.3853843318332
2009-02-17,1063.8722971378127
2009-02-18,1058.6990750527373
2009-02-19,1062.440562708821
2009-02-20,1057.0978032921741
2009-02-23,1064.3679856336971
2009-02-24,1031.0161843452386
2009-02-25,1039.6582050354175
2009-02-26,1013.2050181220474
2009-02-27,1009.6452227182468
2009-03-02,1004.1736932263423
2009-03-03,1005.3408083390858
2009-03-04,1043.6082540456548
2009-03-05,1047.9170642957754
2009-03-06,1029.3010673411256
2009-03-09,1019.8469782180505
2009-03-10,1018.3825873521982
2009-03-11,1026.4195661036824
2009-03-12,1024.4943341612916
2009-03-13,1033.1823734084014
2009-03-16,1049.1513104997816
2009-03-17,1047.933395082787
2009-03-18,1038.8951271973208
2009-03-19,997.5602235681953
2009-03-20,996.1860488277962
2009-03-23,1029.117651397163
2009-03-24,1043.5674480164187
2009-03-25,1024.225655261342
2009-03-26,1053.1193173726533
2009-03-27,1087.7830612543978
2009-03-30,1075.3317021917032
2009-03-31,1083.2692943938277
2009-04-01,1091.8183516565111
2009-04-02,1098.0530571051906
2009-04-03,1086.0901377698885
2009-04-06,1096.1184521162265
2009-04-07,1110.9287385089203
2009-04-08,1100.295997717048
2009-04-09,1123.6299687120015
2009-04-10,1131.9547954469701
2009-04-13,1128.6978294731603
2009-04-14,1154.3282724191552
2009-04-15,1161.3985245479503
2009-04-16,1165.7247260549664
2009-04-17,1173.4200642365429
2009-04-20,1195.2397252827866
2009-04-21,1182.4814661074738
2009-04-22,1155.2015646181333
2009-04-23,1169.051190761956
2009-04-24,1153.7082344200153
2009-04-27,1135.2348053492008
2009-04-28,1136.7113222010203
2009-04-29,1152.4641691668091
2009-04-30,1170.6343189194497
2009-05-01,1170.4676128047568
2009-05-04,1209.9101739205307
2009-05-05,1206.0203163534018
2009-05-06,1226.420595813031
2009-05-07,1209.564353122726
2009-05-08,1201.3348571764056
2009-05-11,1170.3819666397603
2009-05-12,1168.9078896485512
2009-05-13,1177.7660183826265
2009-05-14,1181.9470271751177
2009-05-15,1192.6309274532439
2009-05-18,1216.109574070125
2009-05-19,1212.577502702937
2009-05-20,1190.2548325132857
