Date,PHILIPPINES IMI VALUE
2001-05-31,741.1762232661707
2001-06-01,743.2428313376004
2001-06-04,741.583610649821
2001-06-05,730.9515915754167
2001-06-06,721.215194810807
2001-06-07,725.4064025842839
2001-06-08,724.8145746047301
2001-06-11,739.3210122161455
2001-06-12,732.2493577432809
2001-06-13,740.0650730533678
2001-06-14,740.8204132256982
2001-06-15,740.2048555949198
2001-06-18,727.6431484569442
2001-06-19,715.9977455401478
2001-06-20,715.6722855041253
2001-06-21,719.3262249315966
2001-06-22,714.8657878036669
2001-06-25,702.8156838774462
2001-06-26,702.5164224897276
2001-06-27,702.4110711582111
2001-06-28,710.0778353597523
2001-06-29,704.5647463595155
2001-07-02,685.0779117081739
2001-07-03,690.5641769626849
2001-07-04,687.334519245464
2001-07-05,706.5272215323565
2001-07-06,691.6283925499804
2001-07-09,687.550713841804
2001-07-10,681.2579605228902
2001-07-11,674.6519121599065
2001-07-12,682.2940460739758
2001-07-13,685.2016629645267
2001-07-16,679.6784543666188
2001-07-17,671.1640181070013
2001-07-18,658.6819622068243
2001-07-19,660.440614031929
2001-07-20,657.9053592680979
2001-07-23,659.2446137340746
2001-07-24,651.0521458656135
2001-07-25,651.4587203922847
2001-07-26,653.1329913107626
2001-07-27,655.8555663840697
2001-07-30,653.8902930154069
2001-07-31,658.2390641452052
2001-08-01,644.908393777886
2001-08-02,645.8875777792408
2001-08-03,646.2537317499379
2001-08-06,650.9936093955519
2001-08-07,644.3970771412867
2001-08-08,635.7196163278671
2001-08-09,620.0579626380293
2001-08-10,633.106815439719
2001-08-13,648.2802684530335
2001-08-14,648.2757172326702
2001-08-15,648.2121590384634
2001-08-16,646.6350313485318
2001-08-17,641.183953437527
2001-08-20,640.2105788410153
2001-08-21,644.7315858975277
2001-08-22,635.8065927516894
2001-08-23,640.5128368261794
2001-08-24,643.1890451023493
2001-08-27,643.2391702401677
2001-08-28,642.0367114556416
2001-08-29,637.2273636550883
2001-08-30,632.9476920996334
2001-08-31,636.017498485293
2001-09-03,634.3847422451644
2001-09-04,634.5318850844163
2001-09-05,635.0609834351857
2001-09-06,639.8450069527768
2001-09-07,634.9789970132554
2001-09-10,644.0243967356561
2001-09-11,637.6059650728454
2001-09-12,621.1145748904836
2001-09-13,615.1576213341033
2001-09-14,601.3233097221147
2001-09-17,574.4997599261742
2001-09-18,585.4205474730422
2001-09-19,569.052696992521
2001-09-20,569.645294517734
2001-09-21,572.1696162154724
2001-09-24,564.2784490861447
2001-09-25,564.4393849396045
2001-09-26,553.2858568793146
2001-09-27,554.7503090066922
2001-09-28,562.834140481581
2001-10-01,554.2999239216424
2001-10-02,544.9430958462617
2001-10-03,542.0445801900051
2001-10-04,547.2089119674533
2001-10-05,538.6866085621687
2001-10-08,518.0274739002681
2001-10-09,506.79770852966135
2001-10-10,492.30393262865147
2001-10-11,492.28600002149045
2001-10-12,510.55844504473504
2001-10-15,517.7542719750669
2001-10-16,518.6786314032754
2001-10-17,520.2421431444793
2001-10-18,516.5604866310227
2001-10-19,514.33190112535
2001-10-22,514.3029846219523
2001-10-23,506.9439788190043
2001-10-24,502.2554426156641
2001-10-25,503.9860599340253
2001-10-26,512.1897286214311
2001-10-29,504.97314663186
2001-10-30,504.82317334412846
2001-10-31,512.5462169018133
2001-11-01,509.0499459537771
2001-11-02,510.59047454898337
2001-11-05,518.2210347092873
2001-11-06,515.82536315356
2001-11-07,518.126346041373
2001-11-08,527.6041150515649
2001-11-09,525.097742252058
2001-11-12,519.2299437237881
2001-11-13,525.3130651829142
2001-11-14,525.6126144536312
2001-11-15,534.6968671615115
2001-11-16,547.0679125577832
2001-11-19,554.8076601777975
