Date,TAIWAN IMI VALUE
1998-12-31,1182.480114161914
1999-01-01,1182.480114161914
1999-01-04,1179.2885274130952
1999-01-05,1129.7982790270682
1999-01-06,1144.8903369475572
1999-01-07,1187.109680297886
1999-01-08,1199.4243128566968
1999-01-11,1181.093775521234
1999-01-12,1165.9319440354514
1999-01-13,1138.899007439898
1999-01-14,1123.190224495615
1999-01-15,1179.1110543352154
1999-01-18,1162.5867221622448
1999-01-19,1159.465034004852
1999-01-20,1158.305982432992
1999-01-21,1162.3577277982151
1999-01-22,1143.807835921318
1999-01-25,1114.3420517763827
1999-01-26,1125.2203218846325
1999-01-27,1136.1769489748615
1999-01-28,1131.6786918093305
1999-01-29,1125.0117274092593
1999-02-01,1113.0563997038441
1999-02-02,1095.0841164348628
1999-02-03,1087.1618089743436
1999-02-04,1043.927892180496
1999-02-05,1025.0372374834608
1999-02-08,1102.3980544896986
1999-02-09,1077.5559060777364
1999-02-10,1098.9473627686273
1999-02-11,1100.9410781302313
1999-02-12,1103.1860762178587
1999-02-15,1107.2604963809918
1999-02-16,1112.856222503132
1999-02-17,1105.8935891804656
1999-02-18,1107.0395690532107
1999-02-19,1115.3512441673051
1999-02-22,1208.1143401106117
1999-02-23,1207.397439425982
1999-02-24,1214.097138615071
1999-02-25,1213.6090227342102
1999-02-26,1224.7265014664697
1999-03-01,1228.3061446114325
1999-03-02,1226.1111841739291
1999-03-03,1257.8066579881206
1999-03-04,1267.8441860920018
1999-03-05,1261.4819966765126
1999-03-08,1259.8510915098807
1999-03-09,1267.5704234375628
1999-03-10,1256.5464657038099
1999-03-11,1258.3896134953015
1999-03-12,1246.57363736389
1999-03-15,1261.335006169207
1999-03-16,1274.9064041893648
1999-03-17,1272.5528052004531
1999-03-18,1296.182658953646
1999-03-19,1329.3934331394616
1999-03-22,1335.1364181425142
1999-03-23,1322.3610211486584
1999-03-24,1306.5285434598898
1999-03-25,1325.063144354669
1999-03-26,1364.7343934880107
1999-03-29,1350.4386589293763
1999-03-30,1344.867668474279
1999-03-31,1341.465842579592
1999-04-01,1373.3293568197528
1999-04-02,1429.4505621647413
1999-04-05,1431.2803662882425
1999-04-06,1416.2837459823377
1999-04-07,1404.8482164467578
1999-04-08,1416.1879787125777
1999-04-09,1417.9113511546088
1999-04-12,1391.8937937459361
1999-04-13,1412.7530477961898
1999-04-14,1433.6845637320848
1999-04-15,1484.8214327335147
1999-04-16,1499.6176962737268
1999-04-19,1546.512879358913
1999-04-20,1551.652136626594
1999-04-21,1520.7084212751442
1999-04-22,1523.6332686390701
1999-04-23,1547.2221405673235
1999-04-26,1548.104100514287
1999-04-27,1525.366954679568
1999-04-28,1517.9621593271381
1999-04-29,1490.604479060459
1999-04-30,1513.5313726762133
1999-05-03,1526.3565001074837
1999-05-04,1564.2573502148632
1999-05-05,1544.2654663226322
1999-05-06,1519.0482421595884
1999-05-07,1502.8539446129478
1999-05-10,1507.974303028917
1999-05-11,1513.83394019366
1999-05-12,1510.19188969656
1999-05-13,1507.5655444679687
1999-05-14,1531.2331167519537
1999-05-17,1530.4933003526507
1999-05-18,1518.896916314759
1999-05-19,1517.8402476349743
1999-05-20,1524.1638831903524
1999-05-21,1527.611262174404
1999-05-24,1508.5573680004998
1999-05-25,1456.091928492032
1999-05-26,1476.8247918090888
1999-05-27,1486.868212198209
1999-05-28,1464.203641918154
1999-05-31,1443.9504408414684
1999-06-01,1463.631761687793
1999-06-02,1486.0805429239285
1999-06-03,1513.0078557877011
1999-06-04,1513.5834955746745
1999-06-07,1554.758156257134
1999-06-08,1537.2658643054506
1999-06-09,1538.262556519909
1999-06-10,1544.8122098318431
1999-06-11,1566.1206970257856
1999-06-14,1561.7181271921668
1999-06-15,1541.4384411216008
1999-06-16,1560.0994882040168
1999-06-17,1584.9208330599683
1999-06-18,1574.7105026171919
1999-06-21,1620.236571600942
1999-06-22,1646.1903432752376
1999-06-23,1628.0536864872674
1999-06-24,1636.8083584039364
1999-06-25,1561.8828734285025
1999-06-28,1579.695961342032
1999-06-29,1618.5974370876206
1999-06-30,1603.0980836198062
1999-07-01,1612.9246397282982
1999-07-02,1628.5299093803758
1999-07-05,1646.6267861695385
1999-07-06,1610.472569398438
1999-07-07,1609.750837743957
1999-07-08,1630.2702111397382
1999-07-09,1619.3372650809272
1999-07-12,1604.455935324876
1999-07-13,1544.7932996801364
1999-07-14,1494.3969956212352
1999-07-15,1493.6509263785274
1999-07-16,1393.3934431752632
1999-07-19,1365.2254740299666
1999-07-20,1415.0742429328748
1999-07-21,1391.9151010077762
1999-07-22,1375.335964692878
1999-07-23,1397.2337749802225
1999-07-26,1351.2489704665002
1999-07-27,1323.6832759296226
1999-07-28,1345.9010828002222
1999-07-29,1310.9055407890146
1999-07-30,1318.208298529146
1999-08-02,1298.2711984681403
1999-08-03,1294.88406421313
1999-08-04,1277.4002060932942
1999-08-05,1233.4890760434735
1999-08-06,1199.6335609569862
1999-08-09,1232.3856961609374
1999-08-10,1266.3873371081247
1999-08-11,1254.7092488500743
1999-08-12,1281.2928608970406
1999-08-13,1347.3572487973615
1999-08-16,1420.1829007024405
1999-08-17,1450.7844847593828
1999-08-18,1440.976988614656
1999-08-19,1412.1783672996335
1999-08-20,1433.5090325594467
1999-08-23,1464.1348529289394
1999-08-24,1442.9713352395029
1999-08-25,1470.1427124359238
1999-08-26,1471.713958492504
1999-08-27,1458.1025150047592
1999-08-30,1458.2802361057318
1999-08-31,1451.8881039181406
1999-09-01,1463.2957411175823
1999-09-02,1436.7759884552404
1999-09-03,1421.2325488808315
1999-09-06,1417.0014979343957
1999-09-07,1388.8559762954687
1999-09-08,1391.0560008956313
1999-09-09,1404.7443087362128
1999-09-10,1457.381992028344
1999-09-13,1471.9969725002904
1999-09-14,1453.8889204836464
1999-09-15,1437.904062601051
1999-09-16,1436.1110298798774
1999-09-17,1423.37051593495
1999-09-20,1430.6691312869334
1999-09-21,1417.454572976846
1999-09-22,1413.698792198497
1999-09-23,1423.4110044738043
1999-09-24,1418.5833470114158
