Date,PERU IMI VALUE
1998-12-31,142.84421517090735
1999-01-01,142.84421517090735
1999-01-04,143.26037809814542
1999-01-05,143.85490652250508
1999-01-06,147.29333925141512
1999-01-07,146.85641333007015
1999-01-08,149.21661980355356
1999-01-11,147.43533062213373
1999-01-12,144.92146859657805
1999-01-13,132.910563399566
1999-01-14,128.64725048675302
1999-01-15,138.958667350892
1999-01-18,141.5165971793131
1999-01-19,139.10621401165403
1999-01-20,143.32241739989223
1999-01-21,139.7313427137539
1999-01-22,137.2451026499622
1999-01-25,137.72926425990224
1999-01-26,137.26433148919918
1999-01-27,137.97454656259336
1999-01-28,139.547160608486
1999-01-29,140.98635892211055
1999-02-01,141.6231816984937
1999-02-02,143.24423419697152
1999-02-03,143.13836006925368
1999-02-04,143.55769240358927
1999-02-05,142.87037746514707
1999-02-08,143.5497140598566
1999-02-09,143.74651940877644
1999-02-10,143.336965594244
1999-02-11,144.5803309554874
1999-02-12,144.9526106412696
1999-02-15,145.27714328558963
1999-02-16,145.77313921092323
1999-02-17,144.92613978835243
1999-02-18,145.1738095822969
1999-02-19,145.56640140331305
1999-02-22,144.78382277479596
1999-02-23,145.68732294288225
1999-02-24,147.36914053580398
1999-02-25,143.83240784192392
1999-02-26,147.15550477223863
1999-03-01,148.51375218366263
1999-03-02,147.76948203611354
1999-03-03,150.16778536954396
1999-03-04,152.21428754858553
1999-03-05,154.0659680669189
1999-03-08,152.6546447622826
1999-03-09,151.70854783395316
1999-03-10,152.1876017106608
1999-03-11,155.31913111637033
1999-03-12,154.6908629394037
1999-03-15,155.98411686056974
1999-03-16,156.21042135567598
1999-03-17,154.4650005833382
1999-03-18,157.7414014950621
1999-03-19,159.74199683686854
1999-03-22,158.65042889661655
1999-03-23,156.79658104702173
1999-03-24,156.39295486632304
1999-03-25,157.49037247890678
1999-03-26,159.42945625813735
1999-03-29,159.64979607404857
1999-03-30,160.71656301438477
1999-03-31,162.39694472374913
1999-04-01,162.16412294663976
1999-04-02,162.5249052363936
1999-04-05,162.87630500307952
1999-04-06,163.42532465347867
1999-04-07,163.70088393710475
1999-04-08,165.71359445501722
1999-04-09,166.94036328508452
1999-04-12,164.2401006593361
1999-04-13,166.0520402151684
1999-04-14,165.57763369546416
1999-04-15,167.84558395833656
1999-04-16,174.64398967383977
1999-04-19,182.89492899642536
1999-04-20,178.9344819954932
1999-04-21,178.9809877636397
1999-04-22,180.89324620302597
1999-04-23,181.26591555102746
1999-04-26,180.12099603449204
1999-04-27,180.6289075652518
1999-04-28,179.81466691917038
1999-04-29,180.14047416246925
1999-04-30,181.3333558358142
1999-05-03,180.97927296678338
1999-05-04,181.59945201862797
1999-05-05,179.786725073469
1999-05-06,183.01739371354705
1999-05-07,185.96226110169601
1999-05-10,189.13534463114695
1999-05-11,193.1441826758506
1999-05-12,190.25885027552917
1999-05-13,190.03069366303765
1999-05-14,190.0252045490477
1999-05-17,188.488546471191
1999-05-18,190.3780786570008
1999-05-19,185.6716218576317
1999-05-20,187.23773779126526
1999-05-21,187.8820846425864
1999-05-24,185.72989623367977
1999-05-25,182.120166542985
1999-05-26,184.56563646320447
1999-05-27,183.51097734596584
1999-05-28,184.97936816947777
1999-05-31,186.20891061079794
1999-06-01,185.55937377479503
1999-06-02,187.57253028041663
1999-06-03,189.0720263009566
1999-06-04,191.59287435533145
1999-06-07,192.4382969780828
1999-06-08,190.54158456404025
1999-06-09,191.0566354371883
1999-06-10,187.3935804611955
1999-06-11,186.95629831209385
1999-06-14,188.4361168258885
1999-06-15,188.52251958152362
1999-06-16,189.194073385255
1999-06-17,188.2456521757484
1999-06-18,187.24815029097078
1999-06-21,188.35977012567372
1999-06-22,188.14255749988314
1999-06-23,186.4822944246939
1999-06-24,185.5742256620737
1999-06-25,183.66918939461218
1999-06-28,185.1468468149787
1999-06-29,185.77370433744778
1999-06-30,188.80899594738236
1999-07-01,192.20319816064188
1999-07-02,192.79466329778933
1999-07-05,191.71841764580267
1999-07-06,192.0588168621845
1999-07-07,193.38185578823263
1999-07-08,194.86801138917806
1999-07-09,194.88417068839587
1999-07-12,192.21907886456276
1999-07-13,189.98206632389343
1999-07-14,192.38246125808422
1999-07-15,192.9338521560114
1999-07-16,194.1504671507409
1999-07-19,193.31443162582514
1999-07-20,188.6351411297835
1999-07-21,185.72564003705983
1999-07-22,184.47222736067405
1999-07-23,185.3953827820006
1999-07-26,181.01985234072734
1999-07-27,182.1808141709257
1999-07-28,182.41254178116807
1999-07-29,180.68460216466895
1999-07-30,180.71679888045531
1999-08-02,178.7813793630338
1999-08-03,177.60137419239783
1999-08-04,176.1610508260799
1999-08-05,174.86444115371145
1999-08-06,175.18649993964655
1999-08-09,176.97152922270172
1999-08-10,174.72585625462102
1999-08-11,178.33005987766063
1999-08-12,177.58534925568694
1999-08-13,180.8468873151396
1999-08-16,180.28615326940465
1999-08-17,180.90280692918736
1999-08-18,179.54554944327487
1999-08-19,177.41141883617107
1999-08-20,177.71822793066445
1999-08-23,179.4303646060094
1999-08-24,180.23243127386328
1999-08-25,181.1548318083055
1999-08-26,181.09218036205644
1999-08-27,180.57461484554966
1999-08-30,180.608477792595
1999-08-31,178.45587394270132
1999-09-01,177.55153363431788
1999-09-02,176.42066413788132
1999-09-03,179.7656349705344
1999-09-06,181.89649241442777
1999-09-07,180.05799505784643
1999-09-08,179.3098733340255
1999-09-09,183.9928532569567
1999-09-10,192.9932338546825
1999-09-13,194.79216305545393
1999-09-14,194.6856396209857
1999-09-15,193.393185906062
1999-09-16,194.18984492929027
1999-09-17,193.64182387559975
1999-09-20,192.20541522852156
1999-09-21,191.35910304488576
1999-09-22,190.90233878374644
1999-09-23,191.64656830105838
1999-09-24,188.07036519683763
1999-09-27,188.04713604077793
1999-09-28,188.5434012781164
1999-09-29,186.8496613314945
1999-09-30,185.4125415720437
1999-10-01,182.05691586314256
1999-10-04,181.91854648480822
1999-10-05,181.67884698200916
1999-10-06,183.4073231196931
1999-10-07,183.84708665473997
1999-10-08,185.6721506530533
1999-10-11,186.16121621376413
1999-10-12,183.84699431208526
1999-10-13,184.5177103374439
1999-10-14,182.28325953583405
1999-10-15,177.95678386198108
1999-10-18,179.44191131764174
1999-10-19,180.75466515041646
1999-10-20,179.17356556916252
1999-10-21,177.883190644555
1999-10-22,182.0328392248325
1999-10-25,180.62559483957543
1999-10-26,180.68677366711012
1999-10-27,183.36523300570371
1999-10-28,184.13878607134188
1999-10-29,186.6120710100316
1999-11-01,186.93220608538834
1999-11-02,185.00524932704215
1999-11-03,185.98758439466937
1999-11-04,187.2591665900616
1999-11-05,190.7592036310438
1999-11-08,192.54520374882492
1999-11-09,194.7902506957142
1999-11-10,197.63622341269314
1999-11-11,195.69934257849405
1999-11-12,197.46886063970135
1999-11-15,196.2928866778537
1999-11-16,194.39119514007345
1999-11-17,192.38675408027697
1999-11-18,193.15801560449668
1999-11-19,193.43692047850493
1999-11-22,191.69990909468268
1999-11-23,189.5006079660049
1999-11-24,192.29940429163923
1999-11-25,190.2149397762262
1999-11-26,194.08220196533486
1999-11-29,198.08406389306717
1999-11-30,201.17723970450385
1999-12-01,202.70222005141324
1999-12-02,202.93101742862748
1999-12-03,201.94351629002625
1999-12-06,197.38758854184508
1999-12-07,196.92587267253498
1999-12-08,196.560714659479
1999-12-09,200.21085634780238
1999-12-10,200.54374302057283
1999-12-13,201.21067986314463
1999-12-14,201.96398937499188
1999-12-15,202.3240206278556
1999-12-16,198.82338828495548
1999-12-17,198.83100669905468
1999-12-20,198.92496627833881
1999-12-21,198.69111648775691
1999-12-22,198.56081065447236
1999-12-23,196.4705992577083
1999-12-24,196.4705992577083
1999-12-27,195.76458144695513
1999-12-28,196.65240398190375
1999-12-29,197.6624546706236
1999-12-30,202.25345258514218
1999-12-31,202.25345258514218
2000-01-03,197.39774833032322
2000-01-04,192.73300327523043
2000-01-05,192.61113190153938
2000-01-06,191.5292765089032
2000-01-07,193.99969929045014
2000-01-10,193.87777460300626
2000-01-11,193.47940802433197
2000-01-12,194.2406552786204
2000-01-13,204.98814363149535
2000-01-14,209.54136760788955
2000-01-17,212.0350689838764
2000-01-18,210.42536473618705
2000-01-19,209.80249073817012
2000-01-20,206.44287311196265
2000-01-21,206.51150740502268
2000-01-24,206.63145399146262
2000-01-25,203.10138830221433
2000-01-26,206.75074733055936
2000-01-27,211.82044156146068
2000-01-28,211.16715753176425
2000-01-31,212.1172789641106
2000-02-01,212.72047286068943
2000-02-02,214.30495386255228
2000-02-03,212.64919379468392
2000-02-04,217.33708429532774
2000-02-07,217.23419965303293
2000-02-08,217.5961998093136
2000-02-09,218.6764686016847
2000-02-10,220.572919677121
2000-02-11,220.68034485567327
2000-02-14,221.63444743908863
2000-02-15,218.92535242149873
2000-02-16,217.88900153286664
2000-02-17,216.72986493132476
2000-02-18,215.04618608425545
2000-02-21,212.12401720999034
2000-02-22,208.8893576163531
2000-02-23,210.3752854494528
2000-02-24,213.33950068739048
2000-02-25,216.90397594137465
2000-02-28,218.78249353346501
2000-02-29,222.06026927924015
2000-03-01,221.26827491583356
2000-03-02,222.82774122748344
2000-03-03,226.4331634254318
2000-03-06,228.1969133088405
2000-03-07,225.93534464093253
2000-03-08,225.08607188269812
2000-03-09,223.06877800970707
2000-03-10,223.74701084081644
2000-03-13,221.95077126442192
2000-03-14,222.43276652226567
2000-03-15,218.7174799679619
2000-03-16,217.41294569460385
2000-03-17,216.71260364907315
2000-03-20,216.16319431099794
2000-03-21,213.7163831319566
2000-03-22,211.7906502708871
2000-03-23,210.0468022337619
2000-03-24,208.65652379658943
2000-03-27,207.90982273016735
2000-03-28,207.765994183599
2000-03-29,207.61102471225223
2000-03-30,205.62263082074745
2000-03-31,207.2361482922259
2000-04-03,204.68929218525994
2000-04-04,202.83620116269668
2000-04-05,204.7069260657821
2000-04-06,205.19410319580473
2000-04-07,209.35337271912067
2000-04-10,207.8381949934114
2000-04-11,205.05617315496545
2000-04-12,205.73545840061706
2000-04-13,206.59034002437232
2000-04-14,203.27221944380764
2000-04-17,199.01638367639856
2000-04-18,204.93476698671986
2000-04-19,205.78677714749034
2000-04-20,206.01676769140184
2000-04-21,206.01676769140184
2000-04-24,203.96028780921066
2000-04-25,207.76592166536568
2000-04-26,210.00932936967894
2000-04-27,211.7246613262952
2000-04-28,213.1673484646419
2000-05-01,213.83613638089486
2000-05-02,215.90575590056088
2000-05-03,218.5420158831958
2000-05-04,212.86431074654814
2000-05-05,210.90499219249605
2000-05-08,208.59375039645823
2000-05-09,206.67683600827849
2000-05-10,201.68463791467784
2000-05-11,203.94276993929213
2000-05-12,203.5228442550031
2000-05-15,201.00072691544142
2000-05-16,206.33501980211122
2000-05-17,205.7525738301957
2000-05-18,204.07750562708546
2000-05-19,197.0309938301534
2000-05-22,193.02118883051278
2000-05-23,187.43290139646976
2000-05-24,184.85935348159538
2000-05-25,188.9483018720456
2000-05-26,182.33515153374464
2000-05-29,184.96909345400402
2000-05-30,185.39152015915764
2000-05-31,187.2423431116128
2000-06-01,189.21801003748374
2000-06-02,193.45618501250294
2000-06-05,192.3461945652778
2000-06-06,189.5247147848473
2000-06-07,188.1002523222648
2000-06-08,188.93640811773923
2000-06-09,189.77916758828783
2000-06-12,189.03573265658721
2000-06-13,187.92525957035062
2000-06-14,188.18987594060684
2000-06-15,188.3062235911858
