Date,POLAND IMI VALUE
1998-12-31,227.16552009012582
1999-01-01,227.16552009012582
1999-01-04,236.10997529900754
1999-01-05,244.67002663123944
1999-01-06,247.0981163399221
1999-01-07,261.2408998334059
1999-01-08,265.2039789045196
1999-01-11,270.131179838277
1999-01-12,262.55764649259254
1999-01-13,244.5493526641729
1999-01-14,231.0678984690389
1999-01-15,226.48394151651758
1999-01-18,246.8353652140783
1999-01-19,255.74587266488086
1999-01-20,262.69864890583267
1999-01-21,276.6171249836786
1999-01-22,258.9355859690379
1999-01-25,250.0874577995802
1999-01-26,266.559298930673
1999-01-27,273.14605460622806
1999-01-28,268.0788799854913
1999-01-29,280.27178707814846
1999-02-01,280.2525141102275
1999-02-02,271.09177008376327
1999-02-03,270.8002176566933
1999-02-04,279.9862088200052
1999-02-05,270.70566763308733
1999-02-08,267.46195155113566
1999-02-09,268.4803720474596
1999-02-10,258.3507900897571
1999-02-11,260.4302250392435
1999-02-12,269.25369620002266
1999-02-15,258.8853154275253
1999-02-16,262.4742037867698
1999-02-17,262.47474527798414
1999-02-18,261.6104287018214
1999-02-19,258.04786060434196
1999-02-22,253.07159032951188
1999-02-23,254.66236600565605
1999-02-24,245.92450758104428
1999-02-25,237.42314771966113
1999-02-26,232.33794487008737
1999-03-01,241.88699024617208
1999-03-02,237.0800846065118
1999-03-03,237.2618351149976
1999-03-04,237.2172993097196
1999-03-05,239.9296685343486
1999-03-08,248.04866279587563
1999-03-09,254.78172582375296
1999-03-10,250.7752051599252
1999-03-11,250.9288486646016
1999-03-12,255.12648675554166
1999-03-15,253.182419347708
1999-03-16,248.40221410432366
1999-03-17,244.31883148643965
1999-03-18,247.426814488341
1999-03-19,255.58975483942288
1999-03-22,254.12093339422162
1999-03-23,253.17386103071016
1999-03-24,235.79777333629744
1999-03-25,244.60112465923885
1999-03-26,250.73848010017
1999-03-29,247.40607856356706
1999-03-30,250.48549365793423
1999-03-31,243.616397570767
1999-04-01,242.73366336399883
1999-04-02,244.33602709580003
1999-04-05,244.91195894748424
1999-04-06,249.8509098352334
1999-04-07,255.50519656356622
1999-04-08,256.7482119987121
1999-04-09,261.9343978239176
1999-04-12,257.42118061733896
1999-04-13,261.75723053199255
1999-04-14,259.77466957189296
1999-04-15,257.32533638630446
1999-04-16,259.7759982311043
1999-04-19,271.62560446778656
1999-04-20,274.31767826305736
1999-04-21,275.10371043045933
1999-04-22,277.7044479434469
1999-04-23,278.6138481856598
1999-04-26,278.34533947282995
1999-04-27,279.40217645249277
1999-04-28,279.58000562443425
1999-04-29,274.3317020180894
1999-04-30,282.45537289210944
1999-05-03,283.27787447422656
1999-05-04,291.45998507847753
1999-05-05,286.26499129243194
1999-05-06,288.2262258451171
1999-05-07,287.7890337982448
1999-05-10,285.62934853341386
1999-05-11,283.6903787565598
1999-05-12,285.1917493669497
1999-05-13,281.93555238419316
1999-05-14,281.6181238237092
1999-05-17,276.90161161152594
1999-05-18,281.98502084889856
1999-05-19,288.4608031751435
1999-05-20,287.519188241031
1999-05-21,297.22889387453046
1999-05-24,294.89180690298275
1999-05-25,288.0923985044874
1999-05-26,288.56440085849005
1999-05-27,291.6175618511911
1999-05-28,286.9585355532632
1999-05-31,288.6079444204314
1999-06-01,287.001317411865
1999-06-02,291.0085794202574
1999-06-03,291.89263489014013
1999-06-04,292.02274097267775
1999-06-07,294.78347539383
1999-06-08,291.4157154805909
1999-06-09,288.7928367830125
1999-06-10,297.2163938511999
1999-06-11,301.561732111547
1999-06-14,311.0824899265074
1999-06-15,314.4590581704346
1999-06-16,315.1542078517183
1999-06-17,318.79634224930123
1999-06-18,319.70055776315223
1999-06-21,324.8637388450775
1999-06-22,328.1411998480687
1999-06-23,321.5616350439259
1999-06-24,324.21195489653553
1999-06-25,323.50212043020014
1999-06-28,330.7394216888629
1999-06-29,330.54332614967126
1999-06-30,328.01112806405314
1999-07-01,348.51044253337506
1999-07-02,347.95841987783183
1999-07-05,347.61740869826235
1999-07-06,345.89278065443824
1999-07-07,343.0264961585433
1999-07-08,349.4143682046023
