Date,CHILE IMI VALUE
1998-12-31,204.28889328292001
1999-01-01,204.4558064035584
1999-01-04,205.2439502391689
1999-01-05,205.1397758896515
1999-01-06,207.0896219833078
1999-01-07,205.30759104522912
1999-01-08,206.52270252393046
1999-01-11,204.5644348904192
1999-01-12,200.32167715943032
1999-01-13,191.04829954960834
1999-01-14,188.29363047674877
1999-01-15,191.4926457784136
1999-01-18,192.35866130278777
1999-01-19,191.4430782794361
1999-01-20,193.77731254989405
1999-01-21,192.30757911573335
1999-01-22,192.37539779600422
1999-01-25,197.80065415827002
1999-01-26,200.72069715283837
1999-01-27,201.78717235681216
1999-01-28,201.9829834153776
1999-01-29,201.4026475076396
1999-02-01,202.48097691672518
1999-02-02,201.43121722629382
1999-02-03,202.97166659528736
1999-02-04,204.75211539562335
1999-02-05,205.99933478989158
1999-02-08,207.83844494190762
1999-02-09,208.48240113310402
1999-02-10,209.97649860883834
1999-02-11,213.47353772282352
1999-02-12,214.1361744493601
1999-02-15,214.88097868785482
1999-02-16,217.3334513738901
1999-02-17,216.51598080572018
1999-02-18,220.7977462816281
1999-02-19,228.11483625221373
1999-02-22,229.16806952371974
1999-02-23,227.85082582289402
1999-02-24,231.79251725396023
1999-02-25,227.9165562026031
1999-02-26,226.11943664177343
1999-03-01,226.89869405784682
1999-03-02,224.61557546832012
1999-03-03,228.16952378413683
1999-03-04,232.40267391875292
1999-03-05,232.3889204757091
1999-03-08,234.34509684691227
1999-03-09,234.09734141156952
1999-03-10,234.7114387317093
1999-03-11,240.119499050328
1999-03-12,239.44488357424757
1999-03-15,239.36918156516396
1999-03-16,239.62294503530944
1999-03-17,238.17061352834813
1999-03-18,238.88622724855745
1999-03-19,240.95927546076354
1999-03-22,241.79740879009285
1999-03-23,240.9336443474297
1999-03-24,242.13107066456118
1999-03-25,246.61817519817717
1999-03-26,252.31997787361442
1999-03-29,253.54765111714204
1999-03-30,254.53435281900275
1999-03-31,255.72409611102321
1999-04-01,259.2737208114131
1999-04-02,259.8902649075966
1999-04-05,264.10315731302467
1999-04-06,264.49028867561134
1999-04-07,266.3958545755295
1999-04-08,273.2327691700873
1999-04-09,275.9001916280262
1999-04-12,273.69421316995215
1999-04-13,276.7121494789134
1999-04-14,282.91304190116216
1999-04-15,292.5113182113543
1999-04-16,292.4119395379062
1999-04-19,300.3748627126629
1999-04-20,300.288244944423
1999-04-21,299.42711020409035
1999-04-22,294.1207038456817
1999-04-23,286.71851620172504
1999-04-26,284.3623102920646
1999-04-27,278.85103977159787
1999-04-28,285.38920129396666
1999-04-29,283.4945845619
1999-04-30,287.76632986879844
1999-05-03,288.778118423599
1999-05-04,292.0344826418027
1999-05-05,290.90390936109884
1999-05-06,290.49823247363565
1999-05-07,295.2895742375989
1999-05-10,302.093522433581
1999-05-11,301.342937470135
1999-05-12,303.86121182775526
1999-05-13,311.64807456675044
1999-05-14,305.53324392745003
1999-05-17,301.0749918455963
1999-05-18,299.7989045970418
1999-05-19,295.4547335757428
1999-05-20,292.6417238873092
1999-05-21,294.5729579519484
1999-05-24,286.41787329376103
1999-05-25,282.9645094350876
1999-05-26,289.18327312716025
1999-05-27,291.28351503070456
1999-05-28,289.80131775159157
1999-05-31,289.3937584924331
1999-06-01,287.1059907346645
1999-06-02,289.65019912122506
1999-06-03,289.804074915214
1999-06-04,293.60207862497396
1999-06-07,296.85934488883686
1999-06-08,294.61668725212246
1999-06-09,293.2663022639322
1999-06-10,291.8027650108803
1999-06-11,293.37022344647926
1999-06-14,292.8016851118949
1999-06-15,294.52500516582
1999-06-16,300.0612254852022
1999-06-17,300.2049095624271
1999-06-18,295.2898318332881
1999-06-21,297.0801871858907
1999-06-22,302.67955968315533
1999-06-23,299.13654586479686
1999-06-24,295.14321251695566
1999-06-25,287.7283309766891
1999-06-28,289.86860690554965
1999-06-29,290.8500241961609
1999-06-30,292.7920212067821
1999-07-01,301.3641409151729
1999-07-02,304.8890265523659
1999-07-05,309.6830546394718
1999-07-06,309.60836805999264
1999-07-07,310.37560105612533
1999-07-08,311.8772306910669
