Date,KOREA IMI VALUE
1998-12-31,250.9963083814389
1999-01-01,250.9963083814389
1999-01-04,263.9571467944441
1999-01-05,278.8871938555483
1999-01-06,287.9514539186485
1999-01-07,307.2502297597681
1999-01-08,297.2039464342173
1999-01-11,301.34211388745547
1999-01-12,294.791220172772
1999-01-13,291.46617339135565
1999-01-14,275.2084244316516
1999-01-15,281.97806852759385
1999-01-18,286.39612434075127
1999-01-19,287.7365928335924
1999-01-20,291.95020287580894
1999-01-21,274.3385259738721
1999-01-22,255.81920322325598
1999-01-25,250.32123173885637
1999-01-26,249.91520056574507
1999-01-27,268.4658320548218
1999-01-28,273.0643266361549
1999-01-29,272.35305163903115
1999-02-01,278.2169522754121
1999-02-02,270.2063448170999
1999-02-03,263.01795918908834
1999-02-04,261.2427280535083
1999-02-05,259.95792231232053
1999-02-08,258.85319191010154
1999-02-09,247.79708762720128
1999-02-10,247.31686592652537
1999-02-11,247.25570371519748
1999-02-12,262.9133400884312
1999-02-15,263.8843634154165
1999-02-16,265.34209175504094
1999-02-17,264.0901438459323
1999-02-18,253.6189937279546
1999-02-19,243.75891783677838
1999-02-22,238.2293474239856
1999-02-23,238.56815467726824
1999-02-24,237.39563982688185
1999-02-25,235.2134957349632
1999-02-26,246.90920734129872
1999-03-01,248.81799708163916
1999-03-02,256.9407845207784
1999-03-03,257.0039981860146
1999-03-04,253.16691593745554
1999-03-05,254.4081649547362
1999-03-08,270.91801339854567
1999-03-09,273.18970313413126
1999-03-10,269.151411119793
1999-03-11,277.0912923559613
1999-03-12,278.287029657924
1999-03-15,280.95500410293903
1999-03-16,287.98347458197776
1999-03-17,285.17028408096087
1999-03-18,273.6394618196943
1999-03-19,288.8118994067705
1999-03-22,288.8991580402447
1999-03-23,291.1214838812664
1999-03-24,289.0729371868939
1999-03-25,289.91687211828867
1999-03-26,294.6903241541046
1999-03-29,289.79625273090693
1999-03-30,299.2896095373497
1999-03-31,296.434922130016
1999-04-01,304.0999070848072
1999-04-02,313.17538695721163
1999-04-05,314.6921961659131
1999-04-06,324.0127988815448
1999-04-07,328.2634577399782
1999-04-08,331.63730102849104
1999-04-09,334.904109529389
1999-04-12,330.9650800919701
1999-04-13,333.73532777999793
1999-04-14,333.49940594093675
1999-04-15,353.63172981866563
1999-04-16,355.5600600484747
1999-04-19,385.08044650156484
1999-04-20,393.1901352167255
1999-04-21,380.7150915695257
1999-04-22,378.419247670878
1999-04-23,383.5597885427276
1999-04-26,400.67550351581633
1999-04-27,407.66411162088446
1999-04-28,404.2054716437477
1999-04-29,388.9784041846477
1999-04-30,385.38084534058453
1999-05-03,385.565324517725
1999-05-04,389.18283564590485
1999-05-05,386.2282398428294
1999-05-06,407.40254641768
1999-05-07,404.7618820673081
1999-05-10,404.1627541614258
1999-05-11,392.0857154296383
1999-05-12,388.17305488114977
1999-05-13,372.33078163242004
1999-05-14,368.37100557914846
1999-05-17,362.94059391642406
1999-05-18,372.26792474682276
1999-05-19,372.9232584078639
1999-05-20,362.46289009350016
1999-05-21,367.7564838981161
1999-05-24,360.53960164859234
1999-05-25,360.1831199751196
1999-05-26,374.7668339845099
1999-05-27,381.89632004188866
1999-05-28,385.36231841040336
1999-05-31,388.04301997373636
1999-06-01,397.20375709102524
1999-06-02,412.64500365416853
1999-06-03,415.83882581108867
1999-06-04,428.49946815179686
1999-06-07,450.00912012411317
1999-06-08,452.3588014520922
1999-06-09,430.34211764387857
1999-06-10,455.19032365722524
1999-06-11,454.1172814629552
1999-06-14,441.396735453745
1999-06-15,433.7332635898368
1999-06-16,453.31232684776614
1999-06-17,452.5800817213089
1999-06-18,452.5918636509944
1999-06-21,473.31393546717874
1999-06-22,479.64367033397656
1999-06-23,487.55683195551495
1999-06-24,481.4331324068827
1999-06-25,476.53048060012134
1999-06-28,493.8541227936441
1999-06-29,492.5462356792913
1999-06-30,482.5854673672066
1999-07-01,503.343922113552
1999-07-02,509.17549147864077
1999-07-05,522.8452344660907
1999-07-06,529.6908279527988
1999-07-07,540.7462624081187
1999-07-08,533.8364159919654
1999-07-09,551.9350067817261
1999-07-12,542.9014197105304
1999-07-13,533.1894242904788
1999-07-14,512.0545261142375
1999-07-15,518.2074269529348
1999-07-16,540.5616268395007
1999-07-19,543.9069838613938
1999-07-20,514.5612997543743
1999-07-21,490.63653691360093
1999-07-22,492.58985482620903
1999-07-23,456.17620597489963
1999-07-26,431.42563256110174
1999-07-27,460.44604729599524
1999-07-28,466.5031795011963
1999-07-29,480.5693656242937
1999-07-30,468.46828547898133
1999-08-02,464.8093786783592
1999-08-03,471.97980772963143
1999-08-04,468.97591039243144
1999-08-05,451.3803813791728
1999-08-06,452.16708457409163
1999-08-09,460.85279259505097
1999-08-10,464.41219187321553
1999-08-11,458.3675332124644
1999-08-12,458.3189574107038
1999-08-13,445.73186410957567
1999-08-16,441.7750811999585
1999-08-17,426.32861338403404
1999-08-18,425.67385642546463
1999-08-19,424.48016877073377
1999-08-20,433.6005936943415
1999-08-23,455.1361461107959
1999-08-24,462.36515565547023
1999-08-25,492.8299760778954
1999-08-26,487.7453806107009
1999-08-27,489.294906224192
1999-08-30,483.41241088108444
1999-08-31,476.3204385230978
1999-09-01,454.20189193325376
1999-09-02,445.1278855713613
