Date,MEXICO IMI VALUE
1998-12-31,186.93302064319806
1999-01-01,186.93302064319806
1999-01-04,182.70081070625318
1999-01-05,181.26115590568205
1999-01-06,179.48121633548422
1999-01-07,178.41863745519626
1999-01-08,177.62296579244244
1999-01-11,174.90285388468865
1999-01-12,167.54674336224394
1999-01-13,154.6538742661791
1999-01-14,155.1453312333011
1999-01-15,172.78592603861227
1999-01-18,173.6709667794448
1999-01-19,172.40910758986536
1999-01-20,180.37681319608674
1999-01-21,177.08926210178006
1999-01-22,176.92222662711444
1999-01-25,176.1274408234746
1999-01-26,178.01000626513212
1999-01-27,180.4482688223189
1999-01-28,190.2014314988336
1999-01-29,191.9348800924938
1999-02-01,195.9388998459706
1999-02-02,194.55241062316006
1999-02-03,195.0598690091074
1999-02-04,195.58559831870514
1999-02-05,195.9863357512299
1999-02-08,196.38257600357264
1999-02-09,192.2164171610041
1999-02-10,193.05769776705225
1999-02-11,200.44971864024745
1999-02-12,200.4217604913297
1999-02-15,201.99088019963312
1999-02-16,205.78986541233715
1999-02-17,202.14323532590302
1999-02-18,203.87363461796195
1999-02-19,211.48925007764603
1999-02-22,215.97481802869643
1999-02-23,215.87027695475246
1999-02-24,217.0202414645727
1999-02-25,215.2711674238502
1999-02-26,217.64769850037231
1999-03-01,215.76104917138295
1999-03-02,213.612552787219
1999-03-03,211.77614980252747
1999-03-04,218.42669883089894
1999-03-05,223.109067527683
1999-03-08,229.53115964303058
1999-03-09,235.4268787400367
1999-03-10,242.75861917786733
1999-03-11,245.23866675910958
1999-03-12,244.00467351081198
1999-03-15,249.27145409775903
1999-03-16,257.016849091643
1999-03-17,253.4580054980173
1999-03-18,256.1264101846355
1999-03-19,253.1749447031557
1999-03-22,251.01376942229754
1999-03-23,246.97934879111205
1999-03-24,255.35411942731503
1999-03-25,257.7124536683786
1999-03-26,258.4717185498583
1999-03-29,264.2630834395082
1999-03-30,265.63148953818177
1999-03-31,266.56864695184873
1999-04-01,265.8791683513046
1999-04-02,267.1154957958982
1999-04-05,277.9966042862945
1999-04-06,279.26418402846883
1999-04-07,277.95688684084814
1999-04-08,278.3203046495815
1999-04-09,279.0936750123172
1999-04-12,280.47937750473744
1999-04-13,280.49907395553
1999-04-14,279.3898455904068
1999-04-15,292.9386725843353
1999-04-16,298.7968401356071
1999-04-19,300.1573432321784
1999-04-20,293.85718937727415
1999-04-21,291.8605510591585
1999-04-22,303.68013221335536
1999-04-23,303.832679972546
1999-04-26,299.7342277668059
1999-04-27,298.1501576206136
1999-04-28,303.45144981461834
1999-04-29,306.8614378846172
1999-04-30,306.86668068501734
1999-05-03,317.2753746474273
1999-05-04,312.3271834303126
1999-05-05,310.2798075966166
1999-05-06,316.05796343552834
1999-05-07,328.4022718900218
1999-05-10,335.23605454562687
1999-05-11,331.86704460795215
1999-05-12,325.5563892568108
1999-05-13,334.0770938130218
1999-05-14,324.2775953023293
1999-05-17,324.683435583023
1999-05-18,326.1128878580534
1999-05-19,317.97160942352014
1999-05-20,321.0146477548488
1999-05-21,314.30984695575535
1999-05-24,305.08782996673904
1999-05-25,294.33727381737606
1999-05-26,310.5882901705505
1999-05-27,299.3451747613519
1999-05-28,298.48466988219093
1999-05-31,302.17816815031387
1999-06-01,297.0177201833967
1999-06-02,299.5941914775966
1999-06-03,297.92996729911494
1999-06-04,303.6097744727057
1999-06-07,308.79261283171866
1999-06-08,304.0837036996444
1999-06-09,301.7884211774044
1999-06-10,296.38407238153496
1999-06-11,288.9250623148607
1999-06-14,285.96617782882674
1999-06-15,295.56206030619836
1999-06-16,318.1240942591759
1999-06-17,321.5082384682358
1999-06-18,321.80082520121454
1999-06-21,330.0740967530114
1999-06-22,329.6106662905915
1999-06-23,320.42970689424186
1999-06-24,311.6014472869587
1999-06-25,305.5036583603372
1999-06-28,315.30261682195993
1999-06-29,321.36967102877287
1999-06-30,333.42526193572775
1999-07-01,336.57898305891615
1999-07-02,340.8723751535465
1999-07-05,344.67824675957763
1999-07-06,343.0906746271403
1999-07-07,345.5788103414108
1999-07-08,345.10960765831055
1999-07-09,342.4641648366956
1999-07-12,336.97687838455437
1999-07-13,340.9283221920608
1999-07-14,341.53290470042685
1999-07-15,341.3351009408207
1999-07-16,341.93554291866934
1999-07-19,350.18980292811483
1999-07-20,334.88260994224066
1999-07-21,334.0088422409937
1999-07-22,328.4333520444051
1999-07-23,317.03776248819656
1999-07-26,302.89928159924034
1999-07-27,303.17850055514407
1999-07-28,305.8894951911925
1999-07-29,292.900690996029
1999-07-30,289.77520631056797
1999-08-02,283.28954146472046
1999-08-03,285.716867130165
1999-08-04,279.39370319392276
1999-08-05,277.8690533573784
1999-08-06,272.3162902261278
1999-08-09,277.5748558007763
1999-08-10,275.48746290925675
1999-08-11,283.49581525798686
1999-08-12,287.2605087475929
1999-08-13,295.3603178861035
1999-08-16,294.39703048442993
1999-08-17,296.9280783194431
1999-08-18,289.32142235801183
1999-08-19,285.1088448484885
1999-08-20,282.4273143890893
1999-08-23,295.8399461812668
1999-08-24,300.2542607615368
1999-08-25,306.2996949402704
1999-08-26,305.7492991233466
1999-08-27,299.864100799107
1999-08-30,296.60775835247455
1999-08-31,288.85676673682343
1999-09-01,286.7717103312092
1999-09-02,283.1207364648324
1999-09-03,286.2598009899063
1999-09-06,287.4642257907024
1999-09-07,281.0069415259052
1999-09-08,278.2025273792484
1999-09-09,277.73261530398946
1999-09-10,289.1386416813937
1999-09-13,291.6338956621263
1999-09-14,288.8011350860199
1999-09-15,289.82764113286737
1999-09-16,288.27082793340344
