Date,UNITED ARAB EMIRATES IMI VALUE
2014-06-02,974.0857006719627
2014-06-03,959.3888996804735
2014-06-04,937.9469299912352
2014-06-05,948.2279011623986
2014-06-06,946.5593426443329
2014-06-09,915.6738365948287
2014-06-10,907.1650154798914
2014-06-11,907.3774052999778
2014-06-12,920.0474214637993
2014-06-13,921.6116074928248
2014-06-16,869.4902533924113
2014-06-17,848.1398761470007
2014-06-18,865.1880842821051
2014-06-19,877.8425553768329
2014-06-20,881.496056491252
2014-06-23,856.2830136548276
2014-06-24,824.3718085301662
2014-06-25,838.6019559424274
2014-06-26,848.5020163250665
2014-06-27,845.3195034979151
2014-06-30,817.1240005941128
2014-07-01,830.9724555659282
2014-07-02,882.3092665241345
2014-07-03,873.6653802667221
2014-07-04,875.0155144182856
2014-07-07,895.0089529756061
2014-07-08,888.6606954154728
2014-07-09,888.0970798592493
2014-07-10,905.7907097881566
2014-07-11,905.9239240994721
2014-07-14,911.6800844225074
2014-07-15,916.529130799744
2014-07-16,930.20185838853
2014-07-17,936.6848326889404
2014-07-18,937.2741824855913
2014-07-21,921.1186254673445
2014-07-22,923.2455246397869
2014-07-23,916.4335743769822
2014-07-24,913.9667885798616
2014-07-25,916.4161896361318
2014-07-28,926.5874467813617
2014-07-29,928.5565573796221
2014-07-30,930.8122727524095
2014-07-31,950.2174332377683
2014-08-01,946.7502611304893
2014-08-04,940.3787840944257
2014-08-05,942.5486921258392
2014-08-06,925.1140759641007
2014-08-07,930.7432092588662
2014-08-08,926.3720569845877
2014-08-11,942.1889741377079
2014-08-12,944.3100965570251
2014-08-13,947.9370239992259
2014-08-14,956.0118284230764
2014-08-15,955.8218044356232
2014-08-18,954.4556080051404
2014-08-19,961.9764953413046
2014-08-20,966.1955287677912
2014-08-21,964.6734739248792
2014-08-22,968.5740166339433
2014-08-25,964.6603853220265
2014-08-26,971.7211614614654
2014-08-27,970.5860072236617
2014-08-28,950.5829478767066
2014-08-29,950.8355321704789
2014-09-01,994.3589512154423
2014-09-02,996.7279941108512
2014-09-03,1009.721069500892
2014-09-04,1016.299640140691
2014-09-05,1016.9270582154005
2014-09-08,1025.0245366407396
2014-09-09,1019.2836451000045
2014-09-10,1004.4703594965895
2014-09-11,1017.0413216601887
2014-09-12,1017.2771482149097
2014-09-15,1019.8821345011555
2014-09-16,1017.4462073458627
2014-09-17,1019.2250184971792
2014-09-18,1054.5736734642387
2014-09-19,1061.2671631560215
2014-09-22,1044.5798357122258
2014-09-23,1046.1170606779328
2014-09-24,1047.6277159928102
2014-09-25,1052.6358842462807
2014-09-26,1056.9184670033208
2014-09-29,1047.8715479156397
2014-09-30,1050.0167944188263
2014-10-01,1053.9429721672898
2014-10-02,1035.9208338088463
2014-10-03,1047.6780778164284
2014-10-06,1042.8599788142099
2014-10-07,1048.505007560428
2014-10-08,1030.904894305612
2014-10-09,1033.7849728493782
2014-10-10,1040.8673742553244
2014-10-13,996.3985664033189
2014-10-14,984.1715870826641
2014-10-15,967.2487401087235
2014-10-16,937.1104935704822
2014-10-17,938.0646691268887
2014-10-20,929.4119983040728
2014-10-21,948.8974526197513
2014-10-22,964.369989498785
2014-10-23,973.6246061202377
2014-10-24,972.0875265826127
2014-10-27,977.2809054265925
2014-10-28,972.9302925367222
2014-10-29,979.2028667428988
2014-10-30,962.3864692212927
2014-10-31,969.4799952822402
2014-11-03,998.4968416908979
2014-11-04,994.1437743331878
2014-11-05,965.322412504715
2014-11-06,965.1898837392084
2014-11-07,966.939261247194
2014-11-10,998.4595994706459
2014-11-11,999.6556173969798
2014-11-12,997.6299500756396
2014-11-13,1018.7254855472858
2014-11-14,1018.3173259713626
2014-11-17,1010.2814540164087
2014-11-18,1016.1117378136485
2014-11-19,1013.4831217840399
2014-11-20,1019.2913384801993
2014-11-21,1029.7609788295285
2014-11-24,1042.6816521439634
2014-11-25,1010.7372920242467
2014-11-26,992.4963192536318
2014-11-27,999.1343738321377
2014-11-28,1000.311856700941
2014-12-01,971.6115044206578
2014-12-02,977.4206647488232
2014-12-03,983.8340246645572
2014-12-04,962.8553466245136
2014-12-05,973.8173494323064
2014-12-08,962.6438814082219
2014-12-09,923.916140412152
2014-12-10,926.340515360374
2014-12-11,861.5532694962579
2014-12-12,856.0570822931645
2014-12-15,806.8279172374691
2014-12-16,736.683662982176
2014-12-17,777.7652831653141
2014-12-18,865.8821480542858
2014-12-19,867.0118511870672
2014-12-22,925.7110573490259
2014-12-23,915.8853069550674
2014-12-24,933.5769938815838
2014-12-25,938.9897190941844
2014-12-26,940.4556247400317
2014-12-29,946.4083957623932
2014-12-30,912.3574060125228
2014-12-31,932.2775998342034
2015-01-01,932.2775998342034
2015-01-02,937.690667612685
2015-01-05,911.6072536647248
2015-01-06,876.796163054142
2015-01-07,920.9575542604907
2015-01-08,935.3339081644726
2015-01-09,932.0144587460006
2015-01-12,938.7887272564398
2015-01-13,965.6073796873977
2015-01-14,962.9410924636688
2015-01-15,972.402790249922
2015-01-16,980.0145537743833
2015-01-19,986.8552508606325
2015-01-20,982.6455709311952
2015-01-21,979.7851122692532
2015-01-22,989.7232333629194
2015-01-23,1004.4157779179311
2015-01-26,988.1660204506499
2015-01-27,976.0435118542745
2015-01-28,973.6532254810313
2015-01-29,950.6261106956625
2015-01-30,955.1330447133164
2015-02-02,979.6233724337195
2015-02-03,996.304762743345
2015-02-04,1004.5454732424689
2015-02-05,996.8563650275829
2015-02-06,1004.4132998763973
2015-02-09,1015.6979483272921
2015-02-10,1011.1793890128743
2015-02-11,1011.0435745025617
2015-02-12,1006.6226125080161
2015-02-13,1003.9741864281877
2015-02-16,1006.9236619105368
2015-02-17,1013.3592657561265
2015-02-18,1020.3517564123778
2015-02-19,1017.6798535217837
2015-02-20,1019.6492388212938
2015-02-23,1009.5060362436395
2015-02-24,1012.4421009428647
2015-02-25,1015.7583611661153
2015-02-26,1028.8735662049503
2015-02-27,1028.6486161153705
2015-03-02,1025.4783698248536
2015-03-03,1018.3084036135261
2015-03-04,1022.0940556575832
2015-03-05,1021.7895286325372
2015-03-06,1037.5940345304577
2015-03-09,1036.3703791437813
2015-03-10,1040.304932279586
2015-03-11,1035.7501085133756
2015-03-12,1032.708218984732
2015-03-13,1042.0326766004282
2015-03-16,993.4624110347576
2015-03-17,980.9679822198866
2015-03-18,957.2590062627056
2015-03-19,986.2306666257973
2015-03-20,970.6073914400072
2015-03-23,979.4456178066491
2015-03-24,983.3867522617622
2015-03-25,962.5643362681132
2015-03-26,968.4786398519551
2015-03-27,970.9128635605316
2015-03-30,996.8609004611031
2015-03-31,1019.0784425596644
2015-04-01,1021.2611713318885
2015-04-02,1038.8537099753232
2015-04-03,1038.8537099753232
2015-04-06,1033.63057938414
2015-04-07,1061.3719404900103
2015-04-08,1071.8809166079106
2015-04-09,1080.5614955242065
2015-04-10,1085.7983013416908
2015-04-13,1099.075558900222
2015-04-14,1087.8554437949053
2015-04-15,1115.03487123957
2015-04-16,1138.6574773108673
2015-04-17,1130.7444575354148
2015-04-20,1129.2200249424384
2015-04-21,1140.7785085654016
2015-04-22,1147.8017676103038
2015-04-23,1116.836689454171
2015-04-24,1110.2582947070293
2015-04-27,1120.9030026258904
2015-04-28,1113.315271420137
2015-04-29,1095.468617431726
2015-04-30,1083.1637339649415
2015-05-01,1081.4979016942787
2015-05-04,1052.9152084095715
2015-05-05,1054.8609375508738
2015-05-06,1036.3933595392925
2015-05-07,1044.636056832231
2015-05-08,1048.640099301704
2015-05-11,1060.8344118183475
2015-05-12,1052.4951730421592
2015-05-13,1049.4779137541304
2015-05-14,1048.119844447647
2015-05-15,1042.531582013305
2015-05-18,1053.9008897534484
2015-05-19,1085.3804139929546
2015-05-20,1080.091392772054
2015-05-21,1082.3884658076402
2015-05-22,1092.0110058039345
2015-05-25,1080.132468598379
2015-05-26,1090.249495758526
2015-05-27,1074.131867563448
2015-05-28,1049.075068901005
2015-05-29,1044.7691102107556
2015-06-01,1059.704868113005
2015-06-02,1049.1157130378704
2015-06-03,1036.6169840096034
2015-06-04,1034.7360720012034
2015-06-05,1050.8169832074345
2015-06-08,1042.564932464946
2015-06-09,1047.1880359681606
2015-06-10,1045.8936716285982
2015-06-11,1038.104321007589
2015-06-12,1034.9580011112228
2015-06-15,1039.208747888794
2015-06-16,1034.2744387627208
2015-06-17,1038.2032265755095
2015-06-18,1021.814423023669
2015-06-19,1028.5448270604224
2015-06-22,1040.9406627094768
2015-06-23,1065.081234873907
2015-06-24,1072.4963290242679
2015-06-25,1059.7406196180757
2015-06-26,1064.643641938539
2015-06-29,1041.291941287302
2015-06-30,1059.3997230216964
2015-07-01,1056.388807183258
2015-07-02,1062.0739955494
2015-07-03,1062.3843933404985
2015-07-06,1057.7675331331307
2015-07-07,1066.25595355276
2015-07-08,1039.226591601068
2015-07-09,1048.4003587468796
2015-07-10,1036.4366027511555
2015-07-13,1062.3120100973435
2015-07-14,1070.1554008205783
2015-07-15,1085.761460803475
2015-07-16,1091.0094528181296
2015-07-17,1096.0355248355343
2015-07-20,1104.0306460325214
2015-07-21,1102.5169469229068
2015-07-22,1126.7721479214968
2015-07-23,1115.3384964833856
