Date,QATAR IMI VALUE
2014-06-02,996.5488990397812
2014-06-03,968.8219424336404
2014-06-04,957.534161545798
2014-06-05,970.8744146181133
2014-06-06,969.1393845234732
2014-06-09,955.4892884718505
2014-06-10,968.1000917052578
2014-06-11,956.8414918003226
2014-06-12,953.788312918204
2014-06-13,955.3967410899651
2014-06-16,925.7011267553162
2014-06-17,913.1244266806326
2014-06-18,908.455032072749
2014-06-19,894.9436546152635
2014-06-20,898.6683289540182
2014-06-23,907.9319040228319
2014-06-24,895.748801389303
2014-06-25,872.7076459801375
2014-06-26,859.7237186697826
2014-06-27,856.5093269940994
2014-06-30,825.9931743010869
2014-07-01,867.714576458461
2014-07-02,888.6472447693936
2014-07-03,886.6429443468185
2014-07-04,888.0253294099182
2014-07-07,895.7004341475621
2014-07-08,904.0882544412347
2014-07-09,920.4580487635554
2014-07-10,933.8775645973935
2014-07-11,934.0149096322633
2014-07-14,929.2429452900835
2014-07-15,946.656364696994
2014-07-16,953.5063868222666
2014-07-17,966.5482182367818
2014-07-18,967.1563576834683
2014-07-21,940.8568469862709
2014-07-22,954.105627572771
2014-07-23,947.4432421522853
2014-07-24,928.7905192503753
2014-07-25,931.2796474192888
2014-07-28,927.6981367724953
2014-07-29,929.7079077603371
2014-07-30,931.9664200750368
2014-07-31,931.8619395346695
2014-08-01,928.4617433147577
2014-08-04,930.5414511848493
2014-08-05,952.1722103680381
2014-08-06,952.3481005679888
2014-08-07,946.9188054657153
2014-08-08,942.4716859499422
2014-08-11,951.3554272337707
2014-08-12,962.9530388585223
2014-08-13,970.9136384123857
2014-08-14,970.070206794575
2014-08-15,969.862357860524
2014-08-18,973.6010709583398
2014-08-19,977.2889888822687
2014-08-20,978.5936085304987
2014-08-21,987.525723097395
2014-08-22,991.4505935362849
2014-08-25,997.7774602485721
2014-08-26,1003.8835626783608
2014-08-27,1007.23450603731
2014-08-28,963.055731963104
2014-08-29,963.3513142898818
2014-09-01,982.8532816051812
2014-09-02,985.2357829357285
2014-09-03,995.8072358778549
2014-09-04,1016.0669697071075
2014-09-05,1016.6942441414677
2014-09-08,1018.7961367354466
2014-09-09,1020.3053947842409
2014-09-10,1021.9254247006505
2014-09-11,1023.4493587929086
2014-09-12,1023.6866712118589
2014-09-15,1031.1008214012902
2014-09-16,1033.9941573474348
2014-09-17,1034.6972923763046
2014-09-18,1053.0123761150965
2014-09-19,1059.6959560888808
2014-09-22,1045.4215329931687
2014-09-23,1027.5935370907616
2014-09-24,1031.2137522732753
2014-09-25,1032.3864296995812
2014-09-26,1036.5741975894305
2014-09-29,1030.990252699351
2014-09-30,1021.8398055215112
2014-10-01,1031.516694134934
2014-10-02,1033.4005055714092
2014-10-03,1045.1147953015395
2014-10-06,1040.3336591149027
2014-10-07,1035.3626339805032
2014-10-08,1030.6699802577364
2014-10-09,1028.5620219893626
2014-10-10,1035.6228600120853
2014-10-13,1009.4645879817482
2014-10-14,1011.6028478687876
2014-10-15,985.6907571286214
2014-10-16,962.4247733644144
2014-10-17,963.3914964142605
2014-10-20,974.1209195193093
2014-10-21,984.0239001939138
2014-10-22,1002.3650643536888
2014-10-23,1016.634954199324
2014-10-24,1015.0857220836821
2014-10-27,1008.7364440881532
2014-10-28,1004.3387322134364
2014-10-29,1018.416655656289
2014-10-30,1004.1237506503252
2014-10-31,1011.4954010328021
2014-11-03,1031.1138931205032
2014-11-04,1023.4205553571497
2014-11-05,1013.2714809641433
2014-11-06,1020.4802171582197
2014-11-07,1022.3298067253262
2014-11-10,1037.9901985889294
2014-11-11,1039.6409796296407
2014-11-12,1033.3865165974842
2014-11-13,1032.1664048833845
2014-11-14,1031.724528092015
2014-11-17,1038.6740848983522
2014-11-18,1037.611534205187
2014-11-19,1043.2694426078488
2014-11-20,1038.4514762587444
2014-11-21,1049.1179197633758
2014-11-24,1044.4615514587465
2014-11-25,1010.9070599890637
2014-11-26,1016.5530508370601
2014-11-27,1014.8186826602645
2014-11-28,1016.0118323763999
2014-12-01,987.1367104377058
2014-12-02,989.0791918268839
2014-12-03,990.6473143890521
2014-12-04,991.7127612449664
2014-12-05,1002.948218216533
2014-12-08,999.8069585843364
2014-12-09,969.7028586941269
2014-12-10,979.4085848430075
2014-12-11,935.1661707016882
2014-12-12,929.200377845743
2014-12-15,912.7298987403294
2014-12-16,861.7125772127179
2014-12-17,868.5475893742644
2014-12-18,876.6817131397306
2014-12-19,877.8255062991251
2014-12-22,971.9587292354647
2014-12-23,971.9160230789774
2014-12-24,981.0417223107476
2014-12-25,985.6716809812242
2014-12-26,987.21046426364
2014-12-29,990.7047807975077
2014-12-30,977.4737127823582
2014-12-31,976.780046595901
2015-01-01,976.780046595901
2015-01-02,982.4230153399781
2015-01-05,975.1894714422652
2015-01-06,970.743141012696
2015-01-07,982.5806517631797
2015-01-08,1017.840008719063
2015-01-09,1014.2277496150706
2015-01-12,942.5642947730101
2015-01-13,950.211216692361
2015-01-14,944.9430379630264
2015-01-15,958.9768129200236
2015-01-16,966.5498464172224
2015-01-19,956.8778167515031
2015-01-20,964.589508771518
2015-01-21,972.1912522675501
2015-01-22,973.7684546492493
2015-01-23,988.1427465326539
2015-01-26,994.7380808159612
2015-01-27,988.8631803583326
2015-01-28,995.447520731951
2015-01-29,991.791994354703
2015-01-30,996.3709712032622
2015-02-02,1010.359454467889
2015-02-03,1010.1277275988592
2015-02-04,1010.2075371461543
2015-02-05,1021.204147575362
2015-02-06,1028.945657266532
2015-02-09,1030.6463888650226
2015-02-10,1031.6647230150886
2015-02-11,1025.461349419603
2015-02-12,1019.2982508205693
2015-02-13,1016.6164751113283
2015-02-16,1012.5634805413
2015-02-17,1010.4942309681098
2015-02-18,1013.8531103089762
2015-02-19,1010.9810004069142
2015-02-20,1012.9374222751425
2015-02-23,1020.0678930509257
2015-02-24,1017.3603933781333
2015-02-25,1017.2690494128972
2015-02-26,1035.06511288478
2015-02-27,1034.7030215308878
2015-03-02,1049.6552464665
2015-03-03,1034.2008391370794
2015-03-04,1038.2051908801486
2015-03-05,1043.1984374868484
2015-03-06,1059.3340851872385
2015-03-09,1063.6801066926266
2015-03-10,1079.4107684690268
2015-03-11,1078.585497472611
2015-03-12,1066.880324895462
2015-03-13,1076.5133269260728
2015-03-16,1043.2124024981304
2015-03-17,1034.2136679927507
2015-03-18,1004.3624716906097
2015-03-19,1018.0041162551679
2015-03-20,1001.8775051217542
2015-03-23,979.6638163777194
2015-03-24,994.5810014935009
2015-03-25,972.6234954778587
2015-03-26,978.5454041033355
2015-03-27,981.0343470044054
2015-03-30,999.2712933966804
2015-03-31,1019.7519659834106
2015-04-01,1006.729288336041
2015-04-02,1011.2524107215357
2015-04-03,1011.2524107215357
2015-04-06,998.8246788174818
2015-04-07,1026.9823093733555
2015-04-08,1041.7684981036155
2015-04-09,1052.9361854295046
2015-04-10,1058.0391086450147
2015-04-13,1047.600991487372
2015-04-14,1035.9299476742578
2015-04-15,1055.5123547105622
2015-04-16,1060.1028288360135
2015-04-17,1052.7091221062062
2015-04-20,1043.347851917928
2015-04-21,1050.3478939883778
2015-04-22,1054.745434167399
2015-04-23,1049.8992007611612
2015-04-24,1043.758088098804
2015-04-27,1055.2101172441085
2015-04-28,1045.100853009561
2015-04-29,1034.8477226933153
2015-04-30,1021.0226603026297
2015-05-01,1019.4479944646176
2015-05-04,1028.4461424748024
2015-05-05,1035.7784691815202
2015-05-06,1035.6276022498084
2015-05-07,1035.7976416696224
2015-05-08,1039.7678068959713
2015-05-11,1039.347591705989
2015-05-12,1027.7192009751493
2015-05-13,1018.1085681301863
2015-05-14,1009.2483625116929
2015-05-15,1003.8673512265593
2015-05-18,1006.0014900111654
2015-05-19,1021.5355805633836
2015-05-20,1027.6266109648886
2015-05-21,1028.4169794000024
2015-05-22,1037.5597075699307
2015-05-25,1031.3644876179308
2015-05-26,1040.9551539837873
2015-05-27,1033.447672704186
2015-05-28,1006.9511396325233
2015-05-29,1002.886960362454
2015-06-01,1041.1366504435161
2015-06-02,1023.7405107384856
2015-06-03,1013.2074443661251
2015-06-04,1002.3386107999452
2015-06-05,1017.8462526718467
2015-06-08,986.0823286162804
2015-06-09,986.5317589720463
2015-06-10,969.7122265486545
2015-06-11,980.592585934558
2015-06-12,977.593603289056
2015-06-15,979.3464313119609
2015-06-16,977.9751384839224
2015-06-17,981.2751551219962
2015-06-18,967.2174187184488
2015-06-19,973.7759076896851
2015-06-22,974.3292075568407
2015-06-23,994.0555708311593
2015-06-24,1000.213532612668
2015-06-25,995.6546777543451
2015-06-26,1000.3569951496821
2015-06-29,996.1874594686178
2015-06-30,1020.1095176884315
2015-07-01,1007.8692940258463
2015-07-02,1015.3222611741339
2015-07-03,1015.6462868271805
2015-07-06,1003.1144077591429
2015-07-07,1011.4129991814058
2015-07-08,984.3309384850884
2015-07-09,995.4601857194657
2015-07-10,984.046503313147
2015-07-13,995.8439016531752
2015-07-14,999.6572378232229
2015-07-15,1006.9435494038652
2015-07-16,1013.3206869694819
2015-07-17,1017.988861691781
2015-07-20,1017.0517890524919
2015-07-21,1010.554152531846
2015-07-22,1002.0310967758518
2015-07-23,998.0270210322849
2015-07-24,999.2239391523474
2015-07-27,987.6227382127147
2015-07-28,988.2368283305
2015-07-29,990.834985213923
2015-07-30,1000.0095670035433
2015-07-31,988.7997942222041
2015-08-03,995.4632292915434
2015-08-04,1003.3749245039219
2015-08-05,1010.2380438789922
2015-08-06,1004.6209107138235
2015-08-07,1002.29740148062
2015-08-10,990.5998756832936
2015-08-11,988.0407004287492
2015-08-12,978.5432198216347
2015-08-13,988.8700796429463
2015-08-14,990.3113708731222
2015-08-17,976.3418183488625
2015-08-18,973.2702150732035
2015-08-19,969.2844713496542
2015-08-20,935.8828088120193
2015-08-21,926.3287638749691
2015-08-24,844.0426568509977
2015-08-25,879.3570461715249
2015-08-26,882.508138525718
2015-08-27,925.0808836128484
2015-08-28,924.6116453842669
2015-08-31,947.9344592865125
2015-09-01,932.7146119287701
2015-09-02,936.0651385139731
2015-09-03,941.6737972789742
2015-09-04,940.1287401696563
2015-09-07,937.4733295943373
2015-09-08,939.6063336534686
2015-09-09,957.4193493973978
2015-09-10,972.8922873909029
2015-09-11,967.332656617738
2015-09-14,940.0284748587424
2015-09-15,938.2579189325936
2015-09-16,941.2021521151157
2015-09-17,928.6281295426485
2015-09-18,923.7152846170841
2015-09-21,941.4041267691084
2015-09-22,942.4775911017423
2015-09-23,941.3629223625458
2015-09-24,929.6515053481476
2015-09-25,939.2841614095089
2015-09-28,936.029778269222
2015-09-29,920.3319875934994
2015-09-30,941.7033369167292
2015-10-01,931.9534167371032
2015-10-02,926.0437303110733
2015-10-05,937.2505969325564
2015-10-06,940.9152587826827
2015-10-07,952.3323588496962
2015-10-08,943.2547101440147
2015-10-09,936.883798823215
2015-10-12,943.0782626619156
2015-10-13,940.8335300310338
2015-10-14,930.6010911402211
2015-10-15,937.1230982480388
2015-10-16,937.8540860155681
2015-10-19,942.9614398674771
2015-10-20,936.9980553367019
2015-10-21,929.4248994138646
2015-10-22,938.9384669552938
2015-10-23,949.9103988667717
2015-10-26,956.0010740400513
2015-10-27,952.5690343494975
2015-10-28,945.4692662024016
2015-10-29,954.0514617127857
