Date,CZECH REPUBLIC IMI VALUE
1998-12-31,189.92068317576036
1999-01-01,189.92068317576036
1999-01-04,191.359939351086
1999-01-05,192.94149481037647
1999-01-06,199.13372477903286
1999-01-07,197.18920750840448
1999-01-08,197.5993503392486
1999-01-11,194.80769238190655
1999-01-12,193.46759621356125
1999-01-13,182.21831354900286
1999-01-14,184.84994539921917
1999-01-15,181.85910131554738
1999-01-18,184.77279331160625
1999-01-19,185.49369942005802
1999-01-20,186.14517261044926
1999-01-21,184.16579361949582
1999-01-22,182.06037041925399
1999-01-25,182.36561912297395
1999-01-26,180.28813840762678
1999-01-27,179.55916441720004
1999-01-28,178.59234584918988
1999-01-29,177.64161609625862
1999-02-01,175.06465917480293
1999-02-02,172.13692365619056
1999-02-03,171.49317516710013
1999-02-04,172.54640122607304
1999-02-05,169.93221534534672
1999-02-08,165.4232333074385
1999-02-09,160.2764872664911
1999-02-10,161.61395487562268
1999-02-11,163.73469796334135
1999-02-12,164.0457530785367
1999-02-15,163.53178290339872
1999-02-16,164.71338325972323
1999-02-17,164.0631766782383
1999-02-18,162.2673433645938
1999-02-19,160.9203703620409
1999-02-22,160.58178892685228
1999-02-23,153.03372027360075
1999-02-24,151.03482009651603
1999-02-25,152.30818640433566
1999-02-26,150.22136265585556
1999-03-01,150.177690349773
1999-03-02,151.28281756052934
1999-03-03,153.61773152483093
1999-03-04,154.429007907158
1999-03-05,155.44836677404876
1999-03-08,153.8010614186454
1999-03-09,154.0274139001232
1999-03-10,155.86812223117334
1999-03-11,161.48590874373483
1999-03-12,161.56641411564644
1999-03-15,161.1610947278113
1999-03-16,165.44540923889508
1999-03-17,166.5633851098855
1999-03-18,163.82279240059705
1999-03-19,167.2071761729413
1999-03-22,166.26511742218088
1999-03-23,162.78314487187177
1999-03-24,158.42618761125092
1999-03-25,162.08732643936918
1999-03-26,160.19236170879668
1999-03-29,160.46672953354877
1999-03-30,164.9982057840532
1999-03-31,167.15022533051072
1999-04-01,168.51222320390065
1999-04-02,170.18881539425107
1999-04-05,172.22613655626705
1999-04-06,174.7500536839396
1999-04-07,176.10698572618492
1999-04-08,178.24773380784643
1999-04-09,176.36025468182936
1999-04-12,172.7005413227626
1999-04-13,172.794423931022
1999-04-14,174.18610501724365
1999-04-15,174.40960285396238
1999-04-16,172.25973037229576
1999-04-19,175.34134022454973
1999-04-20,174.19304917321364
1999-04-21,174.43313964088847
1999-04-22,174.84449921671455
1999-04-23,174.91480713009997
1999-04-26,176.2970043380174
1999-04-27,178.1026763111479
1999-04-28,177.99761582909755
1999-04-29,177.6460072251286
1999-04-30,178.91088433524254
1999-05-03,181.7039378554852
1999-05-04,183.3771323759939
1999-05-05,183.95835522481926
1999-05-06,187.69001579755658
1999-05-07,188.4133267046288
1999-05-10,191.79546002594347
1999-05-11,204.4524425253079
1999-05-12,199.89739312354453
1999-05-13,202.24113873298958
1999-05-14,203.06009838085023
1999-05-17,200.62881376717695
1999-05-18,203.6476798786769
1999-05-19,212.47028110483902
1999-05-20,214.04194408332737
1999-05-21,220.41512364161167
1999-05-24,227.172404830042
1999-05-25,229.75482622670222
1999-05-26,224.68039932551065
1999-05-27,217.7014029884972
1999-05-28,221.2730460944237
1999-05-31,226.02995693522564
1999-06-01,227.03942276533607
1999-06-02,224.5400628874625
1999-06-03,225.52605815781274
1999-06-04,224.97806935873703
