Date,HUNGARY IMI VALUE
1998-12-31,251.22436401814772
1999-01-01,251.22436401814772
1999-01-04,252.7983371959107
1999-01-05,253.3152657878144
1999-01-06,253.6803018740093
1999-01-07,276.28325830405936
1999-01-08,282.3536280420694
1999-01-11,277.906013012363
1999-01-12,276.9093780231163
1999-01-13,244.3874802060934
1999-01-14,246.806880997364
1999-01-15,234.40862927779554
1999-01-18,258.1949669911277
1999-01-19,259.89285010013253
1999-01-20,269.81743014169103
1999-01-21,262.8741382236916
1999-01-22,254.0483572104591
1999-01-25,264.27645346679816
1999-01-26,260.7831644565614
1999-01-27,263.228005364133
1999-01-28,265.26339251335276
1999-01-29,268.79038671658066
1999-02-01,271.4504318066451
1999-02-02,268.57645613895914
1999-02-03,267.8123545087307
1999-02-04,272.6071625639345
1999-02-05,267.6810665640847
1999-02-08,264.7053495437414
1999-02-09,258.3367315653182
1999-02-10,258.6750726267014
1999-02-11,263.6891975708255
1999-02-12,265.34471345769083
1999-02-15,262.232480971526
1999-02-16,264.0621544884599
1999-02-17,253.7604880076954
1999-02-18,248.80623666317373
1999-02-19,241.07441695219381
1999-02-22,232.01558523247283
1999-02-23,224.81587679002592
1999-02-24,233.64958733107332
1999-02-25,230.46311811038257
1999-02-26,233.05161042012
1999-03-01,232.98454731937545
1999-03-02,228.65435113400272
1999-03-03,222.1570242744775
1999-03-04,215.25284951772716
1999-03-05,219.62318643724967
1999-03-08,239.91504010055766
1999-03-09,247.00967246312584
1999-03-10,243.77822054900858
1999-03-11,243.2152253635974
1999-03-12,241.54017149718476
1999-03-15,241.4092499480175
1999-03-16,239.3054849456254
1999-03-17,234.95114777840703
1999-03-18,226.32442261280497
1999-03-19,229.84402936783164
1999-03-22,225.67956328144757
1999-03-23,218.96582224950293
1999-03-24,215.0603940227976
1999-03-25,222.57528989130302
1999-03-26,219.00327729231773
1999-03-29,215.67528827203938
1999-03-30,215.16024464185506
1999-03-31,222.85977988354585
1999-04-01,223.28270315428853
1999-04-02,226.77912601436915
1999-04-05,227.42973788213558
1999-04-06,229.31622793052725
1999-04-07,229.97944962898293
1999-04-08,235.63287943488163
1999-04-09,239.58104789822661
1999-04-12,231.7016035125575
1999-04-13,229.58222635165544
1999-04-14,230.88098969411902
1999-04-15,230.2038051131527
1999-04-16,235.44432538684373
1999-04-19,237.67520496080053
1999-04-20,239.7029736947724
1999-04-21,244.5672791783905
1999-04-22,245.9891788190489
1999-04-23,246.28499691187812
1999-04-26,246.9237129756605
1999-04-27,248.86996503455674
1999-04-28,245.2945442173281
1999-04-29,242.40278207009624
1999-04-30,244.39756560494158
1999-05-03,249.2557533482105
1999-05-04,257.06657768404216
1999-05-05,258.2134829441915
1999-05-06,270.00028310206665
1999-05-07,265.4418841529242
1999-05-10,263.7487257753812
1999-05-11,265.38466995080057
1999-05-12,265.2635651443327
1999-05-13,261.93760197549756
1999-05-14,261.90473388572974
1999-05-17,259.452874903037
1999-05-18,265.83054018186544
1999-05-19,267.67488588445383
1999-05-20,264.0313248480267
1999-05-21,266.0517312021497
1999-05-24,265.8021778918389
1999-05-25,257.57508268325023
1999-05-26,262.705596724485
1999-05-27,260.0024363431051
1999-05-28,256.3353240442649
1999-05-31,264.7385701481722
1999-06-01,262.27881565721265
1999-06-02,258.7646127795036
1999-06-03,264.4725509980936
1999-06-04,263.93227345370667
1999-06-07,257.79954207575133
1999-06-08,259.2094844415164
1999-06-09,258.9704503907046
1999-06-10,261.09220869605144
1999-06-11,264.2221807780008
1999-06-14,265.32476856657684
1999-06-15,267.8471633171856
1999-06-16,271.06271763219826
1999-06-17,268.46263139966436
1999-06-18,267.64539495703383
1999-06-21,268.52348655040515
1999-06-22,263.6002626654814
1999-06-23,261.01088283157384
1999-06-24,263.4693362207809
1999-06-25,264.8507991487247
1999-06-28,265.6314070821524
1999-06-29,262.02367412736885
1999-06-30,265.1132057188633
1999-07-01,269.4089437349154
1999-07-02,274.34072825795226
1999-07-05,280.4486349978027
1999-07-06,290.2256699518897
1999-07-07,289.04023667372195
1999-07-08,293.7207410333121
1999-07-09,301.0352440361755
1999-07-12,302.52171553210354
1999-07-13,294.1771930210154
1999-07-14,294.9518142881082
1999-07-15,295.75427825847305
1999-07-16,295.03360144967354
1999-07-19,294.43789088254726
1999-07-20,286.96182306054425
1999-07-21,288.38263330876975
1999-07-22,288.1771266509647
1999-07-23,288.8758838282225
1999-07-26,283.13469760627873
1999-07-27,286.4001890509435
1999-07-28,289.27197548583877
1999-07-29,283.9671532451309
1999-07-30,288.02431874216063
1999-08-02,286.8525769293385
1999-08-03,286.4221312986211
1999-08-04,285.31431207662683
1999-08-05,281.8465167157267
1999-08-06,281.2031320844166
1999-08-09,283.6815035237578
1999-08-10,279.0837041159294
1999-08-11,279.0222369198239
1999-08-12,282.71885295524453
1999-08-13,285.02041903322754
1999-08-16,281.40241082301736
1999-08-17,282.0906246279342
1999-08-18,279.3914549013886
1999-08-19,279.75240235598255
1999-08-20,279.5472692829054
1999-08-23,289.49806401784866
1999-08-24,287.67103220371416
1999-08-25,289.75558891458604
1999-08-26,289.50996874466915
1999-08-27,289.5498996771343
1999-08-30,290.06716995397994
1999-08-31,289.42888861893454
1999-09-01,289.0295383273905
1999-09-02,280.28054381654454
1999-09-03,285.827732643168
1999-09-06,290.1505294903286
1999-09-07,287.26789464111715
1999-09-08,285.8828162565092
1999-09-09,287.24252473541725
1999-09-10,288.4412631342957
1999-09-13,284.72540370622
1999-09-14,279.52563251349864
1999-09-15,274.88900679504854
1999-09-16,266.46025363894375
1999-09-17,272.29694454464624
1999-09-20,270.6652633047544
1999-09-21,267.69797284232993
1999-09-22,261.9062731983411
1999-09-23,261.6327053489814
1999-09-24,258.9824129683651
1999-09-27,261.07285229167064
1999-09-28,257.38019029719686
1999-09-29,256.92595270262507
1999-09-30,252.22311989185138
1999-10-01,246.680857813985
1999-10-04,252.93885078191002
1999-10-05,252.21669575823375
1999-10-06,248.68341780399484
1999-10-07,250.85176437234404
1999-10-08,255.77863343738022
1999-10-11,257.54707890272465
1999-10-12,253.99914273130713
1999-10-13,247.23060458782626
1999-10-14,243.87458580695082
1999-10-15,235.1719793620583
1999-10-18,231.13756034898944
1999-10-19,240.96505686003508
1999-10-20,245.84422475744995
1999-10-21,238.92154364058575
1999-10-22,247.76591235486688
1999-10-25,248.6717694646301
1999-10-26,249.72138657239398
1999-10-27,246.12638336149928
1999-10-28,249.07454173020855
1999-10-29,258.56125341201925
1999-11-01,257.1582561289696
1999-11-02,261.08908534482833
1999-11-03,267.52505147001295
1999-11-04,267.16883190348074
1999-11-05,269.29276864295383
1999-11-08,265.45625995413894
1999-11-09,264.99318332688955
1999-11-10,263.989972825409
1999-11-11,265.99490234576007
1999-11-12,263.64539731893285
1999-11-15,267.9798394714603
1999-11-16,272.2369371508488
1999-11-17,274.7375251309295
1999-11-18,279.56466795959636
1999-11-19,277.8379592093197
1999-11-22,276.19752995732847
1999-11-23,272.9639672691103
1999-11-24,273.45037626840644
1999-11-25,273.76270549927693
1999-11-26,275.3494963068521
1999-11-29,275.0108667283582
1999-11-30,273.4981537191582
1999-12-01,274.7452510585224
1999-12-02,280.5716218163904
1999-12-03,296.9722652198473
1999-12-06,292.1060796900605
1999-12-07,288.6631917868201
1999-12-08,291.1796104969661
