Date,CHINA IMI VALUE
1998-12-31,274.77160371849675
1999-01-01,274.77160371849675
1999-01-04,271.00550358658074
1999-01-05,267.2761331444781
1999-01-06,275.1095932973844
1999-01-07,281.6635958888738
1999-01-08,280.7744834582594
1999-01-11,279.2730246710897
1999-01-12,265.9846012026793
1999-01-13,240.3319713125627
1999-01-14,232.3359715249963
1999-01-15,235.94649035608492
1999-01-18,239.92733845304573
1999-01-19,233.82580477347906
1999-01-20,226.7727016367913
1999-01-21,220.41983440521452
1999-01-22,209.9143036853307
1999-01-25,209.44866283116448
1999-01-26,214.03091872264508
1999-01-27,227.29778412497484
1999-01-28,226.03589075036624
1999-01-29,227.74666748153035
1999-02-01,227.6615008934943
1999-02-02,219.91549960151374
1999-02-03,219.24329995029817
1999-02-04,223.50829744940316
1999-02-05,223.51373362597135
1999-02-08,224.17427851558165
1999-02-09,227.83533281181747
1999-02-10,223.191550481832
1999-02-11,223.30287829600422
1999-02-12,225.57805786126002
1999-02-15,227.06661769229336
1999-02-16,228.22278482012544
1999-02-17,226.74604333450728
1999-02-18,225.89591687147902
1999-02-19,224.6186786697895
1999-02-22,222.13381478446024
1999-02-23,221.37133616545137
1999-02-24,224.81019978051552
1999-02-25,220.4751593373735
1999-02-26,226.16294964939587
1999-03-01,233.82314231926156
1999-03-02,230.8181025905314
1999-03-03,238.77340827072786
1999-03-04,238.58043729860316
1999-03-05,237.74445665444526
1999-03-08,238.02074234670442
1999-03-09,237.59718353807304
1999-03-10,233.11523796139429
1999-03-11,238.300956061403
1999-03-12,237.22040601563077
1999-03-15,236.13242916402103
1999-03-16,234.68601471135858
1999-03-17,241.89479035099893
1999-03-18,257.36648483582815
1999-03-19,267.2548966741913
1999-03-22,280.17596858701864
1999-03-23,287.6935779412109
1999-03-24,286.14414620963487
1999-03-25,282.28249133771874
1999-03-26,282.5772566840189
1999-03-29,278.5031782115763
1999-03-30,272.87887616851003
1999-03-31,271.46468382578126
1999-04-01,275.3890886247994
1999-04-02,276.943395081915
1999-04-05,278.8364979026029
1999-04-06,277.6095147992138
1999-04-07,284.77708099193603
1999-04-08,296.95064304557513
1999-04-09,313.7738134304374
1999-04-12,316.4450926252952
1999-04-13,314.72740714474054
1999-04-14,307.69527950803024
1999-04-15,308.34359723155876
1999-04-16,319.00176456091657
1999-04-19,334.498429645998
1999-04-20,343.33077926824234
1999-04-21,345.82712309311023
1999-04-22,353.951242626002
1999-04-23,344.66579730279227
1999-04-26,350.8824414939704
1999-04-27,353.96642235672965
1999-04-28,346.93239655386094
1999-04-29,351.04364725964666
1999-04-30,355.21983193297336
1999-05-03,358.7789864359241
1999-05-04,359.81171331728575
1999-05-05,357.56107494597603
1999-05-06,369.6560063925678
1999-05-07,375.5808417773308
1999-05-10,366.15507079401556
1999-05-11,367.2496156373328
1999-05-12,368.28006625813526
1999-05-13,372.62444952424244
1999-05-14,374.7773131983075
1999-05-17,366.3716768447192
1999-05-18,366.56897684373337
1999-05-19,369.1989993884787
1999-05-20,362.09638576111706
1999-05-21,358.2624360198427
1999-05-24,359.1985113716395
1999-05-25,357.16775816373155
1999-05-26,359.3723772979222
1999-05-27,350.77556477778256
1999-05-28,339.00650900093177
1999-05-31,347.993679707286
1999-06-01,354.8192271102367
1999-06-02,359.64181148407675
1999-06-03,357.53828029311956
1999-06-04,357.9341868858077
1999-06-07,360.3538612537081
1999-06-08,354.90286118305465
1999-06-09,355.7863286352984
1999-06-10,369.4388561682282
1999-06-11,394.7449446348013
1999-06-14,404.06738511950687
1999-06-15,396.6079840680644
1999-06-16,400.6383348566611
1999-06-17,409.3510899875709
1999-06-18,404.01543945450584
1999-06-21,421.2936790651965
1999-06-22,439.36690497285844
1999-06-23,466.12232045046244
1999-06-24,461.47676126245346
1999-06-25,441.4218936668197
1999-06-28,456.8288607327369
1999-06-29,474.7378988603236
1999-06-30,493.0541325090489
1999-07-01,496.431151931725
1999-07-02,502.3234096704441
1999-07-05,505.57260626318214
1999-07-06,499.11132933409465
1999-07-07,479.09454680845346
1999-07-08,482.5595049473269
1999-07-09,487.2441152227971
1999-07-12,498.6438288447986
1999-07-13,490.1712792451585
1999-07-14,476.1610455499825
1999-07-15,475.64877329813163
1999-07-16,469.3538480768906
1999-07-19,453.1147307155654
1999-07-20,444.4178701137636
1999-07-21,440.1921114425989
1999-07-22,430.79522490656825
1999-07-23,421.0794244658801
1999-07-26,391.6711536825018
1999-07-27,393.7031481546898
1999-07-28,403.60101735472705
1999-07-29,401.1065608026933
1999-07-30,404.0829107314682
1999-08-02,414.423838392528
1999-08-03,414.61082692199926
1999-08-04,404.0141405256158
1999-08-05,395.82199112756877
1999-08-06,385.65428024255124
1999-08-09,371.3057118404483
1999-08-10,349.7955107777406
1999-08-11,336.86702520430305
1999-08-12,354.6585779862928
1999-08-13,357.65720808146654
1999-08-16,361.3522021343392
1999-08-17,370.26133217851725
1999-08-18,376.32662677067333
1999-08-19,387.6993672824161
1999-08-20,402.96566519694693
1999-08-23,409.5686573544126
1999-08-24,419.32139177124014
1999-08-25,420.95038333734277
1999-08-26,417.67153513380475
1999-08-27,407.3629634860201
1999-08-30,405.45099667791027
1999-08-31,405.7821452482934
1999-09-01,399.496055631521
1999-09-02,395.6856936207077
1999-09-03,397.69063085172365
1999-09-06,409.31048610575897
1999-09-07,407.56540343899815
1999-09-08,404.82290052624137
1999-09-09,414.23976981059553
1999-09-10,425.8343606858221
1999-09-13,426.84357223436916
1999-09-14,423.47404026181033
1999-09-15,413.7849696606202
1999-09-16,411.9810719039892
1999-09-17,410.8473201821139
1999-09-20,406.7065660382412
1999-09-21,403.0177495719311
1999-09-22,393.64214894874783
1999-09-23,396.8468002430196
1999-09-24,388.02842137004535
1999-09-27,379.65593383557484
1999-09-28,376.85504799564785
1999-09-29,376.2806398801414
1999-09-30,374.4774283867829
1999-10-01,374.78963914943563
1999-10-04,369.8442083235746
1999-10-05,367.43903761006266
1999-10-06,366.62267052471503
1999-10-07,368.49162189450203
1999-10-08,369.1782453033586
1999-10-11,363.5348379966285
1999-10-12,349.0408757861741
1999-10-13,334.6495299716248
1999-10-14,343.6872478017678
1999-10-15,334.5208202838944
1999-10-18,330.35108949299416
1999-10-19,325.04312544002016
1999-10-20,330.5221047079568
1999-10-21,333.9887721178456
1999-10-22,342.2639988359526
1999-10-25,344.6497818926759
1999-10-26,342.5452627225399
1999-10-27,348.40109060481126
1999-10-28,349.3506812501097
1999-10-29,355.5304685440706
1999-11-01,351.66511332978297
1999-11-02,348.7452382269983
1999-11-03,347.25848545220447
1999-11-04,357.74379996583167
1999-11-05,361.84952924517904
1999-11-08,359.1099971610402
1999-11-09,358.77529632392134
1999-11-10,366.81051886400707
1999-11-11,367.87103525852723
1999-11-12,366.4723317069472
1999-11-15,390.9393805705538
1999-11-16,389.09940309182105
1999-11-17,383.7161089894844
1999-11-18,378.32110564011856
1999-11-19,379.18393813563284
1999-11-22,369.83917247688476
1999-11-23,367.7186763089299
1999-11-24,352.5576917259751
1999-11-25,341.5499793733738
1999-11-26,346.4132496341161
1999-11-29,343.2960946284961
1999-11-30,352.91051404800106
1999-12-01,350.3025055199582
1999-12-02,354.3540423954079
1999-12-03,353.56252834479716
