Date,COLOMBIA IMI VALUE
1998-12-31,119.92642077354037
1999-01-01,119.92642077354037
1999-01-04,120.33418781303838
1999-01-05,121.71664128121462
1999-01-06,123.36680104884121
1999-01-07,122.95810149060149
1999-01-08,123.8129185247286
1999-01-11,124.01150869229473
1999-01-12,119.81186820040517
1999-01-13,114.44421880804732
1999-01-14,114.24780788482475
1999-01-15,114.95971134033077
1999-01-18,115.0588079844128
1999-01-19,110.4530954262271
1999-01-20,115.53823213218637
1999-01-21,114.13313287747118
1999-01-22,111.68626536641136
1999-01-25,108.33867901219693
1999-01-26,108.08195552422235
1999-01-27,111.4650649627121
1999-01-28,106.0558303744611
1999-01-29,98.4979826477096
1999-02-01,98.46275208282806
1999-02-02,97.02409157235343
1999-02-03,96.00143873498784
1999-02-04,96.08550738386039
1999-02-05,96.95153921410018
1999-02-08,96.85408825227155
1999-02-09,97.44585655711846
1999-02-10,100.37079310740491
1999-02-11,101.78420953716684
1999-02-12,105.24638556357107
1999-02-15,105.63998465530882
1999-02-16,105.52551973864044
1999-02-17,103.99599298448395
1999-02-18,105.30510397848124
1999-02-19,107.39870139050095
1999-02-22,108.09836424849111
1999-02-23,107.79941509584441
1999-02-24,104.62953618138752
1999-02-25,102.0687255930329
1999-02-26,103.98091547211529
1999-03-01,103.86791394990499
1999-03-02,103.59194126287683
1999-03-03,104.99210921675946
1999-03-04,107.23479648707502
1999-03-05,107.67582827677708
1999-03-08,107.50253514043337
1999-03-09,107.16057846800537
1999-03-10,106.1086719190389
1999-03-11,106.3606023628584
1999-03-12,104.81861812595808
1999-03-15,105.66427634301343
1999-03-16,106.8926685135148
1999-03-17,106.65813347046306
1999-03-18,107.40635842071588
1999-03-19,110.87497645201529
1999-03-22,111.0885006397811
1999-03-23,111.12992588771957
1999-03-24,110.81994747304081
1999-03-25,113.43196806863382
1999-03-26,114.41014941531559
1999-03-29,114.39697197633348
1999-03-30,113.50921609141479
1999-03-31,113.49295450229975
1999-04-01,113.33024435155421
1999-04-02,113.58238116401655
1999-04-05,114.35140315952172
1999-04-06,113.48314353365899
1999-04-07,112.81898986810386
1999-04-08,113.7603331523559
1999-04-09,116.1415886949386
1999-04-12,120.64350772770939
1999-04-13,124.27361518177578
1999-04-14,125.47462438529257
1999-04-15,125.70143458349828
1999-04-16,129.38481491679764
1999-04-19,134.9923876262109
1999-04-20,134.9578366030466
1999-04-21,134.9592033764655
1999-04-22,137.20472341876282
1999-04-23,140.97943195003643
1999-04-26,145.54983593867726
1999-04-27,146.62950103425635
1999-04-28,145.45023631558973
1999-04-29,149.8283226855505
1999-04-30,147.3379216691985
1999-05-03,149.20438371959466
1999-05-04,152.32452457453886
1999-05-05,150.90300160416768
1999-05-06,143.38768459693392
1999-05-07,147.06775198120846
1999-05-10,147.74057516954042
1999-05-11,149.54801123142346
1999-05-12,154.19624149011912
1999-05-13,156.52801529262544
1999-05-14,154.78807190565462
1999-05-17,155.62072649726971
1999-05-18,154.81419842848214
1999-05-19,151.10807336282105
1999-05-20,148.9728268172499
1999-05-21,145.89883505925152
1999-05-24,146.69861515402877
1999-05-25,141.59636953208658
1999-05-26,132.2398412967135
1999-05-27,139.1692358996186
1999-05-28,142.83442407893946
1999-05-31,142.02827387693736
1999-06-01,137.65269082844387
1999-06-02,138.19294138296786
1999-06-03,138.14287070878711
1999-06-04,136.41221312400953
1999-06-07,136.7513996251217
1999-06-08,131.87253213873765
1999-06-09,130.48041735092167
1999-06-10,125.42157511180761
1999-06-11,121.9322874677557
1999-06-14,122.76777584560561
1999-06-15,121.40277376492962
1999-06-16,119.33870641553918
1999-06-17,121.86335716092658
1999-06-18,124.29665759994012
1999-06-21,123.93733747661655
1999-06-22,122.07850024650635
1999-06-23,117.52572813929132
1999-06-24,115.0772095897524
1999-06-25,112.43565578217803
1999-06-28,115.72403186849976
1999-06-29,116.38087009337129
1999-06-30,115.15292470095264
1999-07-01,115.72524906253676
1999-07-02,116.79018863707101
1999-07-05,116.66461392664553
1999-07-06,113.26019216561792
1999-07-07,112.37820457585563
1999-07-08,107.84455590707762
1999-07-09,107.27672738146815
1999-07-12,103.52360806193289
1999-07-13,103.50320621468971
1999-07-14,105.03333177611914
1999-07-15,109.96386452736999
1999-07-16,114.64828692562513
1999-07-19,114.68028122306099
1999-07-20,112.08042086103966
1999-07-21,111.87987287451557
1999-07-22,110.59467846542724
1999-07-23,107.64772273731317
1999-07-26,105.10993460560438
1999-07-27,106.51285736566864
1999-07-28,105.6042812062732
1999-07-29,105.61438049417661
1999-07-30,103.9624461209622
1999-08-02,104.8515407198445
1999-08-03,102.2747689415192
1999-08-04,96.41025686938112
1999-08-05,96.02413096012732
1999-08-06,96.65054071950414
1999-08-09,96.28102089526875
1999-08-10,94.65019103422402
1999-08-11,95.46399791496998
1999-08-12,96.7875222016456
1999-08-13,99.71929710396671
1999-08-16,99.70986202996689
1999-08-17,102.10415958719862
1999-08-18,100.59363228922058
1999-08-19,98.19086245169835
1999-08-20,97.60354948910692
1999-08-23,98.46822760885624
1999-08-24,98.44109661599234
1999-08-25,98.84641205483524
1999-08-26,99.24814249684125
1999-08-27,95.76812083424205
1999-08-30,96.03826294609559
1999-08-31,95.80890883853573
1999-09-01,96.0918246476521
1999-09-02,95.29113398569062
1999-09-03,96.0889775617868
1999-09-06,96.0426856651596
1999-09-07,95.05440383382249
1999-09-08,94.99931266627449
1999-09-09,94.9789508480944
1999-09-10,95.39647320304624
1999-09-13,96.17317743722627
1999-09-14,96.21261957340803
1999-09-15,96.27393326277065
1999-09-16,95.52120653775896
1999-09-17,95.82446401142874
1999-09-20,95.82583153092277
1999-09-21,93.76342754699445
1999-09-22,93.32329258485981
1999-09-23,93.24871868029379
1999-09-24,92.4838346145521
1999-09-27,91.39126869233925
1999-09-28,92.47223140058081
1999-09-29,92.34918710566741
1999-09-30,92.59261696208338
1999-10-01,93.02723717764934
1999-10-04,92.32023320125357
1999-10-05,91.9787711272595
1999-10-06,91.7843293764795
1999-10-07,89.9795936941869
1999-10-08,90.72278121623968
1999-10-11,90.78569669727474
1999-10-12,90.63233558283707
1999-10-13,91.0187825130978
1999-10-14,91.02199101858133
1999-10-15,90.69302179227677
1999-10-18,90.81374823809216
1999-10-19,92.00094458516006
1999-10-20,92.39310284988106
1999-10-21,90.63815386271023
1999-10-22,90.64209613111946
1999-10-25,90.15726728139549
1999-10-26,90.15551109545619
1999-10-27,92.35518207105729
1999-10-28,94.24297077029495
1999-10-29,96.26666439340462
