Date,INDIA IMI VALUE
1998-12-31,153.93289746914343
1999-01-01,153.93289746914343
1999-01-04,156.7298342766266
1999-01-05,157.56292288647765
1999-01-06,159.47406074735767
1999-01-07,163.75566334606376
1999-01-08,170.76933498030738
1999-01-11,175.60717982655538
1999-01-12,171.4421222320815
1999-01-13,164.96304747243076
1999-01-14,161.55783861926417
1999-01-15,156.83118932185914
1999-01-18,159.05597145807434
1999-01-19,155.0102227253796
1999-01-20,155.49251545413927
1999-01-21,159.33805380219795
1999-01-22,157.73496179874982
1999-01-25,157.0687749555839
1999-01-26,156.91270367965276
1999-01-27,159.62552482776783
1999-01-28,156.8219295197066
1999-01-29,156.60564592321575
1999-02-01,154.5915098928951
1999-02-02,151.4353800604377
1999-02-03,152.98926034535643
1999-02-04,151.00397004384558
1999-02-05,148.56647821901703
1999-02-08,147.27492710511794
1999-02-09,146.28454367274188
1999-02-10,147.70405168956844
1999-02-11,150.33994532103299
1999-02-12,151.44088636566275
1999-02-15,150.8706309367652
1999-02-16,153.41503611017407
1999-02-17,153.28122215916648
1999-02-18,154.71654681711283
1999-02-19,156.58294604762057
1999-02-22,155.90516495382207
1999-02-23,156.01773171195538
1999-02-24,156.90172678048586
1999-02-25,155.2024097803561
1999-02-26,154.54683531375696
1999-03-01,159.31772983409687
1999-03-02,159.40520696784245
1999-03-03,162.46683151880933
1999-03-04,161.5435166261842
1999-03-05,162.9357233457079
1999-03-08,165.54011568381844
1999-03-09,166.51453951333352
1999-03-10,164.9512701084961
1999-03-11,162.05225226138037
1999-03-12,159.76583683068702
1999-03-15,161.59838315432995
1999-03-16,160.7951968237376
1999-03-17,157.91911456209593
1999-03-18,158.2281539252311
1999-03-19,162.3695592085362
1999-03-22,166.6766111572429
1999-03-23,168.3272743415955
1999-03-24,164.642063028485
1999-03-25,165.37649761637937
1999-03-26,161.15276030207073
1999-03-29,161.4083912552419
1999-03-30,163.02094421526982
1999-03-31,165.12447898905245
1999-04-01,163.8982140957831
1999-04-02,164.26285438670305
1999-04-05,157.67700669408342
1999-04-06,156.93670887611904
1999-04-07,156.06775268473393
1999-04-08,153.29365603930904
1999-04-09,149.12938632280657
1999-04-12,148.1985262493863
1999-04-13,147.46821892753155
1999-04-14,147.18858721094526
1999-04-15,143.8951747729968
1999-04-16,153.15149403761743
1999-04-19,149.6901740942343
1999-04-20,149.82882087175693
1999-04-21,152.54567134894253
1999-04-22,149.732840670811
1999-04-23,147.51408136870032
1999-04-26,140.48351995862225
1999-04-27,139.93542056353908
1999-04-28,143.04414893262376
1999-04-29,147.242498149594
1999-04-30,147.48007779355876
1999-05-03,152.20811615176447
1999-05-04,157.64811107056667
1999-05-05,160.62153413523208
1999-05-06,163.8189210699681
1999-05-07,168.31319293018743
1999-05-10,174.61512813191732
1999-05-11,182.33507282503402
1999-05-12,177.5924314106633
1999-05-13,185.53600690606123
1999-05-14,189.6187182442139
1999-05-17,192.51121913789265
1999-05-18,197.10056567685527
1999-05-19,202.59981395881474
1999-05-20,197.91571890658744
1999-05-21,191.13400664759112
1999-05-24,190.41492282807198
1999-05-25,192.5920434330946
1999-05-26,188.47239268974124
1999-05-27,183.38001336203212
1999-05-28,176.25414354753585
1999-05-31,187.3046994855
1999-06-01,182.91025052216074
1999-06-02,187.0249167780098
1999-06-03,190.5568426960986
1999-06-04,195.44050441203012
1999-06-07,197.4160650200882
1999-06-08,199.2592548903096
1999-06-09,198.7044623287392
1999-06-10,199.57459053669692
1999-06-11,194.4187961771104
1999-06-14,193.16141789772772
1999-06-15,189.68944908084612
1999-06-16,196.70735502392876
