Date,PACIFIC IMI GROWTH
1998-12-31,763.1546289648132
1999-01-01,763.1574677933406
1999-01-04,750.5276856387119
1999-01-05,746.1402289459666
1999-01-06,754.213809081078
1999-01-07,776.6081218872022
1999-01-08,776.4416631623889
1999-01-11,787.7196193698878
1999-01-12,773.1673422258981
1999-01-13,747.121480067123
1999-01-14,755.1714000816035
1999-01-15,760.8340478383815
1999-01-18,765.896212777075
1999-01-19,769.7462921212928
1999-01-20,782.9001551086499
1999-01-21,790.3300551277922
1999-01-22,778.6852531923281
1999-01-25,778.4376832840518
1999-01-26,783.435850429391
1999-01-27,787.8738898419914
1999-01-28,784.3020324968436
1999-01-29,800.5604777844844
1999-02-01,812.0269193930314
1999-02-02,818.6691724095595
1999-02-03,810.3963623205615
1999-02-04,812.9050302749213
1999-02-05,804.2218075976302
1999-02-08,804.2269307336995
1999-02-09,793.2338503757862
1999-02-10,786.5658984208732
1999-02-11,791.9737869595498
1999-02-12,799.2643764186599
1999-02-15,796.7699887673597
1999-02-16,787.8675757521423
1999-02-17,780.85515481026
1999-02-18,774.6813624865387
1999-02-19,782.6999798970414
1999-02-22,798.3364836034963
1999-02-23,802.4913612647813
1999-02-24,805.3210633937772
1999-02-25,808.0972171400887
1999-02-26,819.0334057706044
1999-03-01,812.8768361222085
1999-03-02,800.0443920942206
1999-03-03,800.0917565772586
1999-03-04,799.8579817134722
1999-03-05,830.7463133498134
1999-03-08,834.1776853860716
1999-03-09,847.542381557898
1999-03-10,864.7918119429463
1999-03-11,874.6140486835712
1999-03-12,871.9103232683852
1999-03-15,889.3543727050876
1999-03-16,910.098546741902
1999-03-17,908.5812389591794
1999-03-18,897.2373395962616
1999-03-19,931.4031690817308
1999-03-22,928.4261083757361
1999-03-23,928.2722339818213
1999-03-24,908.7519172387811
1999-03-25,922.3076364111998
1999-03-26,935.0108715257765
1999-03-29,938.7226200612025
1999-03-30,934.8860243393907
1999-03-31,940.0880508907205
1999-04-01,954.727489618792
1999-04-02,954.7180852246765
1999-04-05,955.1970097592047
1999-04-06,966.1689043221847
1999-04-07,966.116260638766
1999-04-08,975.8539187628829
1999-04-09,986.2285810376893
1999-04-12,969.5710953053868
1999-04-13,987.8415632450101
1999-04-14,1002.8532214182385
1999-04-15,1000.0999316916161
1999-04-16,1012.2812559669258
1999-04-19,1015.7882291933723
1999-04-20,1001.7809735019536
1999-04-21,986.3922561114213
1999-04-22,999.5974085042969
1999-04-23,1012.1114079541703
1999-04-26,1024.7038860883308
1999-04-27,1018.321374364588
1999-04-28,1026.121214591632
1999-04-29,1028.7713395875041
1999-04-30,1024.735414702042
1999-05-03,1020.1483686373472
1999-05-04,1012.0768190567507
1999-05-05,1004.2125944864872
1999-05-06,1021.1958652942316
1999-05-07,1004.7101461255353
1999-05-10,1008.9122046103633
1999-05-11,1003.3855002168785
1999-05-12,1013.2810970546047
1999-05-13,1008.3661304553614
1999-05-14,997.513036026882
1999-05-17,973.977520647483
1999-05-18,979.326259997327
1999-05-19,950.7949525584357
1999-05-20,958.6132136361457
1999-05-21,970.3996620681237
1999-05-24,975.4909021279603
1999-05-25,969.160012687926
1999-05-26,984.2436208247228
1999-05-27,984.5351895637543
1999-05-28,985.3198766895542
1999-05-31,983.583627862262
1999-06-01,1001.735559881742
1999-06-02,1014.0590691621273
1999-06-03,1010.5420686702832
1999-06-04,1015.7186719314325
1999-06-07,1031.1513898518615
1999-06-08,1035.9687434729753
