Date,EU IMI GROWTH
2007-05-31,1000.0
2007-06-01,1008.9276851412537
2007-06-04,1006.2805100220189
2007-06-05,999.729075919604
2007-06-06,981.25397744208
2007-06-07,968.7543250240303
2007-06-08,966.8870684369286
2007-06-11,979.2754773038157
2007-06-12,975.1637440313519
2007-06-13,980.6628125950654
2007-06-14,996.1935396199957
2007-06-15,1009.6051594289391
2007-06-18,1006.3358285532288
2007-06-19,1001.2853267319753
2007-06-20,1004.7912283423635
2007-06-21,994.8979740204012
2007-06-22,992.342361503826
2007-06-25,990.9722649481027
2007-06-26,985.8036816869015
2007-06-27,982.5604554364515
2007-06-28,992.8086268539353
2007-06-29,998.0399468271006
2007-07-02,995.2862344279488
2007-07-03,1005.8355652422831
2007-07-04,1011.0197799786106
2007-07-05,1006.3152501227873
2007-07-06,1011.2045187795701
2007-07-09,1014.8129997739989
2007-07-10,1003.5584194654477
2007-07-11,1003.5035348040492
2007-07-12,1016.5268970687938
2007-07-13,1020.1885814429668
2007-07-16,1020.5115974604854
2007-07-17,1015.3607660832868
2007-07-18,1004.7612063004071
2007-07-19,1015.9024581414893
2007-07-20,1005.8407693967353
2007-07-23,1012.5270384998947
2007-07-24,997.5447836608419
2007-07-25,989.068315761323
2007-07-26,958.4426766521756
2007-07-27,951.4761293895041
2007-07-30,951.6212294727165
2007-07-31,971.5333092896755
2007-08-01,955.6749319657849
2007-08-02,964.5324343748133
2007-08-03,953.1796332156849
2007-08-06,942.4529282968587
2007-08-07,952.0171898246846
2007-08-08,971.9288067016006
2007-08-09,957.0147419171356
2007-08-10,928.731212242226
2007-08-13,948.7731394922815
2007-08-14,937.9325231331618
2007-08-15,933.12014173911
2007-08-16,894.6446758290365
2007-08-17,908.5225743253545
2007-08-20,916.8633766843246
2007-08-21,917.7369573989157
2007-08-22,938.7020460690622
2007-08-23,941.6712379369503
2007-08-24,946.5847694413985
2007-08-27,948.3127847769916
2007-08-28,933.1248457375939
2007-08-29,939.4870654239162
2007-08-30,953.1858240592628
2007-08-31,967.6582426946167
2007-09-03,970.2629460875619
2007-09-04,976.3982101622521
2007-09-05,958.6479862101121
2007-09-06,963.1896225371916
2007-09-07,941.9844568563293
2007-09-10,930.8972834192382
2007-09-11,949.4427972229165
2007-09-12,951.6297403558405
2007-09-13,959.3932437293505
2007-09-14,947.2511043854485
2007-09-17,933.5660784503204
2007-09-18,947.9211613577123
2007-09-19,973.0855781044265
2007-09-20,967.7340707509326
2007-09-21,974.425440585177
2007-09-24,976.917936147714
2007-09-25,965.4637884383486
2007-09-26,972.4977131171929
2007-09-27,978.9579617649483
2007-09-28,979.3938126764536
2007-10-01,987.3406243361466
2007-10-02,990.879929786159
2007-10-03,993.4204430331409
2007-10-04,993.3174184530761
2007-10-05,1002.6358997738317
2007-10-08,999.9231676238298
2007-10-09,1004.6631301687635
2007-10-10,1008.7190540405816
2007-10-11,1016.9970463335677
2007-10-12,1016.7611847842389
2007-10-15,1007.7500367725423
2007-10-16,998.3486179573625
2007-10-17,1009.0910363272897
2007-10-18,1000.767521179736
2007-10-19,994.6779851350265
2007-10-22,979.6957634415929
2007-10-23,994.2745463794865
2007-10-24,987.6966638329759
2007-10-25,1000.3101976701149
2007-10-26,1004.2798809958229
2007-10-29,1011.4788768903023
2007-10-30,1005.295906201101
2007-10-31,1014.329901604101
2007-11-01,1003.6684178065243
2007-11-02,1000.0113965062768
2007-11-05,992.914675764504
2007-11-06,998.5642906870213
2007-11-07,990.6761499878716
2007-11-08,991.617325924993
2007-11-09,976.859299448171
2007-11-12,971.1248383495947
2007-11-13,969.798323986473
2007-11-14,974.7604534820607
2007-11-15,961.1337915203026
2007-11-16,954.4789247635291
2007-11-19,932.0806330883322
2007-11-20,942.3185894821715
2007-11-21,916.0545497860858
2007-11-22,924.0224153139121
2007-11-23,939.2226453946769
2007-11-26,936.5800687595188
2007-11-27,928.4625529484266
2007-11-28,956.4224800479188
2007-11-29,962.7448539387647
2007-11-30,974.9108532530303
2007-12-03,971.8918926993674
2007-12-04,957.1276564074369
2007-12-05,973.0983189253088
2007-12-06,972.0968575410882
2007-12-07,980.5355424701692
2007-12-10,985.7221126466698
2007-12-11,983.8631087807776
2007-12-12,987.024343536446
2007-12-13,964.3945132916396
2007-12-14,967.4166147778692
2007-12-17,949.1818130182429
2007-12-18,948.9256034704837
2007-12-19,945.6566327140573
2007-12-20,948.1080725988222
2007-12-21,963.4055184672566
2007-12-24,964.8539829252765
2007-12-25,964.8539829252765
2007-12-26,963.8164763224992
2007-12-27,963.8877718302476
2007-12-28,962.155369567416
2007-12-31,963.2007682961553
2008-01-01,963.2007682961553
2008-01-02,947.9228733638561
2008-01-03,944.705222112372
2008-01-04,924.7335003221409
2008-01-07,918.9891208282262
2008-01-08,926.3143053788637
2008-01-09,909.8934524052189
2008-01-10,899.111556342543
2008-01-11,892.7841280281028
2008-01-14,897.0824671912975
2008-01-15,874.8402477265247
2008-01-16,863.3237259444493
2008-01-17,861.130803812829
2008-01-18,857.4978236411393
2008-01-21,808.6705691472288
2008-01-22,824.8995613062729
2008-01-23,800.8903616654245
2008-01-24,842.904544024838
2008-01-25,848.2071974526584
2008-01-28,837.653871693396
2008-01-29,854.3389923823343
2008-01-30,848.7790396567716
2008-01-31,851.8659080808125
2008-02-01,870.51886151042
2008-02-04,875.4970074460579
2008-02-05,848.4154044278794
2008-02-06,853.4033955268025
2008-02-07,835.5188794300274
2008-02-08,842.1089587625902
2008-02-11,837.5913306946983
2008-02-12,866.5374048707088
2008-02-13,867.7163257335607
2008-02-14,871.2262463251387
2008-02-15,855.378977198948
2008-02-18,871.08895867543
2008-02-19,872.5688054189293
2008-02-20,864.0551674807095
2008-02-21,869.4583133799156
2008-02-22,861.7919522967876
2008-02-25,872.7698623716121
2008-02-26,881.9090923862598
2008-02-27,881.570321547269
2008-02-28,864.3189823229611
2008-02-29,852.2828144363123
2008-03-03,841.2508137268256
2008-03-04,831.3123659709954
2008-03-05,847.2714156994508
2008-03-06,840.0502322460416
2008-03-07,829.5446142561362
2008-03-10,817.6024443049743
2008-03-11,823.5009913496823
2008-03-12,833.5731579233034
2008-03-13,823.3903030064862
2008-03-14,818.2731084478496
2008-03-17,780.070316343445
2008-03-18,804.935483450642
2008-03-19,794.7730890289437
2008-03-20,790.1220179473764
2008-03-21,790.1832408759457
2008-03-24,791.0272424910631
2008-03-25,813.8476637768206
2008-03-26,809.7849106939808
2008-03-27,820.2024719781731
2008-03-28,816.4467918238532
2008-03-31,815.2782596261329
2008-04-01,838.744244396937
2008-04-02,844.2136404465551
2008-04-03,842.5740824127284
2008-04-04,846.7140611333688
2008-04-07,856.4877188201741
2008-04-08,845.9146634368436
2008-04-09,842.4949845430432
2008-04-10,839.2750446141641
2008-04-11,827.155289299013
2008-04-14,821.7316223622182
2008-04-15,827.6494198910364
2008-04-16,842.5106842374491
2008-04-17,835.9322096128641
2008-04-18,852.7979412104062
2008-04-21,843.4185803138806
2008-04-22,841.8988282369432
2008-04-23,851.9309252189721
2008-04-24,851.6219148278433
2008-04-25,862.4996128354516
2008-04-28,866.790336178765
2008-04-29,855.07289543364
2008-04-30,863.6241665050185
2008-05-01,865.9158017129864
2008-05-02,879.5987572171606
2008-05-05,877.2966380246961
2008-05-06,876.6882592899545
2008-05-07,882.9741169519014
2008-05-08,886.325439843599
2008-05-09,876.4298500134487
2008-05-12,880.253825379912
2008-05-13,880.376318671187
2008-05-14,886.2954871789955
2008-05-15,889.9096947985978
2008-05-16,895.9570051906566
2008-05-19,908.346616094961
2008-05-20,886.2576514793045
2008-05-21,880.477249926243
2008-05-22,883.5132066174508
2008-05-23,867.439731419368
2008-05-26,867.3008721950316
2008-05-27,864.1240258969262
2008-05-28,875.0654353547123
2008-05-29,878.2295047100645
2008-05-30,881.7257441712758
2008-06-02,871.4533001801198
2008-06-03,879.6692766873763
2008-06-04,870.4021753532443
2008-06-05,867.3480488084498
2008-06-06,852.6879276311571
2008-06-09,850.6235583279159
2008-06-10,844.837142409245
2008-06-11,832.0510541049837
2008-06-12,838.478338725678
2008-06-13,841.4446750350207
2008-06-16,840.2968430943996
2008-06-17,845.3628845890515
2008-06-18,835.3284339950704
2008-06-19,834.6363920647196
2008-06-20,819.3229128870518
2008-06-23,821.5316142882103
2008-06-24,810.9024512604726
2008-06-25,819.6915264754392
2008-06-26,799.9886339201063
2008-06-27,798.7938222360766
2008-06-30,804.6721441993559
2008-07-01,787.0910799138056
2008-07-02,775.1752489662814
2008-07-03,780.5188904519622
2008-07-04,773.150530131786
2008-07-07,785.2404131434474
2008-07-08,772.5366450723069
2008-07-09,786.0689014966907
2008-07-10,768.9155800510724
2008-07-11,749.256490144561
2008-07-14,756.7772133083571
2008-07-15,742.3749615038965
2008-07-16,749.5049856442059
2008-07-17,768.6928457217446
2008-07-18,774.313152800898
2008-07-21,779.2329115658439
2008-07-22,777.4618191395266
2008-07-23,789.0389208465949
2008-07-24,773.6168103794619
2008-07-25,775.5561355041849
2008-07-28,771.0078594780775
2008-07-29,775.6408758427282
2008-07-30,788.8710226582713
2008-07-31,787.6772215473372
2008-08-01,773.1090098326215
2008-08-04,765.332530714781
2008-08-05,781.7817543440553
2008-08-06,789.9766587131355
2008-08-07,787.4311008741298
2008-08-08,792.3045414538202
2008-08-11,798.9893358180343
2008-08-12,793.8330597802175
2008-08-13,778.5555336866946
2008-08-14,784.6140977771614
2008-08-15,787.7916403326899
2008-08-18,787.2608027015776
2008-08-19,770.6945091398347
2008-08-20,776.4105162104017
2008-08-21,773.1237116437886
2008-08-22,786.428229511079
2008-08-25,782.2171817571211
2008-08-26,783.7871101229194
2008-08-27,785.111969172795
2008-08-28,792.3906850664811
2008-08-29,795.2380334690877
2008-09-01,790.8469192609233
2008-09-02,796.3736073669876
2008-09-03,780.981305673929
2008-09-04,762.4934329755462
2008-09-05,744.3305527529483
2008-09-08,764.1465697353565
2008-09-09,754.5624355383377
2008-09-10,749.279114766355
2008-09-11,746.9304480875784
2008-09-12,761.6076730636573
2008-09-15,742.7188985189678
2008-09-16,726.6740167416193
2008-09-17,714.6155886298019
2008-09-18,714.8569474472719
2008-09-19,760.6318733899807
2008-09-22,746.3203282086178
2008-09-23,732.1495918030301
2008-09-24,727.220187241784
2008-09-25,736.6609435498169
2008-09-26,723.2192344269233
2008-09-29,687.1188946642735
2008-09-30,700.038412321806
2008-10-01,700.747869410322
2008-10-02,685.8446452201273
2008-10-03,696.5917441169682
2008-10-06,643.341464285907
2008-10-07,646.8930064109013
2008-10-08,608.7477894059625
2008-10-09,598.6901061527834
2008-10-10,559.238924259065
2008-10-13,616.2048136633151
2008-10-14,632.3844629965139
2008-10-15,589.7843031815596
2008-10-16,560.1350351267673
2008-10-17,576.9083802722577
2008-10-20,595.1571853833344
2008-10-21,591.5573036712891
2008-10-22,559.5309832430864
2008-10-23,552.8316600693488
2008-10-24,529.2969584321448
2008-10-27,528.7435651403272
2008-10-28,552.9074375878105
2008-10-29,578.7901179779533
2008-10-30,586.1349769228569
2008-10-31,602.5643699465733
2008-11-03,605.3987964704922
2008-11-04,632.692316281985
2008-11-05,617.8573674298731
2008-11-06,583.1583524059552
2008-11-07,592.9528713345142
2008-11-10,599.7991692107498
2008-11-11,575.5667302472806
2008-11-12,556.4450764339497
2008-11-13,552.5551776849013
2008-11-14,555.0843532053377
2008-11-17,542.3574898342885
2008-11-18,546.8480463749033
2008-11-19,530.7395118389651
2008-11-20,509.96465391640015
2008-11-21,500.3216924586998
2008-11-24,539.8681858771106
2008-11-25,539.3675368346615
2008-11-26,539.0933389267842
2008-11-27,549.9231269334749
2008-11-28,555.4221809248179
2008-12-01,522.1303484379406
2008-12-02,529.5984612066148
2008-12-03,531.8517845280142
2008-12-04,527.9411106077876
2008-12-05,507.5834170599542
2008-12-08,536.9718328182121
2008-12-09,543.6219983414485
2008-12-10,544.2418660320433
2008-12-11,542.8678407222793
2008-12-12,530.9381464151699
2008-12-15,533.2181016896809
2008-12-16,535.7538860963095
2008-12-17,531.2505841414144
2008-12-18,531.1735784201749
2008-12-19,529.894190478833
2008-12-22,520.3128376553764
2008-12-23,519.2027719919346
2008-12-24,516.8393748756829
2008-12-25,516.8393748756829
2008-12-26,515.5864344100016
2008-12-29,516.2531677272134
2008-12-30,524.7659384280662
2008-12-31,529.3311907187548
2009-01-01,529.3311907187548
2009-01-02,547.8863027770154
