Date,EUROPE IMI GROWTH
1998-12-31,736.2302456326969
1999-01-01,736.412605099745
1999-01-04,760.1017375371666
1999-01-05,769.4607066396774
1999-01-06,784.4274021033879
1999-01-07,777.996975967145
1999-01-08,783.579704551386
1999-01-11,774.2752656038257
1999-01-12,762.860941052168
1999-01-13,733.7811898575517
1999-01-14,737.9709575691271
1999-01-15,749.6774833938148
1999-01-18,766.9042965512534
1999-01-19,764.2923783852789
1999-01-20,770.6436264556936
1999-01-21,762.5422233640219
1999-01-22,745.2981257203077
1999-01-25,748.4776747226039
1999-01-26,750.8542922808508
1999-01-27,754.736932571471
1999-01-28,762.3168379521793
1999-01-29,765.3449962393832
1999-02-01,776.1919863863138
1999-02-02,770.7521854573885
1999-02-03,763.1172455112229
1999-02-04,762.4034095459107
1999-02-05,757.1443573034048
1999-02-08,750.6122292234941
1999-02-09,737.0589889060996
1999-02-10,731.9038306236047
1999-02-11,740.5244176732106
1999-02-12,747.6587214997505
1999-02-15,751.2428811674829
1999-02-16,754.8292567883547
1999-02-17,748.5241613901563
1999-02-18,749.5722563907548
1999-02-19,753.2784499114599
1999-02-22,764.9738333579932
1999-02-23,773.0487668856997
1999-02-24,781.8250833111181
1999-02-25,768.5583157432227
1999-02-26,763.2591946070764
1999-03-01,754.6788993926559
1999-03-02,755.4967217556242
1999-03-03,749.8870562459356
1999-03-04,754.3453930805879
1999-03-05,767.5562024368643
1999-03-08,765.2817395558739
1999-03-09,768.7919526948418
1999-03-10,765.2972490918727
1999-03-11,773.5697015603612
1999-03-12,773.9273412766207
1999-03-15,770.5160870180567
1999-03-16,771.6048966160203
1999-03-17,765.2149400148378
1999-03-18,762.3713989917442
1999-03-19,769.4619092047611
1999-03-22,764.8396906782563
1999-03-23,751.344379827849
1999-03-24,744.105183948958
1999-03-25,755.8641782653276
1999-03-26,755.4472086119121
1999-03-29,765.0072908855544
1999-03-30,763.5755896699492
1999-03-31,770.7881720531179
1999-04-01,771.7942367061088
1999-04-02,772.5970344586001
1999-04-05,773.1521658397978
1999-04-06,782.5295362874273
1999-04-07,785.2130824006144
1999-04-08,787.1775051150337
1999-04-09,789.6696422503638
1999-04-12,787.4185028024646
1999-04-13,796.0658903954717
1999-04-14,793.1323810344835
1999-04-15,782.620021170024
1999-04-16,775.0049070948186
1999-04-19,784.8494378664429
1999-04-20,766.5745402072461
1999-04-21,772.7798325263501
1999-04-22,781.0745624795184
1999-04-23,777.9506501280069
1999-04-26,783.8025096692775
1999-04-27,795.1012679341907
1999-04-28,793.0712246149149
1999-04-29,786.4594825328655
1999-04-30,790.1217667369535
1999-05-03,794.7425422372895
1999-05-04,792.5775459864718
1999-05-05,783.7458182324289
1999-05-06,779.6198156510168
1999-05-07,776.6168786891129
1999-05-10,777.7374173334133
1999-05-11,779.4784931480139
1999-05-12,778.9919065678209
1999-05-13,785.4820556026078
1999-05-14,773.7211145293676
1999-05-17,760.106613145965
1999-05-18,768.5710272619693
1999-05-19,776.3830441022918
1999-05-20,784.8424545520014
1999-05-21,784.6381369755879
1999-05-24,779.0336481793623
1999-05-25,772.2249042324526
1999-05-26,772.6943229777949
1999-05-27,766.3659346364503
1999-05-28,767.9674634790952
1999-05-31,771.4042043713533
1999-06-01,769.9015960607094
1999-06-02,774.3695050153314
1999-06-03,779.8907258880513
1999-06-04,785.0589360257788
1999-06-07,793.2403734017869
1999-06-08,793.6522632872122
1999-06-09,796.9427411106184
1999-06-10,787.32314627504
1999-06-11,792.9115346532199
1999-06-14,791.1442880873745
1999-06-15,790.9766452962235
1999-06-16,799.8783433510428
1999-06-17,803.2192319666965
1999-06-18,806.1179232006898
1999-06-21,816.0026416907614
1999-06-22,814.3452139325851
1999-06-23,805.0667734901494
1999-06-24,796.970096418436
1999-06-25,793.5594166547771
1999-06-28,795.4069577053549
1999-06-29,797.1427059868892
1999-06-30,796.1392348485075
1999-07-01,814.099538024598
1999-07-02,819.1514474727865
1999-07-05,830.991687659811
1999-07-06,828.0674568820517
1999-07-07,823.7636171911514
1999-07-08,820.3308026286942
1999-07-09,820.5281107325488
1999-07-12,823.0072173710467
1999-07-13,812.864920144249
1999-07-14,815.5339299877525
1999-07-15,823.6931855088309
1999-07-16,823.7076163287967
1999-07-19,824.1424985119559
1999-07-20,808.0629607036885
1999-07-21,798.0703084733277
1999-07-22,793.5101401655162
1999-07-23,785.808963436824
1999-07-26,776.797423730863
1999-07-27,781.8407067712317
1999-07-28,783.6737828590124
1999-07-29,767.3881601930581
1999-07-30,778.211675848857
1999-08-02,779.0541851194633
1999-08-03,776.9859104540626
1999-08-04,772.6604145647078
1999-08-05,753.2787768816346
1999-08-06,754.4487876697457
1999-08-09,761.9272639032288
1999-08-10,750.0664980176341
1999-08-11,757.1438071488163
1999-08-12,772.3464858691034
1999-08-13,783.728343130429
1999-08-16,788.4724896766011
1999-08-17,791.5506027667727
1999-08-18,791.262383956711
1999-08-19,783.0506202655906
1999-08-20,790.3789236340277
1999-08-23,801.5022441198003
1999-08-24,802.4130583511186
1999-08-25,813.1620322725645
1999-08-26,816.4940736917846
1999-08-27,818.0187906578976
1999-08-30,817.3128876040507
1999-08-31,803.377558249142
1999-09-01,807.3600647164662
1999-09-02,795.5670762511245
1999-09-03,813.6044574486559
1999-09-06,822.870895261624
1999-09-07,820.7798090312481
1999-09-08,819.399051457334
1999-09-09,824.6622255139488
1999-09-10,826.2872539883456
1999-09-13,824.3849969227141
1999-09-14,818.1572653993161
1999-09-15,817.7627202333391
1999-09-16,813.4587382047918
1999-09-17,815.6860174401337
1999-09-20,821.0867203273632
1999-09-21,812.4478576581844
1999-09-22,808.4587316863674
1999-09-23,815.9811409116304
1999-09-24,802.4430581452016
1999-09-27,810.8435761167495
1999-09-28,804.4015337072594
1999-09-29,799.1716076589738
1999-09-30,798.8431802878704
1999-10-01,793.8329910117052
1999-10-04,803.3179873485396
1999-10-05,810.914584145242
1999-10-06,814.9578244498639
1999-10-07,823.3797118762496
1999-10-08,828.8994177351593
1999-10-11,834.4106728292236
1999-10-12,827.4940687092844
1999-10-13,817.3045653307024
1999-10-14,810.3433507727916
1999-10-15,796.6637237623398
1999-10-18,787.4325317812896
1999-10-19,802.4673834633039
1999-10-20,804.4220680319473
1999-10-21,799.6186251267274
1999-10-22,813.9510651463764
1999-10-25,810.4947289881762
1999-10-26,818.4235035146655
1999-10-27,817.0428964365
1999-10-28,828.173556784985
1999-10-29,843.5291181462001
1999-11-01,846.368843982029
1999-11-02,847.0966580569745
