Date,WORLD ex ISRAEL IMI GROWTH
2010-05-26,1000.0
2010-05-27,1026.9964470457319
2010-05-28,1017.7838567105779
2010-05-31,1023.3501827216392
2010-06-01,1011.9170418957311
2010-06-02,1030.292144961278
2010-06-03,1043.5720214273367
2010-06-04,1028.406672615573
2010-06-07,1017.3261685063866
2010-06-08,1017.9252392949595
2010-06-09,1014.9013137379765
2010-06-10,1035.881113096106
2010-06-11,1042.4339909449614
2010-06-14,1038.5245028345305
2010-06-15,1052.4124789015666
2010-06-16,1054.593978026373
2010-06-17,1051.863972786427
2010-06-18,1051.4050833808617
2010-06-21,1056.505157687629
2010-06-22,1050.5186794338279
2010-06-23,1046.1664664815817
2010-06-24,1027.2934466795039
2010-06-25,1026.6819474676163
2010-06-28,1025.9533938357079
2010-06-29,1004.3629109206474
2010-06-30,990.7450068516953
2010-07-01,969.3645291078477
2010-07-02,958.5875763986746
2010-07-05,961.6883538628135
2010-07-06,967.2053126289403
2010-07-07,985.9171658526751
2010-07-08,993.948536481783
2010-07-09,1004.036769053009
2010-07-12,1007.5555051435181
2010-07-13,1016.9772745620969
2010-07-14,1017.5691706255595
2010-07-15,1004.7225779130299
2010-07-16,978.9136052070752
2010-07-19,977.3021976823014
2010-07-20,989.2249201551159
2010-07-21,989.9200557808914
2010-07-22,1002.8104136818386
2010-07-23,1018.7624706472793
2010-07-26,1019.9144618152715
2010-07-27,1012.9466985871564
2010-07-28,1008.6074255185372
2010-07-29,1001.3102827164442
2010-07-30,1003.6266781737047
2010-08-02,1013.7224592143992
2010-08-03,1011.6142399622792
2010-08-04,1018.0939291143413
2010-08-05,1017.1137804993544
2010-08-06,1006.7195164084154
2010-08-09,1015.5449316947537
2010-08-10,1015.2441448537755
2010-08-11,1001.0199479839237
2010-08-12,999.0628443782479
2010-08-13,1003.4249501016403
2010-08-16,1000.8065792453652
2010-08-17,1011.7402743387785
2010-08-18,1014.5186208962041
2010-08-19,1003.7235913171154
2010-08-20,1006.9193175229728
2010-08-23,1006.3419656804839
2010-08-24,990.6949472189801
2010-08-25,991.6347655227048
2010-08-26,986.2576801070734
2010-08-27,998.7726088978775
2010-08-30,996.8590261229298
2010-08-31,990.7591162369945
2010-09-01,1010.5409247796914
2010-09-02,1018.4744438353331
2010-09-03,1026.96220017993
2010-09-06,1029.7278475322962
2010-09-07,1031.6222795357778
2010-09-08,1034.8052674337462
2010-09-09,1041.0501164877815
2010-09-10,1044.548374880577
2010-09-13,1047.4994114932808
2010-09-14,1043.4797069077301
2010-09-15,1041.4080158842348
2010-09-16,1034.4214952537118
2010-09-17,1040.3951352491667
2010-09-20,1051.1585868305206
2010-09-21,1045.7707813252416
2010-09-22,1025.8573543295536
2010-09-23,1027.6038195995643
2010-09-24,1034.2698558051827
2010-09-27,1034.032305068689
2010-09-28,1032.8201346244098
2010-09-29,1030.2716807017864
2010-09-30,1021.7918109440942
2010-10-01,1017.9709248675871
2010-10-04,1015.2737617036229
2010-10-05,1023.2336005806914
2010-10-06,1023.7643689862803
2010-10-07,1020.183940480672
2010-10-08,1025.434730995763
2010-10-11,1029.3929491364893
2010-10-12,1032.3492246557844
2010-10-13,1036.5699848894296
2010-10-14,1031.6946629696624
2010-10-15,1038.0061586207587
2010-10-18,1042.5671831191094
2010-10-19,1037.843797394996
2010-10-20,1035.5757664729517
2010-10-21,1036.634201547636
2010-10-22,1042.516929901905
2010-10-25,1046.2742682018365
2010-10-26,1049.9015156736834
2010-10-27,1048.6876593720306
2010-10-28,1044.9882044529681
2010-10-29,1046.5176956619255
2010-11-01,1049.4229760084536
2010-11-02,1049.0779377761137
2010-11-03,1050.3117189110149
2010-11-04,1059.651404828981
2010-11-05,1076.3972617435516
2010-11-08,1085.8273702581632
2010-11-09,1082.8323647080708
2010-11-10,1093.2613741049777
2010-11-11,1093.8326551015891
2010-11-12,1078.4780160773832
2010-11-15,1085.8681534202822
2010-11-16,1068.9007480563303
2010-11-17,1072.644758039735
2010-11-18,1086.331856510098
2010-11-19,1083.4514338271465
2010-11-22,1088.403048626087
2010-11-23,1085.1341177162376
2010-11-24,1101.2734349884042
2010-11-25,1105.5409282818728
2010-11-26,1107.9701048976874
2010-11-29,1110.089783275477
2010-11-30,1109.7916976717947
2010-12-01,1126.7968407705744
2010-12-02,1136.996434334708
2010-12-03,1129.1781132283852
2010-12-06,1137.0885053307172
2010-12-07,1135.9494646782173
2010-12-08,1141.825426033756
2010-12-09,1146.707291525098
2010-12-10,1147.7945172994068
2010-12-13,1140.6468553818033
2010-12-14,1142.5850922815673
2010-12-15,1140.485976084195
2010-12-16,1153.0341231905727
2010-12-17,1157.144565135726
2010-12-20,1163.4084125079444
2010-12-21,1170.7800081593186
2010-12-22,1175.0011016030844
2010-12-23,1177.3716205798894
2010-12-24,1173.521074414813
2010-12-27,1169.6143518260362
2010-12-28,1172.7972422377516
2010-12-29,1176.7410931449301
2010-12-30,1162.5992231824835
2010-12-31,1153.287545735542
2011-01-03,1164.456566081018
2011-01-04,1166.1524333096718
2011-01-05,1177.932671727322
2011-01-06,1186.5909215270494
2011-01-07,1190.1655105260916
2011-01-10,1190.826042566965
2011-01-11,1198.59770477424
2011-01-12,1199.5159723067236
2011-01-13,1178.9423528444775
2011-01-14,1178.0839588452477
2011-01-17,1183.6780912761756
2011-01-18,1182.962789089075
2011-01-19,1165.1362058914103
2011-01-20,1155.1631502511493
2011-01-21,1142.1420105760533
2011-01-24,1143.8691227124948
2011-01-25,1143.4443558668697
2011-01-26,1152.5672745637833
2011-01-27,1150.4373961780782
2011-01-28,1141.370988723028
2011-01-31,1140.1815342197544
2011-02-01,1151.4673125063034
2011-02-02,1152.9600572273466
2011-02-03,1166.898726664178
2011-02-04,1176.48691623279
2011-02-07,1184.0904167381996
2011-02-08,1179.941902198984
2011-02-09,1172.2066440843785
2011-02-10,1177.583948521796
2011-02-11,1186.9037315274013
2011-02-14,1199.9293537519325
2011-02-15,1192.932755902273
2011-02-16,1198.147759879887
2011-02-17,1198.434681248135
2011-02-18,1194.4295783558034
2011-02-21,1188.2604794043468
2011-02-22,1166.483859697862
2011-02-23,1151.4121101300204
2011-02-24,1147.5773935923253
2011-02-25,1167.1932604224285
2011-02-28,1169.0414122574168
2011-03-01,1158.8854077631238
2011-03-02,1153.932989880486
2011-03-03,1162.5007296514823
2011-03-04,1156.2081543472566
2011-03-07,1144.2981026540938
2011-03-08,1154.7860821370082
2011-03-09,1150.873644109516
2011-03-10,1137.4199436199572
2011-03-11,1135.7961101679646
2011-03-14,1112.9902677602681
2011-03-15,1089.1549372874417
2011-03-16,1085.0021336432549
2011-03-17,1092.4371543085676
2011-03-18,1089.9209795358151
2011-03-21,1104.6527506958328
2011-03-22,1104.3928070309908
2011-03-23,1113.3210552718904
2011-03-24,1119.340118966912
2011-03-25,1125.7162687626583
2011-03-28,1124.8051509700272
2011-03-29,1133.1774725602668
2011-03-30,1142.8746638407983
2011-03-31,1135.868560719473
2011-04-01,1143.970040619422
2011-04-04,1141.630724608341
2011-04-05,1143.5300824746782
2011-04-06,1134.8684498552207
2011-04-07,1134.951136283458
2011-04-08,1127.760562096526
2011-04-11,1123.578617028532
2011-04-12,1107.1892232687132
2011-04-13,1112.9727587321993
2011-04-14,1116.1433807382728
2011-04-15,1121.2364352415245
2011-04-18,1121.8949301024322
2011-04-19,1120.7024246282951
2011-04-20,1128.482851658332
2011-04-21,1135.290024778571
2011-04-22,1135.411787756133
2011-04-25,1133.0052834710364
2011-04-26,1134.3510913994148
2011-04-27,1135.9833322708898
2011-04-28,1131.6270119269254
2011-04-29,1133.780426040466
2011-05-02,1131.3364603878563
2011-05-03,1126.0201321023685
2011-05-04,1113.4121536950001
2011-05-05,1122.9149478452373
2011-05-06,1135.435162208605
2011-05-09,1153.1151344182238
2011-05-10,1156.588380155733
2011-05-11,1153.2795553067967
2011-05-12,1156.5345786850623
2011-05-13,1149.1337769629697
2011-05-16,1139.7945477992548
2011-05-17,1138.3354297056308
2011-05-18,1143.859271845061
2011-05-19,1147.236925658613
2011-05-20,1149.1997738739462
2011-05-23,1139.7588793909315
2011-05-24,1135.4196996799558
2011-05-25,1142.8711678431741
2011-05-26,1149.0772637735831
2011-05-27,1146.4582868563473
2011-05-30,1146.1955656882014
2011-05-31,1150.876011401563
2011-06-01,1132.3162068334948
2011-06-02,1123.6710292343614
2011-06-03,1107.6955076808242
2011-06-06,1096.5330940316494
2011-06-07,1092.1674420405204
2011-06-08,1087.0317601434447
2011-06-09,1100.0737037156243
2011-06-10,1093.9791108199015
2011-06-13,1090.851806084388
2011-06-14,1098.0417423651743
2011-06-15,1094.850297527466
2011-06-16,1095.0418680216735
2011-06-17,1085.600175069455
2011-06-20,1086.716000895151
2011-06-21,1101.4605646597336
2011-06-22,1094.9282263433893
2011-06-23,1105.1360684715391
2011-06-24,1099.3946740290603
2011-06-27,1096.1438117571547
2011-06-28,1104.449883215636
2011-06-29,1116.2372061766266
2011-06-30,1122.1728660384156
2011-07-01,1134.2323064054497
2011-07-04,1136.4082883847616
2011-07-05,1141.1672524221094
2011-07-06,1153.436942962174
2011-07-07,1158.9505780462614
2011-07-08,1161.4667102377678
2011-07-11,1159.43865102005
2011-07-12,1152.8095466613831
2011-07-13,1151.235529383584
2011-07-14,1142.000453476324
2011-07-15,1149.5582497406406
2011-07-18,1144.479908365929
2011-07-19,1150.0658356200188
2011-07-20,1153.3218786759605
2011-07-21,1151.2391815784
2011-07-22,1159.053490096014
2011-07-25,1156.6033188297129
2011-07-26,1145.4378215567465
2011-07-27,1132.389079932877
2011-07-28,1133.7332213069012
2011-07-29,1122.7480172208418
2011-08-01,1130.1919435669997
2011-08-02,1103.1143489899825
2011-08-03,1093.296495939824
2011-08-04,1052.5855161536613
2011-08-05,1035.4573383775194
2011-08-08,980.1296855318155
2011-08-09,1009.236365855487
2011-08-10,986.5138693600268
2011-08-11,1011.5788636195173
2011-08-12,1029.4492595566758
2011-08-15,1032.193848465375
2011-08-16,1027.836403805791
2011-08-17,1025.257886349333
2011-08-18,985.9202464902108
2011-08-19,964.9641963041306
2011-08-22,967.2963895764259
2011-08-23,991.8600741370677
2011-08-24,998.2135035137312
2011-08-25,989.8811887720884
2011-08-26,1001.7067689106282
2011-08-29,1013.6235519183559
2011-08-30,1027.95544926304
2011-08-31,1042.6620804667477
2011-09-01,1046.6655836301886
2011-09-02,1026.5642345260858
2011-09-05,1015.8168396055645
2011-09-06,1013.3024817439353
2011-09-07,1041.438405531426
2011-09-08,1040.2859945203427
2011-09-09,1031.462647264361
2011-09-12,1029.5447586124092
2011-09-13,1035.589150134939
2011-09-14,1046.545770529209
2011-09-15,1051.7935220725299
2011-09-16,1063.181824089103
2011-09-19,1060.7353793714803
2011-09-20,1055.7831818094216
2011-09-21,1035.8940690372701
2011-09-22,1006.5577744515062
2011-09-23,1006.169452507165
2011-09-26,1019.2463216481697
2011-09-27,1034.7847243159438
2011-09-28,1019.408264681936
2011-09-29,1017.052803865841
2011-09-30,1009.3824624935777
2011-10-03,992.3032722244719
2011-10-04,994.3016752836705
2011-10-05,1012.7742810381794
2011-10-06,1032.4947544835222
2011-10-07,1027.3830442777817
2011-10-10,1042.407011734112
2011-10-11,1048.3395978992414
2011-10-12,1049.5897698506556
2011-10-13,1054.6926928217113
2011-10-14,1059.346486802039
2011-10-17,1052.956225733597
2011-10-18,1063.940358814634
2011-10-19,1047.7513528275142
2011-10-20,1047.5960031030947
2011-10-21,1057.2598900714677
2011-10-24,1078.4261622072133
2011-10-25,1062.640642818537
2011-10-26,1072.6429972073431
2011-10-27,1090.7658670863848
2011-10-28,1094.0496276388499
2011-10-31,1080.362164021707
2011-11-01,1066.4955909326045
2011-11-02,1070.7105754917611
2011-11-03,1092.388680785458
2011-11-04,1090.5697000911096
2011-11-07,1091.816837856648
2011-11-08,1097.0776923698918
2011-11-09,1082.367018864573
2011-11-10,1078.6053196564037
2011-11-11,1091.4330040030275
2011-11-14,1090.7624458500652
2011-11-15,1099.3843228165852
2011-11-16,1087.2350072506338
2011-11-17,1071.4200217425264
2011-11-18,1064.4825342391907
2011-11-21,1044.6034117355796
2011-11-22,1041.598099165811
2011-11-23,1030.0054656890384
2011-11-24,1030.4065604484967
2011-11-25,1030.8168507752937
2011-11-28,1058.2894191710575
2011-11-29,1065.3145629731916
2011-11-30,1095.791661380208
2011-12-01,1095.6421587147236
2011-12-02,1099.5019193880942
2011-12-05,1106.198347959375
2011-12-06,1106.8422185014963
2011-12-07,1108.035779245229
2011-12-08,1095.4570075827055
2011-12-09,1101.9269738360026
2011-12-12,1099.035978146424
2011-12-13,1098.4495719760662
2011-12-14,1087.923621959881
2011-12-15,1085.9694562940585
2011-12-16,1086.4225667001335
2011-12-19,1078.7188273149018
2011-12-20,1099.1157275286507
2011-12-21,1101.4430638031765
2011-12-22,1105.8283945591488
2011-12-23,1116.1440313164326
2011-12-26,1116.7083993379943
2011-12-27,1116.3390265209919
2011-12-28,1112.4353703343634
2011-12-29,1123.4178568137168
2011-12-30,1122.5945174934284
2012-01-02,1125.1652748651495
2012-01-03,1137.9517699328203
2012-01-04,1148.662649562515
2012-01-05,1154.8060607056318
2012-01-06,1157.873086579862
2012-01-09,1157.1670358275114
2012-01-10,1167.172910677029
2012-01-11,1172.308864108164
2012-01-12,1165.6562773386074
2012-01-13,1171.8903327511596
2012-01-16,1172.9575773412332
2012-01-17,1176.4355476325684
2012-01-18,1181.3576078362237
2012-01-19,1184.042587443645
2012-01-20,1181.897964662902
2012-01-23,1176.2966653896742
2012-01-24,1178.5725119152573
2012-01-25,1189.3473468296718
2012-01-26,1180.2107508177505
2012-01-27,1180.9191423384057
2012-01-30,1176.8672537958232
2012-01-31,1181.4943774197898
2012-02-01,1187.5264101329628
2012-02-02,1193.1446588492736
2012-02-03,1211.1752149514357
2012-02-06,1215.320050359277
2012-02-07,1203.5802117774892
2012-02-08,1204.4403912808748
2012-02-09,1203.834548500781
2012-02-10,1202.312029682711
2012-02-13,1209.5831168850905
2012-02-14,1213.6625448973366
2012-02-15,1220.4577034911329
2012-02-16,1227.8165713044418
2012-02-17,1221.053429383704
2012-02-20,1219.2798987413557
2012-02-21,1217.5166600239193
