Date,WORLD ex UK IMI GROWTH
1998-12-31,867.3398466719785
1999-01-01,867.4135875787437
1999-01-04,871.3342563734884
1999-01-05,881.0681376123565
1999-01-06,900.0826123224325
1999-01-07,902.9136102895138
1999-01-08,909.7235750038093
1999-01-11,908.9230813996386
1999-01-12,892.0760221142397
1999-01-13,869.1503669959113
1999-01-14,865.3756173302421
1999-01-15,888.04064013732
1999-01-18,893.1955171695699
1999-01-19,899.8427154022097
1999-01-20,908.2118669885353
1999-01-21,894.4163172915819
1999-01-22,882.9760975641681
1999-01-25,890.3553300255118
1999-01-26,903.0734729527134
1999-01-27,907.6179640964475
1999-01-28,924.4470433051271
1999-01-29,938.1246220414478
1999-02-01,943.933920835568
1999-02-02,935.7340565698773
1999-02-03,938.4296916851432
1999-02-04,927.5819906395566
1999-02-05,917.7844212434602
1999-02-08,919.4982127752753
1999-02-09,893.0729401128689
1999-02-10,892.2911041495245
1999-02-11,915.2123522386568
1999-02-12,906.4963046825192
1999-02-15,908.7753837032096
1999-02-16,913.5864289057494
1999-02-17,897.5787611251706
1999-02-18,902.2402472672471
1999-02-19,913.759596246806
1999-02-22,937.4069555337177
1999-02-23,946.6079558841371
1999-02-24,942.0135062788245
1999-02-25,929.1574409613362
1999-02-26,929.0334366176909
1999-03-01,926.9925134023833
1999-03-02,919.9573402582723
1999-03-03,918.7772972217668
1999-03-04,932.8409851687178
1999-03-05,954.2902933237195
1999-03-08,959.8665079874708
1999-03-09,961.6756822459575
1999-03-10,960.0334343614095
1999-03-11,974.756879461357
1999-03-12,967.1403089910542
1999-03-15,977.5711159497255
1999-03-16,983.5475743577946
1999-03-17,973.1769869243575
1999-03-18,978.8481338015979
1999-03-19,982.2524554889616
1999-03-22,978.7902361777786
1999-03-23,957.8388159583066
1999-03-24,954.7946118300688
1999-03-25,977.1804946858614
1999-03-26,982.7090702670846
1999-03-29,1001.5958779817759
1999-03-30,996.9403751421827
1999-03-31,992.2177902788342
1999-04-01,998.6083149338291
1999-04-02,1000.271205271469
1999-04-05,1018.4835262719496
1999-04-06,1020.5074465751806
1999-04-07,1018.9474262160378
1999-04-08,1027.8936124406657
1999-04-09,1037.3553711978773
1999-04-12,1032.3903715109498
