Date,EASEA INDEX (EAFE ex JAPAN) IMI GROWTH
1998-12-31,690.3284480237945
1999-01-01,690.4866018495048
1999-01-04,711.0282584117783
1999-01-05,718.8154217977651
1999-01-06,733.5819848747718
1999-01-07,729.8273829651807
1999-01-08,734.7762714338144
1999-01-11,726.9547768334883
1999-01-12,717.0294956163077
1999-01-13,689.4341823590993
1999-01-14,692.6038735575333
1999-01-15,703.6678007155683
1999-01-18,719.5787052153444
1999-01-19,717.7393873114834
1999-01-20,723.6832839766047
1999-01-21,716.021663279362
1999-01-22,700.1028188191716
1999-01-25,702.0651040191009
1999-01-26,704.1698036122704
1999-01-27,708.6760865210584
1999-01-28,715.0187242520819
1999-01-29,718.7089615725165
1999-02-01,729.7334771970117
1999-02-02,724.3637044321697
1999-02-03,717.3641992865879
1999-02-04,717.7360413972423
1999-02-05,712.6344664242133
1999-02-08,706.6013552672069
1999-02-09,694.1643155342515
1999-02-10,688.3484672129905
1999-02-11,696.8101244869177
1999-02-12,703.7977834304862
1999-02-15,706.6785835076033
1999-02-16,709.3361748724619
1999-02-17,704.057351828106
1999-02-18,704.8076094452983
1999-02-19,709.2540237626959
1999-02-22,719.9734324701612
1999-02-23,727.0158631894788
1999-02-24,735.0183723518062
1999-02-25,722.2538079069502
1999-02-26,717.7422736818928
1999-03-01,711.6434786074711
1999-03-02,712.0387720624708
1999-03-03,707.4599811520015
1999-03-04,711.6902413363147
1999-03-05,724.0474798395625
1999-03-08,722.3637325914628
1999-03-09,726.0397189861252
1999-03-10,723.1353037577868
1999-03-11,730.7874072073637
1999-03-12,731.1362141095223
1999-03-15,728.6363698819698
1999-03-16,729.5941480051509
1999-03-17,723.103438545274
1999-03-18,720.2053426460534
1999-03-19,727.2813586862775
1999-03-22,723.5643202978536
1999-03-23,712.200439940351
1999-03-24,704.9909415490057
1999-03-25,715.6443734302588
1999-03-26,715.7243396736081
1999-03-29,723.6772037752552
1999-03-30,722.7966981274766
1999-03-31,728.8192765979192
1999-04-01,730.4447265067238
1999-04-02,731.0812306682193
1999-04-05,732.1028708609065
1999-04-06,740.6819854807849
1999-04-07,743.8650951325385
1999-04-08,745.5018259786387
1999-04-09,749.0872000773002
1999-04-12,746.3367713719667
1999-04-13,755.1402350721196
1999-04-14,752.5526469287065
1999-04-15,743.8192947976135
1999-04-16,738.584081250033
1999-04-19,749.2872248070574
1999-04-20,731.9999039812582
1999-04-21,737.6974662520115
1999-04-22,746.3679078712878
1999-04-23,743.6435486192453
1999-04-26,749.2651610985805
1999-04-27,759.4966260987625
1999-04-28,757.5142007056701
1999-04-29,751.52918025981
1999-04-30,755.7924409582441
1999-05-03,759.6372641594413
1999-05-04,757.9394127687943
1999-05-05,749.6819912558256
1999-05-06,745.9766428171138
1999-05-07,741.1437683596124
1999-05-10,742.7384707185016
1999-05-11,744.495361761001
1999-05-12,745.1938667115944
1999-05-13,751.3814777791424
1999-05-14,740.6247657807352
1999-05-17,727.4814051067777
1999-05-18,735.1652611413152
1999-05-19,740.5864406739427
1999-05-20,747.7222019851912
1999-05-21,747.9068100345679
1999-05-24,743.2301421763684
1999-05-25,736.0778448583806
1999-05-26,737.4201584932928
1999-05-27,732.3143236593428
1999-05-28,733.1191131738744
1999-05-31,736.1508179915993
1999-06-01,734.956154519833
1999-06-02,739.7326985914418
1999-06-03,745.0712403642082
1999-06-04,749.7423152152668
1999-06-07,757.906387392678
1999-06-08,758.5690944134953
1999-06-09,761.9672704517695
1999-06-10,753.2974878627674
1999-06-11,758.2678188537466
1999-06-14,756.8805596107948
1999-06-15,756.3467138528101
1999-06-16,765.1172047494315
1999-06-17,769.0207832936337
1999-06-18,770.9878374991422
1999-06-21,781.1176618723038
1999-06-22,780.5443055507129
1999-06-23,772.7011961112529
1999-06-24,765.2433463424106
1999-06-25,761.9016003512018
1999-06-28,764.3204064351489
1999-06-29,765.953586477042
1999-06-30,764.9359020249801
1999-07-01,781.8792529106636
1999-07-02,788.142797547222
1999-07-05,799.0987864014706
1999-07-06,795.986508507732
1999-07-07,791.7951806716151
1999-07-08,789.6045011381736
1999-07-09,789.3307428033243
1999-07-12,791.374525085956
1999-07-13,781.8341231034385
1999-07-14,783.1236320105359
1999-07-15,790.329417427659
1999-07-16,789.4754246787107
1999-07-19,790.2227759280842
1999-07-20,775.6357251915069
1999-07-21,765.3965463054977
1999-07-22,760.9392623643593
1999-07-23,753.5995592813015
1999-07-26,743.6263123266694
1999-07-27,748.3753926718389
1999-07-28,751.0386346259222
1999-07-29,737.0391036723856
1999-07-30,746.567940295318
1999-08-02,747.090732458417
1999-08-03,745.9369845510842
1999-08-04,741.38132102157
1999-08-05,723.3521371447565
1999-08-06,724.1942646320682
1999-08-09,730.5069350784736
1999-08-10,718.7504250926222
1999-08-11,724.3806474122639
1999-08-12,738.4331909788938
1999-08-13,748.2960813144516
1999-08-16,753.6541448758348
1999-08-17,755.8281066118686
1999-08-18,756.8840429502064
1999-08-19,749.4088011873504
1999-08-20,756.18210733254
1999-08-23,767.047249480094
1999-08-24,768.1512342529151
1999-08-25,777.4090656573283
1999-08-26,780.6240677748289
1999-08-27,781.1081787160877
1999-08-30,780.6044978041733
1999-08-31,767.0302417974357
1999-09-01,771.103309889925
1999-09-02,760.1900390319859
1999-09-03,775.8799620216834
1999-09-06,784.9469066986255
1999-09-07,783.519949561978
1999-09-08,782.2485761671679
1999-09-09,788.4019553693788
1999-09-10,790.3580614711123
1999-09-13,789.488995141027
1999-09-14,783.4385463646811
1999-09-15,781.9651814416363
1999-09-16,777.4016161469822
1999-09-17,779.8579874927258
1999-09-20,783.8774525665954
1999-09-21,775.8721227975107
1999-09-22,771.7303227451184
1999-09-23,778.9462698055177
1999-09-24,766.2884721896896
1999-09-27,773.344253832381
1999-09-28,767.9957417429126
1999-09-29,762.4579472282817
1999-09-30,761.6391115604025
1999-10-01,757.6725603858495
1999-10-04,765.8415996572331
1999-10-05,773.4639942058769
1999-10-06,776.5566790715608
1999-10-07,784.2256204221933
1999-10-08,789.3537297913036
1999-10-11,794.3705868658908
1999-10-12,787.5571857009196
1999-10-13,777.4331323531528
1999-10-14,771.1276717670004
1999-10-15,757.5730903927262
1999-10-18,748.1982837022133
1999-10-19,761.111033765956
1999-10-20,764.7669230280991
1999-10-21,760.7827298021863
1999-10-22,775.0336922941359
1999-10-25,772.8374527260764
1999-10-26,779.6250959239171
1999-10-27,777.8235078816731
1999-10-28,788.339784204594
1999-10-29,802.6044739810902
1999-11-01,805.5401513677334
1999-11-02,806.167117382866
1999-11-03,812.1945781122156
1999-11-04,819.5609961823476
1999-11-05,824.9591265138307
1999-11-08,828.4233027777278
1999-11-09,830.8761187586557
1999-11-10,836.2632001598738
1999-11-11,848.7561039385755
1999-11-12,849.0801699838859
1999-11-15,859.4662566898257
1999-11-16,862.1713978935215
1999-11-17,861.7742981611093
1999-11-18,870.6303025193096
1999-11-19,868.9311017053112
1999-11-22,861.5266420054753
1999-11-23,865.8852431613004
1999-11-24,868.1309211964049
1999-11-25,886.740203520128
1999-11-26,895.3629598539328
1999-11-29,900.5599490342862
1999-11-30,892.288940462248
1999-12-01,897.9002127393428
1999-12-02,904.8453112952218
1999-12-03,926.852258638565
1999-12-06,927.9222993907212
1999-12-07,936.1997581022291
1999-12-08,939.2780355308479
1999-12-09,945.4686723952669
1999-12-10,942.0293154425517
1999-12-13,948.0344779193764
1999-12-14,949.7304484590961
1999-12-15,930.4770485302183
1999-12-16,931.5560925397605
1999-12-17,944.6880140902946
1999-12-20,952.7598873990504
1999-12-21,949.8939537549454
1999-12-22,961.8981680113577
1999-12-23,975.4963228606438
1999-12-24,980.3486799845626
1999-12-27,986.2692659986507
1999-12-28,990.3666577459306
1999-12-29,996.8760826546318
1999-12-30,1012.2494532997641
1999-12-31,1012.2972651344048
2000-01-03,1013.2075511618481
2000-01-04,974.5529804729679
2000-01-05,938.7146712924288
2000-01-06,928.6937114943007
2000-01-07,951.7635039281018
2000-01-10,975.0323016201424
2000-01-11,975.1816224612758
2000-01-12,974.7896780927002
2000-01-13,986.2227301076983
2000-01-14,1019.1513627708716
2000-01-17,1035.6244886731424
2000-01-18,1014.1007989867749
2000-01-19,1007.5583484963626
2000-01-20,1014.117004332769
2000-01-21,1008.2560736726202
2000-01-24,1016.6795891438596
2000-01-25,1001.4126184795186
2000-01-26,1016.5186222367938
2000-01-27,1030.9403703031062
2000-01-28,1033.0667573321914
2000-01-31,1013.4492940039675
2000-02-01,1032.5173741851604
2000-02-02,1054.262332303154
2000-02-03,1073.0125096308818
2000-02-04,1081.8207322623844
2000-02-07,1076.8845146281753
2000-02-08,1102.0084169798326
2000-02-09,1110.4425909498314
2000-02-10,1108.3909700870422
2000-02-11,1116.6417082413343
2000-02-14,1105.9213887126116
2000-02-15,1081.9144627758265
2000-02-16,1087.4099961611032
2000-02-17,1094.163968345121
