Date,EAFE ex ISRAEL IMI GROWTH
2010-05-26,1000.0
2010-05-27,1023.1315853752061
2010-05-28,1024.0156847789033
2010-05-31,1028.799725295076
2010-06-01,1029.7666737381744
2010-06-02,1027.3283669437483
2010-06-03,1047.740955627553
2010-06-04,1042.6371485852553
2010-06-07,1027.5500340028946
2010-06-08,1024.352057762169
2010-06-09,1032.889180139168
2010-06-10,1047.5014462617105
2010-06-11,1051.3164475277304
2010-06-14,1061.553009597715
2010-06-15,1065.4714542188128
2010-06-16,1071.947204291939
2010-06-17,1069.685088267194
2010-06-18,1069.9231278176724
2010-06-21,1087.0537682903594
2010-06-22,1085.4136772786887
2010-06-23,1075.0611497253003
2010-06-24,1062.6742498814715
2010-06-25,1054.0249531961942
2010-06-28,1059.7559695396735
2010-06-29,1041.3028299461498
2010-06-30,1029.9922541235535
2010-07-01,1003.1192162470035
2010-07-02,999.0943293729458
2010-07-05,1000.8516895283669
2010-07-06,1020.1135887305118
2010-07-07,1024.3414941326741
2010-07-08,1035.131273557444
2010-07-09,1042.6571601645949
2010-07-12,1046.2398890874156
2010-07-13,1055.4672352105358
2010-07-14,1060.8364407124227
2010-07-15,1046.9993939118465
2010-07-16,1029.4138737383446
2010-07-19,1020.3765596173495
2010-07-20,1022.7891313075452
2010-07-21,1033.22975052995
2010-07-22,1042.3915039925764
2010-07-23,1057.7439355462927
2010-07-26,1059.0131559300974
2010-07-27,1054.6986833625376
2010-07-28,1057.6343791456625
2010-07-29,1053.164178111676
2010-07-30,1050.5921327959786
2010-08-02,1065.0798967566288
2010-08-03,1069.1311595400352
2010-08-04,1064.7970003678843
2010-08-05,1066.3472288337025
2010-08-06,1059.497578628242
2010-08-09,1067.4081303318897
2010-08-10,1062.9434133526272
2010-08-11,1048.919056724461
2010-08-12,1047.3071763616435
2010-08-13,1054.5547752114821
2010-08-16,1055.315054211652
2010-08-17,1061.863086602656
2010-08-18,1062.9612510987056
2010-08-19,1058.5056548357554
2010-08-20,1051.994002868032
2010-08-23,1056.193635598409
2010-08-24,1043.4787458655123
2010-08-25,1033.6814359130447
2010-08-26,1040.2214904322154
2010-08-27,1046.8238639379952
2010-08-30,1054.8310772307373
2010-08-31,1047.172306468387
2010-09-01,1067.2637249736354
2010-09-02,1071.9773933336794
2010-09-03,1077.9975577062633
2010-09-06,1084.9446586600275
2010-09-07,1087.5680625937791
2010-09-08,1089.3224187821284
2010-09-09,1101.372993136688
2010-09-10,1101.785970418429
2010-09-13,1106.7821941778202
2010-09-14,1105.8892716352684
2010-09-15,1101.0804792072558
2010-09-16,1090.6756142984475
2010-09-17,1096.0938074108458
2010-09-20,1105.1690182584925
2010-09-21,1100.8121367988158
2010-09-22,1086.6582438200192
2010-09-23,1090.3466068129437
2010-09-24,1091.5778435011405
2010-09-27,1095.459290182552
2010-09-28,1092.5744235348013
2010-09-29,1090.9326643287047
2010-09-30,1080.1211269704766
2010-10-01,1076.9308355740827
2010-10-04,1076.0697796084164
2010-10-05,1081.7923280723762
2010-10-06,1090.677025781401
2010-10-07,1089.7639288752625
2010-10-08,1089.7193789394903
2010-10-11,1094.3312723012702
2010-10-12,1090.680529681133
2010-10-13,1097.8011908539454
2010-10-14,1101.1673130668216
2010-10-15,1100.2820419626546
2010-10-18,1102.2235067250883
2010-10-19,1099.7570118117603
2010-10-20,1097.793001689894
2010-10-21,1100.7630331671323
2010-10-22,1100.5648803045435
2010-10-25,1107.609240926006
2010-10-26,1103.9860191246496
2010-10-27,1096.7383200366362
2010-10-28,1098.4353447550195
2010-10-29,1097.7298980841929
2010-11-01,1100.884592835477
2010-11-02,1100.0294067538232
2010-11-03,1098.7296673755795
2010-11-04,1115.4190656489968
2010-11-05,1132.5016137694802
2010-11-08,1139.5589279878955
2010-11-09,1142.9563627159346
2010-11-10,1139.0252927062954
2010-11-11,1143.3238974001288
2010-11-12,1132.6504730317351
2010-11-15,1141.1343414108178
2010-11-16,1121.696856908881
2010-11-17,1124.8417135181442
2010-11-18,1139.3566824001387
2010-11-19,1132.2065302751794
2010-11-22,1134.248325254981
2010-11-23,1127.6675536767052
2010-11-24,1135.548021149981
2010-11-25,1142.495691457659
2010-11-26,1141.4046201292167
2010-11-29,1136.1051676585726
2010-11-30,1135.3775171949626
2010-12-01,1148.4498102057316
2010-12-02,1165.9889825709838
2010-12-03,1164.6597680127845
2010-12-06,1170.7481207413769
2010-12-07,1175.0043278898859
2010-12-08,1175.6618990636625
2010-12-09,1179.5167068675146
2010-12-10,1178.4589461698297
2010-12-13,1180.3816055166326
2010-12-14,1184.0321970971409
2010-12-15,1179.4004083402422
2010-12-16,1185.28092347248
2010-12-17,1185.9683612287565
2010-12-20,1192.9177069918035
2010-12-21,1203.8894556245148
2010-12-22,1208.6453180653268
2010-12-23,1212.4649244985735
2010-12-24,1208.7296156063724
2010-12-27,1203.4475802731513
2010-12-28,1208.8375094457745
2010-12-29,1213.13472548381
2010-12-30,1198.1134106484524
2010-12-31,1192.7859129084932
2011-01-03,1197.3642652205942
2011-01-04,1206.3649512385562
2011-01-05,1204.8662748699035
2011-01-06,1215.0890181018026
2011-01-07,1218.4932596250617
2011-01-10,1213.883982435002
2011-01-11,1222.5365711143186
2011-01-12,1226.4616571642546
2011-01-13,1213.0912505276374
2011-01-14,1206.4671402347162
2011-01-17,1210.4340534807156
2011-01-18,1214.5097864831273
2011-01-19,1203.8471537959938
2011-01-20,1181.8560009617306
2011-01-21,1174.4275259336312
2011-01-24,1176.012765350363
2011-01-25,1175.9744078324466
2011-01-26,1184.0128577167534
2011-01-27,1182.1943313126262
2011-01-28,1176.7516001907966
2011-01-31,1170.136068264515
2011-02-01,1181.6315325020785
2011-02-02,1189.004903636505
2011-02-03,1196.6939894329396
2011-02-04,1204.570009216351
2011-02-07,1212.5463948911893
2011-02-08,1209.9820394553283
2011-02-09,1201.26610594817
2011-02-10,1199.527580839871
2011-02-11,1205.733807819384
2011-02-14,1219.1484149727892
2011-02-15,1214.73714104241
2011-02-16,1215.5715255801742
2011-02-17,1218.2508318379425
2011-02-18,1215.398418406896
2011-02-21,1205.049312136038
2011-02-22,1194.459163502741
2011-02-23,1181.001959384439
2011-02-24,1173.8588358754503
2011-02-25,1191.4905947548646
2011-02-28,1197.8020090918658
2011-03-01,1198.0550685763174
2011-03-02,1186.5268013610967
2011-03-03,1188.209337571673
2011-03-04,1185.3478479012897
2011-03-07,1177.764402717833
2011-03-08,1181.5075056204132
2011-03-09,1180.686906006289
2011-03-10,1165.8063975375576
2011-03-11,1156.1700859998687
2011-03-14,1125.7877596250498
2011-03-15,1084.877460842338
2011-03-16,1095.1293262136344
2011-03-17,1105.6593673257266
2011-03-18,1107.4997269242888
2011-03-21,1120.040456335201
2011-03-22,1126.9902740076975
2011-03-23,1132.3695349614977
2011-03-24,1138.5814684427926
2011-03-25,1143.1054846304976
2011-03-28,1142.8935500263374
2011-03-29,1146.0597645268238
2011-03-30,1159.9692631992073
2011-03-31,1153.405096897504
2011-04-01,1159.874604380669
2011-04-04,1161.7816087214537
2011-04-05,1160.5254570812244
2011-04-06,1154.66779875476
2011-04-07,1152.8333030215533
2011-04-08,1155.8888128752667
2011-04-11,1155.3091381251456
2011-04-12,1136.0232314950008
2011-04-13,1144.1504225965539
2011-04-14,1147.1735169396009
2011-04-15,1150.2608308313338
2011-04-18,1146.8692366276503
2011-04-19,1144.8608269586423
2011-04-20,1158.885725774494
2011-04-21,1169.0058266649003
2011-04-22,1169.2870062948505
2011-04-25,1166.6354141193403
2011-04-26,1165.9893880309805
2011-04-27,1164.2529408631856
2011-04-28,1167.894838348596
2011-04-29,1170.6267468905885
2011-05-02,1174.82642634974
2011-05-03,1170.363975447646
2011-05-04,1156.2529866854788
2011-05-05,1163.9170177780516
2011-05-06,1173.9993612958947
2011-05-09,1180.2381672785243
2011-05-10,1185.4178248648943
2011-05-11,1189.7111901918045
2011-05-12,1181.3531670382513
2011-05-13,1177.9666566140295
2011-05-16,1173.0674151905773
2011-05-17,1165.328045607867
2011-05-18,1168.8722720502558
2011-05-19,1172.6151340081644
2011-05-20,1175.1189679962345
2011-05-23,1158.564068174428
2011-05-24,1159.139611535573
2011-05-25,1162.8121881344803
2011-05-26,1170.2017405037686
2011-05-27,1173.9383318312166
2011-05-30,1173.8327388710402
2011-05-31,1180.6693492650575
2011-06-01,1176.7884678435344
2011-06-02,1159.359665373449
2011-06-03,1150.0675900319698
2011-06-06,1145.4524657948994
2011-06-07,1142.3917235228596
2011-06-08,1133.9806825640628
2011-06-09,1144.6007994877364
2011-06-10,1138.835595285315
2011-06-13,1138.4546584587338
2011-06-14,1142.056522731766
2011-06-15,1139.823496122553
2011-06-16,1131.2289849626832
2011-06-17,1125.2230380471196
2011-06-20,1119.6878719757792
2011-06-21,1132.8368692888732
2011-06-22,1131.238379230686
2011-06-23,1125.8831949829093
2011-06-24,1131.147875866791
2011-06-27,1122.836789594357
2011-06-28,1126.230486969618
2011-06-29,1144.32745457528
2011-06-30,1152.7612125899384
2011-07-01,1159.0658668035064
2011-07-04,1165.8076989446063
2011-07-05,1167.9253925946668
2011-07-06,1175.8567606444708
2011-07-07,1177.5451797320989
2011-07-08,1181.6415145965675
2011-07-11,1178.893475823959
2011-07-12,1169.3694346904954
2011-07-13,1175.3152376022106
2011-07-14,1167.6198892441598
2011-07-15,1166.8911609616932
2011-07-18,1156.4550623174468
2011-07-19,1156.0709578698563
2011-07-20,1167.8865252449903
2011-07-21,1167.3172904305106
2011-07-22,1178.1529901827719
2011-07-25,1177.1923043424958
2011-07-26,1173.6469748510165
2011-07-27,1169.2002942127042
2011-07-28,1165.5149759794185
2011-07-29,1155.5834814057557
2011-08-01,1163.3201068640687
2011-08-02,1140.1703079112615
2011-08-03,1114.4484367645225
2011-08-04,1082.4424812681882
2011-08-05,1054.5683986949653
2011-08-08,1015.6399339640906
2011-08-09,1024.8001582124805
2011-08-10,1013.5706637762643
2011-08-11,1022.9448621972866
2011-08-12,1047.966245374053
2011-08-15,1050.5338813783633
2011-08-16,1051.4356524489801
2011-08-17,1053.3702402754354
2011-08-18,1017.4355923569653
2011-08-19,997.1292423258011
2011-08-22,996.4293823707138
2011-08-23,1007.6701792609284
2011-08-24,1011.1512322953064
2011-08-25,1008.2634519995985
2011-08-26,1008.9686196706731
2011-08-29,1014.2930109085214
2011-08-30,1030.3473992301113
2011-08-31,1056.3523328965541
2011-09-01,1066.6618539162955
2011-09-02,1048.8545370833717
2011-09-05,1015.9464832685269
2011-09-06,1008.3401082373915
2011-09-07,1035.6879625706872
2011-09-08,1042.0082662119885
2011-09-09,1032.2379944602474
2011-09-12,1012.4163004503491
2011-09-13,1016.7624993263337
2011-09-14,1020.3622051870748
2011-09-15,1030.214783578404
2011-09-16,1044.3044170340188
2011-09-19,1031.8381786774369
2011-09-20,1037.40369291501
2011-09-21,1027.8639243085577
2011-09-22,989.4563252540447
2011-09-23,987.5402117679486
2011-09-26,987.5114604267989
2011-09-27,1021.5284768901872
2011-09-28,1016.8863171652952
2011-09-29,1016.4700216448184
2011-09-30,1011.2353323829811
2011-10-03,999.6137653680262
2011-10-04,974.2884628138918
2011-10-05,989.4041836086625
2011-10-06,1014.5089562735952
2011-10-07,1023.820981856628
2011-10-10,1031.8436990057858
2011-10-11,1036.6897556538624
2011-10-12,1042.110864725256
2011-10-13,1044.5158460171967
2011-10-14,1041.7863796643662
2011-10-17,1046.1589907959603
2011-10-18,1039.2195296077248
2011-10-19,1038.9534010393945
2011-10-20,1026.7349854029248
2011-10-21,1041.009755665856
2011-10-24,1060.6524939982096
2011-10-25,1055.6637113782895
2011-10-26,1058.6488977343197
2011-10-27,1083.0454486344618
2011-10-28,1089.5023541149537
2011-10-31,1067.9419975693465
2011-11-01,1046.807806413738
2011-11-02,1045.9698165250802
2011-11-03,1059.638909648935
2011-11-04,1062.9523348313298
2011-11-07,1058.8727918810846
2011-11-08,1061.4247986214177
2011-11-09,1059.8590117805913
2011-11-10,1044.1754111909665
2011-11-11,1058.9439870323479
2011-11-14,1057.7921506761966
2011-11-15,1055.9135102321352
2011-11-16,1050.4830351385167
2011-11-17,1042.0800209719887
2011-11-18,1031.2088807801524
2011-11-21,1006.5743801699849
2011-11-22,1004.2841078877602
2011-11-23,995.5545522381567
2011-11-24,994.6118046202103
2011-11-25,996.2468549874543
2011-11-28,1021.7261343222538
2011-11-29,1035.067911362147
2011-11-30,1057.5707615597807
2011-12-01,1059.3184411175837
2011-12-02,1066.6402420498666
2011-12-05,1072.5681404970076
2011-12-06,1066.9489106441345
2011-12-07,1072.0098526529473
2011-12-08,1063.346453914374
2011-12-09,1060.2001726692542
2011-12-12,1057.425678007085
2011-12-13,1061.7454580419062
2011-12-14,1048.114981948625
2011-12-15,1046.125464540613
2011-12-16,1044.6758886484004
2011-12-19,1040.021254215362
2011-12-20,1052.3691967527084
2011-12-21,1055.3865023251597
2011-12-22,1057.924868477862
2011-12-23,1066.2785204667032
2011-12-26,1067.5860946742596
2011-12-27,1067.2761529621214
2011-12-28,1066.1895109242157
2011-12-29,1072.431333371201
2011-12-30,1081.5956156467344
2012-01-02,1087.5514695945922
2012-01-03,1101.4963038085566
2012-01-04,1109.7366709349408
2012-01-05,1104.9625070664206
2012-01-06,1104.5806842525958
2012-01-09,1104.3056361761853
2012-01-10,1116.5938889101367
2012-01-11,1117.2924134125933
2012-01-12,1110.5281804739611
2012-01-13,1116.6749102109404
2012-01-16,1118.7806612632205
2012-01-17,1126.4754438303105
2012-01-18,1128.152658425617
2012-01-19,1133.1229175050844
2012-01-20,1135.6658288052502
2012-01-23,1134.5331521506625
2012-01-24,1131.2074451350911
2012-01-25,1132.5488584975376
2012-01-26,1139.8965639010776
2012-01-27,1135.9304295535553
2012-01-30,1127.4193089770422
2012-01-31,1133.7290553973146
2012-02-01,1144.8258363008426
2012-02-02,1150.0190536522412
2012-02-03,1163.2138666127216
2012-02-06,1167.8052132913867
2012-02-07,1159.3922061888366
2012-02-08,1160.677139863121
