Date,NORDIC COUNTRIES IMI GROWTH
2007-05-31,1000.0
2007-06-01,1010.132232124611
2007-06-04,1007.6699643496556
2007-06-05,1006.0898774092487
2007-06-06,997.1164236048456
2007-06-07,972.4857779071043
2007-06-08,974.2920679552183
2007-06-11,983.9659639105986
2007-06-12,969.924800136522
2007-06-13,975.7627828017031
2007-06-14,994.065185289583
2007-06-15,1006.3289418123954
2007-06-18,1006.6988999979651
2007-06-19,1003.3600905084911
2007-06-20,1016.0871787464587
2007-06-21,1000.2506053739202
2007-06-22,1000.3546443089789
2007-06-25,994.9412451274733
2007-06-26,990.2834753666191
2007-06-27,985.6713589292742
2007-06-28,1002.4966440562544
2007-06-29,1003.82565267933
2007-07-02,1009.3400816267881
2007-07-03,1026.4897635278494
2007-07-04,1030.6935117465155
2007-07-05,1027.6336704843661
2007-07-06,1030.4926308890856
2007-07-09,1036.6637758872173
2007-07-10,1030.421457905006
2007-07-11,1030.4135560536492
2007-07-12,1046.826932974809
2007-07-13,1050.3174751744448
2007-07-16,1053.2618391934582
2007-07-17,1045.8644444626404
2007-07-18,1039.2555831564493
2007-07-19,1046.8451452374172
2007-07-20,1033.10041494704
2007-07-23,1036.2587732549878
2007-07-24,1017.4756075765818
2007-07-25,1003.31708593441
2007-07-26,972.8553731329728
2007-07-27,974.5631275400813
2007-07-30,985.2016690742298
2007-07-31,996.6384399204976
2007-08-01,974.8943723368103
2007-08-02,1002.422033860722
2007-08-03,988.8842199454435
2007-08-06,973.4202894670142
2007-08-07,979.1876940750635
2007-08-08,1005.1917044104749
2007-08-09,982.1354276603317
2007-08-10,952.9617937370509
2007-08-13,978.291822492697
2007-08-14,972.46543738717
2007-08-15,957.1587303572892
2007-08-16,914.8051655049958
2007-08-17,934.5550860378382
2007-08-20,950.444484458967
2007-08-21,947.3524267309166
2007-08-22,971.5006033583788
2007-08-23,970.2871450589906
2007-08-24,980.212404690695
2007-08-27,979.8663729368687
2007-08-28,958.6740739559292
2007-08-29,974.2986299087314
2007-08-30,989.5125856292677
2007-08-31,1003.3694870429664
