Date,PACIFIC ex JAPAN IMI GROWTH
1998-12-31,387.4466718358952
1999-01-01,387.4536962383069
1999-01-04,388.34681137883723
1999-01-05,386.42818105311375
1999-01-06,399.3862489385376
1999-01-07,411.7726525416803
1999-01-08,412.7303455293562
1999-01-11,414.09668665294254
1999-01-12,413.482294432729
1999-01-13,395.89860252533634
1999-01-14,392.83888235966594
1999-01-15,399.6055572459151
1999-01-18,406.99229178550684
1999-01-19,409.85118097054954
1999-01-20,413.1147173845472
1999-01-21,408.3976878951191
1999-01-22,401.05927557071135
1999-01-25,395.65557691373175
1999-01-26,396.0471941061683
1999-01-27,404.10341680526795
1999-01-28,402.77979700133903
1999-01-29,410.2834606748246
1999-02-01,421.91902611201135
1999-02-02,417.1873929346544
1999-02-03,414.2764125325715
1999-02-04,421.1138189736905
1999-02-05,417.1653744929962
1999-02-08,414.36313749899045
1999-02-09,409.10950574569665
1999-02-10,399.5911724610323
1999-02-11,406.74013029268434
1999-02-12,412.5520986372857
1999-02-15,411.1286971196231
1999-02-16,408.14946170781695
1999-02-17,409.2005853702457
1999-02-18,408.14750872415084
1999-02-19,416.8059651063227
1999-02-22,421.2578138372473
1999-02-23,421.857106596991
1999-02-24,424.9125062878439
1999-02-25,415.6867043154407
1999-02-26,416.05244140537206
1999-03-01,424.96381075669
1999-03-02,422.83259173425824
1999-03-03,424.57797753287923
1999-03-04,427.2689291316256
1999-03-05,434.0167144471211
1999-03-08,435.9156471653356
1999-03-09,440.41584413456115
1999-03-10,441.14562617276783
1999-03-11,444.77878178116345
1999-03-12,445.05992057013987
1999-03-15,448.08396145196764
1999-03-16,448.2215192021833
1999-03-17,441.42146658367176
1999-03-18,438.3282652652254
1999-03-19,445.004835247117
1999-03-22,446.81976656005645
1999-03-23,448.61923270559055
1999-03-24,441.8985484803589
1999-03-25,445.5175427674901
1999-03-26,448.5482841140339
1999-03-29,446.6013686857004
1999-03-30,449.035900626332
1999-03-31,447.7294663371821
1999-04-01,452.96337218433894
1999-04-02,452.5838715957784
1999-04-05,456.33383174445373
1999-04-06,459.81162740736335
1999-04-07,465.8262059258864
1999-04-08,465.44426045165727
1999-04-09,475.37680163088385
1999-04-12,469.75427097425654
1999-04-13,479.12778744921155
1999-04-14,478.7163419994784
1999-04-15,480.99087766434604
1999-04-16,490.2177470471616
1999-04-19,505.5761133317176
1999-04-20,494.90232835131866
1999-04-21,497.3397569992307
1999-04-22,507.85364886555567
1999-04-23,507.6164482097272
1999-04-26,511.62617899857116
1999-04-27,515.0854436260269
1999-04-28,513.4726498992574
1999-04-29,511.4661730402219
1999-04-30,519.1089743483794
1999-05-03,518.2039720631874
1999-05-04,519.339068148455
1999-05-05,514.841796959095
1999-05-06,513.7835107458679
1999-05-07,498.3905982771509
1999-05-10,502.7086593009768
1999-05-11,504.47795411600043
1999-05-12,512.1156136751374
1999-05-13,516.2392256424389
1999-05-14,511.88093233509164
1999-05-17,502.11220655294386
1999-05-18,504.8452029028241
1999-05-19,495.90850701486653
1999-05-20,494.90810762900213
1999-05-21,497.38142072877883
1999-05-24,498.40672791461907
1999-05-25,489.548983739771
1999-05-26,495.9884171050887
