Date,NORTH AMERICA IMI GROWTH
2000-12-28,1369.3089267249413
2000-12-29,1325.1676355604193
2001-01-01,1325.1647560784531
2001-01-02,1239.93390371361
2001-01-03,1353.188832237493
2001-01-04,1336.1254592803239
2001-01-05,1270.5533625616129
2001-01-08,1263.8871566541277
2001-01-09,1290.1713847983337
2001-01-10,1315.7083599131427
2001-01-11,1341.7061031649175
2001-01-12,1339.2150399510006
2001-01-15,1349.0709759242156
2001-01-16,1354.6457265597014
2001-01-17,1384.4929279726778
2001-01-18,1393.8595695946713
2001-01-19,1407.9014321894238
2001-01-22,1402.3660669588744
2001-01-23,1427.5196749820163
2001-01-24,1459.8583379758943
2001-01-25,1436.6168034723867
2001-01-26,1434.0883816865555
2001-01-29,1456.476573461542
2001-01-30,1451.9447663036053
2001-01-31,1425.6292944142617
2001-02-01,1412.316523365849
2001-02-02,1382.037482382451
2001-02-05,1369.994313427129
2001-02-06,1385.437523352861
2001-02-07,1363.289738268925
2001-02-08,1365.4693297786234
2001-02-09,1324.043850589548
2001-02-12,1330.6873886675996
2001-02-13,1324.1440934369225
2001-02-14,1340.1276387093071
2001-02-15,1384.8471856099866
2001-02-16,1313.9991616999137
2001-02-19,1307.421934132732
2001-02-20,1287.2008437859995
2001-02-21,1255.0306151154334
2001-02-22,1252.8402082111045
2001-02-23,1250.011903159023
2001-02-26,1274.6558408403112
2001-02-27,1232.8798360541416
2001-02-28,1208.3661219726348
2001-03-01,1201.0870102634808
2001-03-02,1170.759128333248
2001-03-05,1188.9806194656355
2001-03-06,1210.2679543428615
2001-03-07,1219.942287345676
2001-03-08,1201.28263569509
2001-03-09,1156.485043075888
2001-03-12,1094.304649107209
2001-03-13,1138.4527480004917
2001-03-14,1119.3984547620917
2001-03-15,1121.3483495953258
2001-03-16,1104.575132505295
2001-03-19,1129.8509043656393
2001-03-20,1090.2214896420949
2001-03-21,1078.7232293353375
2001-03-22,1105.2399309590933
2001-03-23,1119.5001470055458
2001-03-26,1123.1893414294939
2001-03-27,1148.5577889688097
2001-03-28,1113.9659117198792
2001-03-29,1109.029623451445
2001-03-30,1118.7569304970432
2001-04-02,1096.350778932447
2001-04-03,1037.8734896280919
2001-04-04,1012.2638586193149
2001-04-05,1086.2834956721665
2001-04-06,1055.068286459912
2001-04-09,1064.0907782878103
2001-04-10,1120.6924525569832
2001-04-11,1134.6288998737655
2001-04-12,1150.2216931151881
2001-04-13,1150.2216931151881
2001-04-16,1147.326417059897
2001-04-17,1166.0454853904791
2001-04-18,1248.8046356431403
2001-04-19,1262.5236684808674
2001-04-20,1238.528482403295
2001-04-23,1206.3129833864414
2001-04-24,1190.128124390907
2001-04-25,1209.746226217224
2001-04-26,1205.9831182104156
2001-04-27,1240.260730441245
2001-04-30,1257.6614021802784
2001-05-01,1273.6702768845098
2001-05-02,1286.3028879823325
2001-05-03,1252.125768124845
2001-05-04,1271.950394181717
2001-05-07,1270.69155652053
2001-05-08,1284.447022747498
2001-05-09,1272.2988631756893
2001-05-10,1268.868405889132
2001-05-11,1266.3682829152665
2001-05-14,1264.0154893158654
2001-05-15,1257.0057886621378
2001-05-16,1289.5742750831587
2001-05-17,1307.715140392149
2001-05-18,1318.638818488172
2001-05-21,1361.0045802548818
2001-05-22,1372.3917991505461
2001-05-23,1348.5626429459821
2001-05-24,1363.0098450329542
2001-05-25,1345.5442282332883
2001-05-28,1340.5227713907154
2001-05-29,1322.0121044233224
2001-05-30,1281.939312384567
2001-05-31,1305.908958594288
2001-06-01,1320.4550085524925
2001-06-04,1324.4546914204088
2001-06-05,1350.7911912517322
2001-06-06,1340.9705657715347
2001-06-07,1350.4427821173178
2001-06-08,1335.6411222041822
2001-06-11,1327.2743650711245
2001-06-12,1317.729492261021
2001-06-13,1295.2333754298063
2001-06-14,1256.5915060380967
2001-06-15,1243.6315880557086
2001-06-18,1234.4640023140669
2001-06-19,1242.0147656994081
2001-06-20,1269.0238435344706
2001-06-21,1277.8559328593146
2001-06-22,1260.0434666908359
2001-06-25,1245.860924449062
2001-06-26,1244.8647449188186
2001-06-27,1244.999014002175
2001-06-28,1281.8795010852582
2001-06-29,1286.5909856684864
2001-07-02,1295.1654258819558
2001-07-03,1292.0469928375912
2001-07-04,1293.2517875540423
2001-07-05,1281.8998843698278
2001-07-06,1233.34865850216
2001-07-09,1235.4119738371683
2001-07-10,1200.71634247005
2001-07-11,1187.7969534710826
2001-07-12,1239.5210512194171
2001-07-13,1248.805811107877
2001-07-16,1223.0345762935144
2001-07-17,1242.7591857533864
2001-07-18,1199.9467755012963
2001-07-19,1211.8985728116202
2001-07-20,1205.748195535002
2001-07-23,1189.7917953831598
2001-07-24,1163.5133138879253
2001-07-25,1172.1618199155175
2001-07-26,1191.259471326227
2001-07-27,1201.8643621342392
2001-07-30,1196.3487223776256
2001-07-31,1202.1742918726188
2001-08-01,1204.164012083531
2001-08-02,1205.2769438374155
2001-08-03,1193.4598755854786
2001-08-06,1185.303162929499
2001-08-07,1190.341501428007
2001-08-08,1164.95285321861
2001-08-09,1148.314250623518
2001-08-10,1141.0150873578261
2001-08-13,1141.1579357109026
2001-08-14,1134.7061566846069
2001-08-15,1104.9148349574448
2001-08-16,1105.6179861214305
2001-08-17,1078.1171046164538
2001-08-20,1090.0933421253328
2001-08-21,1070.9924101109943
2001-08-22,1071.3232278829485
2001-08-23,1075.4066886559874
2001-08-24,1105.8228740703187
2001-08-27,1107.514683253801
2001-08-28,1086.8709333960107
2001-08-29,1073.0892300198059
2001-08-30,1049.3906294258747
2001-08-31,1055.9941117550522
2001-09-03,1058.224906448497
2001-09-04,1069.8111155632253
2001-09-05,1067.5875146908952
2001-09-06,1036.933038859623
2001-09-07,1001.6927602026556
2001-09-10,1012.0998264406305
2001-09-11,1001.2431753872365
2001-09-12,1003.5325815006929
2001-09-13,1000.2465838059749
2001-09-14,985.7910073547613
2001-09-17,930.5603013642639
2001-09-18,916.4944695764162
2001-09-19,892.8487849845393
2001-09-20,867.53030305702
2001-09-21,862.7950724983694
2001-09-24,904.310319673472
2001-09-25,901.7500102780582
2001-09-26,894.8251517908144
2001-09-27,901.9362141868586
2001-09-28,933.3856605529102
2001-10-01,923.8535010581784
2001-10-02,934.3288711392792
2001-10-03,961.0651662980363
2001-10-04,969.7139126123866
2001-10-05,968.9016059913997
2001-10-08,961.7492939625646
2001-10-09,953.3474490803704
2001-10-10,987.3854430734331
2001-10-11,1026.336373950709
2001-10-12,1020.1206909590923
2001-10-15,1016.804838176494
2001-10-16,1022.9312575615725
2001-10-17,996.8305607215765
2001-10-18,995.3121503600175
2001-10-19,1008.8384994076854
2001-10-22,1033.5100642928376
2001-10-23,1034.874530196552
2001-10-24,1036.4999760346648
2001-10-25,1049.2325095584897
2001-10-26,1055.8029386873811
2001-10-29,1010.0568584578763
2001-10-30,985.6945691806594
2001-10-31,999.13302001194
2001-11-01,1017.3816556268214
2001-11-02,1022.0970463529646
2001-11-05,1048.907992511189
2001-11-06,1067.8238332569817
2001-11-07,1062.1871952254712
2001-11-08,1072.4770100907485
2001-11-09,1071.5375768699835
2001-11-12,1071.8884434981064
2001-11-13,1111.69858501415
2001-11-14,1114.9145563549778
2001-11-15,1118.6890150793977
2001-11-16,1109.4751172794276
2001-11-19,1134.1147873982995
2001-11-20,1113.9556691795271
2001-11-21,1118.2745651504856
2001-11-22,1114.9708594567132
2001-11-23,1130.8984792834801
2001-11-26,1141.3212898447443
2001-11-27,1133.6833640927805
2001-11-28,1106.2964366390138
2001-11-29,1119.4278910024075
2001-11-30,1108.202084462954
2001-12-03,1101.9049121698856
2001-12-04,1120.8376718112559
2001-12-05,1158.4055785978123
2001-12-06,1152.7597722747064
2001-12-07,1141.1245590852266
2001-12-10,1123.1320433250403
2001-12-11,1124.1709647366745
2001-12-12,1118.2355413823987
2001-12-13,1092.5640960404494
2001-12-14,1092.6038462685913
2001-12-17,1104.0785385904142
2001-12-18,1116.3275460120674
2001-12-19,1119.970270903832
2001-12-20,1103.8019180171652
2001-12-21,1127.8184034936091
2001-12-24,1137.5849844811064
2001-12-25,1137.5849844811064
2001-12-26,1142.8313386618606
2001-12-27,1141.0902782151288
2001-12-28,1152.5113596724848
2001-12-31,1126.4673198963626
2002-01-01,1126.4670856156965
2002-01-02,1114.7912596317458
2002-01-03,1134.3296147775977
2002-01-04,1147.3164210892699
2002-01-07,1139.304295328665
2002-01-08,1141.74120653438
2002-01-09,1139.69681747767
2002-01-10,1135.0504339760273
2002-01-11,1127.4475876332322
2002-01-14,1111.9102211344036
2002-01-15,1120.4834328615814
2002-01-16,1109.782017295225
2002-01-17,1127.3684253449799
2002-01-18,1106.1456512765626
2002-01-21,1106.1390443192324
2002-01-22,1094.4166592208003
2002-01-23,1102.6697615185249
2002-01-24,1115.752264444268
2002-01-25,1133.0543226669263
2002-01-28,1136.7027515182267
2002-01-29,1106.753058136744
2002-01-30,1119.2808091006411
2002-01-31,1134.821794488286
2002-02-01,1126.1516648357326
2002-02-04,1089.2245903100863
2002-02-05,1082.3610131685466
2002-02-06,1075.7032965109154
2002-02-07,1065.639969446182
2002-02-08,1080.9233270781635
2002-02-11,1091.9353211946982
2002-02-12,1088.7972222043147
2002-02-13,1105.1476720535773
2002-02-14,1102.5609897719814
2002-02-15,1081.8447075782396
2002-02-18,1085.7311694181226
2002-02-19,1057.5632717451965
2002-02-20,1073.9979664826346
2002-02-21,1053.1753554644708
2002-02-22,1050.8442447204309
2002-02-25,1077.53922926057
2002-02-26,1081.4370133658872
2002-02-27,1085.3372848561341
2002-02-28,1077.5126259218187
2002-03-01,1105.0485488697184
2002-03-04,1125.1368426832214
2002-03-05,1120.491008743767
2002-03-06,1126.6264821427758
2002-03-07,1114.539472093029
2002-03-08,1134.265137917571
2002-03-11,1135.2030473955838
2002-03-12,1131.6924714545012
2002-03-13,1115.5427320048777
2002-03-14,1105.5130093371388
2002-03-15,1116.3814151109354
2002-03-18,1121.9417944189331
2002-03-19,1122.0400968555764
2002-03-20,1099.7830197750538
2002-03-21,1108.3277022482796
2002-03-22,1106.9728936630147
2002-03-25,1090.3489352600752
2002-03-26,1095.369284257878
2002-03-27,1104.5574025479523
2002-03-28,1110.572274268447
2002-03-29,1110.572274268447
2002-04-01,1103.2104409599556
2002-04-02,1083.2104213484754
2002-04-03,1073.1352020872398
2002-04-04,1073.0271763967132
2002-04-05,1070.623053289079
2002-04-08,1078.589618631128
2002-04-09,1066.5452976746753
2002-04-10,1075.3928262414297
2002-04-11,1041.2508102330087
2002-04-12,1058.0285265427808
2002-04-15,1050.1554492455027
2002-04-16,1073.6089175888094
2002-04-17,1063.7394618707856
2002-04-18,1059.834920663256
2002-04-19,1061.8446655199798
2002-04-22,1044.1290775272807
2002-04-23,1033.695237290435
2002-04-24,1023.5906517632986
2002-04-25,1013.6008379084495
2002-04-26,993.4024986156866
2002-04-29,981.3765746818343
2002-04-30,993.9297008091452
2002-05-01,994.4773804336062
2002-05-02,988.9987578184755
2002-05-03,964.4765141408992
2002-05-06,941.7794030736602
2002-05-07,941.0392092324472
2002-05-08,993.47421668434
2002-05-09,973.4505964626993
2002-05-10,949.5401694473943
2002-05-13,971.1699469115898
2002-05-14,1009.6106533145755
2002-05-15,999.8789710735201
2002-05-16,1002.4593587716765
2002-05-17,1000.6789871737852
2002-05-20,985.2936625977003
2002-05-21,971.5775260960869
2002-05-22,965.1631159407633
2002-05-23,982.401516657475
2002-05-24,967.3684838188813
