Date,NORTH AMERICA IMI GROWTH
1998-12-31,967.7260642069153
1999-01-01,967.7260642069153
1999-01-04,961.6962395036754
1999-01-05,976.904290064068
1999-01-06,1003.3103540629143
1999-01-07,1005.8223247740154
1999-01-08,1016.5113859390644
1999-01-11,1017.5419542362868
1999-01-12,996.3865741184285
1999-01-13,979.2229934708215
1999-01-14,966.5215678490351
1999-01-15,1001.1480266772535
1999-01-18,1000.9757152209314
1999-01-19,1012.7249388895744
1999-01-20,1020.8969898649223
1999-01-21,997.5908586698592
1999-01-22,989.3633539465847
1999-01-25,1002.1061420615843
1999-01-26,1023.2288595907305
1999-01-27,1028.037533611641
1999-01-28,1055.8504228877316
1999-01-29,1074.7946830667604
1999-02-01,1077.1095856115667
1999-02-02,1062.7254716339091
1999-02-03,1073.344541208393
1999-02-04,1053.1826406663636
1999-02-05,1038.8075631710078
1999-02-08,1046.034484955346
1999-02-09,1009.1746537150105
1999-02-10,1012.644645058044
1999-02-11,1050.3018369441893
1999-02-12,1028.394994780674
1999-02-15,1032.4187137804815
1999-02-16,1044.455666512009
1999-02-17,1020.2237829632282
1999-02-18,1030.5049946159943
1999-02-19,1047.387095679457
1999-02-22,1080.2430536393329
1999-02-23,1091.5959261296332
1999-02-24,1077.7732213500485
1999-02-25,1059.1689315717504
1999-02-26,1058.5185640623624
1999-03-01,1061.9904897192782
1999-03-02,1052.8285458436828
1999-03-03,1054.2326654342219
1999-03-04,1078.395295541684
1999-03-05,1100.517475536781
1999-03-08,1112.0687096320223
1999-03-09,1110.54551915198
1999-03-10,1105.0284153980508
1999-03-11,1125.8330987137333
1999-03-12,1110.1095370664796
1999-03-15,1124.2794172648034
1999-03-16,1129.0320120148708
1999-03-17,1112.1436850753182
1999-03-18,1127.696489857508
1999-03-19,1119.9397270965744
1999-03-22,1117.7175159788953
1999-03-23,1086.572556963214
1999-03-24,1091.7783295979716
1999-03-25,1121.6026768352983
1999-03-26,1130.4255541217078
1999-03-29,1160.431042715489
1999-03-30,1153.9304169586135
1999-03-31,1139.2043386084238
1999-04-01,1146.775859519974
1999-04-02,1149.5148392395631
1999-04-05,1183.6106586624896
1999-04-06,1177.9212824988272
1999-04-07,1173.725810110308
1999-04-08,1185.281545101048
1999-04-09,1197.818825062592
1999-04-12,1195.3519641161024
1999-04-13,1194.9343486822129
1999-04-14,1165.4539915017504
1999-04-15,1160.6782204680694
1999-04-16,1150.05479057473
1999-04-19,1108.4752037554897
1999-04-20,1128.8049258134013
1999-04-21,1174.0722072770386
1999-04-22,1201.7784483077155
1999-04-23,1201.816724614309
1999-04-26,1221.5163430475625
1999-04-27,1208.6150276189665
1999-04-28,1185.2877339295235
1999-04-29,1175.7434420289444
1999-04-30,1176.0509440950236
1999-05-03,1183.8849971133725
1999-05-04,1159.802525709041
1999-05-05,1166.90724341734
1999-05-06,1138.7193397279075
1999-05-07,1146.666400176777
1999-05-10,1148.4086782899
1999-05-11,1175.8264127565749
1999-05-12,1194.3021465956274
1999-05-13,1198.4168576246223
1999-05-14,1163.4715067480195
1999-05-17,1173.0825258829977
1999-05-18,1172.6713284309162
1999-05-19,1184.0209179714645
1999-05-20,1179.0506462423102
1999-05-21,1174.9197585906356
1999-05-24,1147.5770759416682
1999-05-25,1118.5369524647472
1999-05-26,1148.816886169836
1999-05-27,1139.0101186974405
1999-05-28,1158.8539135578649
1999-05-31,1162.0386771835715
1999-06-01,1144.593229307422
1999-06-02,1160.7090949573033
1999-06-03,1162.3917765590584
1999-06-04,1202.925386405371
1999-06-07,1210.7570581898642
1999-06-08,1176.108139467436
1999-06-09,1182.7321207003217
1999-06-10,1156.9919099786653
1999-06-11,1145.2463578296322
1999-06-14,1137.542758691056
1999-06-15,1146.2917545251437
1999-06-16,1194.9203714196137
1999-06-17,1206.688099430721
1999-06-18,1201.982670460078
1999-06-21,1225.9617804214508
1999-06-22,1214.5078081757288
1999-06-23,1215.8404723113415
1999-06-24,1197.607947427903
1999-06-25,1181.4488304104036
1999-06-28,1209.8496913750737
1999-06-29,1235.8624999045594
1999-06-30,1261.8404036836982
1999-07-01,1279.0852957729396
1999-07-02,1295.6673388696263
1999-07-05,1295.0885121941901
1999-07-06,1290.4376058928935
1999-07-07,1299.2583175386278
1999-07-08,1309.4941925994135
1999-07-09,1317.2935102248673
1999-07-12,1319.5971462060775
1999-07-13,1310.1118626056643
1999-07-14,1318.3202322067257
1999-07-15,1325.1264722446545
1999-07-16,1335.3260745170783
1999-07-19,1328.0499771943398
1999-07-20,1259.780128617436
1999-07-21,1253.8957219618642
1999-07-22,1228.7299630099824
1999-07-23,1229.9225601994292
1999-07-26,1189.8308530808354
1999-07-27,1210.5676549022248
1999-07-28,1218.968013836416
1999-07-29,1183.3107413342725
1999-07-30,1178.181983797038
1999-08-02,1176.8551745061357
1999-08-03,1166.1355354296652
1999-08-04,1134.1968721675394
1999-08-05,1137.4559304041984
1999-08-06,1129.1184510250343
1999-08-09,1129.4948333203681
1999-08-10,1114.7238137268514
1999-08-11,1145.9642424566193
1999-08-12,1147.3426800765374
1999-08-13,1186.7071582175047
1999-08-16,1192.240135540202
1999-08-17,1210.9285596940338
1999-08-18,1198.1808061630616
1999-08-19,1178.0647024606435
1999-08-20,1189.8765857269784
1999-08-23,1224.4494604078732
1999-08-24,1236.2811931079175
1999-08-25,1268.9986357742123
1999-08-26,1256.7898202757028
1999-08-27,1242.6348585082299
1999-08-30,1224.98646416309
1999-08-31,1211.5716050067006
1999-09-01,1216.3675035219173
1999-09-02,1195.4126626166642
1999-09-03,1244.6590017084657
1999-09-06,1247.6173311297227
1999-09-07,1245.7826641896506
1999-09-08,1238.834970787912
1999-09-09,1251.22438099929
1999-09-10,1272.8066076761115
1999-09-13,1270.4121755949786
1999-09-14,1263.567117788481
1999-09-15,1246.407739158534
1999-09-16,1246.1129488023355
1999-09-17,1266.3469636431557
1999-09-20,1271.1612210187768
1999-09-21,1237.6725567243882
1999-09-22,1240.6242339537578
1999-09-23,1214.0425712899953
1999-09-24,1206.6088108082763
1999-09-27,1216.732235727474
1999-09-28,1208.3019872973089
1999-09-29,1183.9058085213292
1999-09-30,1189.534948137352
1999-10-01,1186.0430784786581
1999-10-04,1208.3866686800757
1999-10-05,1213.591012735967
1999-10-06,1234.843173348046
1999-10-07,1228.1665609252625
1999-10-08,1257.8147976446676
1999-10-11,1261.4476068469198
1999-10-12,1229.199614388998
1999-10-13,1194.0344425266262
1999-10-14,1189.8295508599308
1999-10-15,1147.5939318448222
1999-10-18,1146.4418824230956
1999-10-19,1162.4386737509521
1999-10-20,1193.908615709484
1999-10-21,1190.0356390314867
1999-10-22,1215.219794522256
1999-10-25,1214.2298597788874
1999-10-26,1213.5476992695556
1999-10-27,1223.0629669498626
1999-10-28,1264.9058622988475
1999-10-29,1294.6463841367588
1999-11-01,1291.7511319993266
1999-11-02,1286.636172485642
1999-11-03,1302.7541432065914
1999-11-04,1320.1730443596243
1999-11-05,1338.3131090826203
1999-11-08,1351.6715332961344
1999-11-09,1337.8767768999148
1999-11-10,1347.0690598710958
1999-11-11,1364.5207191041861
1999-11-12,1386.2976539041395
1999-11-15,1385.5546128709962
1999-11-16,1412.6257702991632
1999-11-17,1394.041614646621
1999-11-18,1429.0993951349358
1999-11-19,1435.9247879612028
1999-11-22,1438.2842160644475
1999-11-23,1428.2186567930457
1999-11-24,1460.538584933683
1999-11-25,1461.15763713409
1999-11-26,1478.0111168940796
1999-11-29,1476.086019544819
1999-11-30,1439.5888851176603
1999-12-01,1449.6679662142285
1999-12-02,1486.4779363941366
1999-12-03,1513.7969114281275
1999-12-06,1487.831626274291
1999-12-07,1488.2314150453435
1999-12-08,1487.9995777126896
1999-12-09,1504.9259825319898
1999-12-10,1518.9598347483739
1999-12-13,1537.6319456282895
1999-12-14,1520.1979788635274
1999-12-15,1536.1646963684573
1999-12-16,1536.667728348637
1999-12-17,1558.135301396325
1999-12-20,1567.1209930866935
1999-12-21,1597.253962521809
1999-12-22,1606.792899680157
1999-12-23,1615.7718446692083
1999-12-24,1616.221675062101
1999-12-27,1628.3386396768594
1999-12-28,1633.0660813351546
1999-12-29,1652.4997605074575
1999-12-30,1654.9550451657108
1999-12-31,1663.2658531031973
2000-01-03,1649.1137210178342
2000-01-04,1544.033635757074
2000-01-05,1527.4464695843183
2000-01-06,1480.3535812516013
2000-01-07,1557.967233566866
2000-01-10,1611.891895565171
2000-01-11,1567.190505467261
2000-01-12,1550.4035525209933
2000-01-13,1583.8451236919593
2000-01-14,1630.5902951377218
2000-01-17,1637.9784937995094
2000-01-18,1643.2114037303686
2000-01-19,1658.1045316554942
2000-01-20,1661.3014469183588
2000-01-21,1675.4909276266774
2000-01-24,1632.206600704453
2000-01-25,1641.8451737802402
2000-01-26,1629.7991428485482
2000-01-27,1640.131075915621
2000-01-28,1599.485650699691
2000-01-31,1618.7096691560123
2000-02-01,1662.4960088892137
2000-02-02,1674.597261537187
2000-02-03,1693.725297731777
2000-02-04,1713.581256293062
2000-02-07,1728.6166018907857
2000-02-08,1751.2714851911167
2000-02-09,1717.1318862143469
2000-02-10,1749.5683177253452
2000-02-11,1715.7167254638284
2000-02-14,1734.3481727467033
2000-02-15,1733.533183048946
2000-02-16,1722.084660068395
2000-02-17,1739.470202439082
2000-02-18,1692.2206246614226
2000-02-21,1687.1039452853186
2000-02-22,1648.910932457947
2000-02-23,1697.7647085974993
2000-02-24,1726.5067774963848
2000-02-25,1739.5496481651646
2000-02-28,1764.304342002356
2000-02-29,1808.1099357564772
2000-03-01,1826.7811350961335
2000-03-02,1828.3606652887122
2000-03-03,1892.2337660459916
2000-03-06,1884.4569134419844
2000-03-07,1850.9218529686884
2000-03-08,1870.8372301826919
2000-03-09,1905.465453176731
2000-03-10,1909.0792187718287
2000-03-13,1865.8423017752857
2000-03-14,1820.1310789816812
2000-03-15,1796.0284925837886
2000-03-16,1853.1856990699507
2000-03-17,1888.9188192978468
2000-03-20,1848.1017194519854
2000-03-21,1884.1253137947865
2000-03-22,1945.4805572200603
2000-03-23,1955.6157606314705
2000-03-24,1961.541903059183
2000-03-27,1963.7556098832288
2000-03-28,1931.9702271947745
2000-03-29,1918.8494828351932
2000-03-30,1859.5345443172396
2000-03-31,1885.8736431806958
2000-04-03,1818.413085471461
2000-04-04,1794.4077277692402
2000-04-05,1780.4518612822085
2000-04-06,1827.6694514291069
2000-04-07,1877.7612400150308
2000-04-10,1814.9191608932813
2000-04-11,1771.3655567853737
2000-04-12,1690.7604732139944
2000-04-13,1652.5191993292785
2000-04-14,1527.0303902831988
2000-04-17,1603.7658944222064
2000-04-18,1696.55245554198
2000-04-19,1687.533040943929
2000-04-20,1680.413391408742
2000-04-21,1680.413391408742
2000-04-24,1639.2854486442204
2000-04-25,1743.8714761080519
2000-04-26,1735.3583051530873
2000-04-27,1791.9385340592532
2000-04-28,1804.8982987062511
2000-05-01,1841.8719744384111
2000-05-02,1792.172505882538
2000-05-03,1779.9855058321382
2000-05-04,1781.1594094857255
2000-05-05,1817.0392137987858
2000-05-08,1775.0921796598004
2000-05-09,1729.0945694882907
2000-05-10,1648.3232326379077
2000-05-11,1697.5326023113591
2000-05-12,1711.8688104368364
2000-05-15,1730.890952985904
2000-05-16,1789.3454261367417
2000-05-17,1790.3249651267022
2000-05-18,1751.0454488689181
2000-05-19,1698.352019432534
2000-05-22,1660.723110795875
2000-05-23,1587.0783734779382
2000-05-24,1621.7519527689565
2000-05-25,1607.4543726439442
2000-05-26,1569.1539923786413
2000-05-29,1566.435283609171
2000-05-30,1644.8591892368233
2000-05-31,1644.860488324997
2000-06-01,1697.72275825201
2000-06-02,1752.2741646950274
2000-06-05,1750.1377781365136
2000-06-06,1702.1066315202056
2000-06-07,1731.3955520306197
2000-06-08,1732.4803611743714
2000-06-09,1745.6355776748937
2000-06-12,1707.5360984203026
2000-06-13,1731.6945463983866
2000-06-14,1724.1360626077364
2000-06-15,1763.3467442907206
2000-06-16,1750.2209665062267
2000-06-19,1795.4949200658796
2000-06-20,1807.2374131941408
2000-06-21,1837.598810067097
2000-06-22,1799.4531696189476
2000-06-23,1774.3332629706924
2000-06-26,1796.7217346048396
2000-06-27,1770.9788738656919
2000-06-28,1788.895012819092
2000-06-29,1760.5774921839493
2000-06-30,1787.246104060699
2000-07-03,1806.178803112313
2000-07-04,1809.9343967464042
2000-07-05,1752.2478012264496
2000-07-06,1777.0661177200343
2000-07-07,1821.7395846766854
2000-07-10,1805.9912479677016
2000-07-11,1806.6004442367998
2000-07-12,1858.2259972352847
2000-07-13,1896.4776370898846
2000-07-14,1923.6492480183679
2000-07-17,1942.218706421527
2000-07-18,1909.9455534790852
2000-07-19,1891.2097559945125
2000-07-20,1927.7291866689663
2000-07-21,1879.282372661122
2000-07-24,1838.6814430475954
2000-07-25,1833.4696724258429
2000-07-26,1809.2719594135328
2000-07-27,1778.879831916328
2000-07-28,1740.9217108103473
2000-07-31,1768.0083844625408
2000-08-01,1759.0730054653627
2000-08-02,1775.481175283815
2000-08-03,1819.4018501924488
2000-08-04,1823.9873735948904
2000-08-07,1853.090787083966
2000-08-08,1880.018301092406
2000-08-09,1869.2139162700598
2000-08-10,1811.3425674471289
2000-08-11,1832.4918005545853
2000-08-14,1863.9423411093544
2000-08-15,1840.7127710599443
2000-08-16,1843.9129984080869
2000-08-17,1871.4427127958272
2000-08-18,1881.1536974542303
2000-08-21,1900.1758094066413
2000-08-22,1911.336548877159
2000-08-23,1939.6740278616246
2000-08-24,1935.8384652306934
2000-08-25,1932.9530509915455
2000-08-28,1953.8444729448631
2000-08-29,1961.6412151066165
2000-08-30,1967.3958053549425
2000-08-31,2006.1088379070359
2000-09-01,1993.9500236068604
2000-09-04,1994.4649490917998
2000-09-05,1986.4304946243162
2000-09-06,1960.2378851832989
2000-09-07,2002.0705955394862
2000-09-08,1974.1410381984958
2000-09-11,1957.7073339814067
2000-09-12,1942.9322158551845
2000-09-13,1951.1798517350849
2000-09-14,1968.9225681814062
2000-09-15,1936.4062836420953
2000-09-18,1912.6247638700372
2000-09-19,1959.2565687440474
2000-09-20,1975.8996484288414
2000-09-21,1947.8658026824985
2000-09-22,1875.8926958292966
2000-09-25,1874.2451291059724
2000-09-26,1833.9420227153064
2000-09-27,1816.5142208635243
2000-09-28,1861.588708747934
2000-09-29,1821.9524211278297
2000-10-02,1795.2388636048947
2000-10-03,1769.0786578176042
2000-10-04,1804.0158481001424
2000-10-05,1799.1759803361997
2000-10-06,1752.7363242749584
2000-10-09,1748.8545047382347
2000-10-10,1715.5252034872847
2000-10-11,1663.0691414391977
2000-10-12,1634.1627317291245
2000-10-13,1733.0162881674394
2000-10-16,1757.4920041980372
2000-10-17,1709.8848179074653
2000-10-18,1693.657529103017
2000-10-19,1808.185433125812
2000-10-20,1842.924510355985
2000-10-23,1847.032872890897
2000-10-24,1819.9687945633077
2000-10-25,1752.8535324769794
2000-10-26,1760.1948246701236
2000-10-27,1738.006551455124
2000-10-30,1710.8569446018757
2000-10-31,1782.9721332764761
2000-11-01,1753.8217019777999
2000-11-02,1783.1721839010424
2000-11-03,1777.6087188314207
2000-11-06,1777.8543998410005
2000-11-07,1777.2951732021747
2000-11-08,1722.3589101610262
2000-11-09,1691.8031928495768
2000-11-10,1609.2852267322223
2000-11-13,1588.5441244472102
2000-11-14,1664.7733472905227
2000-11-15,1679.2311638451492
2000-11-16,1638.5283116451365
2000-11-17,1640.2014723086083
2000-11-20,1590.4347718441668
2000-11-21,1592.9118695333689
2000-11-22,1550.5944355942406
2000-11-23,1553.7503645786092
2000-11-24,1613.6182171970531
2000-11-27,1604.4281410285869
2000-11-28,1538.806886807353
2000-11-29,1523.2695214681544
2000-11-30,1455.3341828393036
2000-12-01,1466.9174702638015
2000-12-04,1439.8282861484386
2000-12-05,1550.081429167416
2000-12-06,1518.772108634759
2000-12-07,1492.5814017010364
2000-12-08,1558.735420419677
2000-12-11,1604.811465000973
2000-12-12,1574.41509603877
2000-12-13,1542.4734459154015
2000-12-14,1491.304973220138
2000-12-15,1437.882887726003
2000-12-18,1434.0426509078563
2000-12-19,1403.359005693081
2000-12-20,1305.6716413592542
2000-12-21,1299.1101298421693
2000-12-22,1346.4593310616071
2000-12-25,1346.4660849603217
2000-12-26,1334.6456247363399
2000-12-27,1351.0147374388741
