Date,WORLD ex EMU IMI GROWTH
1998-12-31,877.7163495274108
1999-01-01,877.7160848584401
1999-01-04,873.8647094455105
1999-01-05,884.7264360275236
1999-01-06,905.7916420716552
1999-01-07,910.8796679275302
1999-01-08,919.3323640725158
1999-01-11,920.4967200137497
1999-01-12,902.9345904301329
1999-01-13,883.2811633058307
1999-01-14,877.1255303043081
1999-01-15,901.4298043217856
1999-01-18,905.7284027751778
1999-01-19,912.9424233835887
1999-01-20,921.3314205814983
1999-01-21,906.5112228112863
1999-01-22,896.7685412757356
1999-01-25,905.5818085207054
1999-01-26,919.6398256542369
1999-01-27,923.5684873917713
1999-01-28,941.13596903615
1999-01-29,956.5287220040316
1999-02-01,962.8877421778526
1999-02-02,954.5203514990858
1999-02-03,957.4478867891147
1999-02-04,945.8033151616837
1999-02-05,933.5561259800188
1999-02-08,936.549904514
1999-02-09,910.4924466683092
1999-02-10,910.1746503446759
1999-02-11,935.9862090260713
1999-02-12,925.7023953684225
1999-02-15,928.8436763231257
1999-02-16,936.5922579845181
1999-02-17,919.6162941249729
1999-02-18,924.581130028426
1999-02-19,936.8110350650777
1999-02-22,962.4262158860577
1999-02-23,971.6039981175844
1999-02-24,965.6988075719314
1999-02-25,951.8110415966556
1999-02-26,952.7886563151669
1999-03-01,952.5182008127243
1999-03-02,944.7717569558347
1999-03-03,945.4014577606024
1999-03-04,961.1626079557199
1999-03-05,982.2419436661181
1999-03-08,989.6613735071802
1999-03-09,992.4116902409525
1999-03-10,991.764203664495
1999-03-11,1008.8418395856631
1999-03-12,997.0453094141325
1999-03-15,1007.2687937224503
1999-03-16,1014.38463818911
1999-03-17,1001.9401099462362
1999-03-18,1008.6582818995834
1999-03-19,1011.7145692636151
1999-03-22,1009.1558100474157
1999-03-23,988.3101953273125
1999-03-24,986.8568870067264
1999-03-25,1009.5029371778704
1999-03-26,1018.5241387585066
1999-03-29,1039.9307824072448
1999-03-30,1034.756498000593
1999-03-31,1028.3875280379634
1999-04-01,1036.5805568609014
1999-04-02,1038.379819430886
1999-04-05,1059.7053729013746
1999-04-06,1059.4865128150016
1999-04-07,1057.4143499520442
1999-04-08,1066.5481329380805
1999-04-09,1076.2120992195607
1999-04-12,1071.0315047431495
1999-04-13,1076.158666246679
1999-04-14,1060.5344496938794
1999-04-15,1054.3079086833059
1999-04-16,1048.5661571066369
1999-04-19,1026.0417266706143
1999-04-20,1032.2726099777199
1999-04-21,1057.5387404118646
1999-04-22,1079.0132444256851
1999-04-23,1080.9490937437765
1999-04-26,1097.3144094024208
1999-04-27,1089.9554032786323
1999-04-28,1076.5631805087282
1999-04-29,1069.1179353274672
1999-04-30,1068.8139154106336
1999-05-03,1073.7957323766866
1999-05-04,1057.0176081230406
1999-05-05,1057.6503239786202
1999-05-06,1042.6859549493415
1999-05-07,1043.2299118448225
1999-05-10,1045.5234026714916
1999-05-11,1061.7340009949933
1999-05-12,1074.8164585071024
1999-05-13,1078.434830338561
1999-05-14,1052.121837156216
1999-05-17,1050.8648598790005
1999-05-18,1053.0547357982546
1999-05-19,1055.6326530880135
1999-05-20,1056.1366126849584
1999-05-21,1055.0771604003921
1999-05-24,1037.88266926688
1999-05-25,1017.348014499877
1999-05-26,1039.2921838860568
1999-05-27,1032.3371486472652
1999-05-28,1045.7830304540412
1999-05-31,1048.410071168023
1999-06-01,1040.927478491629
1999-06-02,1055.314571327678
1999-06-03,1056.76487606047
1999-06-04,1083.5952173694666
1999-06-07,1092.9102114996153
1999-06-08,1072.5161196438282
1999-06-09,1078.9165594847318
1999-06-10,1062.5554798671826
1999-06-11,1059.4881638657243
1999-06-14,1053.388677010519
1999-06-15,1057.7307760955136
1999-06-16,1091.89894007009
1999-06-17,1103.6788491849995
1999-06-18,1098.4915907128866
1999-06-21,1118.3235561149622
1999-06-22,1113.4328878561726
1999-06-23,1110.3099334755846
1999-06-24,1096.6712147028493
1999-06-25,1085.844474068994
1999-06-28,1106.687831847181
1999-06-29,1124.6555280556372
1999-06-30,1139.5621354535724
1999-07-01,1162.2586868088704
1999-07-02,1176.7106534415016
1999-07-05,1180.9449370996067
1999-07-06,1175.4909737147111
1999-07-07,1178.5030065355722
1999-07-08,1182.2666787577275
1999-07-09,1185.691894243669
1999-07-12,1192.7431776080496
1999-07-13,1185.5491444303468
1999-07-14,1192.327096131757
1999-07-15,1201.2510381563543
1999-07-16,1205.532783161478
1999-07-19,1204.7728218612006
1999-07-20,1155.1152724669078
1999-07-21,1145.4197490776648
1999-07-22,1126.079843871149
1999-07-23,1123.4632645737875
1999-07-26,1093.7961246834002
1999-07-27,1107.9809737817534
1999-07-28,1118.6251506962833
1999-07-29,1096.9705915227516
1999-07-30,1098.893338576819
1999-08-02,1098.6609668859494
1999-08-03,1093.479111549928
1999-08-04,1068.3620346000178
1999-08-05,1060.8830042859506
1999-08-06,1054.3484932193205
1999-08-09,1055.3128841655957
1999-08-10,1043.3284668970643
1999-08-11,1062.8253598677281
1999-08-12,1069.387551228769
1999-08-13,1098.0235594961998
1999-08-16,1108.5840721889867
1999-08-17,1122.9661632934485
1999-08-18,1120.9033515516855
1999-08-19,1105.8268166851092
1999-08-20,1116.0100723314567
1999-08-23,1141.1392448748334
1999-08-24,1149.158990462543
1999-08-25,1171.6685908233526
1999-08-26,1163.0229778877172
1999-08-27,1153.7774405211264
1999-08-30,1146.8824327882855
1999-08-31,1131.4998597730507
1999-09-01,1140.3273209875229
1999-09-02,1123.920309548619
1999-09-03,1158.3090481664533
1999-09-06,1167.6234439924285
1999-09-07,1162.2500859009717
1999-09-08,1158.1896746506422
1999-09-09,1173.363788927943
1999-09-10,1190.1731968514985
1999-09-13,1199.168907785521
1999-09-14,1192.604075893506
1999-09-15,1184.6191398113715
1999-09-16,1175.6570861470495
1999-09-17,1184.4521957322477
1999-09-20,1192.1716278645736
1999-09-21,1174.8009248029268
1999-09-22,1168.1454676168369
1999-09-23,1155.8048158614004
1999-09-24,1139.0451305701558
1999-09-27,1145.144517977438
1999-09-28,1143.7694069375207
1999-09-29,1122.7692000864633
1999-09-30,1131.4030398963191
1999-10-01,1133.092656039463
1999-10-04,1146.5732341526668
1999-10-05,1149.672512978432
1999-10-06,1162.3796821678202
1999-10-07,1162.0726241003863
1999-10-08,1186.0097923427797
1999-10-11,1191.0348847127916
1999-10-12,1171.4628873607858
1999-10-13,1141.9661908689461
1999-10-14,1139.694402432394
1999-10-15,1105.94496254595
1999-10-18,1095.03165903684
1999-10-19,1109.4870064017503
1999-10-20,1136.1768024947512
1999-10-21,1131.527834861869
1999-10-22,1156.7060333549969
1999-10-25,1161.7324492658795
1999-10-26,1167.8938309679306
1999-10-27,1173.744292805746
1999-10-28,1201.883497033458
1999-10-29,1230.6155312935946
1999-11-01,1232.3596110544436
1999-11-02,1231.2519502335888
1999-11-03,1241.1465812837134
1999-11-04,1260.7307251319526
1999-11-05,1271.5783159097882
1999-11-08,1279.7979917780337
1999-11-09,1273.5179466519435
1999-11-10,1284.721571198222
1999-11-11,1301.320481239863
1999-11-12,1320.7249434137836
1999-11-15,1327.5534720927278
1999-11-16,1337.9614612568807
1999-11-17,1321.597218026274
1999-11-18,1350.248203904572
1999-11-19,1357.7736207480025
1999-11-22,1366.1591825209807
1999-11-23,1365.365355242503
1999-11-24,1390.8769106592042
1999-11-25,1394.156285421244
1999-11-26,1420.1133906878813
1999-11-29,1426.6230414624804
1999-11-30,1392.1288426198666
1999-12-01,1387.3181418577503
1999-12-02,1406.6222126595017
1999-12-03,1435.070392173939
1999-12-06,1419.364161814258
1999-12-07,1421.5431694623658
1999-12-08,1419.4771077917715
1999-12-09,1432.8345433502955
1999-12-10,1446.4763102032134
1999-12-13,1456.5202424335123
1999-12-14,1443.818503592834
1999-12-15,1451.8313849818367
1999-12-16,1449.5196828674104
1999-12-17,1470.3465140003325
1999-12-20,1474.9979266927535
1999-12-21,1494.5220208489823
1999-12-22,1512.6611994515208
1999-12-23,1517.8045085564456
1999-12-24,1527.6050730609402
1999-12-27,1533.8841201859861
1999-12-28,1550.6490363087375
1999-12-29,1571.6460352591016
1999-12-30,1577.6492270731624
1999-12-31,1582.7502201656164
2000-01-03,1573.4839189542301
2000-01-04,1492.4144258085043
2000-01-05,1450.712055386611
2000-01-06,1404.417777948705
2000-01-07,1450.2532329868152
2000-01-10,1491.2799453890705
2000-01-11,1482.305948951533
2000-01-12,1469.6865047380045
2000-01-13,1489.1364915387944
2000-01-14,1524.8159586086897
2000-01-17,1544.3499929940192
2000-01-18,1536.3482998614543
2000-01-19,1534.7741720928548
2000-01-20,1537.1457482926173
2000-01-21,1545.6533657190819
2000-01-24,1526.8514540418535
2000-01-25,1527.069347023696
2000-01-26,1532.9655896745428
2000-01-27,1556.0914685464181
2000-01-28,1535.5191143704874
2000-01-31,1539.939523235004
2000-02-01,1569.2613457088896
2000-02-02,1580.8111445497261
2000-02-03,1594.207038711362
2000-02-04,1611.4195066205982
2000-02-07,1622.5216153177912
2000-02-08,1634.0806254320835
2000-02-09,1617.8889262984603
2000-02-10,1638.8748552289792
2000-02-11,1617.9573253945928
2000-02-14,1627.6354074129347
2000-02-15,1620.237119854118
2000-02-16,1613.6776775632966
2000-02-17,1628.520654942584
2000-02-18,1601.594812951295
2000-02-21,1588.6683629879874
2000-02-22,1551.0192065867564
2000-02-23,1585.4278756991273
2000-02-24,1612.6627958091478
2000-02-25,1641.0377463751045
2000-02-28,1666.7745813036468
2000-02-29,1692.6456681934076
2000-03-01,1713.6312948040534
2000-03-02,1717.9581090035401
2000-03-03,1756.7794019783048
2000-03-06,1747.5162876398754
2000-03-07,1731.3901400649047
2000-03-08,1737.1350396641399
2000-03-09,1753.432676588532
2000-03-10,1754.4795170011957
2000-03-13,1701.656394993957
