Date,DENMARK GROWTH
1998-12-31,100.0
1999-01-29,98.98967966534398
1999-02-26,94.67388370165139
1999-03-31,97.31862767024336
1999-04-30,111.02088653915355
1999-05-31,106.57682194217364
1999-06-30,110.0063802669174
1999-07-30,117.91770463299414
1999-08-31,118.44161127843577
1999-09-30,123.63751444400364
1999-10-29,125.76702462922901
1999-11-30,136.95029914171937
1999-12-31,154.07333987905565
2000-01-31,152.7568280536552
2000-02-29,165.91527350382526
2000-03-31,183.19087996059133
2000-04-28,164.54608387486903
2000-05-31,163.97443576640566
2000-06-30,155.14318565205681
2000-07-31,157.373202107554
2000-08-31,178.4494645583903
2000-09-29,167.68771945230213
2000-10-31,162.83030796861624
2000-11-30,142.39998313397595
2000-12-29,137.09090667087656
2001-01-01,137.09090667087656
2001-01-02,140.17927920112885
2001-01-03,137.22748903462102
2001-01-04,141.8257192590898
2001-01-05,141.55610219636836
2001-01-08,146.26408010973606
2001-01-09,146.30253239815994
2001-01-10,148.01871429634065
2001-01-11,147.22885181740367
2001-01-12,147.96023584074587
2001-01-15,147.95637092692184
2001-01-16,147.60616209415625
2001-01-17,153.77531455611967
2001-01-18,153.50961757500323
2001-01-19,155.33637189300848
2001-01-22,160.80940200122134
2001-01-23,162.62169791676564
2001-01-24,163.29298363719232
2001-01-25,165.06280534273066
2001-01-26,163.9937208854377
2001-01-29,163.24721601799422
2001-01-30,161.8334293854245
2001-01-31,160.67147569246302
2001-02-01,156.328089320095
2001-02-02,151.78965814980103
2001-02-05,154.7955153037702
2001-02-06,155.66327348046158
2001-02-07,154.8538139905896
2001-02-08,155.55920309190316
2001-02-09,155.62374364582627
2001-02-12,154.29799640362842
2001-02-13,152.98035957756875
2001-02-14,152.06187901740034
2001-02-15,155.82082817379248
2001-02-16,155.97729435948392
2001-02-19,153.59776809257127
2001-02-20,154.5613510986311
2001-02-21,154.52178784361737
2001-02-22,150.41699355270924
2001-02-23,149.42046253363273
2001-02-26,149.12947620254457
2001-02-27,152.147946108652
2001-02-28,152.24479621806586
2001-03-01,152.64030353598324
2001-03-02,148.8420871049196
2001-03-05,149.14781487977578
2001-03-06,147.95049747542208
2001-03-07,149.0439501685082
2001-03-08,149.2893089060618
2001-03-09,147.65069371064922
2001-03-12,145.9294776273019
2001-03-13,142.4596972526645
2001-03-14,137.43831663370014
2001-03-15,138.68076973437795
2001-03-16,136.5939422283859
2001-03-19,134.62349244571325
2001-03-20,134.17756504397195
2001-03-21,134.80380798189756
2001-03-22,133.47946110061085
2001-03-23,135.06022732322776
