Date,ITALY GROWTH
1998-12-31,100.0
1999-01-29,102.44924451831577
1999-02-26,103.79246085462684
1999-03-31,106.19910088133075
1999-04-30,103.9132195652612
1999-05-31,100.47389662399573
1999-06-30,99.96059848421258
1999-07-30,92.32558276506884
1999-08-31,96.26114324791641
1999-09-30,94.62737756610747
1999-10-29,94.52243105827024
1999-11-30,111.02082452254321
1999-12-31,145.31708655181103
2000-01-31,150.1821610150797
2000-02-29,178.91930672991018
2000-03-31,159.93207149156464
2000-04-28,148.59850453252986
2000-05-31,150.94536124705579
2000-06-30,151.4010628807117
2000-07-31,148.81789933813704
2000-08-31,148.09953994677176
2000-09-29,140.7601913429933
2000-10-31,151.75737999947052
2000-11-30,146.58961026899362
2000-12-29,134.98388479578648
2001-01-01,134.98388479578648
2001-01-02,133.60469882857424
2001-01-03,129.04806445846475
2001-01-04,132.27029823555432
2001-01-05,133.01663728505304
2001-01-08,132.25129975489415
2001-01-09,132.7801828175466
2001-01-10,133.6587820198021
2001-01-11,136.44147856555324
2001-01-12,138.96807925923568
2001-01-15,138.32087951327986
2001-01-16,136.20128066672805
2001-01-17,139.77137103965148
2001-01-18,139.722197901578
2001-01-19,139.76101164209385
2001-01-22,139.38054042264594
2001-01-23,137.57896253679178
2001-01-24,139.9272927590188
2001-01-25,139.78147079860943
2001-01-26,138.99171987231483
2001-01-29,136.88459135609259
2001-01-30,138.21928692226575
2001-01-31,139.32528204458922
2001-02-01,137.85102319809937
2001-02-02,136.31262656553022
2001-02-05,134.3927912094017
2001-02-06,134.184304861579
2001-02-07,132.0119788394655
2001-02-08,132.28569671256278
2001-02-09,130.21154387631205
2001-02-12,131.65370085137667
2001-02-13,130.3190994580688
2001-02-14,127.03208658054346
2001-02-15,129.1912394181266
2001-02-16,126.17871841612123
2001-02-19,125.46112404040082
2001-02-20,123.59067146843958
2001-02-21,123.36743987068526
2001-02-22,122.60902664127428
2001-02-23,120.97656267883525
2001-02-26,122.83468984351228
2001-02-27,121.56658487876179
2001-02-28,121.37932968856117
2001-03-01,118.96913431646801
2001-03-02,117.63990585003454
2001-03-05,118.22795258630258
2001-03-06,121.99189164602396
2001-03-07,122.07696870754783
2001-03-08,121.25204896162019
2001-03-09,118.51186902225325
2001-03-12,115.06652409464469
2001-03-13,116.19546875359956
2001-03-14,115.04551371447702
2001-03-15,116.36446233716893
2001-03-16,114.76494292456935
2001-03-19,114.88713632142162
2001-03-20,116.5189113620396
2001-03-21,114.78673907014863
2001-03-22,109.18271821565831
2001-03-23,113.0357087280244
2001-03-26,116.22073783600462
2001-03-27,118.61455233156718
2001-03-28,117.27787269936319
2001-03-29,118.62184834533281
2001-03-30,119.12617222818795
2001-04-02,119.33763555527645
2001-04-03,116.27802028342046
2001-04-04,117.60154838646444
2001-04-05,120.10378957820635
2001-04-06,119.66938910945781
2001-04-09,121.35500441207867
2001-04-10,122.86951731978637
2001-04-11,120.98272334019032
2001-04-12,121.15972651893276
2001-04-13,121.15972651893276
2001-04-16,121.15972651893277
2001-04-17,121.19019532589245
2001-04-18,125.08967591034393
2001-04-19,124.94811287016807
2001-04-20,123.59682691217027
2001-04-23,121.1193733612221
2001-04-24,122.41559607950123
2001-04-25,122.5112966715819
2001-04-26,122.39081613782365
2001-04-27,123.7757562186491
2001-04-30,126.17406383652387
2001-05-01,126.1740638365239
2001-05-02,125.7980405012702
