Date,SPAIN GROWTH
1998-12-31,99.99999999999999
1999-01-29,99.15964712309294
1999-02-26,102.47398902876324
1999-03-31,103.01644571004323
1999-04-30,105.17197528765601
1999-05-31,103.69410034817045
1999-06-30,103.65309534986928
1999-07-30,92.66438420923043
1999-08-31,97.79324487724206
1999-09-30,96.01031604745688
1999-10-29,97.35918641431202
1999-11-30,106.28916092143261
1999-12-31,106.29236288548785
2000-01-31,95.4680146752365
2000-02-29,105.95678672150014
2000-03-31,110.18681507460715
2000-04-28,105.88486705297807
2000-05-31,96.15558749262443
2000-06-30,98.83077897972089
2000-07-31,99.80777833415996
2000-08-31,99.6050930144269
2000-09-29,102.95261386294814
2000-10-31,99.9248870994527
2000-11-30,83.68162487762243
2000-12-29,85.52856063407616
2001-01-01,85.52856063407616
2001-01-02,84.59943979542305
2001-01-03,85.54369865528405
2001-01-04,91.58375272404201
2001-01-05,92.44214056227267
2001-01-08,92.02848302815056
2001-01-09,91.27536025679179
2001-01-10,91.36313091335212
2001-01-11,92.95309676296374
2001-01-12,96.18502252103134
2001-01-15,96.33504595022819
2001-01-16,94.15340689033354
2001-01-17,98.68300920777338
2001-01-18,98.47652561562072
2001-01-19,96.73857211672205
2001-01-22,97.47513228793126
2001-01-23,98.5770200138929
2001-01-24,98.754221018908
2001-01-25,98.1635098734143
2001-01-26,97.56588617090397
2001-01-29,96.17125718462391
2001-01-30,95.87174729255186
2001-01-31,96.61718598030068
2001-02-01,96.73988615110443
2001-02-02,93.7882660464908
2001-02-05,93.84310272563083
2001-02-06,94.03545540928431
2001-02-07,93.31731713355835
2001-02-08,94.44725946754521
2001-02-09,92.90279418485181
2001-02-12,94.22498918865395
2001-02-13,93.12577778232041
2001-02-14,88.65785730380095
2001-02-15,90.6666190028233
2001-02-16,90.68110707491802
2001-02-19,91.513555990617
2001-02-20,88.99844171109001
2001-02-21,87.7955759925497
2001-02-22,85.86317134492197
2001-02-23,85.32984052959023
2001-02-26,87.49139001153804
2001-02-27,88.89215269729085
2001-02-28,88.98052435058626
2001-03-01,88.76477815018278
2001-03-02,90.24766480514374
2001-03-05,91.92022632010236
2001-03-06,94.1112877776789
2001-03-07,94.08669312537975
2001-03-08,92.09949544674963
2001-03-09,91.01230183266603
2001-03-12,88.06902920489269
2001-03-13,88.55791291076866
2001-03-14,87.37308072205495
2001-03-15,88.15601171358861
2001-03-16,86.21112087513136
2001-03-19,85.98892784000742
2001-03-20,84.75312839360582
2001-03-21,81.00598830619658
2001-03-22,76.84340908283238
2001-03-23,79.79381716067236
2001-03-26,83.54752117415093
2001-03-27,86.27610721075378
2001-03-28,84.78919913328603
2001-03-29,85.7221507446478
2001-03-30,86.52347967868371
2001-04-02,86.59278978721572
2001-04-03,82.95919260297826
2001-04-04,84.86194192212244
2001-04-05,87.0787213913148
2001-04-06,87.12265617099659
2001-04-09,88.29348076704201
2001-04-10,91.06507242655145
2001-04-11,91.60439527928047
2001-04-12,91.78518901761304
2001-04-13,91.78518901761304
2001-04-16,91.78518901761306
2001-04-17,90.1442390773155
2001-04-18,93.3692179440974
2001-04-19,94.06805392737577
2001-04-20,90.69858800229463
2001-04-23,86.23130012469338
2001-04-24,87.458179723454
2001-04-25,86.49525259288502
2001-04-26,88.93374697611559
2001-04-27,90.38891547560206
2001-04-30,91.74836397478043
2001-05-01,91.74836397478045
2001-05-02,90.47973871203635
2001-05-03,88.62647829712559
2001-05-04,89.55331541294186
2001-05-07,89.78193256726158
2001-05-08,90.65054439958524
2001-05-09,90.53903156693002
2001-05-10,91.98601582749275
2001-05-11,90.53199816553182
2001-05-14,89.23579976277331
