Date,CANADA GROWTH
1998-12-31,100.0
1999-01-29,116.85732438603361
1999-02-26,113.30573573211556
1999-03-31,120.15124863650053
1999-04-30,131.2217677578606
1999-05-31,135.30041927453715
1999-06-30,144.77558764041447
1999-07-30,141.13529375779214
1999-08-31,135.9226747176007
1999-09-30,145.56332887186164
1999-10-29,165.5727567831774
1999-11-30,191.42463644737757
1999-12-31,235.60377429669597
2000-01-31,241.85757484798876
2000-02-29,275.72909115542984
2000-03-31,307.3553019484614
2000-04-28,295.85397710998444
2000-05-31,273.8359286246931
2000-06-30,324.36921881504696
2000-07-31,351.91632426555685
2000-08-31,403.86792580682686
2000-09-29,323.0418862333093
2000-10-31,267.3176464356126
2000-11-30,215.52761831655272
2000-12-29,179.52324336052726
2001-01-01,179.52324336052726
2001-01-02,168.05689973570276
2001-01-03,188.0721660599934
2001-01-04,191.90789318478298
2001-01-05,177.0122030969439
2001-01-08,176.6412350261579
2001-01-09,174.8603544092031
2001-01-10,174.78417469643668
2001-01-11,184.00237079311967
2001-01-12,181.14349979633687
2001-01-15,181.93184519127018
2001-01-16,180.0328200300537
2001-01-17,191.46073434430627
2001-01-18,194.6456262478689
2001-01-19,213.5559113250049
2001-01-22,206.3497617469355
2001-01-23,211.59783397217402
2001-01-24,215.86358033155105
2001-01-25,206.79010404108536
2001-01-26,205.32683944861017
2001-01-29,215.6863836284978
2001-01-30,216.64997451271023
2001-01-31,213.6764178923137
2001-02-01,206.31775997700635
2001-02-02,198.69030300327205
2001-02-05,196.92435139152963
2001-02-06,198.48394163230105
2001-02-07,186.9575188742898
2001-02-08,187.80802872391754
2001-02-09,178.41086260096282
2001-02-12,177.1068051269658
2001-02-13,174.17426257226185
2001-02-14,173.77139906632362
2001-02-15,180.0828650575336
2001-02-16,136.64044490614657
2001-02-19,139.85158038756603
2001-02-20,131.52968049511753
2001-02-21,130.1378995836018
2001-02-22,132.47907112527108
2001-02-23,129.14544666019808
2001-02-26,129.6571535164482
2001-02-27,125.15600132054787
2001-02-28,126.19803526057743
2001-03-01,124.27392984955705
2001-03-02,119.35222168068495
2001-03-05,120.64310941697593
2001-03-06,125.04711029192735
2001-03-07,125.45056667337437
2001-03-08,122.08948004674947
2001-03-09,119.76188608568222
2001-03-12,115.10450718551277
2001-03-13,117.14663928550485
2001-03-14,114.33084024197171
2001-03-15,115.83967683320851
2001-03-16,116.53685574297843
2001-03-19,118.88268749153451
2001-03-20,114.74286684274993
2001-03-21,113.34056413969044
2001-03-22,119.06231052658246
2001-03-23,116.42626407835117
2001-03-26,116.39199129778879
2001-03-27,116.05830543083185
2001-03-28,109.83687628013519
2001-03-29,109.8890189749299
2001-03-30,112.85873927894566
2001-04-02,113.74269326264582
2001-04-03,107.71077066999082
2001-04-04,105.7263786149266
2001-04-05,109.35444633126973
2001-04-06,107.06289001418914
2001-04-09,107.95289981090734
2001-04-10,114.11712987694229
2001-04-11,113.51344245812282
2001-04-12,117.47867306831053
2001-04-13,117.47867306831053
2001-04-16,116.0604643058291
2001-04-17,117.49596551798871
2001-04-18,126.15933576952317
2001-04-19,126.76385049096322
2001-04-20,124.21641260642348
2001-04-23,120.56494622653115
2001-04-24,119.12031527405824
2001-04-25,120.23363439060245
2001-04-26,118.52529791880369
2001-04-27,120.1161026083973
2001-04-30,122.18961931495672
2001-05-01,122.12141598781348
2001-05-02,125.39179436484723
2001-05-03,123.43068479697092
2001-05-04,123.17155414810397
2001-05-07,124.01013979925486
2001-05-08,125.77640174314044
2001-05-09,124.78859695778068
2001-05-10,124.61146049692327
2001-05-11,122.64719443454109
2001-05-14,121.39650657605186
2001-05-15,121.23162715558716
2001-05-16,122.17769936568766
2001-05-17,124.66446297618923
2001-05-18,125.36797222580682
2001-05-21,125.78985569476572
2001-05-22,130.83420565472716
2001-05-23,129.9864841597154
2001-05-24,130.13334365210906
2001-05-25,129.13803508324128
2001-05-28,129.11859463104793
2001-05-29,129.112924913277
2001-05-30,124.57460769568601
2001-05-31,125.58654394070555
2001-06-01,128.46678743890473
2001-06-04,129.20460470199424
2001-06-05,127.7797704400592
2001-06-06,126.79992381338754
2001-06-07,126.95141669981994
2001-06-08,125.52272771125594
2001-06-11,125.58405042162542
2001-06-12,123.41575014362935
2001-06-13,120.65672844996624
2001-06-14,117.98727035925938
2001-06-15,115.0344448136623
2001-06-18,111.69949406663139
2001-06-19,111.8119196096814
2001-06-20,112.10530661604346
2001-06-21,112.86172746472849
2001-06-22,114.38320705608852
2001-06-25,113.17221797159141
2001-06-26,111.45499170259095
2001-06-27,111.0993434296148
2001-06-28,112.82139415328906
2001-06-29,116.3776885065452
2001-07-02,116.5956516400353
2001-07-03,117.41163330945615
2001-07-04,116.5525676839836
2001-07-05,115.85920008304952
2001-07-06,111.46271214107676
2001-07-09,111.90541132166686
2001-07-10,109.38266616893911
2001-07-11,108.13841427952516
2001-07-12,111.62688815734704
