Date,UNITED KINGDOM GROWTH
1998-12-31,100.0
1999-01-29,105.1760622586718
1999-02-26,109.22495054793727
1999-03-31,112.14742184880691
1999-04-30,112.68044369777402
1999-05-31,108.63290162957134
1999-06-30,110.64805984349037
1999-07-30,105.65747771065776
1999-08-31,106.63274278554316
1999-09-30,102.66816729931313
1999-10-29,111.10976063696201
1999-11-30,119.9808635313923
1999-12-31,128.25047935506402
2000-01-31,120.66628187104646
2000-02-29,120.7665075714805
2000-03-31,129.84591052473638
2000-04-28,135.4778147386276
2000-05-31,121.99982064616907
2000-06-30,120.72054439195877
2000-07-31,124.46994646763012
2000-08-31,132.9452993684679
2000-09-29,130.04171384895784
2000-10-31,131.37532231700004
2000-11-30,122.22776643665654
2000-12-29,119.57558551793538
2001-01-01,119.57558551793538
2001-01-02,118.00764601037406
2001-01-03,116.20100292246279
2001-01-04,115.80624337049694
2001-01-05,114.55399227876714
2001-01-08,114.92108201347283
2001-01-09,114.26384729042698
2001-01-10,114.26397693233719
2001-01-11,114.38960475534873
2001-01-12,114.2544403973867
2001-01-15,116.39573454601688
2001-01-16,114.51531538237514
2001-01-17,117.74618965771518
2001-01-18,116.80705165783793
2001-01-19,117.31032273147412
2001-01-22,117.40873592871593
2001-01-23,117.18534216612899
2001-01-24,118.1699558365204
2001-01-25,118.71040788365737
2001-01-26,119.3698327902152
2001-01-29,119.34204361232237
2001-01-30,117.9101620425439
2001-01-31,117.35041556037137
2001-02-01,117.07554423404001
2001-02-02,117.59044914528201
2001-02-05,117.85365640566646
2001-02-06,118.06691704579802
2001-02-07,117.11452026239748
2001-02-08,116.7717094396268
2001-02-09,115.9405026558756
2001-02-12,116.74798540659094
2001-02-13,118.11288989785713
2001-02-14,118.32124164981916
2001-02-15,119.10197867727966
2001-02-16,115.48859079758584
2001-02-19,115.19739354104132
2001-02-20,114.33960113263964
2001-02-21,115.41063901614369
2001-02-22,116.36291978906382
2001-02-23,115.26337531416462
2001-02-26,114.38109347636723
2001-02-27,114.17976276377999
2001-02-28,114.25863201700147
2001-03-01,113.76395885790377
2001-03-02,113.73132717489072
2001-03-05,114.63805555352795
2001-03-06,114.58130601296449
2001-03-07,114.2465514864142
2001-03-08,114.1568292104151
2001-03-09,113.23126844092296
2001-03-12,110.99723963754354
