Date,AUSTRIA GROWTH
1998-12-31,100.0
1999-01-29,100.25842721939142
1999-02-26,105.59444473979987
1999-03-31,102.42954837251685
1999-04-30,106.98279065034905
1999-05-31,97.66937975631483
1999-06-30,105.30743820064791
1999-07-30,103.02494927028235
1999-08-31,100.80079379776835
1999-09-30,96.07732963637639
1999-10-29,94.14172731738539
1999-11-30,89.16931349711342
1999-12-31,96.76981476627358
2000-01-31,91.22698311162642
2000-02-29,92.04625278557724
2000-03-31,91.48364672190883
2000-04-28,89.30933424556557
2000-05-31,90.44519050475152
2000-06-30,90.46090884213771
2000-07-31,90.68542813768656
2000-08-31,92.2514289235243
2000-09-29,93.21094487259687
2000-10-31,86.25033741578704
2000-11-30,83.50686620143233
2000-12-29,88.47534117483528
2001-01-01,88.47534117483528
2001-01-02,87.63446634604759
2001-01-03,85.60807585228987
2001-01-04,85.12646327061982
2001-01-05,87.15466873015382
2001-01-08,87.74616814065625
2001-01-09,88.63589600593765
2001-01-10,89.57087417869356
2001-01-11,90.0604489810912
2001-01-12,90.14216747473077
2001-01-15,90.08971460021473
2001-01-16,88.60043056654384
2001-01-17,88.30911618837187
2001-01-18,89.1362728442478
2001-01-19,89.2617892655353
2001-01-22,89.0728062034489
2001-01-23,88.78927129031923
2001-01-24,88.21488765216333
2001-01-25,88.38198558646471
2001-01-26,89.13170304594892
2001-01-29,88.14394343848883
2001-01-30,88.14976541105024
2001-01-31,89.36665414329596
2001-02-01,95.03454654298581
2001-02-02,92.50262743691069
2001-02-05,93.21974985046234
2001-02-06,92.73183084441625
2001-02-07,96.51711904869998
2001-02-08,98.11349891239693
2001-02-09,96.45179565319661
2001-02-12,98.28906692295384
2001-02-13,98.90020699671375
2001-02-14,98.02241148627655
2001-02-15,99.09427549326409
2001-02-16,100.49761148053034
2001-02-19,102.59009570240848
2001-02-20,103.82578866972027
2001-02-21,104.06774645314586
2001-02-22,104.35875186765702
2001-02-23,102.77468162016439
2001-02-26,102.53366681269817
2001-02-27,104.36419398879312
2001-02-28,101.95285988558987
2001-03-01,101.64082756372977
2001-03-02,101.78953353031199
2001-03-05,101.78045451623252
2001-03-06,101.7247518708871
2001-03-07,105.68789683012643
2001-03-08,105.20814284424353
2001-03-09,104.22198866780086
2001-03-12,104.30575421317165
2001-03-13,104.53572561105442
2001-03-14,103.83064520306634
2001-03-15,103.65847525927595
2001-03-16,100.76019352605006
2001-03-19,99.31666299063914
2001-03-20,99.92085090297279
2001-03-21,99.75431872742242
2001-03-22,98.24180002877384
2001-03-23,99.77015502766136
2001-03-26,100.55830519665456
2001-03-27,101.83131573825202
2001-03-28,101.61765438290313
2001-03-29,101.86770766180626
2001-03-30,102.42723410917577
2001-04-02,100.21053054754634
2001-04-03,100.47211510842328
2001-04-04,100.97161697440197
2001-04-05,104.30550494734933
2001-04-06,101.84556256481662
2001-04-09,103.59134611331791
2001-04-10,104.05813675586901
2001-04-11,101.7140797179943
2001-04-12,101.90248137690423
2001-04-13,101.90248137690423
2001-04-16,101.90248137690425
2001-04-17,102.56448471540716
2001-04-18,103.1206558425092
2001-04-19,102.08434199185123
2001-04-20,102.91383706737105
2001-04-23,101.84843966942574
2001-04-24,103.38930976303216
2001-04-25,102.38829228060368
2001-04-26,102.53875522551274
2001-04-27,103.21691451324295
2001-04-30,103.34205610391548
2001-05-01,103.34205610391548
2001-05-02,104.38259782531303
2001-05-03,103.90920977046703
2001-05-04,102.58354952685335
2001-05-07,102.40242041825441
2001-05-08,102.57767039798132
2001-05-09,101.75811883085306
2001-05-10,102.37094311961224
2001-05-11,102.12760794271138
2001-05-14,102.25196354445637
2001-05-15,100.49405184419763
2001-05-16,99.84721354305414
2001-05-17,100.18681193271559
2001-05-18,99.61960721835655
2001-05-21,98.67223258172363
2001-05-22,98.23279433851796
2001-05-23,96.35981303895744
2001-05-24,96.35981303895744
2001-05-25,95.27598452446634
2001-05-28,95.64338750095227
2001-05-29,93.50996009545341
2001-05-30,93.96214517429057
2001-05-31,93.44677471902715
2001-06-01,94.63567661955011
2001-06-04,94.63567661955014
2001-06-05,97.12425134633732
2001-06-06,96.46736618288203
2001-06-07,96.17700115718041
2001-06-08,96.4543625429572
2001-06-11,96.16064139633214
2001-06-12,96.58565565006853
2001-06-13,97.10398405377688
2001-06-14,97.10398405377688
2001-06-15,95.8973781408976
2001-06-18,96.53798621807361
2001-06-19,96.8045262539929
2001-06-20,96.63612007232469
2001-06-21,96.28171679593281
2001-06-22,97.32481419856748
2001-06-25,96.26941982637611
2001-06-26,97.09518936894987
2001-06-27,95.52873827318922
2001-06-28,94.57576127024471
2001-06-29,92.19229948176884
2001-07-02,91.45845255388915
2001-07-03,91.30505669340921
2001-07-04,91.9223975913859
2001-07-05,92.89985439820376
2001-07-06,93.32031911840907
2001-07-09,93.86673720279349
2001-07-10,95.17063267071507
2001-07-11,94.47770818033585
2001-07-12,93.80289000739134
2001-07-13,95.89799436274413
2001-07-16,96.04246738788389
2001-07-17,95.46950190177186
2001-07-18,96.43914938593365
2001-07-19,97.13163032624888
2001-07-20,96.50367452868771
2001-07-23,96.74947126152809
2001-07-24,97.19039177089456
2001-07-25,97.1435631764192
2001-07-26,97.24946670792559
2001-07-27,98.76134543016606
2001-07-30,97.73406734123833
2001-07-31,96.18718422185822
2001-08-01,96.13596643044251
2001-08-02,94.60592204472425
2001-08-03,93.3969742787603
2001-08-06,94.24184162229407
2001-08-07,94.24305764829131
2001-08-08,94.17101178788229
2001-08-09,93.46511228327107
2001-08-10,94.17614259414248
2001-08-13,94.7832122453572
2001-08-14,94.11688807298299
2001-08-15,94.11688807298299
2001-08-16,94.13511769279906
2001-08-17,93.69496026703354
2001-08-20,93.69567371798323
2001-08-21,93.6058158065531
2001-08-22,93.41034900225453
2001-08-23,93.70339920632571
2001-08-24,93.31876927769287
2001-08-27,93.33826395055831
2001-08-28,93.39611842426096
2001-08-29,93.331074963617
2001-08-30,92.45877080516969
2001-08-31,93.09096527037863
2001-09-03,92.59846673915249
2001-09-04,93.05082237970826
2001-09-05,92.42692916117305
2001-09-06,91.71822890532458
2001-09-07,91.70134949718928
2001-09-10,90.82751329376019
2001-09-11,90.80913524258332
2001-09-12,90.66361902673943
2001-09-13,91.04232281574362
2001-09-14,90.20175090794035
2001-09-17,89.29987296060848
2001-09-18,88.79852390323657
2001-09-19,89.35664397630394
2001-09-20,89.87247758168044
2001-09-21,87.26957244948895
2001-09-24,87.36577443954323
2001-09-25,87.16199873060526
2001-09-26,88.23347624371357
2001-09-27,90.41512194538645
2001-09-28,88.18469320486638
2001-10-01,89.70852735161834
2001-10-02,89.34191814007484
2001-10-03,88.91215774967985
2001-10-04,88.3234142597381
2001-10-05,86.55713461420984
2001-10-08,85.35202342506422
2001-10-09,84.63124710047842
2001-10-10,83.3447999810156
2001-10-11,82.87574225854304
2001-10-12,84.98926731153574
2001-10-15,84.12219611888743
2001-10-16,86.36689516113188
2001-10-17,86.8849879653264
2001-10-18,86.58246653159785
2001-10-19,82.94623596235651
2001-10-22,80.45667394818554
2001-10-23,80.4829584509878
2001-10-24,77.8407778056355
2001-10-25,76.48009312788948
2001-10-26,76.4800931278895
2001-10-29,75.65870562482328
2001-10-30,74.59106825896589
2001-10-31,77.16664343792047
2001-11-01,77.16664343792048
2001-11-02,77.7425456708067
2001-11-05,77.52379660266308
2001-11-06,78.77282438284627
2001-11-07,80.09390794187698
2001-11-08,80.09434267778715
2001-11-09,79.17206655669546
2001-11-12,79.65950438592579
2001-11-13,79.27089759594062
2001-11-14,79.78303244906533
2001-11-15,81.23107651086728
2001-11-16,80.5083605535598
2001-11-19,77.85752962337844
2001-11-20,77.93990063508433
2001-11-21,78.02881649467423
2001-11-22,78.60160430177612
2001-11-23,78.66089583232319
2001-11-26,77.35736217616198
2001-11-27,78.210473074591
2001-11-28,79.80360274949972
2001-11-29,81.79465806482092
2001-11-30,81.99335763896248
2001-12-03,82.25746650534273
2001-12-04,82.66021697291924
2001-12-05,83.55426797333955
2001-12-06,84.7594595813084
2001-12-07,85.50662334534326
2001-12-10,85.26641808444681
2001-12-11,83.77592258080469
2001-12-12,84.3696388226262
2001-12-13,84.82686738327435
2001-12-14,84.01137231010028
2001-12-17,83.12129486996658
2001-12-18,82.644587523823
