Date,FINLAND GROWTH
1998-12-31,100.0
1999-01-29,123.26566455599722
1999-02-26,119.58018877392358
1999-03-31,143.14883435766905
1999-04-30,140.13226772350154
1999-05-31,132.60030247914287
1999-06-30,163.4039531925339
1999-07-30,155.77012843874442
1999-08-31,151.9797457951437
1999-09-30,161.84691046654225
1999-10-29,209.4560985993922
1999-11-30,270.7067758110148
1999-12-31,346.62214431777954
2000-01-31,357.0766768115403
2000-02-29,398.77029007807874
2000-03-31,425.8327298607685
2000-04-28,486.42686470318876
2000-05-31,430.2436624670402
2000-06-30,412.2153221422192
2000-07-31,368.809961327063
2000-08-31,380.93520271755165
2000-09-29,354.40656759210304
2000-10-31,374.3329327872585
2000-11-30,371.79955289910936
2000-12-29,366.85286462169864
2001-01-01,366.85286462169864
2001-01-02,353.67485598061637
2001-01-03,322.41305016673067
2001-01-04,358.7380603908637
2001-01-05,358.77055669284607
2001-01-08,346.3497126515325
2001-01-09,316.30963132938496
2001-01-10,311.6378112874436
2001-01-11,331.6881556657678
2001-01-12,338.48042223392116
2001-01-15,337.42686782790116
2001-01-16,319.5652480320411
2001-01-17,335.76726185142525
2001-01-18,336.96622366452306
2001-01-19,332.938698144447
2001-01-22,325.1660499299646
2001-01-23,318.93667401073384
2001-01-24,323.2447028651865
2001-01-25,314.1764517591984
2001-01-26,310.8300384272194
2001-01-29,307.6787640877586
2001-01-30,286.7052667914136
2001-01-31,292.0537087240721
2001-02-01,278.2243050098069
2001-02-02,274.9651399998555
2001-02-05,267.2393974005594
2001-02-06,279.0630239427112
2001-02-07,263.1368577962135
2001-02-08,257.7743364234372
2001-02-09,233.50602338793067
2001-02-12,242.63155401565447
2001-02-13,242.00952314547123
2001-02-14,223.71723432320428
2001-02-15,245.99098277544778
2001-02-16,227.47641331319383
2001-02-19,221.22546035009563
2001-02-20,221.30238948810742
2001-02-21,211.6534259297289
2001-02-22,195.84075381414615
2001-02-23,181.849965963872
2001-02-26,187.43481373038162
2001-02-27,191.2934614021074
2001-02-28,189.7801979357629
2001-03-01,187.5398754171629
2001-03-02,202.08042025302774
2001-03-05,212.65159571592275
2001-03-06,222.5585414854806
2001-03-07,216.2887999851606
2001-03-08,204.6190147980009
2001-03-09,199.5764220040768
2001-03-12,180.57683392311066
2001-03-13,189.09252445178458
2001-03-14,189.40961852008837
2001-03-15,214.32997047779878
2001-03-16,211.0286153093777
2001-03-19,219.76380672787053
2001-03-20,231.30130192639638
2001-03-21,220.49465029133748
2001-03-22,209.69002017922506
2001-03-23,228.8575707506333
2001-03-26,239.94870699360138
2001-03-27,228.31888897434257
2001-03-28,223.67017354693505
2001-03-29,211.62548925864417
2001-03-30,211.29661985869538
2001-04-02,211.57353616468396
2001-04-03,196.0416068158175
2001-04-04,194.88297010097045
2001-04-05,209.96130562302437
2001-04-06,207.2442806638946
2001-04-09,208.03906071422404
2001-04-10,222.34052661704825
2001-04-11,234.07051022654977
2001-04-12,234.07051022654977
2001-04-13,234.07051022654977
2001-04-16,234.07051022654983
2001-04-17,223.75431679723226
2001-04-18,255.01287445096656
2001-04-19,260.6935764191876
2001-04-20,268.9901939623838
2001-04-23,264.63823101923447
2001-04-24,262.78970204504606
2001-04-25,257.81683976862536
2001-04-26,261.9514694735687
2001-04-27,276.45991402577454
2001-04-30,289.5054122843835
2001-05-01,289.5054122843835
2001-05-02,291.90490295990026
2001-05-03,282.51391865634577
2001-05-04,285.95298853756293
2001-05-07,287.5151553281582
2001-05-08,284.1970679661088
2001-05-09,278.217723828322
2001-05-10,290.99106403879745
2001-05-11,282.07827083194354
2001-05-14,272.39147892304004
2001-05-15,273.091761892469
2001-05-16,271.60331125627084
2001-05-17,288.81839024745915
2001-05-18,298.26892153192534
2001-05-21,301.3119819837844
2001-05-22,305.75655276184455
