Date,SWEDEN GROWTH
1998-12-31,100.0
1999-01-29,112.70246553322025
1999-02-26,110.58170065620678
1999-03-31,111.24324823406543
1999-04-30,120.50716775137273
1999-05-31,124.74424817278509
1999-06-30,145.30043953303738
1999-07-30,143.50774362698112
1999-08-31,142.70213661949572
1999-09-30,138.85592691765194
1999-10-29,175.13593514376535
1999-11-30,215.62174755625753
1999-12-31,272.2633136879631
2000-01-31,296.64119149036753
2000-02-29,393.6480640658961
2000-03-31,359.0607066160674
2000-04-28,379.6346345860152
2000-05-31,341.0290328570891
2000-06-30,318.49806557247126
2000-07-31,322.90826465647757
2000-08-31,342.40086832647967
2000-09-29,259.9258182956103
2000-10-31,236.2390371570475
2000-11-30,197.90118124974074
2000-12-29,184.32842043766314
2001-01-01,184.32842043766314
2001-01-02,178.20696957069705
2001-01-03,165.79807942347108
2001-01-04,187.42858363897417
2001-01-05,185.99679343964826
2001-01-08,177.62105615710178
2001-01-09,169.99910146496612
2001-01-10,168.77416267624346
2001-01-11,179.28695869770934
2001-01-12,188.45499450102298
2001-01-15,191.61452362753388
2001-01-16,181.0741610060556
2001-01-17,195.25475851992914
2001-01-18,198.4452555872738
2001-01-19,196.0032164347692
2001-01-22,192.97408975565486
2001-01-23,186.2075042736286
2001-01-24,191.43821398278686
2001-01-25,199.13095687887193
2001-01-26,177.75221571146514
2001-01-29,180.43360965545867
2001-01-30,186.8170714933268
2001-01-31,194.78436458783642
2001-02-01,188.31629015832058
2001-02-02,185.41170562520568
2001-02-05,178.67460649477235
2001-02-06,181.7932820424299
2001-02-07,176.22852630778144
2001-02-08,173.32087910366332
2001-02-09,159.44804642930407
2001-02-12,162.8465976263714
2001-02-13,162.03530687665105
2001-02-14,151.34092522304917
2001-02-15,163.2043761353551
2001-02-16,152.1952410962892
2001-02-19,149.32311320211934
2001-02-20,147.3558972020569
2001-02-21,143.58140754196805
2001-02-22,137.26108185565627
2001-02-23,132.5926362871599
2001-02-26,141.85521538700036
2001-02-27,144.55103299754876
2001-02-28,141.6451416193427
2001-03-01,134.4076505290102
2001-03-02,137.12568341058022
2001-03-05,143.8788165114904
2001-03-06,150.70105857304267
2001-03-07,149.4353446269229
2001-03-08,144.8736603577746
2001-03-09,138.44328158352872
2001-03-12,116.94923171631613
2001-03-13,111.23234436410898
2001-03-14,112.05620983951988
2001-03-15,114.0797709757387
2001-03-16,103.39137636089202
2001-03-19,104.70106657194826
2001-03-20,113.60729407337853
2001-03-21,109.21431574270744
2001-03-22,100.8456156815562
2001-03-23,107.09309353911233
2001-03-26,112.28752523688117
2001-03-27,118.18888711940322
2001-03-28,112.32553655063236
2001-03-29,105.68216174453443
2001-03-30,102.96916844079827
2001-04-02,102.02557971823379
2001-04-03,96.93358934030371
2001-04-04,93.30005502212975
2001-04-05,105.02493030517368
2001-04-06,101.90455883353995
2001-04-09,105.07951962610588
2001-04-10,110.97846263284698
2001-04-11,111.97616891252223
2001-04-12,108.7588126089065
2001-04-13,108.7588126089065
2001-04-16,108.7323552421012
2001-04-17,105.75836140672885
2001-04-18,116.20111848063416
2001-04-19,120.09042959693754
2001-04-20,110.40934724471745
2001-04-23,105.00284203796784
2001-04-24,104.7107273652901
2001-04-25,109.06730077809871
2001-04-26,112.71293107901887
2001-04-27,116.64232624067935
2001-04-30,121.23265517645665
2001-05-01,121.09795966265021
2001-05-02,121.9257206440763
2001-05-03,118.15466089255268
2001-05-04,118.69454010515652
2001-05-07,121.57789384462892
2001-05-08,119.13049690171869
2001-05-09,115.61895899619927
2001-05-10,120.07826573756138
2001-05-11,120.861262058013
2001-05-14,119.46976295967694
2001-05-15,118.04391329287388
2001-05-16,116.31718331931327
2001-05-17,121.44679140564868
2001-05-18,127.57622933065892
2001-05-21,132.55667751682313
2001-05-22,135.26465074134663
2001-05-23,131.5322649960555
2001-05-24,131.605251927066
2001-05-25,130.32207765043333
2001-05-28,130.90250928017466
2001-05-29,130.61905031536025
2001-05-30,125.11452859049241
2001-05-31,121.53195481524239
2001-06-01,119.3440042018407
2001-06-04,118.56172622779275
2001-06-05,122.23113763447725
2001-06-06,119.98758372438711
2001-06-07,115.97453505339473
2001-06-08,113.05944820036795
2001-06-11,109.97620182810739
2001-06-12,104.49948972182598
2001-06-13,105.32485860873477
2001-06-14,100.57428954736044
2001-06-15,104.2062227946304
2001-06-18,103.81209952006384
2001-06-19,103.98394530079581
2001-06-20,99.2017635281076
2001-06-21,103.5667329192344
2001-06-22,103.6800265359823
2001-06-25,103.92392625542047
2001-06-26,102.25919556801249
2001-06-27,105.09534659305312
2001-06-28,108.55854253432571
2001-06-29,110.21031466503061
2001-07-02,112.88131877677097
2001-07-03,112.22957479988354
2001-07-04,108.24176307868983
2001-07-05,103.348782439698
2001-07-06,96.3313126462754
2001-07-09,96.65442393337408
2001-07-10,96.59478574355825
2001-07-11,94.13105223331135
2001-07-12,99.79469064376059
2001-07-13,101.28051822453706
2001-07-16,103.33443683316584
2001-07-17,99.5830936031161
2001-07-18,96.67593116051108
2001-07-19,99.3134193529022
2001-07-20,98.06531349943045
2001-07-23,96.781048053418
2001-07-24,95.26653687433054
2001-07-25,93.13562429564922
2001-07-26,93.94614910601679
2001-07-27,99.55102460233434
2001-07-30,104.0174200185379
2001-07-31,107.24096472945578
2001-08-01,105.94088820091056
2001-08-02,108.00354872923916
2001-08-03,105.63119256810656
2001-08-06,104.80670526859798
2001-08-07,107.52430357304662
2001-08-08,105.24111395244861
2001-08-09,100.35329810864413
2001-08-10,97.92023236507049
2001-08-13,99.1052160949202
2001-08-14,102.98424613512442
2001-08-15,101.64064956853947
2001-08-16,98.44531790747568
2001-08-17,95.60685086381443
2001-08-20,93.89174498196626
2001-08-21,96.50875526292718
2001-08-22,97.19587526668136
2001-08-23,99.89141278665657
2001-08-24,103.14183386664872
2001-08-27,104.10455188741474
2001-08-28,101.28721481725262
2001-08-29,99.05358512297309
2001-08-30,95.40295103876852
2001-08-31,93.59248725221478
2001-09-03,92.06012004077535
2001-09-04,86.09311606078336
2001-09-05,82.71862442459927
2001-09-06,82.28064826762564
2001-09-07,78.31816941920152
2001-09-10,79.22859237952261
2001-09-11,70.93282589833652
2001-09-12,75.70354682508652
2001-09-13,72.79211377610144
2001-09-14,71.5377239278384
2001-09-17,73.76379692364961
2001-09-18,71.18026817266905
2001-09-19,69.04480721859913
2001-09-20,65.29965681295256
2001-09-21,64.50083683291929
2001-09-24,70.22546979532865
2001-09-25,73.68343452939428
2001-09-26,72.24326467872288
2001-09-27,70.13157438546094
2001-09-28,74.08410524366687
2001-10-01,71.36450173251124
2001-10-02,72.34460372527813
2001-10-03,70.76551886914916
2001-10-04,75.8816530398805
2001-10-05,77.20279763599007
2001-10-08,79.04405719372585
2001-10-09,78.40534246299482
2001-10-10,79.35787096190364
2001-10-11,84.95876763736867
2001-10-12,85.07976699791044
2001-10-15,82.95335271224316
2001-10-16,83.61302631468097
2001-10-17,90.22219215665513
2001-10-18,85.49641491001228
2001-10-19,82.41402565827104
2001-10-22,81.8597494933068
2001-10-23,86.14120270897129
2001-10-24,86.46898217104209
2001-10-25,86.32454543602428
2001-10-26,91.91779785460041
2001-10-29,87.19462844471369
2001-10-30,82.76256184715051
2001-10-31,85.11898621588728
2001-11-01,85.60122236844714
2001-11-02,85.96851926125981
2001-11-05,90.09423830449124
2001-11-06,91.91808493017818
2001-11-07,92.96676979472545
2001-11-08,96.62317685211192
2001-11-09,94.4987319302318
2001-11-12,92.3448398127302
2001-11-13,99.18615308953348
2001-11-14,100.14757440698459
2001-11-15,103.14065012645123
2001-11-16,105.16330048666448
2001-11-19,105.7283398449777
2001-11-20,102.38791700184295
2001-11-21,101.59868004572266
2001-11-22,106.70465227159538
2001-11-23,107.20131002903543
2001-11-26,110.39179764079185
2001-11-27,107.67079069189839
2001-11-28,104.81074200062523
2001-11-29,103.11994419356229
2001-11-30,104.9881931336264
2001-12-03,104.18143904283953
2001-12-04,108.33480284168516
2001-12-05,115.95590509863811
2001-12-06,115.38163209237703
2001-12-07,114.17204142132853
2001-12-10,112.19147669447149
2001-12-11,113.23769508934055
2001-12-12,110.27214149870817
2001-12-13,105.79109769531179
2001-12-14,102.78242416363283
2001-12-17,105.14757324607857
2001-12-18,104.74792179749605
2001-12-19,101.59257287211852
2001-12-20,98.61526317258866
2001-12-21,101.30493585420788
2001-12-24,100.97366208699135
2001-12-25,100.97366208699135
2001-12-26,100.54448644851526
2001-12-27,103.07044070409411
2001-12-28,106.2414748078366
2001-12-31,106.07042007862299
2002-01-01,106.07042007862299
2002-01-02,105.69262098148387
2002-01-03,111.17841710937356
2002-01-04,111.61471230864673
2002-01-07,111.7813431040103
2002-01-08,107.02346783296602
2002-01-09,105.50080650744314
2002-01-10,103.92005635373499
2002-01-11,106.157672061546
2002-01-14,100.27397633077183
2002-01-15,98.81118448230198
2002-01-16,96.69470045660691
2002-01-17,97.9374120729995
2002-01-18,96.47667187642644
2002-01-21,94.77095931834067
2002-01-22,94.08389882976904
2002-01-23,93.5032554019826
2002-01-24,96.65259985485025
2002-01-25,94.32767915966147
2002-01-28,92.12714469171044
2002-01-29,90.06490046831458
2002-01-30,88.4304991071629
2002-01-31,93.13256210882703
2002-02-01,91.71977625541722
2002-02-04,90.89684086770015
2002-02-05,89.40475472549298
2002-02-06,88.72136519755463
2002-02-07,89.48742104510653
2002-02-08,88.52973272827337
2002-02-11,90.80334927993006
2002-02-12,90.44721308121488
2002-02-13,90.04103288846842
2002-02-14,89.6086614480195
2002-02-15,87.57420437184115
2002-02-18,86.40060699563767
2002-02-19,85.13591307299323
2002-02-20,85.4793969719725
2002-02-21,87.7412062359761
2002-02-22,85.93666106647211
2002-02-25,88.47780485069562
