Date,ISRAEL GROWTH
2000-12-29,100.0
2001-01-01,100.28370148748664
2001-01-02,87.67212982973514
2001-01-03,102.01499391578118
2001-01-04,99.74377063342583
2001-01-05,89.12215870311223
2001-01-08,84.88714042454417
2001-01-09,87.79664836203264
2001-01-10,90.53385833071019
2001-01-11,90.4297971670395
2001-01-12,90.48841930674317
2001-01-15,92.43405783695194
2001-01-16,90.3818854688966
2001-01-17,94.95032645269744
2001-01-18,98.94741191132965
2001-01-19,105.45359236686537
2001-01-22,102.5392607328848
2001-01-23,104.27207414160739
2001-01-24,103.53997195308582
2001-01-25,102.76797735233535
2001-01-26,108.26494684589015
2001-01-29,113.10608262074473
2001-01-30,112.50379399150205
2001-01-31,105.03649572786391
2001-02-01,105.60626834040004
2001-02-02,99.21377487815424
2001-02-05,100.75549264616427
2001-02-06,102.30704398895966
2001-02-07,100.54030558434226
2001-02-08,98.48809173679507
2001-02-09,92.97190614295029
2001-02-12,93.14985432449731
2001-02-13,93.19014500898902
2001-02-14,99.3356180465255
2001-02-15,106.47742922285582
2001-02-16,101.15679070936473
2001-02-19,100.68046521327798
2001-02-20,101.42886494955137
2001-02-21,96.01089159985577
2001-02-22,88.1883433065949
2001-02-23,92.28551890703882
2001-02-26,93.7966179726443
2001-02-27,88.04127784660935
2001-02-28,80.66370278967104
2001-03-01,85.1416758183787
2001-03-02,79.15728275654682
2001-03-05,75.99809716731444
2001-03-06,80.46791004291269
2001-03-07,83.58128243613396
2001-03-08,79.48277102357135
2001-03-09,79.88392366419569
2001-03-12,77.68152613453414
2001-03-13,83.15216539478561
2001-03-14,81.9759054184025
2001-03-15,78.63991096467745
2001-03-16,74.93631678441186
2001-03-19,72.6712378292624
2001-03-20,67.87762608896439
2001-03-21,69.61396865071396
2001-03-22,72.21225201132707
2001-03-23,71.7505661797371
2001-03-26,70.46442824407967
2001-03-27,73.04506074884448
2001-03-28,68.26780597547858
2001-03-29,64.29724274642398
2001-03-30,66.05753968920486
2001-04-02,64.59525756106636
2001-04-03,59.039626699127005
2001-04-04,59.13106975475352
2001-04-05,64.62643444560858
2001-04-06,63.07218096570432
2001-04-09,67.22634042063602
2001-04-10,74.2097590697077
2001-04-11,78.80569765510344
2001-04-12,79.41837105449747
