Date,NEW ZEALAND GROWTH
1998-12-31,100.0
1999-01-29,114.75381718747613
1999-02-26,125.43823635047033
1999-03-31,122.35733656575016
1999-04-30,133.94896539493666
1999-05-31,110.73712578735011
1999-06-30,114.10501859636848
1999-07-30,116.23561904766133
1999-08-31,117.06815653075853
1999-09-30,102.42407973452401
1999-10-29,106.21968593119401
1999-11-30,118.20789306708103
1999-12-31,130.87132734009882
2000-01-31,119.29276587548422
2000-02-29,120.75194216151368
2000-03-31,133.66157708964403
2000-04-28,131.69847637626017
2000-05-31,107.7575911426952
2000-06-30,106.78022187856885
2000-07-31,104.12603491806672
2000-08-31,95.26770031006404
2000-09-29,86.61136330176272
2000-10-31,82.55541767864025
2000-11-30,84.80149461306378
2000-12-29,73.62025763778695
2001-01-01,73.62025763778695
2001-01-02,72.83660253821668
2001-01-03,70.70528051434445
2001-01-04,73.3945406460105
2001-01-05,75.75920030264291
2001-01-08,75.76841067653865
2001-01-09,76.87952882207253
2001-01-10,74.55504289447482
2001-01-11,74.46948199449533
2001-01-12,76.78501224506064
2001-01-15,78.50410522471566
2001-01-16,81.00101251009286
2001-01-17,82.55430247634516
2001-01-18,82.56718779232436
2001-01-19,85.1441955437637
2001-01-22,86.80109096186041
2001-01-23,84.9337427687336
2001-01-24,81.69986917096101
2001-01-25,80.09985920730414
2001-01-26,81.1641197599322
2001-01-29,81.76604536635394
2001-01-30,83.9370191252746
2001-01-31,86.09626830815154
2001-02-01,85.73885806000317
2001-02-02,84.44226000169043
2001-02-05,80.33440869757096
2001-02-06,81.0809696320468
2001-02-07,79.9414871800425
2001-02-08,79.7705851249722
2001-02-09,80.82227969004266
2001-02-12,83.00823066967634
2001-02-13,81.65835121361074
2001-02-14,77.87097370855474
2001-02-15,76.80805925080769
2001-02-16,75.78958403331012
2001-02-19,76.24896274117823
2001-02-20,79.09239120628223
2001-02-21,77.67724505192783
2001-02-22,75.80634208598978
2001-02-23,77.66344620111663
2001-02-26,78.26028566136972
2001-02-27,77.24304171684724
2001-02-28,75.76031068976609
