Date,AUSTRALIA GROWTH
1998-12-31,100.0
1999-01-29,110.8621809373085
1999-02-26,110.24641082482319
1999-03-31,115.1852968068882
1999-04-30,124.34857778791906
1999-05-31,115.19960411097833
1999-06-30,122.57225217761146
1999-07-30,115.5440578570478
1999-08-31,113.8737036159778
1999-09-30,114.61424661204283
1999-10-29,111.04595404849199
1999-11-30,124.02072639758283
1999-12-31,128.27146787744584
2000-01-31,120.8471692090784
2000-02-29,113.37634907033669
2000-03-31,113.6263116670426
2000-04-28,112.68935815681334
2000-05-31,101.66257527627876
2000-06-30,113.96397812297832
2000-07-31,109.32141841779026
2000-08-31,114.42667178564656
2000-09-29,110.29047864881022
2000-10-31,106.88288425367276
2000-11-30,104.91905627186082
2000-12-29,100.58626782412168
2001-01-01,100.58626782412168
2001-01-02,102.36161643208087
2001-01-03,102.33633520265313
2001-01-04,105.6626535168483
2001-01-05,106.75538790027576
2001-01-08,105.50533145970836
2001-01-09,105.01322662449017
2001-01-10,103.20966141227366
2001-01-11,101.71333531858586
2001-01-12,102.73604062156627
2001-01-15,104.38153521346244
2001-01-16,104.35865631511118
2001-01-17,104.75544700341607
2001-01-18,105.27252293127269
2001-01-19,107.30571974207554
2001-01-22,107.32413414065579
2001-01-23,105.04304043971861
2001-01-24,105.63373921313661
2001-01-25,106.5357110185629
2001-01-26,106.03493306788346
2001-01-29,106.44126790576372
2001-01-30,106.77646133332848
2001-01-31,106.96949494608772
2001-02-01,107.52711583150011
2001-02-02,107.27150124335064
2001-02-05,104.26744110194724
2001-02-06,105.81482422369116
2001-02-07,104.6047772914231
2001-02-08,105.66625241940109
2001-02-09,103.64819902002834
2001-02-12,104.42619892310317
2001-02-13,104.70731656124273
2001-02-14,104.15765316898985
2001-02-15,103.77095544123017
2001-02-16,104.37698493501578
2001-02-19,102.20326242726418
2001-02-20,102.31140210534814
2001-02-21,103.3539616382453
2001-02-22,102.88827449653749
2001-02-23,102.27765564015685
2001-02-26,102.4892467293838
2001-02-27,102.06268735234505
2001-02-28,101.83105045038698
2001-03-01,102.246915711655
2001-03-02,101.88898162715493
2001-03-05,101.89165534552554
2001-03-06,101.30425825455299
2001-03-07,101.18066257258609
2001-03-08,99.9537709270149
2001-03-09,99.1939521466569
2001-03-12,99.6172902300312
2001-03-13,98.20110313562063
2001-03-14,98.13682508126195
2001-03-15,96.9577446632192
2001-03-16,98.53476785964159
2001-03-19,99.02948936795585
2001-03-20,98.9096749479807
2001-03-21,98.57083860602687
2001-03-22,99.64060816592634
2001-03-23,97.66374648284284
2001-03-26,98.63931892533654
2001-03-27,98.50316162080084
2001-03-28,98.69133214059009
2001-03-29,99.07377804030587
2001-03-30,97.31976285945387
2001-04-02,98.27149143341315
2001-04-03,98.01483389612214
2001-04-04,97.53189385698407
2001-04-05,99.14925511971765
2001-04-06,100.25835094493927
2001-04-09,99.89599204628277
2001-04-10,102.52758299825693
2001-04-11,105.59285286671292
2001-04-12,106.08375563649587
2001-04-13,106.08375563649587
2001-04-16,107.51916749389366
2001-04-17,106.29121792847728
2001-04-18,105.66072744399193
2001-04-19,106.86107711741194
2001-04-20,107.46271372074096
2001-04-23,104.47516497898917
2001-04-24,104.51263234765067
2001-04-25,104.37624932943257
2001-04-26,104.85290777595465
2001-04-27,105.03687134895083
2001-04-30,107.10466334586596
2001-05-01,107.81881444134837
2001-05-02,108.23404959195757
2001-05-03,108.72102991846043
2001-05-04,107.54032303661282
2001-05-07,108.24057250618058
2001-05-08,108.60486120481401
2001-05-09,109.94607914058913
2001-05-10,111.83944546961831
2001-05-11,111.5419935779175
2001-05-14,110.76165472325893
2001-05-15,110.73100879727073
2001-05-16,110.63792699661678
2001-05-17,113.97287263351947
2001-05-18,113.55686478436387
2001-05-21,115.62881614624513
2001-05-22,115.26665953095046
2001-05-23,114.95102019925261
2001-05-24,115.12570000556414
2001-05-25,115.5288675413064
2001-05-28,115.84055126939454
2001-05-29,114.9037949019626
2001-05-30,113.90308273331173
2001-05-31,113.16701017774145
2001-06-01,114.00538645971945
2001-06-04,114.68573478866482
2001-06-05,114.55821125188156
2001-06-06,115.46301778853541
2001-06-07,116.27229459876833
2001-06-08,117.97182131104594
2001-06-11,118.65831792492446
2001-06-12,114.6624560605589
2001-06-13,113.90198271748143
2001-06-14,114.71371983465062
2001-06-15,114.11817512548122
2001-06-18,111.89643720771119
2001-06-19,111.74532331034209
2001-06-20,112.75019897657151
2001-06-21,111.45629034491294
2001-06-22,111.83833504499864
2001-06-25,110.110880992967
2001-06-26,111.21234373238156
2001-06-27,110.54803455503746
2001-06-28,111.26367962929123
2001-06-29,112.56754076961604
2001-07-02,111.93141212348489
2001-07-03,113.84661942495973
2001-07-04,113.67833604149529
2001-07-05,112.48489416282601
2001-07-06,108.04835596429746
2001-07-09,107.9401816543552
2001-07-10,108.38159415149295
2001-07-11,107.90421340643556
2001-07-12,109.36095704419992
2001-07-13,109.72661789071869
2001-07-16,109.95531414239873
2001-07-17,108.66322959947254
2001-07-18,107.49534311087618
2001-07-19,107.29427580078861
2001-07-20,105.44365358225282
2001-07-23,105.68594184447291
2001-07-24,103.50275552966627
2001-07-25,101.88189158446752
2001-07-26,101.33290259344692
2001-07-27,101.19440771570162
2001-07-30,101.85314919879127
2001-07-31,102.96495921500662
2001-08-01,105.91275274615775
2001-08-02,106.7533609615184
2001-08-03,105.95324890111421
2001-08-06,106.91198399546937
2001-08-07,107.12673809663481
2001-08-08,107.17277647509971
2001-08-09,104.50533598344465
2001-08-10,103.07476338225754
2001-08-13,102.66284441035467
2001-08-14,102.40800084774229
2001-08-15,102.96459607085556
2001-08-16,102.34042001976302
2001-08-17,103.40483227261099
2001-08-20,102.07674320700852
2001-08-21,102.63616482548001
2001-08-22,102.10039364063819
2001-08-23,102.74502048868915
2001-08-24,103.4760308310855
2001-08-27,104.63045416867244
2001-08-28,104.00570867655834
2001-08-29,104.01493334675149
2001-08-30,103.68061805512978
2001-08-31,101.33870790743171
2001-09-03,102.75161149141333
2001-09-04,103.64236744452118
2001-09-05,104.05434282366821
2001-09-06,103.89750649286233
2001-09-07,101.48875599249695
2001-09-10,100.59462120268208
2001-09-11,101.36419770703398
2001-09-12,97.18382103581762
2001-09-13,97.47541447693239
2001-09-14,96.13228515776387
2001-09-17,90.51785277563057
2001-09-18,90.77561004492907
2001-09-19,91.28351870131839
2001-09-20,90.14117174818466
2001-09-21,87.6188395721434
2001-09-24,87.77913605728936
2001-09-25,88.94548007844558
2001-09-26,89.35059874260978
2001-09-27,89.85385111451077
2001-09-28,93.33400291547201
2001-10-01,93.70866758582972
2001-10-02,94.57474321596571
2001-10-03,94.28419026815318
2001-10-04,94.9535771097143
2001-10-05,97.69300706574839
2001-10-08,96.49826879958098
2001-10-09,96.78437166102933
2001-10-10,96.45359780224385
2001-10-11,98.3361187780057
2001-10-12,98.56295860658413
2001-10-15,100.30454357835107
2001-10-16,100.59573830862979
2001-10-17,101.05808723674456
2001-10-18,99.60965821085878
2001-10-19,99.07894471167184
2001-10-22,99.47444147311377
2001-10-23,100.6014332194395
2001-10-24,100.79213502720289
2001-10-25,100.16862187423396
2001-10-26,100.56512697251547
2001-10-29,99.96630568318622
2001-10-30,99.57755198729886
2001-10-31,99.2300545987664
2001-11-01,99.35238692304821
2001-11-02,99.49485024986409
2001-11-05,99.94282788403989
2001-11-06,102.29374893810376
2001-11-07,101.4955748350513
2001-11-08,102.67652382498652
2001-11-09,102.5301458048729
2001-11-12,105.02125655215747
2001-11-13,105.58440552338604
2001-11-14,107.88563840102441
2001-11-15,108.76191623237867
2001-11-16,106.8790015876576
2001-11-19,108.1992695916551
2001-11-20,108.35735943377695
2001-11-21,108.41988681742527
2001-11-22,107.2007357735791
2001-11-23,108.30672397315999
2001-11-26,108.48915790669089
2001-11-27,110.39464011952956
2001-11-28,108.93905738047542
2001-11-29,108.15812198501958
2001-11-30,108.45922381255787
2001-12-03,108.7981390725186
2001-12-04,108.52712565265617
2001-12-05,109.45161827343435
2001-12-06,109.35310551987071
2001-12-07,109.19874608197416
2001-12-10,108.87157939271088
2001-12-11,108.75737958691167
2001-12-12,107.4029289827999
2001-12-13,106.85207329591117
2001-12-14,105.28519635573117
2001-12-17,104.99740478397695
2001-12-18,106.0830143818261
2001-12-19,106.57544416033514
2001-12-20,105.03386655217143
2001-12-21,107.37740524466236
2001-12-24,109.80253540739056
2001-12-25,109.80253540739054
2001-12-26,109.63332620118354
2001-12-27,109.71893128452517
2001-12-28,110.83692429488629
2001-12-31,110.19409155338542
2002-01-01,110.19409155338542
2002-01-02,109.67799900232237
2002-01-03,109.6403263270588
2002-01-04,111.856761243956
2002-01-07,112.69692928251143
2002-01-08,112.78784654818553
2002-01-09,112.74985610121554
2002-01-10,111.48761982601064
2002-01-11,111.5659594410945
2002-01-14,110.54480955991569
2002-01-15,110.184925530308
2002-01-16,111.0390365299834
2002-01-17,110.18607557663506
2002-01-18,109.96660034178214
2002-01-21,111.44534260984526
2002-01-22,112.7745546678062
2002-01-23,112.68759406167285
2002-01-24,113.90403167228247
2002-01-25,115.16403720842388
2002-01-28,115.2741985573693
2002-01-29,115.11089632143454
2002-01-30,112.7966200785754
2002-01-31,113.64029223487115
2002-02-01,113.79785759567282
2002-02-04,114.40821997444402
2002-02-05,114.12535628288906
2002-02-06,113.67463165442217
2002-02-07,113.06217250982078
2002-02-08,113.97137094453066
2002-02-11,114.56515498704586
2002-02-12,114.47552937937523
2002-02-13,115.13834468840855
2002-02-14,117.71022324956802
2002-02-15,116.54738962194355
2002-02-18,116.78609357230265
2002-02-19,116.00319692374539
2002-02-20,115.41819187106182
2002-02-21,114.99803061870853
2002-02-22,113.5636609814855
2002-02-25,114.33273374884348
2002-02-26,114.99682455508241
2002-02-27,115.1498157040992
2002-02-28,115.0796007083816
2002-03-01,115.03662158102905
2002-03-04,115.87951004841338
2002-03-05,115.9587526600364
2002-03-06,115.64243051845553
2002-03-07,117.7384467771018
2002-03-08,117.09523299449835
2002-03-11,116.40326493927738
2002-03-12,116.40349228254506
2002-03-13,115.23509510697323
2002-03-14,114.74318102503707
2002-03-15,113.57714321567943
2002-03-18,114.99734101780021
2002-03-19,115.2170829467734
2002-03-20,116.95310001501889
2002-03-21,116.40650170450007
2002-03-22,116.53815697166962
2002-03-25,115.76669496804148
2002-03-26,113.65166179583139
2002-03-27,115.45533649208323
2002-03-28,117.28362759476849
2002-03-29,117.28362759476849
2002-04-01,116.53728140416672
2002-04-02,115.88315157591855
2002-04-03,115.5455107532963
2002-04-04,115.62332664522854
2002-04-05,115.99565338847884
2002-04-08,115.48724661716204
2002-04-09,115.00348245058417
2002-04-10,115.84624885517
2002-04-11,115.50617275007214
2002-04-12,115.66462100409274
2002-04-15,115.32728635780188
2002-04-16,115.66546809857235
2002-04-17,116.85640758721573
2002-04-18,116.72175374960163
2002-04-19,117.06672029247393
2002-04-22,117.07136140160905
2002-04-23,116.386275075574
2002-04-24,114.53284939469883
2002-04-25,114.17431118182374
2002-04-26,113.38889016506616
2002-04-29,110.86553699533042
2002-04-30,111.15188021218177
2002-05-01,111.18324312003689
2002-05-02,109.91005624850492
2002-05-03,109.41373550848458
2002-05-06,108.60358115932377
2002-05-07,108.15759836274597
2002-05-08,109.79563321859843
2002-05-09,110.39362146709621
2002-05-10,109.8170402817393
2002-05-13,109.31528812433447
2002-05-14,110.59966762524324
2002-05-15,112.13428562030835
2002-05-16,112.76524688815846
2002-05-17,112.55604098621009
2002-05-20,111.15829927612958
2002-05-21,111.38552124142278
2002-05-22,111.18667447926713
2002-05-23,111.05350553544572
2002-05-24,111.22850899583896
2002-05-27,111.67209352518987
2002-05-28,111.62916636384857
2002-05-29,111.39918927329725
2002-05-30,111.23532929982508
2002-05-31,111.53149415314253
2002-06-03,111.82904903346144
2002-06-04,111.17239748113718
2002-06-05,111.00141102703633
2002-06-06,110.74056504211292
2002-06-07,110.56538305185671
2002-06-10,109.93157963157982
2002-06-11,109.67978900769731
2002-06-12,109.60432825099058
2002-06-13,109.81427070719036
2002-06-14,106.7208034389336
2002-06-17,106.67164883844906
2002-06-18,108.03872436705824
2002-06-19,106.6043606361458
2002-06-20,106.28460085971594
2002-06-21,105.57669141746888
2002-06-24,104.4239078478283
2002-06-25,104.71036920312069
2002-06-26,100.61234294715257
2002-06-27,102.74082891873881
2002-06-28,102.1674465794396
2002-07-01,102.27887308000267
2002-07-02,102.797817937098
2002-07-03,102.59644508690906
2002-07-04,102.26518736383562
2002-07-05,103.10727018819469
2002-07-08,103.63967307287712
2002-07-09,104.13824327855188
2002-07-10,103.17327506352315
2002-07-11,100.7172050232363
2002-07-12,101.12297909033718
2002-07-15,99.54205610073656
2002-07-16,97.42128786311068
2002-07-17,94.7907947198172
