Date,GERMANY GROWTH
1998-12-31,100.0
1999-01-29,99.9905942485666
1999-02-26,92.74408502491292
1999-03-31,88.85701860232754
1999-04-30,92.70761870596765
1999-05-31,91.45146906456465
1999-06-30,95.6500937595256
1999-07-30,89.82869953251264
1999-08-31,93.10616956174627
1999-09-30,94.04289195263699
1999-10-29,99.51560797121063
1999-11-30,114.1482626011193
1999-12-31,135.64546893635358
2000-01-31,141.23271750690063
2000-02-29,160.1425315671817
2000-03-31,163.1127421497073
2000-04-28,147.64319984445163
2000-05-31,135.40878700647184
2000-06-30,129.5938584946824
2000-07-31,124.81447163871175
2000-08-31,119.90991790987273
2000-09-29,113.36505229278515
2000-10-31,117.10349282462042
2000-11-30,101.61777853844727
2000-12-29,99.31270810453316
2001-01-01,99.31270810453316
2001-01-02,96.19913691063317
2001-01-03,99.49787408202019
2001-01-04,98.13109605595643
2001-01-05,97.14777394665505
2001-01-08,97.03432682724153
2001-01-09,97.28496298302049
2001-01-10,96.59700733658498
2001-01-11,99.81949326020727
2001-01-12,101.09876785876978
2001-01-15,101.33468741761378
2001-01-16,101.14603274280945
2001-01-17,103.75928105029207
2001-01-18,103.38316820560335
2001-01-19,103.65074408791698
2001-01-22,103.05488483866615
2001-01-23,103.60315031418165
2001-01-24,103.658544806225
2001-01-25,103.63214840338077
2001-01-26,103.06565245158299
2001-01-29,104.18387185282346
2001-01-30,104.26418830762111
2001-01-31,105.01115763621777
2001-02-01,103.55173325972414
2001-02-02,102.65229849919702
2001-02-05,101.97631901421452
2001-02-06,103.19961163194743
2001-02-07,100.7383279077721
2001-02-08,101.6396098038123
2001-02-09,98.68430968237183
2001-02-12,99.77237676880782
2001-02-13,98.76882063489656
2001-02-14,96.4129671406228
2001-02-15,98.25774206843059
2001-02-16,95.06667289771458
2001-02-19,95.47747518638192
2001-02-20,95.0462053207356
2001-02-21,92.93834285572855
2001-02-22,91.73383472890266
2001-02-23,87.89102771910554
2001-02-26,90.73916893532535
2001-02-27,91.14502700129644
2001-02-28,92.55763006410092
2001-03-01,90.94781256398726
2001-03-02,90.50328496031123
2001-03-05,91.10153315212672
2001-03-06,92.1628794173208
2001-03-07,92.5594300582214
2001-03-08,91.91528879469638
2001-03-09,90.53475049232604
2001-03-12,87.98622241841532
2001-03-13,85.75093683159032
2001-03-14,83.90112980749348
2001-03-15,85.33277297061314
2001-03-16,81.8873321407893
2001-03-19,80.70497389786063
2001-03-20,83.00637909104425
2001-03-21,80.97222472388398
2001-03-22,77.82943341012371
2001-03-23,80.6817049897725
2001-03-26,83.15422271987245
2001-03-27,85.56676567286695
2001-03-28,83.048228492488
2001-03-29,83.47608600962344
2001-03-30,83.48419946034207
2001-04-02,81.99412435577726
2001-04-03,78.44482203215637
2001-04-04,78.90252907190009
2001-04-05,82.52135311182819
2001-04-06,81.50827759418524
2001-04-09,81.87938023432703
2001-04-10,82.74566009606116
2001-04-11,83.69551735429691
2001-04-12,84.51201619230383
2001-04-13,84.51201619230383
2001-04-16,84.51201619230382
2001-04-17,83.12238808291612
2001-04-18,86.45316390426281
2001-04-19,86.95058706899677
2001-04-20,86.11011587165403
2001-04-23,85.05857990496372
2001-04-24,86.053778827884
2001-04-25,86.29251816474707
2001-04-26,86.47563856545614
2001-04-27,87.39890718751695
2001-04-30,88.95563520710998
2001-05-01,88.95563520710994
2001-05-02,88.37496801021284
2001-05-03,86.49145091589652
2001-05-04,86.71531391732684
2001-05-07,86.6728107248321
2001-05-08,86.71310896683583
2001-05-09,85.71985640056522
2001-05-10,87.27311043997271
2001-05-11,86.75010367738571
2001-05-14,85.70024354831573
2001-05-15,85.95281791015273
2001-05-16,86.9204238158245
2001-05-17,87.58347046259907
2001-05-18,87.88461221579952
2001-05-21,88.8405052126663
2001-05-22,89.44913315344208
2001-05-23,89.02686312982155
2001-05-24,90.17458827426745
2001-05-25,89.65205494781232
2001-05-28,89.53509097598494
2001-05-29,88.96333268918936
2001-05-30,87.36333667127968
2001-05-31,88.47688164507517
2001-06-01,88.5493998519798
2001-06-04,89.91113947461923
2001-06-05,91.64132269522904
2001-06-06,90.97878863640715
2001-06-07,90.46611177365435
2001-06-08,90.94206196312987
2001-06-11,90.13657789344454
2001-06-12,88.31836138360664
2001-06-13,89.09184533908778
2001-06-14,87.7365280121641
2001-06-15,85.955172307771
2001-06-18,85.14095712167344
2001-06-19,86.15623315001136
2001-06-20,85.22033572868796
2001-06-21,85.81175208335303
2001-06-22,86.37806345825597
2001-06-25,85.30478830777719
2001-06-26,84.79187045214655
2001-06-27,83.83544475556889
2001-06-28,85.88205062299726
2001-06-29,86.67963548577659
2001-07-02,87.09869046559758
2001-07-03,85.9651475503032
2001-07-04,85.19071561587309
2001-07-05,84.55629036546388
2001-07-06,82.41379011768792
2001-07-09,82.46891395036592
2001-07-10,81.65759622376052
2001-07-11,81.0194812487519
2001-07-12,82.58430542753328
2001-07-13,83.2233096039415
2001-07-16,82.22569814157882
2001-07-17,81.94854182073956
2001-07-18,80.03149497452308
2001-07-19,82.09341833586754
2001-07-20,80.6049567411028
2001-07-23,82.1136468948574
2001-07-24,80.41411537279444
2001-07-25,79.56070329321918
2001-07-26,81.35387831257869
2001-07-27,82.33109701563755
2001-07-30,82.82972725646893
2001-07-31,84.17068422577731
2001-08-01,84.59608813291854
2001-08-02,84.23893496308918
2001-08-03,83.76236507560786
2001-08-06,83.56559669002147
2001-08-07,84.15332420018605
2001-08-08,83.5980327317561
2001-08-09,82.22100185317204
2001-08-10,81.64384657433997
2001-08-13,82.46749367664594
2001-08-14,82.96803985974749
2001-08-15,82.58290720709019
2001-08-16,81.7672706002598
2001-08-17,80.17357749365928
2001-08-20,79.6681441052938
2001-08-21,79.6820529557619
2001-08-22,79.76844693373283
2001-08-23,80.34668865940381
2001-08-24,81.75091934136965
2001-08-27,82.14949845018852
2001-08-28,80.66075470501414
2001-08-29,80.50821842358044
2001-08-30,78.33981588097159
2001-08-31,78.73705439857096
2001-09-03,76.77224846410958
2001-09-04,78.4536100988352
2001-09-05,75.54647955120808
2001-09-06,71.98755235259596
2001-09-07,70.20465120501386
2001-09-10,69.02653811060632
2001-09-11,62.6563630670897
2001-09-12,64.18010722069766
2001-09-13,65.15669736521727
2001-09-14,61.584550621156474
2001-09-17,62.91448176246365
2001-09-18,63.334456286592165
2001-09-19,61.38437690573227
2001-09-20,57.99417313487968
2001-09-21,56.81220679668985
2001-09-24,60.450425172341724
2001-09-25,60.259049625025334
2001-09-26,62.10682021502518
2001-09-27,64.15837363760717
2001-09-28,65.41525574008634
2001-10-01,65.05753690473139
2001-10-02,66.09771787793201
2001-10-03,68.30123546529944
2001-10-04,69.75095265073892
2001-10-05,68.35156319284123
2001-10-08,68.09185536524167
2001-10-09,67.71338689885451
2001-10-10,70.04736825096468
2001-10-11,72.33154429231028
2001-10-12,70.56893143700339
2001-10-15,69.69721587724648
2001-10-16,70.77792237588265
2001-10-17,70.95281868995403
2001-10-18,69.6704654702791
2001-10-19,69.07881366189775
2001-10-22,70.80771425926997
2001-10-23,71.62110085709227
2001-10-24,73.22459222416106
2001-10-25,72.07861842949933
2001-10-26,73.99237113849018
2001-10-29,71.20763443854128
2001-10-30,69.67994791838773
2001-10-31,69.58514522927082
2001-11-01,70.79387605331819
2001-11-02,70.1990625314636
2001-11-05,72.79654003455573
2001-11-06,72.38553953955731
2001-11-07,74.00806328404762
2001-11-08,75.79863541292721
2001-11-09,74.29596320086952
2001-11-12,72.79246585082416
2001-11-13,73.81927209715089
2001-11-14,73.81787256293902
2001-11-15,73.96230832116446
2001-11-16,74.0996074225735
2001-11-19,75.79892231460498
2001-11-20,74.87293266031308
2001-11-21,74.82505937190977
2001-11-22,75.6867921222702
2001-11-23,75.70019072326836
2001-11-26,74.78295458033497
2001-11-27,74.3606984710036
2001-11-28,72.52077054444679
