Date,AC EUROPE QUALITY
1998-11-30,1000.0
1998-12-01,974.0124825131134
1998-12-02,974.2467810917784
1998-12-03,980.9649892881462
1998-12-04,988.809477023243
1998-12-07,986.6112393764911
1998-12-08,988.4209955310009
1998-12-09,1005.2416039089297
1998-12-10,994.286723088239
1998-12-11,984.0940574754436
1998-12-14,978.9632950484965
1998-12-15,982.3298499330182
1998-12-16,996.0918633460525
1998-12-17,1007.6830967326105
1998-12-18,1009.6076153355344
1998-12-21,1028.1949033712867
1998-12-22,1032.2198504941896
1998-12-23,1049.50664383554
1998-12-24,1043.694033567153
1998-12-25,1044.044769858279
1998-12-28,1055.92967394612
1998-12-29,1064.5708384066345
1998-12-30,1055.5722187351328
1998-12-31,1055.3390872842497
1999-01-01,1055.3389995403982
1999-01-04,1079.2361808971173
1999-01-05,1085.2705404397186
1999-01-06,1104.1632820563354
1999-01-07,1098.0659851552525
1999-01-08,1097.2814337848174
1999-01-11,1082.2243584766998
1999-01-12,1066.3915594408884
1999-01-13,1039.9253391780085
1999-01-14,1038.527100714066
1999-01-15,1044.0531431671673
1999-01-18,1065.4722262360708
1999-01-19,1066.6564796634111
1999-01-20,1068.7313060853464
1999-01-21,1058.9960539711517
1999-01-22,1036.216616168208
1999-01-25,1042.2312172345705
1999-01-26,1048.9430125704987
1999-01-27,1055.1283690529883
1999-01-28,1056.520907730345
1999-01-29,1053.4691729694919
1999-02-01,1062.4251475704375
1999-02-02,1052.9205600892378
1999-02-03,1035.5437353611599
1999-02-04,1036.736324474545
1999-02-05,1022.9410920972848
1999-02-08,1013.0304776063276
1999-02-09,1000.5389688804598
1999-02-10,994.7506594767843
1999-02-11,1004.6979355067195
1999-02-12,1009.5938459933008
1999-02-15,1012.6427411746156
1999-02-16,1024.456548239878
1999-02-17,1019.5837467402505
1999-02-18,1013.9954159309879
1999-02-19,1007.1123690133207
1999-02-22,1023.3402626460193
1999-02-23,1029.9019074841387
1999-02-24,1041.039401698331
1999-02-25,1030.9531419041016
1999-02-26,1018.0800403239065
1999-03-01,1001.3759943019049
1999-03-02,1005.7331639112507
1999-03-03,998.7806653758803
1999-03-04,995.5654361880703
1999-03-05,1014.0439276381205
1999-03-08,1014.6140604924541
1999-03-09,1025.7858640974805
1999-03-10,1025.9171247428596
1999-03-11,1024.0327768067389
1999-03-12,1025.2758347639267
1999-03-15,1017.4367503723831
1999-03-16,1015.4540532996087
1999-03-17,1013.9798167205806
1999-03-18,1007.474817979227
1999-03-19,1017.3955305903729
1999-03-22,1009.4905217062135
1999-03-23,993.8589599559067
1999-03-24,986.615391936746
1999-03-25,999.2160285347584
1999-03-26,994.3177226227135
1999-03-29,1009.2904075152601
1999-03-30,1014.9003045884668
1999-03-31,1029.7611109298377
1999-04-01,1030.9434932924753
1999-04-02,1030.4496289140022
1999-04-05,1026.100382655917
1999-04-06,1038.0839933302527
1999-04-07,1039.6951134301703
1999-04-08,1045.0742426791273
1999-04-09,1046.0556076136547
1999-04-12,1043.1246906578697
1999-04-13,1049.4209158410413
1999-04-14,1047.5635472298356
1999-04-15,1021.5388689978791
1999-04-16,1012.5552155027463
1999-04-19,1013.5400205948928
1999-04-20,992.9655664596962
1999-04-21,1002.5099655028255
1999-04-22,1020.1679942148515
1999-04-23,1018.2185839242145
1999-04-26,1020.0101468790301
1999-04-27,1037.6036124058658
1999-04-28,1032.4821282410587
1999-04-29,1014.1265637699047
1999-04-30,1018.531970703407
1999-05-03,1022.0803011111633
1999-05-04,1023.6351523092893
1999-05-05,1013.7726589052434
1999-05-06,1024.580293488397
1999-05-07,1023.5739074709045
1999-05-10,1027.378570870414
1999-05-11,1028.7255001825006
1999-05-12,1025.1328462577114
1999-05-13,1031.0730069400447
1999-05-14,1020.4732942286737
1999-05-17,1000.8444734680489
1999-05-18,1007.9588729008412
1999-05-19,1012.7949090217016
1999-05-20,1021.3228727866248
1999-05-21,1014.3153499022585
1999-05-24,1001.5663705808195
1999-05-25,993.9660193056094
1999-05-26,982.7050928874612
1999-05-27,973.8886270938015
1999-05-28,982.5922036609267
1999-05-31,983.4353432570074
1999-06-01,983.8680348367723
1999-06-02,987.754365695885
1999-06-03,995.3455096407107
1999-06-04,999.3097780848586
1999-06-07,1005.7510939448966
1999-06-08,1017.7304120196595
1999-06-09,1023.2238447409077
1999-06-10,1018.4139812767885
1999-06-11,1031.4591695839406
1999-06-14,1022.825511025231
1999-06-15,1017.7089348257733
1999-06-16,1023.7008276372011
1999-06-17,1026.6174224603844
1999-06-18,1037.2353814204912
1999-06-21,1046.607642930712
1999-06-22,1037.2768269514345
1999-06-23,1021.8700112121154
1999-06-24,1017.2846937581878
1999-06-25,1028.0165029453678
1999-06-28,1020.5341301416224
1999-06-29,1017.9170543000823
1999-06-30,1011.6114420305787
1999-07-01,1028.3961277536444
1999-07-02,1034.475496572534
1999-07-05,1050.2433088881614
1999-07-06,1043.9045850778346
1999-07-07,1030.1278318494085
1999-07-08,1020.2515108102446
1999-07-09,1022.375754336305
1999-07-12,1021.9081983805258
1999-07-13,1012.4531252326193
1999-07-14,1016.2042166845919
1999-07-15,1028.2057069671212
1999-07-16,1023.1572920256835
1999-07-19,1020.3472060961759
1999-07-20,1021.1571588769666
1999-07-21,1012.9905348676501
1999-07-22,1005.872514195404
1999-07-23,998.0329142070999
1999-07-26,1004.1975774591259
1999-07-27,1008.8273432935748
1999-07-28,1013.0535102938741
1999-07-29,1002.2776574391795
1999-07-30,1017.4184484696966
1999-08-02,1015.8091920664654
