Date,AC ASEAN QUALITY
1998-11-30,1000.0
1998-12-01,958.0701020026152
1998-12-02,958.3128294309157
1998-12-03,929.4383696750835
1998-12-04,924.8217250947
1998-12-07,940.2152378847129
1998-12-08,943.3926008960855
1998-12-09,946.840061367274
1998-12-10,970.3391865257616
1998-12-11,955.3672513459146
1998-12-14,946.5838381086651
1998-12-15,937.6637477891557
1998-12-16,948.8930994278086
1998-12-17,938.2123665437554
1998-12-18,961.3263044546235
1998-12-21,954.8919257078674
1998-12-22,959.2111205436728
1998-12-23,953.6409056125177
1998-12-24,955.9449291553076
1998-12-25,956.1593935493156
1998-12-28,946.760852555656
1998-12-29,942.4945486555647
1998-12-30,951.5344013025376
1998-12-31,957.2590290954494
1999-01-01,957.2590290954496
1999-01-04,955.4797919975965
1999-01-05,951.1010748951715
1999-01-06,974.814008350932
1999-01-07,1031.4359961102018
1999-01-08,1026.5328158571044
1999-01-11,1020.8181546844125
1999-01-12,1031.1402040433516
1999-01-13,1002.9370319108319
1999-01-14,978.4505327874128
1999-01-15,986.4270575399408
1999-01-18,1023.7984399857788
1999-01-19,1019.7121749414091
1999-01-20,1036.1847305454903
1999-01-21,1017.6790143175124
1999-01-22,997.8290539531923
1999-01-25,938.777579844435
1999-01-26,959.9043729811176
1999-01-27,975.8729398881093
1999-01-28,952.0841224812535
1999-01-29,954.50921412741
1999-02-01,947.8170956335399
1999-02-02,939.1958370659769
1999-02-03,947.0715124602503
1999-02-04,949.7031905970908
1999-02-05,944.1871408274916
1999-02-08,929.3027346444895
1999-02-09,910.1356761918893
1999-02-10,904.7517172305434
1999-02-11,927.5521378442693
1999-02-12,927.5582556825557
1999-02-15,927.3759065756241
1999-02-16,926.3968089704417
1999-02-17,926.5184715605493
1999-02-18,914.6800610908256
1999-02-19,933.0455437835786
1999-02-22,939.305452554085
1999-02-23,945.031857536728
1999-02-24,946.0880014664101
1999-02-25,952.614204214113
1999-02-26,960.0625196504969
1999-03-01,960.8220974639424
1999-03-02,961.3923876531207
1999-03-03,964.808419543335
1999-03-04,960.1988239752283
1999-03-05,965.4730118916142
1999-03-08,970.2550554047166
1999-03-09,958.765312083482
1999-03-10,955.7737285213464
1999-03-11,939.6925400869845
1999-03-12,951.0308245180606
1999-03-15,967.6065214917868
1999-03-16,969.9868251033546
1999-03-17,960.2690290900242
1999-03-18,963.8831581470306
1999-03-19,963.1618725213837
1999-03-22,960.9486204457851
1999-03-23,966.13121093165
1999-03-24,965.8026205790254
1999-03-25,972.3355145736256
1999-03-26,970.9435877204896
1999-03-29,968.6145239129024
1999-03-30,966.1232309514879
1999-03-31,971.4588742119952
1999-04-01,983.2094610818609
1999-04-02,982.8162977129912
1999-04-05,990.4905152398187
1999-04-06,995.7290203841841
1999-04-07,1014.8940984983691
1999-04-08,1033.0257352406884
1999-04-09,1045.9900494280805
1999-04-12,1066.1082583234102
1999-04-13,1073.5227877380332
1999-04-14,1090.3535927165349
1999-04-15,1089.008962491664
1999-04-16,1126.99343428373
1999-04-19,1202.864680951838
1999-04-20,1178.43973494524
1999-04-21,1177.7393432264307
1999-04-22,1193.3353486870485
1999-04-23,1188.566203316316
1999-04-26,1195.6353063935508
1999-04-27,1209.164524576694
1999-04-28,1202.0654925416345
1999-04-29,1192.820539895673
1999-04-30,1225.0699711998182
1999-05-03,1237.0500979819053
1999-05-04,1251.8988296409207
1999-05-05,1260.777513779575
1999-05-06,1277.639973610595
1999-05-07,1255.9630310441216
1999-05-10,1266.6698207644488
1999-05-11,1271.5037294467036
1999-05-12,1266.6670656415558
1999-05-13,1259.962384140992
1999-05-14,1250.9158331900214
1999-05-17,1239.7459842171802
1999-05-18,1243.6430405475235
1999-05-19,1230.3680099124806
1999-05-20,1228.9017519917932
1999-05-21,1245.9372609782693
1999-05-24,1234.3358422903539
1999-05-25,1221.6390990920722
1999-05-26,1210.4605119966293
1999-05-27,1209.675679618248
1999-05-28,1202.5022148594708
1999-05-31,1205.7847436337208
1999-06-01,1216.224787856402
1999-06-02,1221.1356727611467
1999-06-03,1224.12940190749
1999-06-04,1227.2725134038308
1999-06-07,1250.1950731047398
1999-06-08,1288.8473626215673
1999-06-09,1277.5715118394876
1999-06-10,1278.0609962373264
1999-06-11,1272.8464900441272
1999-06-14,1286.1988282613954
1999-06-15,1287.6471617223717
1999-06-16,1288.3674056688308
1999-06-17,1308.0663277585847
1999-06-18,1329.152715142112
1999-06-21,1361.7962844388906
1999-06-22,1374.9854399053972
1999-06-23,1367.529231015236
1999-06-24,1357.8011491776556
1999-06-25,1333.8379089466202
1999-06-28,1335.7067888095546
1999-06-29,1338.1729825448117
1999-06-30,1318.8616627039212
1999-07-01,1343.5367858525349
1999-07-02,1341.5690697205293
1999-07-05,1361.8320344134193
1999-07-06,1363.7570218648598
1999-07-07,1337.5981603781645
1999-07-08,1335.7484632441885
1999-07-09,1340.3377323563552
1999-07-12,1346.9587114786864
1999-07-13,1327.172280218499
1999-07-14,1325.6780396758074
1999-07-15,1330.3583869427944
1999-07-16,1324.314190806276
1999-07-19,1328.05166840432
1999-07-20,1330.7175662630493
1999-07-21,1312.6437151941261
1999-07-22,1291.69677151481
1999-07-23,1246.867747464425
1999-07-26,1208.5806023722082
1999-07-27,1188.9103954399905
1999-07-28,1221.883407855578
1999-07-29,1230.2890680263827
1999-07-30,1223.4092404878054
1999-08-02,1217.2127071761909
1999-08-03,1231.361881944778
1999-08-04,1233.696828073698
1999-08-05,1215.2077128781962
1999-08-06,1193.700760972392
1999-08-09,1178.1528183616267
1999-08-10,1148.059254135884
1999-08-11,1114.9576934424604
1999-08-12,1124.4641843686186
1999-08-13,1110.9423836077585
1999-08-16,1121.9834389521834
1999-08-17,1100.1685130810404
1999-08-18,1132.1125405891871
1999-08-19,1145.965491017714
1999-08-20,1170.5195045267176
1999-08-23,1184.8849185539548
1999-08-24,1178.6010494019677
1999-08-25,1195.0661483798979
1999-08-26,1185.0885185195893
1999-08-27,1180.3075209607407
1999-08-30,1165.9992776608801
1999-08-31,1160.6689428797215
1999-09-01,1155.5928266713515
1999-09-02,1154.8618687976657
1999-09-03,1151.441047377744
1999-09-06,1141.008658972916
1999-09-07,1135.9564530361467
1999-09-08,1111.719545476444
1999-09-09,1120.471727371097
1999-09-10,1138.4483069973437
1999-09-13,1149.4269687917374
1999-09-14,1148.5594827287168
1999-09-15,1138.6534486145122
1999-09-16,1120.374773075109
1999-09-17,1129.514953606186
1999-09-20,1125.1253609156108
1999-09-21,1119.6802920152222
1999-09-22,1096.653112547415
1999-09-23,1079.0016263282726
1999-09-24,1073.8967509301626
1999-09-27,1056.1734870149833
1999-09-28,1070.973456655484
1999-09-29,1078.4552319877466
1999-09-30,1100.595087920341
1999-10-01,1126.2433805276912
1999-10-04,1134.872883479036
1999-10-05,1152.9690401132177
1999-10-06,1162.5970305793376
1999-10-07,1165.760707925337
1999-10-08,1158.7517079822803
1999-10-11,1171.8292859605106
1999-10-12,1173.3940690141042
1999-10-13,1142.5705176474576
1999-10-14,1149.860069602261
1999-10-15,1137.3702005100106
1999-10-18,1111.440867311517
1999-10-19,1108.9997460112763
1999-10-20,1128.5912650068724
1999-10-21,1149.6035229824772
1999-10-22,1150.4002588344047
1999-10-25,1140.4299060199362
1999-10-26,1143.109725751366
1999-10-27,1144.1058928744392
1999-10-28,1148.2575588503419
1999-10-29,1186.7593192764743
1999-11-01,1196.6690041319926
1999-11-02,1196.3680366458095
1999-11-03,1205.0190402991097
1999-11-04,1211.974486577006
1999-11-05,1199.924655391107
1999-11-08,1191.4068354093606
1999-11-09,1201.7551861605734
1999-11-10,1199.2989875645087
1999-11-11,1202.7132563891562
1999-11-12,1214.9698529917582
1999-11-15,1228.4259950303656
1999-11-16,1219.5914016901074
1999-11-17,1217.4073065212328
