Date,AC ASIA PACIFIC QUALITY
1998-11-30,1000.0
1998-12-01,992.4923200528552
1998-12-02,1006.7175827598804
1998-12-03,1004.6493235737228
1998-12-04,997.6545270014765
1998-12-07,1003.6816508090862
1998-12-08,1007.1513111713424
1998-12-09,1016.4272400408122
1998-12-10,1017.3923236241345
1998-12-11,1001.0765067429651
1998-12-14,990.9436646659532
1998-12-15,987.357726541759
1998-12-16,993.6838634198032
1998-12-17,992.165558618497
1998-12-18,1002.0784607964555
1998-12-21,1000.6021418441807
1998-12-22,996.0256338769503
1998-12-23,996.197163215878
1998-12-24,996.6943717058734
1998-12-25,998.1490987891594
1998-12-28,994.7619270213066
1998-12-29,1002.5612027392614
1998-12-30,1006.6154183547941
1998-12-31,1015.0970147315024
1999-01-01,1015.0970147315024
1999-01-04,1003.6108254583557
1999-01-05,1000.6144294953555
1999-01-06,1012.6020619629627
1999-01-07,1037.1760625915374
1999-01-08,1037.0212261471365
1999-01-11,1044.4176342114283
1999-01-12,1029.957238153091
1999-01-13,1013.6211546267946
1999-01-14,1017.0675546775295
1999-01-15,1020.4804938097197
1999-01-18,1023.9554934375086
1999-01-19,1024.957466692939
1999-01-20,1035.086061497092
1999-01-21,1041.6800499602512
1999-01-22,1023.3050027201307
1999-01-25,1014.100753017926
1999-01-26,1021.6078020623723
1999-01-27,1023.3969130185124
1999-01-28,1006.6447533430712
1999-01-29,1017.1102953800728
1999-02-01,1019.2451581291251
1999-02-02,1027.0848228312614
1999-02-03,1022.1755929731396
1999-02-04,1017.1386447211462
1999-02-05,1005.1186795790885
1999-02-08,1007.5038383828883
1999-02-09,999.3478391387856
1999-02-10,993.8211285101393
1999-02-11,998.8439288674758
1999-02-12,1008.1816970773319
1999-02-15,1001.4860299993663
1999-02-16,992.4460263232985
1999-02-17,991.9218555845109
1999-02-18,987.3491795354585
1999-02-19,985.7462317160705
1999-02-22,1000.9266418678246
1999-02-23,999.137153838785
1999-02-24,997.9844807229354
1999-02-25,1002.5847582378576
1999-02-26,1007.9197898399702
1999-03-01,1011.0015650491166
1999-03-02,996.4512824665389
1999-03-03,1003.6642913413594
1999-03-04,997.5081183219587
1999-03-05,1027.8142564039415
1999-03-08,1038.0724096465797
1999-03-09,1054.7070846943382
1999-03-10,1077.8344449284252
1999-03-11,1071.8473341476586
1999-03-12,1081.573872986996
1999-03-15,1100.2127170013962
1999-03-16,1112.6835770540476
1999-03-17,1116.9631495730584
1999-03-18,1102.718705617026
1999-03-19,1128.2166358220375
1999-03-22,1129.0106410889618
1999-03-23,1118.9230436486534
1999-03-24,1101.3820077669789
1999-03-25,1114.0957962203022
1999-03-26,1110.226762601932
1999-03-29,1109.2993026978636
1999-03-30,1111.8580111084625
1999-03-31,1117.547587401729
1999-04-01,1135.7744561483455
1999-04-02,1138.6406616070199
1999-04-05,1127.650470105679
1999-04-06,1140.811572218718
1999-04-07,1147.0228991141205
1999-04-08,1156.8956391619072
1999-04-09,1152.3810180926198
1999-04-12,1141.5718252433605
1999-04-13,1157.6049309524458
1999-04-14,1174.0524381095004
1999-04-15,1168.4991710658162
1999-04-16,1189.0912468030388
1999-04-19,1196.8321212805604
1999-04-20,1187.2176413581706
1999-04-21,1173.8542217074648
1999-04-22,1194.4507994067233
1999-04-23,1208.1090888068104
1999-04-26,1213.7610202693045
1999-04-27,1212.401337104973
1999-04-28,1209.2066547994007
1999-04-29,1203.8281984251912
1999-04-30,1197.4399845043674
1999-05-03,1194.6150787507909
1999-05-04,1202.032533151152
1999-05-05,1201.9353473595188
