Date,ACWI ex USA QUALITY
1998-11-30,1000.0
1998-12-01,975.3386531103678
1998-12-02,973.6319686856322
1998-12-03,978.0388350828114
1998-12-04,984.0366922140132
1998-12-07,984.7877173804832
1998-12-08,988.3790235570792
1998-12-09,999.7001508338467
1998-12-10,994.9598124811926
1998-12-11,986.1361232139492
1998-12-14,982.595250049137
1998-12-15,984.4011604164195
1998-12-16,992.8091261911238
1998-12-17,1003.6479329956683
1998-12-18,1006.6676896177335
1998-12-21,1022.5853519997739
1998-12-22,1023.6730394559626
1998-12-23,1039.7875188171563
1998-12-24,1036.3956962626728
1998-12-25,1036.5823848366556
1998-12-28,1047.338935915983
1998-12-29,1053.2303819579665
1998-12-30,1045.2044411781997
1998-12-31,1045.3550080901816
1999-01-01,1045.355040136773
1999-01-04,1070.346344720872
1999-01-05,1078.2452252950068
1999-01-06,1096.8431341849878
1999-01-07,1087.9512039087083
1999-01-08,1086.202128656473
1999-01-11,1069.837522848916
1999-01-12,1057.5181756575748
1999-01-13,1031.2789129159578
1999-01-14,1031.8259121573863
1999-01-15,1041.5640605257363
1999-01-18,1060.9813113784005
1999-01-19,1059.0867284808792
1999-01-20,1062.3976821837298
1999-01-21,1050.4680720327717
1999-01-22,1028.247382774709
1999-01-25,1032.7864201723073
1999-01-26,1036.1688467132878
1999-01-27,1036.5618587433478
1999-01-28,1036.739281999078
1999-01-29,1035.2532576379708
1999-02-01,1045.8161231693393
1999-02-02,1040.671263322552
1999-02-03,1030.1868182728338
1999-02-04,1029.433798087174
1999-02-05,1021.817492343315
1999-02-08,1014.1586501128694
1999-02-09,1001.569369362595
1999-02-10,994.4736561056386
1999-02-11,1007.0387773032504
1999-02-12,1011.9692189209311
1999-02-15,1013.921469308079
1999-02-16,1016.7062665239033
1999-02-17,1013.1635435638821
1999-02-18,1009.6300707258798
1999-02-19,1004.1876311552065
1999-02-22,1016.6357516284423
1999-02-23,1022.7875552290594
1999-02-24,1033.5330666327457
1999-02-25,1025.2838683094471
1999-02-26,1016.1507805407831
1999-03-01,1002.343267295377
1999-03-02,1004.4007341186316
1999-03-03,999.6120586825936
1999-03-04,998.2925440274281
1999-03-05,1018.59504695431
1999-03-08,1020.1814974958903
1999-03-09,1028.5610467000413
1999-03-10,1030.9618481591715
1999-03-11,1032.4465702028087
1999-03-12,1037.1958267183497
1999-03-15,1033.0776794104952
1999-03-16,1032.594353933763
1999-03-17,1031.793642263844
1999-03-18,1026.6418853109642
1999-03-19,1032.4682420831973
1999-03-22,1027.510930055355
1999-03-23,1012.5770027755284
1999-03-24,1007.1104484045338
1999-03-25,1017.3763049200172
1999-03-26,1010.4942341280615
1999-03-29,1025.2426219341648
1999-03-30,1026.489773825065
1999-03-31,1038.610461788443
1999-04-01,1039.228056251164
1999-04-02,1038.9124436474644
1999-04-05,1035.5295103093222
1999-04-06,1046.6810279126967
1999-04-07,1049.1639442757134
1999-04-08,1057.3661850218168
1999-04-09,1057.1242450297168
1999-04-12,1056.2749967845184
1999-04-13,1064.4082854778976
1999-04-14,1064.0944774970133
1999-04-15,1049.47306963261
1999-04-16,1047.0042732129757
1999-04-19,1053.6424382652822
1999-04-20,1033.9357562186633
1999-04-21,1038.9660616944961
1999-04-22,1053.7616630295838
1999-04-23,1052.6501494618335
1999-04-26,1058.4525182680381
1999-04-27,1076.777513495053
1999-04-28,1072.0854279085365
1999-04-29,1056.8358951570617
1999-04-30,1061.2844177856468
1999-05-03,1065.1760047509358
1999-05-04,1069.9462412562664
1999-05-05,1061.3933253143691
1999-05-06,1069.5844865254096
1999-05-07,1066.5070048073023
1999-05-10,1071.6490840293043
1999-05-11,1070.9185230723267
1999-05-12,1064.4490215412861
1999-05-13,1071.1233485650837
1999-05-14,1060.3812492489405
1999-05-17,1043.0483750802887
1999-05-18,1052.2712415883134
1999-05-19,1056.683259423842
1999-05-20,1065.2073097185587
1999-05-21,1059.1056320719883
1999-05-24,1050.3667659153152
1999-05-25,1040.3553977328882
1999-05-26,1032.2914327496392
1999-05-27,1020.5159827160405
1999-05-28,1025.465790602537
1999-05-31,1028.0413943743263
1999-06-01,1032.9707930829584
1999-06-02,1035.3110778512746
1999-06-03,1043.3643334582346
1999-06-04,1047.8667321447435
1999-06-07,1057.2692120244615
1999-06-08,1068.7234147186923
1999-06-09,1072.3295949957692
1999-06-10,1064.7439062051767
1999-06-11,1074.2614879435184
1999-06-14,1066.6846448662675
1999-06-15,1064.2215171312412
1999-06-16,1068.4226049018666
1999-06-17,1072.3481122613873
1999-06-18,1082.243891089252
1999-06-21,1092.6868206769334
1999-06-22,1086.432675572374
1999-06-23,1072.7778386710454
1999-06-24,1066.9411494704204
1999-06-25,1074.1091825292553
1999-06-28,1068.691397144077
1999-06-29,1066.7141894559277
1999-06-30,1062.5752056392466
1999-07-01,1080.6433211013111
1999-07-02,1086.6950100875813
1999-07-05,1100.5110363327046
1999-07-06,1099.197634158492
1999-07-07,1086.378481227238
1999-07-08,1076.6275086494616
1999-07-09,1075.6673394286036
1999-07-12,1075.5525122465485
1999-07-13,1066.3993721493216
1999-07-14,1072.1756362934186
1999-07-15,1083.56858847948
1999-07-16,1076.118566111873
1999-07-19,1074.317265445426
1999-07-20,1074.7819208485218
1999-07-21,1070.7900379185373
1999-07-22,1061.8467003272403
1999-07-23,1049.7991043244851
1999-07-26,1054.603964583468
1999-07-27,1062.049678942771
1999-07-28,1069.3682704092723
1999-07-29,1057.5871574013697
1999-07-30,1069.6995285043972
1999-08-02,1065.5963286959163
1999-08-03,1062.9490481393436
1999-08-04,1064.0944241400625
1999-08-05,1042.4103523473045
1999-08-06,1043.499257821735
1999-08-09,1046.149306369923
1999-08-10,1031.8583366230307
1999-08-11,1032.222210510484
1999-08-12,1047.1651964366242
1999-08-13,1056.2773562100067
1999-08-16,1064.3376257763387
1999-08-17,1061.7503881648286
1999-08-18,1065.625727739545
1999-08-19,1065.3638044047764
1999-08-20,1075.330154650684
1999-08-23,1084.268878040517
1999-08-24,1078.5477623877466
1999-08-25,1084.0200933814585
1999-08-26,1082.4916971581795
1999-08-27,1081.7582813263066
1999-08-30,1079.4659613515812
1999-08-31,1069.1960549050598
1999-09-01,1077.8682750659043
1999-09-02,1075.772190048205
1999-09-03,1088.3457428432207
1999-09-06,1098.756586543486
1999-09-07,1096.373514834747
1999-09-08,1095.0044955971696
1999-09-09,1102.4274862669329
1999-09-10,1099.0785663909805
1999-09-13,1089.0892890192506
1999-09-14,1085.3394823165538
1999-09-15,1077.9369088603517
1999-09-16,1073.4826728279863
1999-09-17,1080.978165624186
1999-09-20,1088.0652445633443
1999-09-21,1084.1253329095764
1999-09-22,1077.7748927567147
1999-09-23,1080.0925900039083
1999-09-24,1068.5213576977396
1999-09-27,1078.355733906467
1999-09-28,1075.250342676509
1999-09-29,1077.522022088315
1999-09-30,1076.0194520227772
1999-10-01,1074.5633635026782
1999-10-04,1088.1541791218028
1999-10-05,1095.1344243189312
1999-10-06,1101.6091687378728
1999-10-07,1115.6346795897516
1999-10-08,1116.5418637801292
1999-10-11,1125.351281676145
1999-10-12,1120.1095663448837
1999-10-13,1110.435679439844
1999-10-14,1103.0428685706568
1999-10-15,1088.4262257200603
1999-10-18,1075.221143128209
1999-10-19,1094.6149996999377
1999-10-20,1098.118735631228
1999-10-21,1089.6881122101797
1999-10-22,1104.993226865773
1999-10-25,1101.503801290064
1999-10-26,1105.8918403851637
1999-10-27,1100.7531548252898
1999-10-28,1111.3764963280692
1999-10-29,1128.3156101857232
1999-11-01,1128.4241058080856
1999-11-02,1126.2079543188813
1999-11-03,1133.4762345016466
1999-11-04,1140.7819765129204
1999-11-05,1142.9950075907982
1999-11-08,1144.1897365144068
1999-11-09,1148.3867643294511
1999-11-10,1154.0649914510718
1999-11-11,1169.2646660869475
1999-11-12,1163.4436812173008
1999-11-15,1171.8120835484792
1999-11-16,1175.3898673431609
1999-11-17,1178.037889575462
1999-11-18,1187.2763821446508
1999-11-19,1183.771987498038
1999-11-22,1182.8405877561113
1999-11-23,1193.7548339064983
1999-11-24,1180.6771180395476
1999-11-25,1196.181082008823
1999-11-26,1198.6670726269158
1999-11-29,1203.9977366519865
1999-11-30,1179.8820613291457
1999-12-01,1187.0931819638988
1999-12-02,1199.2535151372047
1999-12-03,1220.4982374655785
1999-12-06,1235.9845925415952
1999-12-07,1246.3060564753982
1999-12-08,1254.3473702339952
1999-12-09,1247.7821244902495
1999-12-10,1247.2268783649815
1999-12-13,1250.5160293295924
1999-12-14,1240.3064898936123
1999-12-15,1225.8386021267024
1999-12-16,1241.699686145023
1999-12-17,1252.393583505484
1999-12-20,1261.9948589889027
1999-12-21,1261.3268927494103
1999-12-22,1266.2702759914316
1999-12-23,1285.912775772264
1999-12-24,1291.4962677910787
1999-12-27,1293.4264273758329
1999-12-28,1295.9772973587221
1999-12-29,1303.5231972951551
1999-12-30,1317.406751853296
1999-12-31,1318.023749603043
2000-01-03,1337.6985197361648
2000-01-04,1309.3760885227464
2000-01-05,1273.8277301223948
2000-01-06,1269.041189431563
2000-01-07,1292.9247975286955
2000-01-10,1310.2058876150666
2000-01-11,1308.3301456555082
2000-01-12,1305.2690390744567
2000-01-13,1314.5551058410704
2000-01-14,1329.1896090395192
2000-01-17,1330.4860011738808
2000-01-18,1311.0687293391225
2000-01-19,1301.4198651468666
2000-01-20,1297.211825094689
2000-01-21,1292.3534704565518
2000-01-24,1289.697966859874
2000-01-25,1274.5857756152689
2000-01-26,1279.3854788687427
2000-01-27,1281.5349860942429
2000-01-28,1271.253561898159
2000-01-31,1243.3214621434745
2000-02-01,1249.4028617304064
2000-02-02,1260.3364782792028
2000-02-03,1283.324435629174
2000-02-04,1290.0913699339524
2000-02-07,1283.831630647925
2000-02-08,1312.297998587688
2000-02-09,1325.5371354177237
2000-02-10,1320.0370007031522
2000-02-11,1313.901611562334
2000-02-14,1307.132680196708
2000-02-15,1303.2325321967296
2000-02-16,1318.9521528721823
2000-02-17,1329.0126455043192
2000-02-18,1327.3985694049538
2000-02-21,1320.406747756079
2000-02-22,1334.550681578596
2000-02-23,1347.4101071027928
2000-02-24,1336.1339932946505
2000-02-25,1335.9217034286341
2000-02-28,1319.5817403005524
2000-02-29,1318.1751675473129
2000-03-01,1349.8469246157622
2000-03-02,1364.482308778059
2000-03-03,1371.8094159798507
2000-03-06,1386.6945567764328
2000-03-07,1369.0469681426491
2000-03-08,1348.2208601569525
2000-03-09,1368.4139525694563
2000-03-10,1377.6653935173451
2000-03-13,1347.2683471487799
2000-03-14,1345.4259375577342
2000-03-15,1329.6819855953202
2000-03-16,1340.1423132077346
2000-03-17,1347.5781784685335
2000-03-20,1359.191797766227
2000-03-21,1372.1675359172707
2000-03-22,1378.7432962021599
2000-03-23,1379.8307291926558
2000-03-24,1407.8270550043708
2000-03-27,1409.3129528787767
2000-03-28,1398.9426459111196
2000-03-29,1377.597520050572
2000-03-30,1337.8572992873792
2000-03-31,1345.4660679826136
2000-04-03,1334.2388673031762
2000-04-04,1328.4447497067194
2000-04-05,1321.8077201387282
2000-04-06,1338.356165169959
2000-04-07,1355.70116387887
2000-04-10,1359.8876345887484
2000-04-11,1338.420993936818
2000-04-12,1329.0258160306646
2000-04-13,1306.1197247960124
2000-04-14,1270.266109823174
2000-04-17,1249.6036974379692
2000-04-18,1265.6119293674367
2000-04-19,1275.3068434371512
2000-04-20,1280.751497008155
2000-04-21,1282.001269031578
2000-04-24,1275.228573986541
2000-04-25,1280.8441516703624
2000-04-26,1290.613700743837
2000-04-27,1277.1270460827477
2000-04-28,1295.920943172977
2000-05-01,1296.1746172945523
2000-05-02,1307.33605617325
2000-05-03,1267.4802065154456
2000-05-04,1270.303340739555
2000-05-05,1272.6811101686035
2000-05-08,1260.057117418979
2000-05-09,1256.8674996128257
2000-05-10,1231.9640368370458
2000-05-11,1239.6640156540132
2000-05-12,1259.7713643534084
2000-05-15,1256.794683371553
2000-05-16,1276.8367232665635
2000-05-17,1248.3781103014392
2000-05-18,1248.8391968778456
2000-05-19,1214.0122869065317
2000-05-22,1199.67185885743
2000-05-23,1201.973294430647
2000-05-24,1195.6722627420224
2000-05-25,1216.0693708575739
2000-05-26,1215.8269117063942
2000-05-29,1227.241702088332
2000-05-30,1250.6081809829095
2000-05-31,1246.543652228728
2000-06-01,1264.6611933421395
2000-06-02,1312.5136822186716
2000-06-05,1303.5777983157636
2000-06-06,1309.7346244054902
2000-06-07,1308.5763814477903
2000-06-08,1308.6905524574668
2000-06-09,1305.6022693769974
2000-06-12,1308.1315754719649
2000-06-13,1308.8661721906913
2000-06-14,1322.164325734012
2000-06-15,1310.3531161358096
